Time_Index,Coal-new,NG Combustion Turbine (F-Frame),NG 2-on-1 Combined Cycle (H-Frame) 95% CCS,NG 2-on-1 Combined Cycle (F-Frame),RICE,HTGR,Microreactor,PBR-HTGR,iPWR_Pack,Land-Based Wind - Class 1 - Technology 1,Utility PV - Class 1,Utility-Scale Battery Storage - 10Hr
2433,1,1,1,1,1,1,1,1,1,0.6830400690787835,0.7593708647983307,1
2434,1,1,1,1,1,1,1,1,1,0.7111925849744926,0.8839921743499847,1
2435,1,1,1,1,1,1,1,1,1,0.7216577058979863,0.9673678499677592,1
2436,1,1,1,1,1,1,1,1,1,0.7398588966434859,0.948893497144793,1
2437,1,1,1,1,1,1,1,1,1,0.7642761695647857,0.9696785054887356,1
2438,1,1,1,1,1,1,1,1,1,0.7985867678508246,0.9560932512098352,1
2439,1,1,1,1,1,1,1,1,1,0.8330469274103613,0.927274200992546,1
2440,1,1,1,1,1,1,1,1,1,0.8651785003332033,0.8168578564813792,1
2441,1,1,1,1,1,1,1,1,1,0.8860557458072721,0.5533296611882643,1
2442,1,1,1,1,1,1,1,1,1,0.959000922709141,0.17701740860566,1
2443,1,1,1,1,1,1,1,1,1,0.962349421368524,0.0008002674474988,1
2444,1,1,1,1,1,1,1,1,1,0.9754860544953632,0.0,1
2445,1,1,1,1,1,1,1,1,1,0.9640310408486256,0.0,1
2446,1,1,1,1,1,1,1,1,1,0.9452282878457978,0.0,1
2447,1,1,1,1,1,1,1,1,1,0.9563764737668718,0.0,1
2448,1,1,1,1,1,1,1,1,1,0.969814669633254,0.0,1
2449,1,1,1,1,1,1,1,1,1,0.9499973229620752,0.0,1
2450,1,1,1,1,1,1,1,1,1,0.9345368214715752,0.0,1
2451,1,1,1,1,1,1,1,1,1,0.9312551598712502,0.0,1
2452,1,1,1,1,1,1,1,1,1,0.9310899762107538,0.0,1
2453,1,1,1,1,1,1,1,1,1,0.9287200568830374,0.0,1
2454,1,1,1,1,1,1,1,1,1,0.9193026896556727,0.0282299301446013,1
2455,1,1,1,1,1,1,1,1,1,0.8698962204828463,0.2299961218864089,1
2456,1,1,1,1,1,1,1,1,1,0.8392476708390791,0.4164928888561098,1
2457,1,1,1,1,1,1,1,1,1,0.9111280409140238,0.4443553322966301,1
2458,1,1,1,1,1,1,1,1,1,0.9262236574687556,0.4405392176352309,1
2459,1,1,1,1,1,1,1,1,1,0.9052491356644096,0.6043566251667492,1
2460,1,1,1,1,1,1,1,1,1,0.8978062312764894,0.7256774411884689,1
2461,1,1,1,1,1,1,1,1,1,0.8696513815022102,0.6760153920126089,1
2462,1,1,1,1,1,1,1,1,1,0.8407603535476514,0.6425572495929625,1
2463,1,1,1,1,1,1,1,1,1,0.8356795593153792,0.5922952484066722,1
2464,1,1,1,1,1,1,1,1,1,0.8695569928762055,0.6486064029232415,1
2465,1,1,1,1,1,1,1,1,1,0.912658806701858,0.5325321146167986,1
2466,1,1,1,1,1,1,1,1,1,0.910891321681298,0.1544155104600267,1
2467,1,1,1,1,1,1,1,1,1,0.9401053656754296,0.0015862579854592,1
2468,1,1,1,1,1,1,1,1,1,0.9613048894839346,0.0,1
2469,1,1,1,1,1,1,1,1,1,0.9664493411964232,0.0,1
2470,1,1,1,1,1,1,1,1,1,0.937682985422676,0.0,1
2471,1,1,1,1,1,1,1,1,1,0.9134021471609404,0.0,1
2472,1,1,1,1,1,1,1,1,1,0.9037172380594704,0.0,1
2473,1,1,1,1,1,1,1,1,1,0.8746273635454577,0.0,1
2474,1,1,1,1,1,1,1,1,1,0.8391748451502893,0.0,1
2475,1,1,1,1,1,1,1,1,1,0.8563970628111433,0.0,1
2476,1,1,1,1,1,1,1,1,1,0.8733089266908473,0.0,1
2477,1,1,1,1,1,1,1,1,1,0.8571687169169648,0.0,1
2478,1,1,1,1,1,1,1,1,1,0.8309472525515502,0.0407236803125416,1
2479,1,1,1,1,1,1,1,1,1,0.8539306560344303,0.3101253406236828,1
2480,1,1,1,1,1,1,1,1,1,0.8880064057811692,0.6216205172370762,1
2481,1,1,1,1,1,1,1,1,1,0.8965775031086192,0.6308048672267949,1
2482,1,1,1,1,1,1,1,1,1,0.8681247483789216,0.6605404862662281,1
2483,1,1,1,1,1,1,1,1,1,0.8219889837277946,0.7623202156192265,1
2484,1,1,1,1,1,1,1,1,1,0.781659287800661,0.8158415144544537,1
2485,1,1,1,1,1,1,1,1,1,0.7474863928491672,0.8782419032108467,1
2486,1,1,1,1,1,1,1,1,1,0.7277085263789366,0.9620584683854968,1
2487,1,1,1,1,1,1,1,1,1,0.7298276460009449,0.9697617952070132,1
2488,1,1,1,1,1,1,1,1,1,0.6890894536219699,0.8363979434079415,1
2489,1,1,1,1,1,1,1,1,1,0.6062433713088876,0.7538803490393441,1
2490,1,1,1,1,1,1,1,1,1,0.490751423654749,0.2301920546412928,1
2491,1,1,1,1,1,1,1,1,1,0.383030208616002,0.0018964782910253,1
2492,1,1,1,1,1,1,1,1,1,0.3340395533831078,0.0,1
2493,1,1,1,1,1,1,1,1,1,0.3302815604189005,0.0,1
2494,1,1,1,1,1,1,1,1,1,0.3177757023326304,0.0,1
2495,1,1,1,1,1,1,1,1,1,0.278920863161732,0.0,1
2496,1,1,1,1,1,1,1,1,1,0.2312559466677818,0.0,1
2497,1,1,1,1,1,1,1,1,1,0.1816739752741487,0.0,1
2498,1,1,1,1,1,1,1,1,1,0.1448234003630866,0.0,1
2499,1,1,1,1,1,1,1,1,1,0.1276731519355503,0.0,1
2500,1,1,1,1,1,1,1,1,1,0.1240125875959667,0.0,1
2501,1,1,1,1,1,1,1,1,1,0.1246831906831536,0.0,1
2502,1,1,1,1,1,1,1,1,1,0.1438812271425889,0.1613134384815288,1
2503,1,1,1,1,1,1,1,1,1,0.1313042253088835,0.7093396245490975,1
2504,1,1,1,1,1,1,1,1,1,0.0877314817760552,0.9940800795238636,1
2505,1,1,1,1,1,1,1,1,1,0.0753298294731798,1.0,1
2506,1,1,1,1,1,1,1,1,1,0.057256557651455,1.0,1
2507,1,1,1,1,1,1,1,1,1,0.0435930400039391,1.0,1
2508,1,1,1,1,1,1,1,1,1,0.0337613536786488,1.0,1
2509,1,1,1,1,1,1,1,1,1,0.0283396242188331,0.999981243743702,1
2510,1,1,1,1,1,1,1,1,1,0.0255408304874334,0.9997749249244274,1
2511,1,1,1,1,1,1,1,1,1,0.0227180279895774,0.998356848318776,1
2512,1,1,1,1,1,1,1,1,1,0.0211687115662935,0.9782572581928574,1
2513,1,1,1,1,1,1,1,1,1,0.0258761922878688,0.7594229755181465,1
2514,1,1,1,1,1,1,1,1,1,0.0664725583221748,0.2399375523444432,1
2515,1,1,1,1,1,1,1,1,1,0.1539647394965695,0.0037125841494184,1
2516,1,1,1,1,1,1,1,1,1,0.2609526083526662,0.0,1
2517,1,1,1,1,1,1,1,1,1,0.3944546373634968,0.0,1
2518,1,1,1,1,1,1,1,1,1,0.5216709971223126,0.0,1
2519,1,1,1,1,1,1,1,1,1,0.632226251347596,0.0,1
2520,1,1,1,1,1,1,1,1,1,0.7128832548180423,0.0,1
2521,1,1,1,1,1,1,1,1,1,0.7380374320996691,0.0,1
2522,1,1,1,1,1,1,1,1,1,0.7447786653316697,0.0,1
2523,1,1,1,1,1,1,1,1,1,0.7550789586151925,0.0,1
2524,1,1,1,1,1,1,1,1,1,0.7506655508513569,0.0,1
2525,1,1,1,1,1,1,1,1,1,0.7380664046872482,0.0,1
2526,1,1,1,1,1,1,1,1,1,0.715571680097923,0.1703578753339162,1
2527,1,1,1,1,1,1,1,1,1,0.6566578819233325,0.7012223122263727,1
2528,1,1,1,1,1,1,1,1,1,0.6170391925490039,0.983962780739812,1
2529,1,1,1,1,1,1,1,1,1,0.6696591048933515,0.999359270967056,1
2530,1,1,1,1,1,1,1,1,1,0.6918108644387371,0.9999663730192012,1
2531,1,1,1,1,1,1,1,1,1,0.7114228929070472,0.999679811592299,1
2532,1,1,1,1,1,1,1,1,1,0.7321258786890964,0.996731137487441,1
2533,1,1,1,1,1,1,1,1,1,0.7344701530452322,0.9987602466164596,1
2534,1,1,1,1,1,1,1,1,1,0.7380991177899362,0.9988319160365736,1
2535,1,1,1,1,1,1,1,1,1,0.7561322214681729,0.9958801961654076,1
2536,1,1,1,1,1,1,1,1,1,0.771977532763743,0.9715787757197648,1
2537,1,1,1,1,1,1,1,1,1,0.7655905142191505,0.7321195171292564,1
2538,1,1,1,1,1,1,1,1,1,0.7900537047649624,0.1977816582002224,1
2539,1,1,1,1,1,1,1,1,1,0.8410166692868235,0.0026877924223728,1
2540,1,1,1,1,1,1,1,1,1,0.8423095429848352,0.0,1
2541,1,1,1,1,1,1,1,1,1,0.8489197234310522,0.0,1
2542,1,1,1,1,1,1,1,1,1,0.855283962731681,0.0,1
2543,1,1,1,1,1,1,1,1,1,0.8777921094993354,0.0,1
2544,1,1,1,1,1,1,1,1,1,0.9137578679187404,0.0,1
2545,1,1,1,1,1,1,1,1,1,0.9336719613418212,0.0,1
2546,1,1,1,1,1,1,1,1,1,0.9270508234832656,0.0,1
2547,1,1,1,1,1,1,1,1,1,0.921966411049206,0.0,1
2548,1,1,1,1,1,1,1,1,1,0.9043999936372316,0.0,1
2549,1,1,1,1,1,1,1,1,1,0.8842014083752614,0.0,1
2550,1,1,1,1,1,1,1,1,1,0.8608059056087279,0.1314063117766651,1
2551,1,1,1,1,1,1,1,1,1,0.832219035197947,0.5036816712025936,1
2552,1,1,1,1,1,1,1,1,1,0.7600334600569918,0.8266779186766419,1
2553,1,1,1,1,1,1,1,1,1,0.723090150269054,0.8437849241425683,1
2554,1,1,1,1,1,1,1,1,1,0.7028509524130224,0.937083145353384,1
2555,1,1,1,1,1,1,1,1,1,0.6947247972469252,0.982657576797144,1
2556,1,1,1,1,1,1,1,1,1,0.705583351195989,0.957635346608088,1
2557,1,1,1,1,1,1,1,1,1,0.7321893271823674,0.927954149852126,1
2558,1,1,1,1,1,1,1,1,1,0.7616415947303143,0.9746466241216348,1
2559,1,1,1,1,1,1,1,1,1,0.7798742689221991,0.9184756269004676,1
2560,1,1,1,1,1,1,1,1,1,0.8009453851729691,0.8439159511808365,1
2561,1,1,1,1,1,1,1,1,1,0.8059733768178426,0.626893447440509,1
2562,1,1,1,1,1,1,1,1,1,0.856357542630944,0.1722822264388905,1
2563,1,1,1,1,1,1,1,1,1,0.9311965294588626,0.0011728325626357,1
2564,1,1,1,1,1,1,1,1,1,0.9496536648958496,0.0,1
2565,1,1,1,1,1,1,1,1,1,0.9254835797858476,0.0,1
2566,1,1,1,1,1,1,1,1,1,0.9015825055505248,0.0,1
2567,1,1,1,1,1,1,1,1,1,0.8795796299541677,0.0,1
2568,1,1,1,1,1,1,1,1,1,0.8750086703244719,0.0,1
2569,1,1,1,1,1,1,1,1,1,0.8583148924520039,0.0,1
2570,1,1,1,1,1,1,1,1,1,0.8130130852728066,0.0,1
2571,1,1,1,1,1,1,1,1,1,0.7754661164767253,0.0,1
2572,1,1,1,1,1,1,1,1,1,0.7685804842088674,0.0,1
2573,1,1,1,1,1,1,1,1,1,0.8071610210581041,1.972341417281846e-05,1
2574,1,1,1,1,1,1,1,1,1,0.8037201853068936,0.1344160997221515,1
2575,1,1,1,1,1,1,1,1,1,0.7463149583482462,0.4207328934886756,1
2576,1,1,1,1,1,1,1,1,1,0.8026368628045194,0.6644820757063753,1
2577,1,1,1,1,1,1,1,1,1,0.776520810394106,0.6385160410992224,1
2578,1,1,1,1,1,1,1,1,1,0.6654032797992443,0.7558572461107842,1
2579,1,1,1,1,1,1,1,1,1,0.538282384302658,0.8095083282120825,1
2580,1,1,1,1,1,1,1,1,1,0.394451746681909,0.8798097448664257,1
2581,1,1,1,1,1,1,1,1,1,0.2826118489239379,0.8160956696909122,1
2582,1,1,1,1,1,1,1,1,1,0.2150502963943474,0.745584748767475,1
2583,1,1,1,1,1,1,1,1,1,0.181480754535206,0.7442075644776472,1
2584,1,1,1,1,1,1,1,1,1,0.1606312838056552,0.733297812008546,1
2585,1,1,1,1,1,1,1,1,1,0.1506011295606847,0.6106819856116118,1
2586,1,1,1,1,1,1,1,1,1,0.185694854597645,0.2031224357321005,1
2587,1,1,1,1,1,1,1,1,1,0.2614417509519305,0.0045147874490581,1
2588,1,1,1,1,1,1,1,1,1,0.3027732157521044,0.0,1
2589,1,1,1,1,1,1,1,1,1,0.3251887104034001,0.0,1
2590,1,1,1,1,1,1,1,1,1,0.3300044206362363,0.0,1
2591,1,1,1,1,1,1,1,1,1,0.3492213766491586,0.0,1
2592,1,1,1,1,1,1,1,1,1,0.3521820761537881,0.0,1
2593,1,1,1,1,1,1,1,1,1,0.3677506269416065,0.0,1
2594,1,1,1,1,1,1,1,1,1,0.3830320103133427,0.0,1
2595,1,1,1,1,1,1,1,1,1,0.4036082093575984,0.0,1
2596,1,1,1,1,1,1,1,1,1,0.4212548880388469,0.0,1
2597,1,1,1,1,1,1,1,1,1,0.4286619080334344,0.0001577873133825,1
2598,1,1,1,1,1,1,1,1,1,0.4386384597019615,0.0989391293792199,1
2599,1,1,1,1,1,1,1,1,1,0.3802000339521045,0.3462576368624366,1
2600,1,1,1,1,1,1,1,1,1,0.3014167342435724,0.6747164105158379,1
2601,1,1,1,1,1,1,1,1,1,0.3197307552538779,0.9504634380860618,1
2602,1,1,1,1,1,1,1,1,1,0.322224752792397,0.9603242338367872,1
2603,1,1,1,1,1,1,1,1,1,0.3142138917750117,0.9486961919450002,1
2604,1,1,1,1,1,1,1,1,1,0.312724992774158,0.9743463008601384,1
2605,1,1,1,1,1,1,1,1,1,0.3141989017026141,0.9842616361081344,1
2606,1,1,1,1,1,1,1,1,1,0.3276264624983149,0.9557517877615002,1
2607,1,1,1,1,1,1,1,1,1,0.3474472261752331,0.9125960078699412,1
2608,1,1,1,1,1,1,1,1,1,0.3812674832965185,0.8981926055018468,1
2609,1,1,1,1,1,1,1,1,1,0.4102513322503089,0.6345411651808407,1
2610,1,1,1,1,1,1,1,1,1,0.460973144737057,0.2148361613587822,1
2611,1,1,1,1,1,1,1,1,1,0.596747687947047,0.0039846059439915,1
2612,1,1,1,1,1,1,1,1,1,0.7019604713955034,0.0,1
2613,1,1,1,1,1,1,1,1,1,0.7487485636306789,0.0,1
2614,1,1,1,1,1,1,1,1,1,0.7719244376386522,0.0,1
2615,1,1,1,1,1,1,1,1,1,0.7908745979851773,0.0,1
2616,1,1,1,1,1,1,1,1,1,0.7912020479170667,0.0,1
2617,1,1,1,1,1,1,1,1,1,0.7869124619556048,0.0,1
2618,1,1,1,1,1,1,1,1,1,0.7910715672056345,0.0,1
2619,1,1,1,1,1,1,1,1,1,0.7982397130488873,0.0,1
2620,1,1,1,1,1,1,1,1,1,0.8086080261377118,0.0,1
2621,1,1,1,1,1,1,1,1,1,0.8214181992305544,0.0001136132672628,1
2622,1,1,1,1,1,1,1,1,1,0.8220968782097726,0.0839298135491487,1
2623,1,1,1,1,1,1,1,1,1,0.7747489981120179,0.2790846505393672,1
2624,1,1,1,1,1,1,1,1,1,0.7995843081964608,0.3863553943381305,1
2625,1,1,1,1,1,1,1,1,1,0.8175977972526305,0.4912841632937822,1
2626,1,1,1,1,1,1,1,1,1,0.8238281638840074,0.5877178046448516,1
2627,1,1,1,1,1,1,1,1,1,0.8302528092469142,0.6773849520281601,1
2628,1,1,1,1,1,1,1,1,1,0.8446919547642887,0.6191297460383024,1
2629,1,1,1,1,1,1,1,1,1,0.857556845909309,0.6431011769285541,1
2630,1,1,1,1,1,1,1,1,1,0.8734990269446001,0.7952697938694602,1
2631,1,1,1,1,1,1,1,1,1,0.8823280790700242,0.8033395335860686,1
2632,1,1,1,1,1,1,1,1,1,0.8990891844686135,0.6808279520587219,1
2633,1,1,1,1,1,1,1,1,1,0.8955625397854872,0.5155344593823671,1
2634,1,1,1,1,1,1,1,1,1,0.8864381600117663,0.171432718889357,1
2635,1,1,1,1,1,1,1,1,1,0.8724213686658749,0.000739132545516,1
2636,1,1,1,1,1,1,1,1,1,0.8190030825315021,0.0,1
2637,1,1,1,1,1,1,1,1,1,0.8204897646692175,0.0,1
2638,1,1,1,1,1,1,1,1,1,0.7549662457904462,0.0,1
2639,1,1,1,1,1,1,1,1,1,0.7084052459698797,0.0,1
2640,1,1,1,1,1,1,1,1,1,0.6799155056095448,0.0,1
2641,1,1,1,1,1,1,1,1,1,0.6343250525728308,0.0,1
2642,1,1,1,1,1,1,1,1,1,0.6026003263259097,0.0,1
2643,1,1,1,1,1,1,1,1,1,0.5816420287562117,0.0,1
2644,1,1,1,1,1,1,1,1,1,0.5430383870560943,0.0,1
2645,1,1,1,1,1,1,1,1,1,0.5056922321994256,5.163808766102655e-05,1
2646,1,1,1,1,1,1,1,1,1,0.4637950852261826,0.0461828810384833,1
2647,1,1,1,1,1,1,1,1,1,0.3920044457014222,0.2682052400559387,1
2648,1,1,1,1,1,1,1,1,1,0.3762329491941098,0.4223941485242136,1
2649,1,1,1,1,1,1,1,1,1,0.3936377948936655,0.5119544252824034,1
2650,1,1,1,1,1,1,1,1,1,0.3791498582086388,0.5795027155928978,1
2651,1,1,1,1,1,1,1,1,1,0.3544614102928186,0.6410500440885715,1
2652,1,1,1,1,1,1,1,1,1,0.3462721347189167,0.5764940963285184,1
2653,1,1,1,1,1,1,1,1,1,0.351669317984186,0.5543622394068259,1
2654,1,1,1,1,1,1,1,1,1,0.3727794810810477,0.5323356879763568,1
2655,1,1,1,1,1,1,1,1,1,0.409472564227432,0.4562116080190221,1
2656,1,1,1,1,1,1,1,1,1,0.4631057509311079,0.5173686926651936,1
2657,1,1,1,1,1,1,1,1,1,0.4785266252340153,0.4681438942971509,1
2658,1,1,1,1,1,1,1,1,1,0.5028849137352068,0.1808553702290895,1
2659,1,1,1,1,1,1,1,1,1,0.5666718487513714,0.0048691002440101,1
2660,1,1,1,1,1,1,1,1,1,0.5715103931454917,0.0,1
2661,1,1,1,1,1,1,1,1,1,0.5598069706587695,0.0,1
2662,1,1,1,1,1,1,1,1,1,0.5218991583551952,0.0,1
2663,1,1,1,1,1,1,1,1,1,0.4836319290146449,0.0,1
2664,1,1,1,1,1,1,1,1,1,0.4242873753797288,0.0,1
2665,1,1,1,1,1,1,1,1,1,0.3870542530830279,0.0,1
2666,1,1,1,1,1,1,1,1,1,0.3423244602183868,0.0,1
2667,1,1,1,1,1,1,1,1,1,0.2930533798218759,0.0,1
2668,1,1,1,1,1,1,1,1,1,0.2782964455153697,0.0,1
2669,1,1,1,1,1,1,1,1,1,0.2641119053519926,0.0002370080932365,1
2670,1,1,1,1,1,1,1,1,1,0.2510259889014143,0.1291910575970359,1
2671,1,1,1,1,1,1,1,1,1,0.1936161778122741,0.4007520904893412,1
2672,1,1,1,1,1,1,1,1,1,0.220359662601199,0.4937734872126221,1
2673,1,1,1,1,1,1,1,1,1,0.2341372840148413,0.5989931349167443,1
2674,1,1,1,1,1,1,1,1,1,0.195029861262185,0.694884728898155,1
2675,1,1,1,1,1,1,1,1,1,0.1619466220675555,0.818831803234777,1
2676,1,1,1,1,1,1,1,1,1,0.1388878247067042,0.9825548587157028,1
2677,1,1,1,1,1,1,1,1,1,0.1204632271041492,0.99358748978354,1
2678,1,1,1,1,1,1,1,1,1,0.1066730897444698,0.9881143803696708,1
2679,1,1,1,1,1,1,1,1,1,0.0922507883747082,0.971565344913326,1
2680,1,1,1,1,1,1,1,1,1,0.0831940587675615,0.9380603240800438,1
2681,1,1,1,1,1,1,1,1,1,0.0837008587037743,0.5439794741587265,1
2682,1,1,1,1,1,1,1,1,1,0.1086082096824272,0.1354037660430135,1
2683,1,1,1,1,1,1,1,1,1,0.1843754836238284,0.0002932470305457,1
2684,1,1,1,1,1,1,1,1,1,0.2537356873838254,0.0,1
2685,1,1,1,1,1,1,1,1,1,0.2603536488287734,0.0,1
2686,1,1,1,1,1,1,1,1,1,0.2484093947432671,0.0,1
2687,1,1,1,1,1,1,1,1,1,0.2236412928644985,0.0,1
2688,1,1,1,1,1,1,1,1,1,0.1880914984152321,0.0,1
2689,1,1,1,1,1,1,1,1,1,0.1716761715302809,0.0,1
2690,1,1,1,1,1,1,1,1,1,0.155020683591577,0.0,1
2691,1,1,1,1,1,1,1,1,1,0.1421674548794291,0.0,1
2692,1,1,1,1,1,1,1,1,1,0.1397013655572812,0.0,1
2693,1,1,1,1,1,1,1,1,1,0.1318983644125295,0.0006395302641874,1
2694,1,1,1,1,1,1,1,1,1,0.1255995734622315,0.205791457750579,1
2695,1,1,1,1,1,1,1,1,1,0.0818803553546743,0.7099416084360805,1
2696,1,1,1,1,1,1,1,1,1,0.0467885525458498,0.9221020747839468,1
2697,1,1,1,1,1,1,1,1,1,0.046440698360127,0.9134070345326952,1
2698,1,1,1,1,1,1,1,1,1,0.0425537932127857,0.9398217650332852,1
2699,1,1,1,1,1,1,1,1,1,0.0334876991526186,0.9091029747037364,1
2700,1,1,1,1,1,1,1,1,1,0.0296745002611596,0.90483163692152,1
2701,1,1,1,1,1,1,1,1,1,0.02783453331954,0.9144472394581514,1
2702,1,1,1,1,1,1,1,1,1,0.0280620971452633,0.912763429888701,1
2703,1,1,1,1,1,1,1,1,1,0.0298824815137469,0.9561491907430284,1
2704,1,1,1,1,1,1,1,1,1,0.0321534957590201,0.9317321355882228,1
2705,1,1,1,1,1,1,1,1,1,0.0392527786206799,0.7343241391019194,1
2706,1,1,1,1,1,1,1,1,1,0.069917655506912,0.254818170176345,1
2707,1,1,1,1,1,1,1,1,1,0.1656380261411981,0.0070891251084637,1
2708,1,1,1,1,1,1,1,1,1,0.2836326556666287,0.0,1
2709,1,1,1,1,1,1,1,1,1,0.3781712715452893,0.0,1
2710,1,1,1,1,1,1,1,1,1,0.4523199209138985,0.0,1
2711,1,1,1,1,1,1,1,1,1,0.5186366430077696,0.0,1
2712,1,1,1,1,1,1,1,1,1,0.5540216796320263,0.0,1
2713,1,1,1,1,1,1,1,1,1,0.5682852677880855,0.0,1
2714,1,1,1,1,1,1,1,1,1,0.5556786719900249,0.0,1
2715,1,1,1,1,1,1,1,1,1,0.5396041260899394,0.0,1
2716,1,1,1,1,1,1,1,1,1,0.5039546211978947,0.0,1
2717,1,1,1,1,1,1,1,1,1,0.4717193358896194,0.0007419509260171,1
2718,1,1,1,1,1,1,1,1,1,0.408670509084428,0.2059240123451892,1
2719,1,1,1,1,1,1,1,1,1,0.2546685243799323,0.6974698218678228,1
2720,1,1,1,1,1,1,1,1,1,0.1393636874297321,0.953317105125807,1
2721,1,1,1,1,1,1,1,1,1,0.119067936171469,0.948993033489359,1
2722,1,1,1,1,1,1,1,1,1,0.1259388534511186,0.9439893002343546,1
2723,1,1,1,1,1,1,1,1,1,0.1303055920729495,0.9778735845256554,1
2724,1,1,1,1,1,1,1,1,1,0.1322956665403555,0.9692350277538816,1
2725,1,1,1,1,1,1,1,1,1,0.1640742311000403,0.9726511439579196,1
2726,1,1,1,1,1,1,1,1,1,0.1931890329975487,0.9147284572545726,1
2727,1,1,1,1,1,1,1,1,1,0.263793374133891,0.8027760207273592,1
2728,1,1,1,1,1,1,1,1,1,0.3339950017956874,0.6602735185565264,1
2729,1,1,1,1,1,1,1,1,1,0.4192167202562075,0.5367389369896249,1
2730,1,1,1,1,1,1,1,1,1,0.5700637100981124,0.1167955018645154,1
2731,1,1,1,1,1,1,1,1,1,0.7128072196423942,0.0003947237083916,1
2732,1,1,1,1,1,1,1,1,1,0.7382809590137003,0.0,1
2733,1,1,1,1,1,1,1,1,1,0.6836652248952285,0.0,1
2734,1,1,1,1,1,1,1,1,1,0.7084863398145383,0.0,1
2735,1,1,1,1,1,1,1,1,1,0.6795780472476795,0.0,1
2736,1,1,1,1,1,1,1,1,1,0.6053267071432458,0.0,1
2737,1,1,1,1,1,1,1,1,1,0.6027912164928978,0.0,1
2738,1,1,1,1,1,1,1,1,1,0.6224351616736471,0.0,1
2739,1,1,1,1,1,1,1,1,1,0.613094361811749,0.0,1
2740,1,1,1,1,1,1,1,1,1,0.6171880696607778,0.0,1
2741,1,1,1,1,1,1,1,1,1,0.6344348115574225,0.0006555247303707,1
2742,1,1,1,1,1,1,1,1,1,0.6304663039187517,0.1285739725269641,1
2743,1,1,1,1,1,1,1,1,1,0.6267720648734978,0.4342285602562463,1
2744,1,1,1,1,1,1,1,1,1,0.6073003146700978,0.587212497559469,1
2745,1,1,1,1,1,1,1,1,1,0.5708934775463178,0.6067972330207774,1
2746,1,1,1,1,1,1,1,1,1,0.5311864198343297,0.6145832241855852,1
2747,1,1,1,1,1,1,1,1,1,0.4772442298747985,0.5974041406836642,1
2748,1,1,1,1,1,1,1,1,1,0.40478413679041,0.5563087187613409,1
2749,1,1,1,1,1,1,1,1,1,0.3328625682268679,0.5457949938841105,1
2750,1,1,1,1,1,1,1,1,1,0.2699530612618624,0.6902672416763104,1
2751,1,1,1,1,1,1,1,1,1,0.2055917550948059,0.5980103815888849,1
2752,1,1,1,1,1,1,1,1,1,0.1594200604014864,0.5387731666524078,1
2753,1,1,1,1,1,1,1,1,1,0.1326195662854511,0.4197847639390248,1
2754,1,1,1,1,1,1,1,1,1,0.1095529576508664,0.1734187348870507,1
2755,1,1,1,1,1,1,1,1,1,0.1169052125995924,0.0079696785666242,1
2756,1,1,1,1,1,1,1,1,1,0.1337348890417872,0.0,1
2757,1,1,1,1,1,1,1,1,1,0.0956034931133698,0.0,1
2758,1,1,1,1,1,1,1,1,1,0.0773490463095691,0.0,1
2759,1,1,1,1,1,1,1,1,1,0.0710189870617384,0.0,1
2760,1,1,1,1,1,1,1,1,1,0.1089655360664138,0.0,1
2761,1,1,1,1,1,1,1,1,1,0.1462535419591302,0.0,1
2762,1,1,1,1,1,1,1,1,1,0.1781178500542485,0.0,1
2763,1,1,1,1,1,1,1,1,1,0.2155173719600916,0.0,1
2764,1,1,1,1,1,1,1,1,1,0.2372793336016676,0.0,1
2765,1,1,1,1,1,1,1,1,1,0.2412151077073448,0.0015752849558475,1
2766,1,1,1,1,1,1,1,1,1,0.2126902332789344,0.2074013842811595,1
2767,1,1,1,1,1,1,1,1,1,0.1620310637808747,0.6832250353117354,1
2768,1,1,1,1,1,1,1,1,1,0.0867479181705668,0.9181855770987356,1
2769,1,1,1,1,1,1,1,1,1,0.0767937038491101,0.9357197881947502,1
2770,1,1,1,1,1,1,1,1,1,0.0823776883529976,0.94816203240462,1
2771,1,1,1,1,1,1,1,1,1,0.1018684054869494,0.9546537952810382,1
2772,1,1,1,1,1,1,1,1,1,0.1224394077598153,0.9922115182180165,1
2773,1,1,1,1,1,1,1,1,1,0.1388680246659059,0.9939103143814246,1
2774,1,1,1,1,1,1,1,1,1,0.1599059873501601,0.9921882899128148,1
2775,1,1,1,1,1,1,1,1,1,0.2003989826383226,0.9873493143192256,1
2776,1,1,1,1,1,1,1,1,1,0.2306063112856059,0.9365715881030572,1
2777,1,1,1,1,1,1,1,1,1,0.2485471806727284,0.6873117721798983,1
2778,1,1,1,1,1,1,1,1,1,0.2817299104191865,0.249978753446608,1
2779,1,1,1,1,1,1,1,1,1,0.3422564509647138,0.0071413758318717,1
2780,1,1,1,1,1,1,1,1,1,0.3709989332962949,0.0,1
2781,1,1,1,1,1,1,1,1,1,0.3962463260246338,0.0,1
2782,1,1,1,1,1,1,1,1,1,0.4146277132317084,0.0,1
2783,1,1,1,1,1,1,1,1,1,0.4136411141908373,0.0,1
2784,1,1,1,1,1,1,1,1,1,0.381355933375714,0.0,1
2785,1,1,1,1,1,1,1,1,1,0.4141631524080412,0.0,1
2786,1,1,1,1,1,1,1,1,1,0.3824984248956198,0.0,1
2787,1,1,1,1,1,1,1,1,1,0.3283538880000673,0.0,1
2788,1,1,1,1,1,1,1,1,1,0.2569437541251136,0.0,1
