Resource,Battery_A_Existing,Battery_A_New,Battery_B_New,Battery_C_Existing,Battery_C_New,Battery_D_Existing,Battery_D_New,Battery_E_New,Battery_F_Existing,Battery_F_New,Battery_G_Existing,Battery_G_New,Battery_H_New,Battery_I_New,Battery_J_New,Battery_K_New,Hydro_A,Hydro_B,Hydro_C,Hydro_D,Hydro_E,Hydro_F,Hydro_G,PumpedHydro_A,PumpedHydro_F,Total
t19,159.80807678976,0.0,0.0,7.9904038394880015,309.20391269571223,79.90403839488,271.2820618605386,123.08851268725695,159.80807678976,0.0,11.985605759232003,0.0,0.0,0.0,0.0,0.0,33360.49855359596,739.9442597692105,1281.999051602854,13562.698453672998,4421.950603268515,3400.1358610315547,933.115545862225,2783.489378442171,13718.809039292533,75325.71143535465
t20,159.74415355904412,0.0,0.0,7.987207677952207,309.080231130634,79.87207677952206,271.1735490357944,123.03927728218206,159.74415355904412,0.0,11.980811516928311,0.0,0.0,0.0,0.0,0.0,32814.00958133706,727.1163896538158,1272.598577404281,13463.247680509496,4389.525904902773,3375.203791547332,926.2733187933375,2735.2340676632566,13618.2135589388,74444.04433129125
t21,159.6802558976205,0.0,0.0,7.984012794881027,308.95659903818176,79.84012794881025,271.06507961618007,122.9900615712692,159.6802558976205,0.0,11.97601919232154,0.0,0.0,0.0,0.0,0.0,32238.022128052242,714.288519538421,1263.198103205708,13363.796907345994,4357.1012065370305,3350.2717220631093,919.43109172445,2686.978756884342,13517.618078585067,73532.87892589325
t22,159.61638379526147,0.0,0.0,7.980819189763075,308.8330163985665,79.80819189763073,270.9566535843336,122.9408655466407,159.61638379526147,0.0,11.971228784644612,0.0,0.0,0.0,0.0,0.0,31739.983082620238,705.9854632179386,1253.7976290071351,13264.346134182491,4324.676508171288,3325.3396525788867,912.5888646555625,2638.7234461054277,13417.022598231333,72704.1869217624
t23,159.55253724174338,0.0,0.0,7.97762686208717,308.7094831920071,79.77626862087169,270.84827092289987,122.89168920042205,159.55253724174338,0.0,11.966440293130756,0.0,0.0,0.0,0.0,0.0,31391.47105981261,729.582406897456,1244.3971548085622,13222.788822389712,4397.124095097226,3300.407583094664,905.746637586675,2665.2765538945723,13316.4271178776,72294.49628503398
t24,159.4887162268467,0.0,0.0,7.974435811342336,308.58599939873034,79.74435811342335,270.73993161453075,122.84253252474188,159.4887162268467,0.0,11.961653717013505,0.0,0.0,0.0,0.0,0.0,31862.27663872789,721.2793505769736,1234.9966806099892,13123.338049226211,4364.699396731484,3275.4755136104413,898.9044105177875,2617.021243115658,13215.831637523866,72434.64926427377
t25,159.42492074035596,0.0,0.0,7.971246037017799,308.46256499897083,79.71246037017798,270.63163564188494,122.79339551173199,159.42492074035596,0.0,11.956869055526699,0.0,0.0,0.0,0.0,0.0,32065.236385597804,708.4514804615789,1225.5962064114162,13023.88727606271,4332.274698365742,3250.5434441262187,927.8766812066626,2568.7659323367434,13641.7864410612,72864.79655872608
t26,159.36115077205983,0.0,0.0,7.968057538602992,308.33917997297124,79.68057538602991,270.5233829876282,122.7442781535273,159.36115077205983,0.0,11.952086307904489,0.0,0.0,0.0,0.0,0.0,32982.38805931867,695.6236103461841,1216.1957322128433,12924.436502899207,4299.849999999999,3225.611374641996,921.0344541377751,2520.510621557829,13541.190960707467,73446.77117771276
t27,159.29740631175102,0.0,0.0,7.964870315587551,308.21584430098204,79.64870315587551,270.4151736344332,122.6951804422659,159.29740631175102,0.0,11.947305473381327,0.0,0.0,0.0,0.0,0.0,33871.28065099093,708.3157402307894,1206.7952580142703,12824.985729735705,4299.849999999999,3200.6793051577733,914.1922270688876,2592.2553107789145,13440.595480353733,74178.43159227703
t28,159.23368734922633,0.0,0.0,7.9616843674613165,308.09255796326164,79.61684367461316,270.3070075649794,122.646102370089,159.23368734922633,0.0,11.942526551191975,0.0,0.0,0.0,0.0,0.0,33816.29842597109,752.9078701153946,1197.3947838156973,12725.534956572203,4486.799999999999,3175.7472356735507,946.8000000000001,2760.0,13920.0,74900.51736933799
t29,159.16999387428663,0.0,0.0,7.958499693714332,307.96932094007633,79.58499693714332,270.1988847619534,122.59704392914097,159.16999387428663,0.0,11.937749540571499,0.0,0.0,0.0,0.0,0.0,34376.399999999994,765.5999999999999,1187.9943096171244,12626.0841834087,4486.799999999999,3150.815166189328,946.8000000000001,2880.0,13819.404519646267,75358.48466241258
t30,159.10632587673692,0.0,0.0,7.955316293836846,307.8461332117003,79.55316293836846,270.09080520804866,122.54800511156931,159.10632587673692,0.0,11.93297444075527,0.0,0.0,0.0,0.0,0.0,34101.898696069686,752.7721298846052,1178.5938354185514,12526.633410245198,4486.799999999999,3125.8830967051053,939.9577729311126,2880.0,13718.809039292533,74829.48702950454
t31,159.04268334638624,0.0,0.0,7.952134167319312,307.72299475841567,79.52134167319312,269.98276888596547,122.49898590952469,159.04268334638624,0.0,11.928201250978969,0.0,0.0,0.0,0.0,0.0,33525.91124278487,739.9442597692105,1169.1933612199784,12427.182637081696,4454.375301634257,3100.9510272208827,933.115545862225,2831.7446892210855,13618.2135589388,73918.32341707118
t32,158.9790662730477,0.0,0.0,7.9489533136523844,307.5999055605123,79.48953313652385,269.8747757784111,122.44998631516088,158.9790662730477,0.0,11.923429970478578,0.0,0.0,0.0,0.0,0.0,32949.92378950005,727.1163896538158,1159.7928870214055,12327.731863918194,4421.950603268515,3076.01895773666,926.2733187933375,2783.489378442171,13517.618078585067,73007.15998354006
t33,158.91547464653848,0.0,0.0,7.9457737323269235,307.4768655982881,79.45773732326924,269.7668258680998,122.40100632063482,158.91547464653848,0.0,11.918660598490387,0.0,0.0,0.0,0.0,0.0,32373.936336215233,714.288519538421,1150.3924128228325,12228.281090754692,4389.525904902773,3051.0868882524373,919.43109172445,2735.2340676632566,13417.022598231333,72095.99672883961
t34,158.85190845667987,0.0,0.0,7.9425954228339934,307.3538748520488,79.42595422833993,269.65891913775255,122.35204591810657,158.85190845667987,0.0,11.91389313425099,0.0,0.0,0.0,0.0,0.0,31797.948882930417,701.4606494230263,1140.9919386242595,12128.83031759119,4357.1012065370305,3026.1548187682147,912.5888646555625,2686.978756884342,13316.4271178776,71184.83365289833
t35,158.7883676932972,0.0,0.0,7.93941838466486,307.230933302108,79.3941838466486,269.55105557009745,122.30310509973933,158.7883676932972,0.0,11.90912757699729,0.0,0.0,0.0,0.0,0.0,31221.961429645602,688.6327793076316,1131.5914644256866,12029.379544427688,4324.676508171288,3001.222749283992,905.746637586675,2638.7234461054277,13215.831637523866,70273.67075564469
t36,158.7248523462199,0.0,0.0,7.936242617310994,307.10804092878715,79.36242617310995,269.4432351478694,122.25418385769943,158.7248523462199,0.0,11.904363925966493,0.0,0.0,0.0,0.0,0.0,30645.973976360787,675.8049091922369,1122.1909902271136,11929.928771264185,4292.251809805546,2976.2906797997694,898.9044105177875,2590.468135326513,13115.236157170133,69362.50803700725
t37,158.66136240528144,0.0,0.0,7.93306812026407,306.98519771241564,79.33068120264072,269.3354578538103,122.20528218415636,158.66136240528144,0.0,11.899602180396107,0.0,0.0,0.0,0.0,0.0,30069.98652307597,662.9770390768422,1112.7905160285407,11830.477998100683,4259.827111439804,2951.3586103155467,892.0621834489,2542.2128245475988,13014.6406768164,68451.34549691454
t38,158.59789786031934,0.0,0.0,7.929894893015965,306.8624036333307,79.29894893015967,269.22772367066875,122.1564000712827,158.59789786031934,0.0,11.894842339523949,0.0,0.0,0.0,0.0,0.0,29493.999069791156,650.1491689614475,1103.3900418299677,11731.027224937181,4227.402413074062,2926.426540831324,885.2199563800125,2493.9575137686843,12914.045196462666,67540.18313529513
t39,115.05619783161,0.0,0.0,7.926722935058759,306.7396586718774,79.26722935058761,269.1200325812005,122.1075375112542,158.53445870117523,0.0,11.89008440258814,0.0,0.0,0.0,0.0,0.0,28918.01161650634,637.3212988460527,1093.9895676313947,11631.576451773679,4194.97771470832,2901.4944713471014,878.377729311125,2445.70220298977,12813.449716108933,66585.54269120807
t40,71.53191448291214,0.0,0.0,7.923552245884736,306.6169628084087,79.23552245884738,269.01238456816805,122.0586944962497,158.47104491769477,0.0,11.885328368827105,0.0,0.0,0.0,0.0,0.0,28342.024163221526,624.493428730658,1084.5890934328218,11532.125678610177,4162.553016342577,2876.5624018628787,871.5355022422375,2397.4468922108554,12712.8542357552,65630.91981675592
t41,28.02504084755377,0.0,0.0,7.920382824986382,306.49431602328536,79.20382824986385,268.9047796143408,122.00987101845121,158.4076564997277,0.0,11.880574237479575,0.0,0.0,0.0,0.0,0.0,27766.03670993671,611.6655586152633,1075.1886192342488,11432.674905446675,4130.128317976835,2851.630332378656,864.69327517335,2349.191581431941,12612.258755401466,64676.314504910835
t42,0.0,0.0,0.0,7.917214671856388,306.37171829687605,79.17214671856391,268.79721770249506,121.96106707004384,158.34429343712782,0.0,11.875822007784583,0.0,0.0,0.0,0.0,0.0,27190.049256651895,598.8376884998686,1065.7881450356758,11333.224132283172,4097.703619611093,2826.6982628944334,857.8510481044625,2300.9362706530264,12511.663275047733,63737.1911786861
t43,0.0,0.0,0.0,7.914047785987646,306.2491696095573,79.14047785987648,268.6896988154141,121.91228264321583,158.28095571975297,0.0,11.871071678981469,0.0,0.0,0.0,0.0,0.0,26614.06180336708,586.0098183844739,1056.3876708371029,11233.77335911967,4065.278921245351,2801.7661934102107,851.008821035575,2252.680959874112,12411.067794694,62826.09304608036
t44,0.0,0.0,0.0,7.910882166873251,306.12666994171354,79.10882166873253,268.58222293588796,121.86351773015855,158.21764333746506,0.0,11.866323250309877,0.0,0.0,0.0,0.0,0.0,26038.074350082265,573.1819482690792,1046.98719663853,11134.322585956168,4032.8542228796086,2776.834123925988,844.1665939666875,2204.4256490951975,12310.472314340266,61914.99506618493
t45,0.0,0.0,0.0,7.907717814006502,306.00421927373685,79.07717814006504,268.4747900467136,121.81477232306649,158.1543562801301,0.0,11.861576721009754,0.0,0.0,0.0,0.0,0.0,25462.08689679745,560.3540781536844,1037.586722439957,11034.871812792666,4000.4295245138665,2751.9020544417654,837.3243668978,2156.170338316283,12209.876833986533,61003.89723893874
t46,0.0,0.0,0.0,7.9045547268808996,305.88181758602735,79.04554726880902,268.36740013069493,121.76604641413726,158.09109453761803,0.0,11.856832090321351,0.0,0.0,0.0,0.0,0.0,24886.099443512634,547.5262080382897,1028.186248241384,10935.421039629164,3968.0048261481243,2726.9699849575427,830.4821398289125,2107.9150275373686,12109.2813536328,60092.79956428071
t47,0.0,0.0,0.0,7.901392904990147,305.75946485899294,79.01392904990149,268.26005317064266,121.71733999557162,158.02785809980298,0.0,11.852089357485223,0.0,0.0,0.0,0.0,0.0,24310.11199022782,534.698337922895,1018.785774042811,10835.970266465662,3935.580127782382,2702.03791547332,823.639912760025,2059.659716758454,12008.685873279066,59181.70204214982
t48,0.0,0.0,0.0,7.898232347828151,305.63716107304936,78.98232347828153,268.1527491493744,121.6686530595734,157.96464695656306,0.0,11.84734852174223,0.0,0.0,0.0,0.0,0.0,24086.884708166566,544.578586368064,1009.385299844238,10736.51949330216,4090.1054294166397,2677.1058459890974,848.1258899633383,2131.4044059795397,11908.090392925333,58984.35116654139
t49,0.0,0.0,0.0,7.8950730548890204,305.5149062086202,78.95073054889022,268.04548804971466,121.61998559834957,157.90146109778044,0.0,11.842609582333534,0.0,0.0,0.0,0.0,0.0,25036.384750521505,586.3588348132328,999.9848256456651,10637.068720138657,4160.02028627776,2652.1737765048747,841.2836628944508,2124.7655389457177,11807.4949125716,59797.305562454036
t50,0.0,0.0,0.0,7.891915025667065,305.3927002461367,78.91915025667066,267.93826985449476,121.57133760411024,157.83830051334132,0.0,11.837872538500601,0.0,0.0,0.0,0.0,0.0,26062.985827839042,596.2390832584018,990.5843514470921,10537.617946975155,4416.885143138879,2627.241707020652,873.8914358255632,2172.5102281668032,11706.899432217866,60936.24470192837
t51,0.0,0.0,0.0,7.888758259656798,305.2705431660383,78.887582596568,267.831094546553,121.5227090690686,157.775165193136,0.0,11.833137389485202,0.0,0.0,0.0,0.0,0.0,26902.069591771306,638.0193317035709,981.1838772485191,10438.167173811653,4486.799999999999,2602.3096375364294,867.0492087566756,2340.254917387889,11606.303951864133,61813.16668030068
t52,0.0,0.0,0.0,7.885602756352936,305.14843494877186,78.85602756352937,267.7239621087344,121.47409998544097,157.71205512705873,0.0,11.828404134529409,0.0,0.0,0.0,0.0,0.0,27852.645059574676,647.8995801487399,971.7834030499462,10338.71640064815,4454.375301634257,2577.3775680522067,860.2069816877881,2387.9996066089743,11505.7084715104,62547.34095953955
t53,0.0,0.0,0.0,7.882448515250395,305.0263755747924,78.82448515250395,267.6168725238909,121.4255103454468,157.6489703050079,0.0,11.823672772875598,0.0,0.0,0.0,0.0,0.0,28872.9206505622,689.679828593909,962.3829288513732,10239.265627484649,4421.950603268515,2552.445498567984,892.8147546189006,2339.74429583006,11405.112991156666,63326.56551412403
t54,0.0,0.0,0.0,7.879295535844296,304.9043650245625,78.79295535844295,267.50982577488134,121.37694014130862,157.5859107168859,0.0,11.81894330376645,0.0,0.0,0.0,0.0,0.0,29210.71834812961,699.5600770390779,952.9824546528002,10139.814854321146,4389.525904902773,2527.5134290837614,939.5323773094503,2411.4889850511454,11304.517510802933,63525.52217714839
t55,0.0,0.0,0.0,7.876143817629958,304.7824032785527,78.76143817629958,267.4028218445714,121.32838936525211,157.52287635259916,0.0,11.814215726444944,0.0,0.0,0.0,0.0,0.0,28634.730894844794,686.7322069236832,943.5819804542273,10040.364081157644,4357.1012065370305,2502.5813595995387,946.8000000000001,2363.233674272231,11203.9220304492,62628.5357227997
t56,0.0,0.0,0.0,7.872993360102907,304.6604903172413,78.72993360102906,267.2958607158336,121.27985800950601,157.45986720205812,0.0,11.809490040154367,0.0,0.0,0.0,0.0,0.0,28058.74344155998,673.9043368082885,934.1815062556543,9940.913307994142,4324.676508171288,2477.649290115316,939.9577729311126,2314.9783634933165,11103.326550095466,61717.43957067049
t57,0.0,0.0,0.0,7.869844162758866,304.5386261211144,78.69844162758865,267.1889423715473,121.23134606630222,157.3968832551773,0.0,11.804766244138307,0.0,0.0,0.0,0.0,0.0,27482.755988275163,661.0764666928937,924.7810320570813,9841.46253483064,4292.251809805546,2452.7172206310934,933.115545862225,2266.723052714402,11002.731069741732,60806.34357045941
t58,0.0,0.0,0.0,7.866696225093762,304.416810670666,78.66696225093762,267.0820667945987,121.18285352787571,157.33392450187523,0.0,11.800044337640651,0.0,0.0,0.0,0.0,0.0,26906.768534990348,648.248596577499,915.3805578585084,9742.011761667138,4259.827111439804,2427.7851511468707,926.2733187933375,2218.4677419354875,10902.135589387999,59895.247722105676
t59,0.0,0.0,0.0,7.863549546603725,304.29504394639775,78.63549546603724,266.97523396788085,121.13438038646456,157.27099093207448,0.0,11.795324319905596,0.0,0.0,0.0,0.0,0.0,26330.781081705532,635.4207264621043,905.9800836599354,9642.560988503636,4227.402413074062,2402.853081662648,919.43109172445,2170.212431156573,10801.540109034266,58984.15202554857
t60,0.0,0.0,0.0,7.860404126785084,304.1733259288192,78.60404126785083,266.8684438742937,121.08592663430997,157.20808253570166,0.0,11.790606190177634,0.0,0.0,0.0,0.0,0.0,25754.793628420717,622.5928563467096,896.5796094613625,9543.110215340133,4194.97771470832,2377.9210121784254,912.5888646555625,2121.9571203776586,10700.944628680532,58073.056480727355
t61,0.0,0.0,0.0,7.85725996513437,304.0516565984477,78.5725996513437,266.761696496744,121.03749226365625,157.1451993026874,0.0,11.785889947701563,0.0,0.0,0.0,0.0,0.0,25178.806175135902,609.7649862313149,887.1791352627895,9443.659442176631,4162.553016342577,2352.9889426942027,905.746637586675,2073.701809598744,10600.349148326799,57161.96108758135
t62,0.0,0.0,0.0,7.854117061148316,303.93003593580835,78.54117061148315,266.6549918181453,120.98907726675078,157.0823412229663,0.0,11.781175591722482,0.0,0.0,0.0,0.0,0.0,24602.818721851087,596.9371161159202,877.7786610642165,9344.20866901313,4130.128317976835,2328.05687320998,898.9044105177875,2025.4464988198297,10499.753667973066,56250.865846049885
t63,0.0,0.0,0.0,7.850975414323857,303.80846392143405,78.50975414323857,266.548329821418,120.94068163584409,157.01950828647713,0.0,11.776463121485794,0.0,0.0,0.0,0.0,0.0,24026.83126856627,584.1092460005254,868.3781868656436,9244.757895849627,4097.703619611093,2303.1248037257574,892.0621834489,1977.1911880409154,10399.158187619332,55339.770756072285
t64,0.0,0.0,0.0,7.847835024158128,303.6869405358655,78.47835024158128,266.4417104894895,120.89230536318975,156.95670048316256,0.0,11.7717525362372,0.0,0.0,0.0,0.0,0.0,23450.843815281456,571.2813758851307,858.9777126670706,9145.307122686125,4065.278921245351,2278.1927342415347,885.2199563800125,1928.9358772620012,10298.562707265599,54428.675817587966
t65,0.0,0.0,0.0,7.844695890148465,303.5654657596512,78.44695890148465,266.3351338052937,120.84394844104447,156.8939178029693,0.0,11.767043835222706,0.0,0.0,0.0,0.0,0.0,22874.85636199664,558.453505769736,849.5772384684976,9045.856349522623,4032.8542228796086,2253.260664757312,878.377729311125,1880.680566483087,10197.967226911866,53517.58103053632
t66,0.0,0.0,0.0,7.841558011792406,303.44403957334737,78.41558011792407,266.2285997517716,120.79561086166807,156.83116023584813,0.0,11.762337017688617,0.0,0.0,0.0,0.0,0.0,22298.868908711825,545.6256356543413,840.1767642699247,8946.40557635912,4000.4295245138665,2228.3285952730894,871.5355022422375,1832.4252557041727,10097.371746558132,52606.48639485675
t67,0.0,0.0,0.0,7.838421388587689,303.32266195751805,78.3842138858769,266.1221083118709,120.74729261732341,156.7684277717538,0.0,11.757632082881543,0.0,0.0,0.0,0.0,0.0,21722.88145542701,532.7977655389466,830.7762900713517,8846.954803195618,3968.0048261481243,2203.3965257888667,864.69327517335,1784.1699449252585,9996.776266204399,51695.39191048873
t68,0.0,0.0,0.0,7.835286020032255,303.2013328927351,78.35286020032255,266.0156594685461,120.69899370027649,156.7057204006451,0.0,11.75292903004839,0.0,0.0,0.0,0.0,0.0,21146.894002142195,519.9698954235519,821.3758158727787,8747.504030032116,3935.580127782382,2178.464456304644,857.8510481044625,1735.9146341463443,9896.180785850665,50784.29757737175
t69,0.0,0.0,0.0,7.832151905624243,303.080052359578,78.32151905624242,265.9092532047587,120.65071410279639,156.64303811248485,0.0,11.74822785843637,0.0,0.0,0.0,0.0,0.0,20570.90654885738,507.1420253081571,811.9753416742058,8648.053256868614,3903.15542941664,2153.5323868204214,851.008821035575,1687.65932336743,9795.585305496932,49873.20339544527
t70,0.0,0.0,0.0,7.829019044861994,302.9588203386342,78.29019044861992,265.8028895034768,120.60245381715528,156.58038089723985,0.0,11.743528567292996,0.0,0.0,0.0,0.0,0.0,19994.919095572564,494.31415519276237,802.5748674756328,8548.602483705112,3870.7307310508977,2128.6003173361987,844.1665939666875,1639.4040125885158,9694.989825143199,48962.109364648844
t71,0.0,0.0,0.0,7.82588743724405,302.8376368104988,78.25887437244047,265.69656834767545,120.55421283562842,156.51774874488095,0.0,11.73883115586608,0.0,0.0,0.0,0.0,0.0,19418.93164228775,481.48628507736765,793.1743932770598,8449.15171054161,3838.3060326851555,2103.668247851976,837.3243668978,1591.1487018096016,9594.394344789465,48051.01548492202
t72,0.0,0.0,0.0,7.822757082269153,302.71650175577463,78.2275708226915,265.5902897203364,120.50599115049417,156.455141645383,0.0,11.734135623403734,0.0,0.0,0.0,0.0,0.0,18842.944189002934,468.65841496197294,783.7739190784869,8349.700937378107,3805.8813343194133,2078.7361783677534,830.4821398289125,1542.8933910306873,9493.798864435732,47139.921756204356
t73,0.0,0.0,0.0,7.8196279794362455,302.5954151550723,78.19627979436243,265.48405360444826,120.45778875403397,156.39255958872485,0.0,11.729441969154372,0.0,0.0,0.0,0.0,0.0,18468.67453921101,455.8305448465782,774.3734448799139,8250.250164214605,3773.456635953671,2053.8041088835307,823.639912760025,1494.638080251773,9393.203384081999,46430.545981928335
