region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Inv_cost_charge_MW,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Fixed_OM_cost_charge_MW,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,CO2SequestrationCost,EnergyRevenue,SubsidyRevenue,OperatingReserveRevenue,OperatingRegulationRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
A,WindLand_A_Existing,1,1,92,0.0,0.0,0.0,1.4471368274931047e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.855733323652501e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.855733323652501e7,1.4471368274931047e7,6.408596496159397e7
A,WindLand_A_New,1,1,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B,WindLand_B_Existing,2,1,94,0.0,0.0,0.0,213241.86339483122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0818114459432152e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0818114459432152e6,213241.86339483122,868569.582548384
B,WindLand_B_New,2,1,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,WindLand_C_Existing,3,1,96,0.0,0.0,0.0,2.953722901750829e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4892772459183574e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4892772459183574e8,2.953722901750829e7,1.1939049557432744e8
C,WindLand_C_New,3,1,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,WindLand_D_Existing,4,1,98,0.0,0.0,0.0,2.191867880712932e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2011180720747977e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2011180720747977e8,2.191867880712932e7,9.819312840035045e7
D,WindLand_D_New,4,1,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E,WindLand_E_Existing,5,1,100,0.0,0.0,0.0,2.6403219813069105e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3817294794723916e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3817294794723916e8,2.6403219813069105e7,1.1176972813417006e8
E,WindLand_E_New,5,1,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,WindLand_F_New,6,1,102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,WindLand_G_New,7,1,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H,WindLand_H_New,8,1,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I,WindLand_I_New,9,1,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J,WindLand_J_New,10,1,106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K,WindLand_K_New,11,1,107,8.08413182370553e8,0.0,0.0,7.871688372310561e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.871300660936583e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.871300660936583e8,8.871300660936587e8,-3.5762786865234375e-7
A,Battery_A_Existing,1,1,108,0.0,0.0,0.0,1.12097908803649e6,747319.3920243266,0.0,0.0,0.0,0.0,0.0,497229.10682078445,0.0,7.953465770321501e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.953465770321501e6,2.365527586881601e6,5.587938183439901e6
A,Battery_A_New,1,1,109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4571744013223565e-11,0.0,3.617534811412224e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.617534811412224e-11,2.4571744013223565e-11,1.1603604100898674e-11
B,Battery_B_New,2,1,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,Battery_C_Existing,3,1,111,0.0,0.0,0.0,56048.95440182449,37365.96960121633,0.0,0.0,0.0,0.0,0.0,25777.766885802466,0.0,431659.2692423771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431659.2692423771,119192.6908888433,312466.57835353375
C,Battery_C_New,3,1,112,6.383334521567868e6,5.788950795336959e6,0.0,797205.4485592766,722973.721632664,0.0,0.0,0.0,0.0,0.0,928026.3775463467,0.0,1.4620490864643117e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4620490864643117e7,1.4620490864643116e7,1.862645149230957e-9
D,Battery_D_Existing,4,1,113,0.0,0.0,0.0,560489.544018245,373659.6960121633,0.0,0.0,0.0,0.0,0.0,272836.5286096094,0.0,4.33165155217535e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33165155217535e6,1.2069857686400176e6,3.124665783535332e6
D,Battery_D_New,4,1,114,5.600460018307196e6,5.078973594081534e6,0.0,699433.3801475697,634305.6922067722,0.0,0.0,0.0,0.0,0.0,808357.5582199263,0.0,1.2821530242963012e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2821530242963012e7,1.2821530242962997e7,1.4901161193847656e-8
E,Battery_E_New,5,1,115,2.541090587745034e6,2.3044771238679746e6,0.0,317353.1412130142,287802.8267233164,0.0,0.0,0.0,0.0,0.0,368568.0646225622,0.0,5.819291744171898e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.819291744171898e6,5.819291744171902e6,-3.725290298461914e-9
F,Battery_F_Existing,6,1,116,0.0,0.0,0.0,1.12097908803649e6,747319.3920243266,0.0,0.0,0.0,0.0,0.0,546889.5241768168,0.0,8.664519571308298e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.664519571308298e6,2.415188004237633e6,6.249331567070665e6
F,Battery_F_New,6,1,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06399606704334e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06399606704334e-12,-6.06399606704334e-12
G,Battery_G_Existing,7,1,118,0.0,0.0,0.0,110462.55053113372,73641.70035408916,0.0,0.0,0.0,0.0,0.0,38324.38880478723,0.0,647146.6423396488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647146.6423396488,222428.6396900101,424718.0026496387
G,Battery_G_New,7,1,119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.784093986986282e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.784093986986282e-10,-6.784093986986282e-10
H,Battery_H_New,8,1,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-5.1114013557743235e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.1114013557743235e-11,5.1114013557743235e-11
I,Battery_I_New,9,1,121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1935141989679306e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1935141989679306e-11,-4.1935141989679306e-11
J,Battery_J_New,10,1,122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K,Battery_K_New,11,1,123,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.4902510386917303e-10,0.0,-4.890130916075058e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.890130916075058e-12,1.4902510386917303e-10,-1.5391523478524809e-10
