Line,1,2,3,4,5,6,7,8,9,10,11,12
t65,-795.9979307742773,-1600.0,-2062.792187452476,-165.12277111521558,3600.0,-6313.6327911147855,3582.660243990776,2905.794808717209,2608.884638192725,6183.509716106591,-4311.03524843835,300.0
t66,-405.0637126506675,-1265.5817830512128,-1804.677077255552,-176.72277111521564,3600.0,-6112.0571207097455,3506.873607361472,3362.5572108007805,3037.9572108007806,6328.492459239131,-4077.1352484383506,300.0
t67,-586.385873889565,-1431.3041665836363,-1959.3160342953652,-210.12277111521564,3600.0,-6297.596077749559,3515.673607361472,3272.25721080078,2935.05721080078,6187.792459239131,-4047.235248438351,300.0
t68,-743.1571047354126,-1547.3753974294839,-2036.3872651412125,-198.02277111521562,-3600.0,856.9326914045932,-3649.026392638528,3036.2572108007807,2703.4572108007806,6029.39245923913,-4103.53524843835,300.0
t69,-836.5817073059287,-1600.0,-2027.650028079802,-191.90437479595164,-3600.0,901.1883247852676,-3631.7896,2719.4572108007796,2397.8572108007797,5836.09245923913,-4190.33524843835,300.0
t70,-906.0817073059288,-1600.0,-2342.6563865622247,-279.32499999999993,3600.0,-6721.238658901203,3657.7103999999995,2257.75721080078,1955.9572108007799,5584.59245923913,-4337.53524843835,300.0
t71,-990.0817073059288,-1600.0,-2780.5872989282566,-394.4200000000001,-3600.0,-64.37146325234153,-3433.1896,1632.4572108007796,1362.5572108007796,5227.6572108007795,-4520.0,271.06475156164925
t72,-1044.0617073059288,-1600.0,-3208.3999999999996,-536.1,3600.0,-7889.536214813992,3861.1103999999996,1190.79245923913,946.1924592391301,4865.09245923913,-4520.0,300.0
t73,-992.3315025296258,-1600.0,-3158.6,-524.0000000000001,3600.0,-7900.08,3796.8097332899974,797.492459239131,571.792459239131,4528.792459239131,-4520.0,300.0
t74,-1072.3176104489519,-1600.0,-3167.5495791415724,-531.5957914157301,3600.0,-8068.175370557303,3682.6688171685396,566.3924592391304,347.3924592391304,4327.192459239131,-4520.0,300.0
t75,-970.3421967284733,-1600.0,-3089.8381603680737,-566.881603680736,3600.0,-7819.5997640488085,3316.386737890917,436.8924592391307,217.09245923913068,4205.492459239131,-4520.0,300.0
t76,-1061.6321434922145,-1600.0,-3149.3381603680737,-534.8816036807361,3600.0,-7878.189764048809,3311.3767378909147,376.7924592391305,162.2924592391305,4160.192459239131,-4520.0,300.0
t77,-1063.6521434922145,-1600.0,-3138.6381603680734,-537.0816036807361,3600.0,-7708.23976404881,3326.5471926385276,586.7629139867399,360.8629139867399,4204.09245923913,-4375.22954525239,300.0
t78,-1027.8521434922145,-1600.0,-3234.5381603680735,-549.2571994751244,3600.0,-7888.315359843197,3683.4971926385274,746.492459239131,501.69245923913104,4460.292459239131,-4520.0,300.0
t79,-966.5817073059288,-1600.0,-2900.4679232496674,-482.20875739397945,-3600.0,-425.7966806436466,-3493.059165217391,1221.1572108007806,936.4572108007806,4822.65721080078,-4520.0,162.1647515616496
t80,-657.2163483880777,-1362.7346410821488,-2235.4703700792734,-321.4031242563872,3600.0,-6772.593494335661,3662.70978906505,1971.2480841084912,1662.7526474546357,5470.292459239131,-4506.435248438351,300.0
t81,-902.8931605866117,-1600.0,-2027.4225642076624,-339.7818338247298,3600.0,-6491.690388815937,3660.077898228305,2253.8656213075583,1954.8888312182262,5750.647289567245,-4494.735248438351,300.0
t82,-918.2233116615375,-1600.0,-2000.6752382121465,-397.72,3600.0,-6511.6035705076265,3709.683105693652,2306.6146073878062,2025.501825159291,5858.889042930776,-4520.0,270.8647515616494
t83,-934.7086939956155,-1600.0,-2166.2873861702365,-240.72500000000002,3600.0,-6584.471535004645,3735.43052620361,2275.5460143948503,2009.671984490653,5853.497954586455,-4520.0,223.26475156164906
t84,-963.6143443563326,-1600.0,-2234.9686842928586,-314.0238306701982,3600.0,-6621.711833336345,3756.955963899169,2276.1426206872825,2023.4965601474682,5869.750499607654,-4520.0,214.9647515616498
t85,-988.1290840814954,-1600.0,-2414.5842321379187,-284.79012794779123,3600.0,-6698.1168542133,3790.8887146798425,2251.1693090039134,2002.1306566133717,5854.09200422283,-4520.0,201.86475156164943
t86,-997.9154264278027,-1600.0,-2287.689098997971,-363.5498558849145,3600.0,-6640.049151551878,3787.997120278022,2293.0168264690774,2037.826981385158,5882.737136301239,-4520.0,236.4647515616498
t87,-1004.4510444957677,-1600.0,-2187.408236065213,-362.3302246306604,3600.0,-6530.07054503804,3762.5951964800975,2368.039061017505,2106.893237407038,5943.447413796572,-4520.0,296.1647515616496
t88,-993.7659554646259,-1600.0,-2017.764391454789,-299.57173162852723,3600.0,-6372.02108226984,3697.177489389494,2520.3443130309943,2244.532591160094,6009.256117727545,-4464.935248438351,300.0
t89,-951.6469626802257,-1600.0,-1947.698003582385,-131.5227711152156,-3600.0,1107.2250727750034,-3516.339883571557,2846.5180251072893,2543.2776384382078,6113.272500207477,-4309.33524843835,300.0
t90,-310.8032711802913,-1044.1213415808368,-1496.4166357851755,-171.22277111521564,3600.0,-5731.09667923937,3597.673607361472,3163.2572108007803,2835.85721080078,6210.492459239131,-4141.435248438351,300.0
t91,-502.1864710062724,-1235.2047637003436,-1680.916631412072,-178.22277111521564,3600.0,-5913.796674866266,3610.9736073614717,2998.6572108007804,2662.1572108007804,6042.39245923913,-4145.83524843835,300.0
t92,-899.5817073059288,-1600.0,-1998.7118677117285,-169.72277111521566,3600.0,-6202.791911165922,3649.873607361472,2680.45721080078,2361.05721080078,5843.992459239131,-4227.135248438351,300.0
t93,-929.7817073059289,-1600.0,-2105.64046482546,-265.225,3600.0,-6468.422737164439,3653.0103999999997,2354.3572108007806,2038.4572108007806,5640.292459239131,-4318.33524843835,300.0
t94,-977.4817073059289,-1600.0,-2458.7625303457985,-392.32000000000005,-3600.0,326.69746965420154,-3486.7896,1971.4572108007796,1670.5572108007796,5421.192459239131,-4439.83524843835,300.0
t95,-1046.1817073059287,-1600.0,-2949.7514632523416,-519.6,-3600.0,-303.8714632523415,-3403.1896,1445.25721080078,1181.75721080078,5057.45721080078,-4520.0,210.36475156164943
t96,-1030.6989099768336,-1600.0,-3280.3,-551.7,3600.0,-8000.43621481399,3880.6103999999996,1113.592459239131,874.792459239131,4800.192459239131,-4520.0,300.0
t97,-1126.1808694063923,-1600.0,-3162.5,-504.8,3600.0,-7870.07,3944.0103999999997,1009.56245923913,797.86245923913,4481.292459239131,-4237.530000000002,300.0
t98,-1005.8931154257718,-1600.0,-3124.2,-492.7,3600.0,-7586.22,3600.0003999999994,477.5924592391313,276.3924592391313,4268.792459239131,-4520.0,300.0
t99,-1004.2438293467679,-1600.0,-3155.6,-541.4000000000001,3600.0,-7653.92,3035.6003999999994,309.29245923913004,120.29245923913004,4130.59245923913,-4520.0,300.0
t100,-1050.3122775262354,-1600.0,-3098.8999999999996,-511.9000000000001,3600.0,-7713.6799999999985,2955.7103999999995,219.69245923913041,32.3924592391304,4051.8924592391304,-4520.0,300.0
t101,-984.6385753558031,-1600.0,-3161.5495791415724,-561.4957914157301,3600.0,-8024.275370557301,3260.4201392696646,202.5924592391308,14.992459239130767,4034.792459239131,-4520.0,300.0
t102,-1019.013115425772,-1600.0,-3140.0381603680735,-541.5816036807361,3600.0,-7862.889764048809,3922.7471926385274,1042.2222472767376,846.8222472767376,4098.492459239131,-3766.1702119623933,300.0
t103,-995.4844083950737,-1600.0,-3217.0381603680735,-524.7816036807361,3600.0,-7772.339764048809,3725.697192638527,495.0924592391308,285.99245923913077,4263.692459239131,-4520.0,300.0
t104,-998.1693136776681,-1600.0,-3345.7381603680733,-570.5816036807361,3600.0,-8015.639764048809,3808.8471926385273,758.3924592391306,531.1924592391306,4475.992459239131,-4520.0,300.0
t105,-1004.0050578987682,-1600.0,-3359.663959979238,-542.1816036807361,3600.0,-8038.274964338628,3746.3871580035216,751.4877756050029,507.422493202891,4419.057210800779,-4520.0,-13.3352484383513
t106,-1008.3001441872111,-1600.0,-3088.231465951203,-462.0513456566333,3600.0,-7704.386123007598,3765.866830256245,1210.6456399866645,951.6225135585296,4835.899387130395,-4520.0,134.86475156164943
t107,-1003.4360629821622,-1600.0,-2802.1772879422524,-452.8513456566334,3600.0,-7311.286080038554,3740.134628056521,1538.8679461683682,1269.8532723396647,5128.5385985109615,-4520.0,227.6647515616496
t108,-993.1792703825104,-1600.0,-2663.1924234726403,-410.55517632683154,3600.0,-7128.096719123362,3737.3719713224996,1701.1977905845406,1426.566673412307,5270.7355562400735,-4520.0,260.9647515616498
t109,-994.333422537456,-1600.0,-2649.91312667697,-466.15134565663334,3600.0,-7063.58828922243,3746.470890796774,1762.4802566879289,1491.8712884027154,5339.562320117502,-4520.0,274.9647515616498
t110,-998.2382255076232,-1600.0,-2737.560938872878,-427.2367800075675,3600.0,-7054.79642691797,3731.9338949592398,1761.2438025064953,1484.81163207677,5332.579461647045,-4520.0,288.26475156164906
t111,-989.1245345316493,-1600.0,-2723.1355074457433,-480.2329493373694,3600.0,-7090.6195976355375,3760.6903331638773,1762.7783863156003,1489.7527876057684,5332.9271888959365,-4520.0,299.56475156165016
t112,-978.7140383794765,-1600.0,-2718.6504705336074,-396.84985588491446,3600.0,-7060.533056614255,3754.0512066057263,1789.0129379595564,1515.3783411124691,5351.043744265382,-4520.0,297.9647515616498
t113,-932.922959421709,-1600.0,-2348.66562194177,-289.0901279477912,3600.0,-6708.201819524587,3685.867585134524,2032.7098382318145,1746.4335245162974,5443.992459239131,-4411.935248438351,300.0
t114,-879.0819295994546,-1600.0,-2073.847092829493,-158.60437479595168,3600.0,-6283.171467625444,3600.6103999999996,2318.25721080078,2019.15721080078,5549.692459239131,-4272.935248438351,300.0
t115,-892.6817073059287,-1600.0,-2053.2636663368826,-256.25052457648064,3600.0,-6326.771463252342,3610.1103999999996,2289.6572108007795,1989.0572108007796,5538.59245923913,-4289.935248438351,300.0
t116,-923.8817073059288,-1600.0,-2203.942522106622,-357.8089411457164,3600.0,-6590.371463252339,3650.1103999999996,2091.857210800781,1808.057210800781,5456.292459239131,-4362.83524843835,300.0
t117,-955.3817073059288,-1600.0,-2538.5690565350096,-253.48240671733242,3600.0,-6880.271463252342,3684.4103999999998,1868.3572108007788,1584.757210800779,5323.89245923913,-4436.6352484383515,300.0
t118,-1002.9817073059289,-1600.0,-2767.210639965774,-347.94082328656816,3600.0,-7245.3714632523415,3739.8104,1602.25721080078,1330.05721080078,5174.75721080078,-4520.0,290.26475156164906
t119,-1067.1817073059287,-1600.0,-3226.0774884670564,-456.0739747852837,3600.0,-7751.371463252341,3815.2103999999995,1230.15721080078,978.6572108007799,4844.25721080078,-4520.0,164.76475156164906
t120,-1089.5713534972429,-1600.0,-3240.5,-507.20000000000005,3600.0,-7772.22,3602.094185186009,1064.4924592391305,828.1924592391306,4737.992459239131,-4520.0,300.0
t121,-1038.9415836378446,-1600.0,-3181.2,-528.2,3600.0,-7868.669999999999,3735.6822639898,756.7924592391303,536.9924592391303,4485.09245923913,-4520.0,300.0
t122,-1129.432500123647,-1600.0,-3081.8,-494.00000000000006,3600.0,-7503.92,3336.5322639898,792.9424592391292,592.2424592391292,4280.192459239131,-4231.450000000002,300.0
t123,-1101.2926731138587,-1600.0,-3084.3063989046314,-514.0200000000001,3600.0,-7690.496398904632,3566.4980075033122,334.2924592391305,132.2924592391305,4123.39245923913,-4520.0,300.0
t124,-1015.3259395622423,-1600.0,-3125.4063989046317,-540.12,3600.0,-7565.646398904632,2844.9480075033125,236.8924592391304,34.3924592391304,4038.09245923913,-4520.0,300.0
t125,-1080.1376347627454,-1600.0,-3077.3063989046314,-512.72,3600.0,-7687.196398904632,2886.258662894433,205.09245923913056,8.192459239130585,4013.6924592391306,-4520.0,300.0
t126,-1006.158143282551,-1600.0,-3176.3559780462047,-559.7157914157301,3600.0,-8009.2017694619335,3163.717080062973,242.0924592391305,42.792459239130494,4039.6924592391306,-4520.0,300.0
t127,-1014.0967182769431,-1600.0,-3182.544559272705,-547.7016036807361,3600.0,-7855.526162953442,3839.2954555329607,1076.0635693778577,865.5635693778577,4157.992459239131,-3831.7288898612733,300.0
t128,-973.286948417545,-1600.0,-3222.0381603680735,-538.481603680736,3600.0,-7797.539764048809,3276.8471926385273,250.58115920473,26.38115920473001,3983.28115920473,-4520.0,-31.011300034400847
t129,-1005.2702374079394,-1600.0,-3333.907457765462,-551.3816036807361,3600.0,-8160.765542514637,3659.4891304181424,586.7677894650918,358.99825945789826,4295.128729450705,-4520.0,58.88869996559879
t130,-1036.8375493895196,-1600.0,-3310.9611204251637,-564.981603680736,3600.0,-7990.106048718623,3768.1397999393153,956.6964875693279,721.1977280816216,4640.998968593915,-4520.0,164.68869996559897
t131,-968.7887539155993,-1586.041916570129,-3281.3663267963984,-489.4260756110534,3600.0,-7905.165663879601,3846.368880498987,1105.5559711387702,878.1119556532663,4781.767940167762,-4520.0,105.06475156164925
t132,-967.0025737026198,-1588.0266795846248,-3299.3670223899317,-511.1750401637546,3600.0,-7945.078229696418,3849.8482986957347,1084.9314145929047,862.1224227512166,4789.713430909528,-4520.0,33.264751561649064
t133,-971.6359721014325,-1596.0465553666243,-3319.696969710845,-517.8750401637546,3600.0,-7973.022142632079,3830.616526822972,1044.9061302071407,815.0218707488566,4726.337611290573,-4520.0,-40.935248438350754
t134,-967.162639074486,-1600.0,-3275.193504457748,-521.8750401637546,3600.0,-7874.894207334263,3835.184773394591,1145.1800787125615,908.4691495474808,4813.2582203824,-4520.0,30.564751561649246
t135,-967.6384516177236,-1569.4952903257645,-3197.3963691493987,-446.89408291760657,3600.0,-7731.107721084041,3763.913261618029,1189.2704684176451,946.2808423404649,4841.791216263285,-4520.0,44.064751561649246
t136,-976.6408879531899,-1600.0,-3060.408481852407,-350.21270284513776,3600.0,-7441.842852017808,3687.797693575329,1361.6321728887506,1106.857831065265,4987.58348924178,-4520.0,141.26475156164884
t137,-926.8696158073014,-1600.0,-2549.1171185231133,-246.7728999983475,3600.0,-6850.327908297401,3583.1701694738817,1764.598842532021,1486.3532222549302,5299.94285041619,-4493.635248438351,300.0
t138,-515.1985074799483,-1282.2165778804936,-1760.9118720848323,-218.72277111521564,-3600.0,1084.5080844609734,-3661.6263926385277,2366.35721080078,2047.3572108007802,5548.39245923913,-4242.135248438351,300.0
t139,-361.1817073059309,-1126.9000000000021,-1625.2118677117305,-216.22277111521564,3600.0,-5989.291911165924,3540.373607361472,2489.75721080078,2161.05721080078,5615.192459239131,-4209.935248438351,300.0
t140,-612.2817073059304,-1344.5000000000016,-1817.31186771173,-199.22277111521564,3600.0,-6143.391911165923,3572.873607361472,2389.5572108007796,2068.1572108007795,5577.192459239131,-4251.735248438351,300.0
t141,-902.5817073059288,-1600.0,-2027.150028079802,-222.00437479595163,3600.0,-6354.8714632523415,3579.0104,2216.35721080078,1899.6572108007804,5492.492459239131,-4319.935248438351,300.0
t142,-958.1817073059287,-1600.0,-2396.803772599147,-329.1993747959517,3600.0,-6796.923147395099,3663.536759716707,1920.5572108007802,1624.8572108007802,5361.792459239131,-4432.435248438351,300.0
t143,-989.3922778366921,-1600.0,-2871.54646348554,-470.70499976680196,-3600.0,-224.87146325234153,-3451.8896,1450.3572108007797,1174.7572108007798,5048.45721080078,-4520.0,225.36475156164943
t144,-1065.232507977294,-1600.0,-3345.1,-576.8000000000001,3600.0,-8035.919999999999,3824.4103999999998,910.4572108007799,658.2572108007798,4574.25721080078,-4520.0,55.764751561649064
