generators,Capacity_MW,Capacity_MWh,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,OperatingRegulationRevenue,OperatingReserveRevenue,Operating_Revenue,Operating_Cost,operating_profit_per_gen,total_inv_costs,diff
NG 2-on-1 Combined Cycle (F-Frame),33500.06493196307,0.0,3.766880574549629e9,0.0,1.7336283602290888e9,0.0,4.569938028260948e8,4.716883648472844e9,0.0,1.3336680628950316e8,0.0,1.043360388368047e10,1.4568914018466e6,1.8608331937097393e6,1.0436921608276026e10,7.040872617817531e9,3.396048990458494e9,3.766880574549629e9,-3.70831584091135e8
NG Combustion Turbine (F-Frame),11691.107283499925,0.0,1.1826856849502404e9,0.0,4.5770685014902204e8,0.0,2.66284939463769e7,1.4913491393483847e8,0.0,1.8807087440926023e7,0.0,1.675388159773882e9,676459.9481841559,3.888124846496503e6,1.6799527445685627e9,6.522773454711634e8,1.0276753990973992e9,1.1826856849502404e9,-1.5501028585284114e8
Land-Based Wind - Class 1 - Technology 1,53880.598664410434,0.0,4.487678917988763e9,0.0,1.7480508092506917e9,0.0,1.7944826923521493e7,0.0,0.0,0.0,0.0,6.054701619608197e9,0.0,0.0,6.054701619608197e9,1.7659956361742132e9,4.2887059834339848e9,4.487678917988763e9,-1.989729345547781e8
Utility PV - Class 1,23917.77007233342,0.0,1.7731238894179597e9,0.0,5.684202390994833e8,0.0,5.567042279897621e6,0.0,0.0,0.0,0.0,2.3211619290920153e9,0.0,0.0,2.3211619290920153e9,5.739872813793808e8,1.7471746477126343e9,1.7731238894179597e9,-2.5949241705325365e7
Utility-Scale Battery Storage - 4Hr,16257.361896154098,65029.44758461639,4.2691389957258785e8,0.0,1.9577115195348766e8,0.0,0.0,0.0,0.0,0.0,4.3652551656738144e8,9.579942396682272e8,8.180515886457859e6,1.1342068454954468e7,9.775168240096395e8,6.322966685208691e8,3.452201554887705e8,4.2691389957258785e8,-8.169374408381736e7
