Time_Index,Combined_Cycle_Natural_Gas_A,Combined_Cycle_Natural_Gas_B,Combined_Cycle_Natural_Gas_C,Combined_Cycle_Natural_Gas_D,Combined_Cycle_Natural_Gas_E,Combined_Cycle_Natural_Gas_F,Combined_Cycle_Natural_Gas_G,Combined_Cycle_Natural_Gas_J,Combined_Cycle_Natural_Gas_K,Combustion_Turbine_Fuel_Oil_2_K,Combustion_Turbine_Natural_Gas_A,Combustion_Turbine_Natural_Gas_J,Combustion_Turbine_Natural_Gas_K,Jet_Engine_Fuel_Oil_2_K,Jet_Engine_Kerosene_J,Jet_Engine_Kerosene_K,Jet_Engine_Natural_Gas_G,Jet_Engine_Natural_Gas_K,Steam_Turbine_Coal_A,Steam_Turbine_Coal_C,Steam_Turbine_Fuel_Oil_2_J,Steam_Turbine_Fuel_Oil_6_C,Steam_Turbine_Fuel_Oil_6_G,Steam_Turbine_Fuel_Oil_6_J,Steam_Turbine_Fuel_Oil_6_K,Steam_Turbine_Natural_Gas_C,Steam_Turbine_Natural_Gas_G,Steam_Turbine_Natural_Gas_J,Steam_Turbine_Natural_Gas_K
3691,0.0,0.0,0.0,0.0,0.0,0.16992897973324095,0.0,0.7334723414693978,0.4126110876005078,0.0,0.0,0.0,0.04491228070175438,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.1363040629095675,0.0,0.0,0.0,0.0,0.0,0.0,0.06699357690448235,0.09563409563409564
3692,0.0,0.0,0.0,0.0,0.0,0.20838385588082453,0.0,0.699435790506562,0.41472704189589504,0.0,0.0,0.0,0.047719298245614036,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.1598951507208388,0.0,0.0,0.0,0.0,0.0,0.0,0.08564127356861662,0.09563409563409564
3693,0.0,0.0,0.0,0.0,0.0,0.20734453490386281,0.0,0.5957929596467558,0.40520524756665255,0.0,0.0,0.0,0.05052631578947368,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.12319790301441677,0.0,0.0,0.0,0.0,0.0,0.0,0.07804406381656191,0.08056133056133057
3694,0.0,0.0,0.0,0.0,0.0,0.19279404122639876,0.0,0.48479087452471487,0.366060093101989,0.0,0.0,0.0,0.042105263157894736,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.11009174311926606,0.0,0.0,0.0,0.0,0.0,0.0,0.06699357690448235,0.035862785862785865
3695,0.0,0.0,0.0,0.0,0.0,0.21895028581326867,0.0,0.36550962835765977,0.3681760473973762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8760330578512396,0.0,0.0,0.13892529488859764,0.0,0.0,0.0,0.0,0.0,0.0,0.0884038952966365,0.032744282744282746
3696,0.0,0.0,0.07502875189397397,0.0,0.0,0.19573878399445696,0.0,0.25726726358395685,0.36711807024968257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10878112712975098,0.0,0.0,0.0,0.0,0.0,0.0,0.06630292147247738,0.032744282744282746
3697,0.0,0.0,0.10405447342959893,0.0,0.0,0.17495236445522258,0.0,0.24929473813320252,0.33114684722809984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10615989515072084,0.0,0.0,0.0,0.0,0.0,0.0,0.06630292147247738,0.032744282744282746
3698,0.0,0.0,0.0529399952536556,0.0,0.0,0.14221375368092845,0.0,0.24561511100208513,0.32903089293271265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10615989515072084,0.0,0.0,0.0,0.0,0.0,0.0,0.06630292147247738,0.032744282744282746
3699,0.0,0.0,0.0529399952536556,0.0,0.0,0.13372596570240777,0.0,0.2480681957561634,0.33114684722809984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10615989515072084,0.0,0.0,0.0,0.0,0.0,0.0,0.0656122660404724,0.032744282744282746
3700,0.0,0.0,0.0529399952536556,0.0,0.0,0.15226052312489174,0.0,0.2575738991782166,0.33220482437579346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10747051114023591,0.0,0.0,0.0,0.0,0.0,0.0,0.06630292147247738,0.032744282744282746
3701,0.0,0.0,0.0529399952536556,0.0,0.0,0.15815000866100815,0.0,0.31430148411627623,0.3787558188743123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10615989515072084,0.0,0.0,0.0,0.0,0.0,0.0,0.06630292147247738,0.033783783783783786
3702,0.0,0.0,0.05312254696142683,0.0,0.0,0.15953576996362376,0.0,0.4976695694836257,0.36077020736352094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10615989515072084,0.0,0.0,0.0,0.0,0.0,0.0,0.0656122660404724,0.058731808731808735
3703,0.0,0.0,0.05330509866919805,0.0,0.0,0.17044864022172182,0.0,0.582914264687845,0.36182818451121457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10615989515072084,0.0,0.0,0.0,0.0,0.0,0.0,0.06630292147247738,0.08783783783783784
3704,0.0,0.0,0.11226930027930412,0.0,0.0,0.18170795080547375,0.0,0.5856739850361831,0.3597122302158273,0.0,0.5919661733615222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10747051114023591,0.0,0.0,0.0,0.0,0.0,0.0,0.06630292147247738,0.08783783783783784
3705,0.0,0.0,0.11938881688238194,0.0,0.0,0.16923609908193313,0.0,0.5823009934993254,0.3597122302158273,0.0,0.7822410147991544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10747051114023591,0.0,0.0,0.0,0.0,0.0,0.0,0.06630292147247738,0.08783783783783784
3706,0.0,0.0,0.07813213092608481,0.0,0.0,0.15693746752121948,0.0,0.5635962222494787,0.37981379602200593,0.0,0.718816067653277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10747051114023591,0.0,0.0,0.0,0.0,0.0,0.0,0.06630292147247738,0.06912681912681913
3707,0.0,0.0,0.010222895635188668,0.0,0.0,0.177204226571973,0.0,0.5792346375567277,0.390393567498942,0.0,0.6765327695560254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10747051114023591,0.0,0.0,0.0,0.0,0.0,0.0,0.06630292147247738,0.036902286902286904
3708,0.0,0.0,0.0,0.0,0.0,0.18274727178243547,0.0,0.5850607138476634,0.39885738468049087,0.0,0.6765327695560254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10747051114023591,0.0,0.0,0.0,0.0,0.0,0.0,0.06630292147247738,0.03898128898128898
3709,0.0,0.0,0.0,0.0,0.0,0.1782435475489347,0.0,0.5780080951796885,0.39568345323741005,0.0,0.6765327695560254,0.0,0.056140350877192984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10747051114023591,0.0,0.0,0.0,0.0,0.0,0.0,0.06630292147247738,0.04833679833679834
3710,0.0,0.0,0.0,0.0,0.0,0.18777065650441713,0.0,0.5865938918189624,0.3935674989420228,0.0,0.718816067653277,0.0,0.06456140350877193,0.0,0.0,0.0,0.0,0.7107438016528925,0.0,0.0,0.10747051114023591,0.0,0.0,0.0,0.0,0.0,0.0,0.06630292147247738,0.06860706860706861
3711,0.0,0.0,0.0,0.0,0.0,0.20128182920491947,0.0,0.5942597816754569,0.39250952179432924,0.0,0.718816067653277,0.0,0.06315789473684211,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.10747051114023591,0.0,0.0,0.0,0.0,0.0,0.0,0.06630292147247738,0.061330561330561334
3712,0.0,0.0,0.132349988134139,0.0,0.0,0.20266759050753508,0.0,0.6212437139703177,0.39462547608971643,0.0,0.718816067653277,0.0,0.11508771929824561,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.10878112712975098,0.0,0.0,0.0,0.0,0.0,0.0,0.06630292147247738,0.08627858627858628
3713,0.0,0.0,0.13965205644498804,0.0,0.0,0.20803741555517063,0.0,0.6420949343799829,0.39568345323741005,0.0,0.718816067653277,0.0,0.0687719298245614,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.10878112712975098,0.0,0.0,0.0,0.0,0.0,0.0,0.06630292147247738,0.09407484407484408
3714,0.0,0.0,0.1392869530294456,0.0,0.0,0.21150181881170968,0.0,0.6031522139089905,0.43906051629284804,0.0,0.718816067653277,0.0,0.060350877192982454,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.10747051114023591,0.0,0.0,0.0,0.0,0.0,0.0,0.06699357690448235,0.09615384615384616
3715,0.0,0.0,0.13837419449058946,0.0,0.0,0.20353369132166985,0.0,0.5329326628235006,0.4411764705882353,0.0,0.5919661733615222,0.0,0.0,0.0,0.0,0.0,0.0,0.9256198347107438,0.0,0.0,0.10747051114023591,0.0,0.0,0.0,0.0,0.0,0.0,0.06630292147247738,0.0971933471933472
3716,0.0,0.0,0.13673122912064845,0.0,0.0,0.2050926727871124,0.0,0.5409051882742549,0.4422344477359289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9256198347107438,0.0,0.0,0.10747051114023591,0.0,0.0,0.0,0.0,0.0,0.0,0.06630292147247738,0.09771309771309772
3717,0.0,0.0,0.11153909344821922,0.0,0.0,0.19210116057509094,0.0,0.5249601373727463,0.3745239102835379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.10747051114023591,0.0,0.0,0.0,0.0,0.0,0.0,0.06630292147247738,0.09823284823284824
3718,0.0,0.0,0.05969440844119097,0.0,0.0,0.184479473410705,0.0,0.481724518582117,0.33008887008040627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8760330578512396,0.0,0.0,0.10747051114023591,0.0,0.0,0.0,0.0,0.0,0.0,0.06699357690448235,0.07536382536382537
3719,0.0,0.0,0.010953102466273573,0.0,0.0,0.19417980252901437,0.0,0.41641113700478355,0.3057553956834532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10747051114023591,0.0,0.0,0.0,0.0,0.0,0.0,0.06630292147247738,0.056652806652806656
3720,0.0,0.0,0.0,0.0,0.0,0.16733067729083664,0.0,0.31368821292775667,0.32585696148963184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10747051114023591,0.0,0.0,0.0,0.0,0.0,0.0,0.06630292147247738,0.0420997920997921
3721,0.0,0.0,0.0,0.0,0.0,0.14619781742594837,0.0,0.302036060345885,0.3247989843419382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10747051114023591,0.0,0.0,0.0,0.0,0.0,0.0,0.06630292147247738,0.034303534303534305
3722,0.0,0.0,0.0,0.0,0.0,0.15104798198510305,0.0,0.3063289586655219,0.3269149386373254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10747051114023591,0.0,0.0,0.0,0.0,0.0,0.0,0.06630292147247738,0.033783783783783786
3723,0.0,0.0,0.0,0.0,0.0,0.1358046076563312,0.0,0.3001962467803263,0.3247989843419382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10747051114023591,0.0,0.008856682769726247,0.0,0.0,0.0,0.0,0.06699357690448235,0.037422037422037424
3724,0.0,0.0,0.0,0.0,0.0,0.13199376407413824,0.0,0.31920765362443276,0.3332628015234871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10747051114023591,0.0,0.039452495974235106,0.0,0.0,0.0,0.0,0.06630292147247738,0.0446985446985447
3725,0.0,0.0,0.011500757589587251,0.0,0.0,0.1468906980772562,0.0,0.3734821538084141,0.36288616165890814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10747051114023591,0.0,0.10466988727858294,0.0,0.0,0.0,0.0,0.06630292147247738,0.058212058212058215
3726,0.0,0.0,0.03997882400189854,0.0,0.0,0.1508747618222761,0.0,0.5298663068809027,0.3967414303851037,0.0,0.0,0.0,0.060350877192982454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10747051114023591,0.0,0.13043478260869565,0.0,0.0,0.0,0.0,0.06630292147247738,0.08316008316008316
3727,0.0,0.0,0.10131619781303054,0.0,0.0,0.1893296379698597,0.0,0.5663559425978167,0.42424883622513754,0.0,0.0,0.0,0.12350877192982457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10747051114023591,0.0,0.1392914653784219,0.0,0.0,0.0,0.0,0.06630292147247738,0.09511434511434512
3728,0.0,0.0,0.16831267456507057,0.0,0.0,0.18569201455049367,0.0,0.573101925671532,0.43906051629284804,0.0,0.0,0.0,0.18105263157894738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11009174311926606,0.0,0.19082125603864733,0.0,0.0,0.0,0.0,0.06630292147247738,0.09927234927234928
3729,0.0,0.0,0.17725770824586065,0.0,0.0,0.1985103065996882,0.0,0.5816877223108059,0.45598815065594583,0.0,0.042283298097251586,0.0,0.11508771929824561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14678899082568808,0.0,0.2785829307568438,0.0,0.0,0.0,0.0,0.06699357690448235,0.10395010395010396
3730,0.0,0.0,0.16831267456507057,0.0,0.0,0.1830937121080894,0.0,0.5761682816141298,0.5099449851883199,0.0,0.7822410147991544,0.0,0.12631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10878112712975098,0.0,0.3244766505636071,0.0,0.0,0.0,0.0,0.06630292147247738,0.1075883575883576
3731,0.0,0.0,0.16320122674747622,0.0,0.0,0.16196085224320111,0.0,0.5675824849748559,0.5162928480744816,0.0,0.8033826638477801,0.0,0.12491228070175439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10747051114023591,0.0,0.3743961352657005,0.0,0.0,0.0,0.0,0.06630292147247738,0.145010395010395
3732,0.0,0.0,0.14859709012577813,0.0,0.0,0.15589814654425777,0.0,0.6387219428431252,0.5141768937790944,0.0,0.7610993657505286,0.0,0.05754385964912281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10747051114023591,0.0,0.42351046698872785,0.0,0.0,0.0,0.0,0.06699357690448235,0.1949064449064449
3733,0.0,0.0,0.1789006736158017,0.0,0.0,0.18984929845834056,0.0,0.6712253158346622,0.5141768937790944,0.0,0.718816067653277,0.0,0.0014035087719298245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10747051114023591,0.0,0.4557165861513688,0.0,0.0,0.0,0.0,0.06699357690448235,0.21465696465696466
3734,0.0,0.0,0.18200405264791253,0.0,0.0,0.20613199376407415,0.0,0.6874770023304305,0.5194667795175624,0.0,0.718816067653277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1402359108781127,0.0,0.47342995169082125,0.0,0.0,0.0,0.0,0.06768423233648732,0.2312889812889813
3735,0.0,0.0,0.16557439894850218,0.0,0.0,0.22778451411744327,0.0,0.7092481295228751,0.5438002539145155,0.0,0.718816067653277,0.019148936170212766,0.02245614035087719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17169069462647443,0.0,0.4919484702093398,0.0,0.0,0.0,0.0,0.08011603011257683,0.2692307692307692
3736,0.0,0.0,0.16977308822724038,0.0,0.0,0.23696518274727177,0.0,0.7031154176376794,0.5564959796868387,0.0,0.718816067653277,0.09787234042553192,0.2007017543859649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14941022280471822,0.0,0.49838969404186795,0.0005473453749315818,0.0,0.0,0.0,0.13674977553698459,0.32484407484407485
3737,0.0,0.0,0.14914474524909183,0.0,0.0,0.23228823835094406,0.0,0.7086348583343555,0.5522640710960643,0.0,0.718816067653277,0.1,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21100917431192662,0.0,0.500805152979066,0.0005473453749315818,0.0,0.0,0.0,0.16299468195317354,0.3685031185031185
3738,0.0,0.0,0.1838295697256248,0.0,0.0,0.24822449333102373,0.0,0.7034220532319392,0.5469741853575962,0.0,0.7822410147991544,0.00851063829787234,0.11087719298245614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14678899082568808,0.0,0.5,0.0005473453749315818,0.0,0.0,0.0,0.09945438220871607,0.3622661122661123
3739,0.0,0.0,0.1781704667847168,0.0,0.0,0.24787805300536983,0.0,0.686863731141911,0.5385103681760474,0.0,0.4651162790697675,0.0,0.06315789473684211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11664482306684142,0.0,0.49597423510466987,0.0005473453749315818,0.0,0.0,0.0,0.06699357690448235,0.33783783783783783
3740,0.0,0.0,0.14859709012577813,0.0,0.0,0.2487441538195046,0.0,0.6831841040107937,0.5512060939483707,0.0,0.0,0.0,0.1080701754385965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15465268676277852,0.0,0.4975845410628019,0.0005473453749315818,0.0,0.0,0.0,0.0808066855445818,0.36174636174636177
3741,0.0,0.0,0.11592033443472864,0.0,0.0,0.2018014896934003,0.0,0.7328590702808783,0.539568345323741,0.0,0.0,0.0,0.07578947368421053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17693315858453473,0.0,0.4524959742351047,0.0005473453749315818,0.0,0.0,0.0,0.1111955245528006,0.37266112266112267
3742,0.0,0.0,0.11646798955804233,0.0,0.0,0.18257405161960852,0.0,0.7251931804243837,0.46022005924672027,0.0,0.0,0.0,0.11929824561403508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1363040629095675,0.0,0.20772946859903382,0.0005473453749315818,0.0,0.0,0.0,0.08149734097658677,0.2895010395010395
3743,0.0,0.0,0.04381240986509429,0.0,0.0,0.19469946301749524,0.0,0.6975959769410034,0.43059669911129916,0.0,0.0,0.0,0.005614035087719298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1349934469200524,0.0,0.06280193236714976,0.0005473453749315818,0.0,0.0,0.0,0.06699357690448235,0.19646569646569648
3744,0.0,0.0,0.0,0.0,0.0,0.18101507015416596,0.0,0.658653256470011,0.3882776132035548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1349934469200524,0.0,0.0,0.0005473453749315818,0.0,0.0,0.0,0.06699357690448235,0.14864864864864866
3745,0.0,0.0,0.0,0.0,0.0,0.18846353715572492,0.0,0.5550104256102049,0.347016504443504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10747051114023591,0.0,0.0,0.0005473453749315818,0.0,0.0,0.0,0.06699357690448235,0.10550935550935552
3746,0.0,0.0,0.0,0.0,0.0,0.17460592412956868,0.0,0.4752851711026616,0.303639441388066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10747051114023591,0.0,0.0,0.0005473453749315818,0.0,0.0,0.0,0.06699357690448235,0.10343035343035344
3747,0.0,0.0,0.0,0.0,0.0,0.17391304347826086,0.0,0.4645529253035693,0.29411764705882354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10747051114023591,0.0,0.0,0.0005473453749315818,0.0,0.0,0.0,0.06630292147247738,0.10446985446985448
3748,0.0,0.0,0.0,0.0,0.0,0.17633812575783822,0.0,0.4670060100576475,0.33008887008040627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10747051114023591,0.0,0.0,0.0005473453749315818,0.0,0.0,0.0,0.06699357690448235,0.10446985446985448
3749,0.013591573224600747,0.0,0.009857792219646215,0.0,0.0,0.1974709856227265,0.0,0.5004292898319638,0.3459585272958104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10747051114023591,0.0,0.0,0.0010946907498631637,0.0,0.0,0.010710259301014656,0.06699357690448235,0.11122661122661123
3750,0.03397893306150186,0.0,0.06115482210336078,0.0,0.0,0.22813095444309717,0.0,0.5218937814301484,0.3872196360558612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10747051114023591,0.0,0.0,0.02353585112205802,0.0,0.0,0.044532130777903044,0.06699357690448235,0.11330561330561331
3751,0.06229471061275342,0.0,0.11226930027930412,0.0,0.0,0.26225532652000694,0.0,0.5439715442168527,0.4633939906898011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10747051114023591,0.0,0.0,0.04542966611932129,0.0,0.0,0.08455467869222097,0.06699357690448235,0.14553014553014554
3752,0.07248839053120398,0.0,0.16247101991639132,0.0,0.0,0.27056989433570067,0.0,0.6028455783147308,0.48243757934828607,0.0,0.5285412262156448,0.0,0.05754385964912281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15465268676277852,0.0,0.0,0.04871373836891078,0.0,0.0,0.10484780157835401,0.06699357690448235,0.15176715176715178
3753,0.07588628383735417,0.0,0.14987495208017673,0.0,0.0,0.24406720942317686,0.0,0.6969827057524838,0.5258146424037241,0.0,0.8033826638477801,0.0,0.05894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17038007863695936,0.0,0.0,0.04871373836891078,0.0,0.0,0.1589627959413754,0.06699357690448235,0.20426195426195426
3754,0.07248839053120398,0.0,0.14604136621698097,0.0,0.0,0.23055603672267452,0.0,0.7138476634367718,0.5321625052898857,0.0,0.8033826638477801,0.0,0.06596491228070175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.052545155993431854,0.0,0.0,0.20856820744081173,0.06837488776849229,0.30405405405405406
3755,0.07135575942915391,0.0,0.14494605597035362,0.0,0.0,0.24527975056296553,0.0,0.7212069176990066,0.5332204824375794,0.0,0.7399577167019028,0.0,0.10385964912280701,0.00322061191626409,0.0,0.0,0.0,0.0,0.0,0.0,0.1349934469200524,0.0,0.0,0.11603721948549535,0.0,0.0,0.21307779030439683,0.07390013122453208,0.3814968814968815
3756,0.07135575942915391,0.0,0.12139688566786543,0.0,0.0,0.24302788844621515,0.0,0.7310192567153195,0.5575539568345323,0.0,0.718816067653277,0.0,0.06456140350877193,0.0,0.07168458781362007,0.0,0.0,0.0,0.0,0.0,0.12450851900393185,0.0,0.0,0.19102353585112206,0.0,0.0,0.3111612175873732,0.11672076800884038,0.4397089397089397
3757,0.07135575942915391,0.0,0.11299950711038903,0.0,0.0,0.22674519314048155,0.0,0.7435913160799706,0.5914092255607278,0.0,0.718816067653277,0.01702127659574468,0.06315789473684211,0.0,0.035842293906810034,0.0,0.0,0.0,0.0,0.0,0.13761467889908258,0.0,0.0,0.21237000547345375,0.0,0.0,0.3314543404735062,0.14849091788106913,0.49636174636174635
3758,0.07022312832710385,0.0,0.11044378320159186,0.0,0.0,0.23298111900225185,0.0,0.727646265178462,0.5977570884468896,0.0,0.6976744186046512,0.2531914893617021,0.12631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14416775884665792,0.0,0.0,0.21237000547345375,0.0,0.0,0.3286358511837655,0.202362041577457,0.5291060291060291
3759,0.07022312832710385,0.0,0.12066667883678052,0.0,0.0,0.2542871990299671,0.0,0.742978044891451,0.626322471434617,0.0,0.6765327695560254,0.2872340425531915,0.16701754385964912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21756225425950196,0.0,0.0,0.2134646962233169,0.0,0.0,0.32807215332581735,0.23136956972166584,0.5291060291060291
3760,0.07022312832710385,0.0,0.11610288614249988,0.0,0.0,0.26623939026502685,0.0,0.7552434686618423,0.6168006771053745,0.0,0.6765327695560254,0.4425531914893617,0.24140350877192981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4442988204456094,0.0,0.0,0.21291735084838534,0.0,0.0,0.32807215332581735,0.23413219144968575,0.5379417879417879
3761,0.07022312832710385,0.0,0.11738074809689845,0.0,0.0,0.2558461804954097,0.0,0.7555501042561021,0.5935251798561151,0.0,0.6765327695560254,0.46808510638297873,0.3059649122807018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47313237221494103,0.0,0.0,0.19759168035030103,0.0,0.0,0.3286358511837655,0.23620415774570067,0.5343035343035343
3762,0.07022312832710385,0.0,0.12614323006991732,0.0,0.0,0.2487441538195046,0.0,0.675518214154299,0.577655522640711,0.0,0.6765327695560254,0.1,0.29754385964912283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3709043250327654,0.0,0.0,0.19102353585112206,0.0,0.0,0.3286358511837655,0.23620415774570067,0.5332640332640333
3763,0.07248839053120398,0.0,0.1385567461983607,0.0,0.0,0.28460072752468385,0.0,0.7009689684778609,0.5861193398222598,0.0,0.4439746300211417,0.002127659574468085,0.23578947368421052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17169069462647443,0.0,0.0,0.1444991789819376,0.0,0.0,0.3286358511837655,0.2071966296014918,0.5337837837837838
3764,0.07022312832710385,0.0,0.14312053889264134,0.0,0.0,0.2927420751775507,0.0,0.7209002821047468,0.6051629284807448,0.0,0.0,0.0,0.2343859649122807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1349934469200524,0.0,0.0,0.07170224411603722,0.0,0.0,0.3286358511837655,0.19131155466537744,0.5389812889812889
3765,0.07022312832710385,0.0,0.14439840084703992,0.0,0.0,0.2771522605231249,0.0,0.6638660615724273,0.5723656369022428,0.0,0.0,0.0,0.23719298245614034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11140235910878113,0.0,0.0,0.04597701149425287,0.0,0.0,0.32919954904171367,0.15056288417708405,0.5145530145530145
3766,0.07022312832710385,0.0,0.1330801949652239,0.0,0.0,0.24112246665511866,0.0,0.5795412731509874,0.4538721963605586,0.0,0.0,0.0,0.22456140350877193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10747051114023591,0.0,0.0,0.04597701149425287,0.0,0.0,0.3297632468996618,0.09461979418468126,0.37266112266112267
3767,0.04077471967380224,0.0,0.03212910056773581,0.0,0.0,0.23003637623419365,0.0,0.5163743407334723,0.4200169276343631,0.0,0.0,0.0,0.061754385964912284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10878112712975098,0.0,0.0,0.04597701149425287,0.0,0.0,0.3297632468996618,0.06699357690448235,0.2494802494802495
3768,0.0,0.0,0.0,0.0,0.0,0.18170795080547375,0.0,0.4556604930700356,0.35336436732966564,0.0,0.0,0.0,0.042105263157894736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10747051114023591,0.0,0.0,0.04597701149425287,0.0,0.0,0.33032694475760993,0.06630292147247738,0.1735966735966736
3769,0.0,0.0,0.0,0.0,0.0,0.1711415208730296,0.0,0.4473813320250215,0.298349555649598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10747051114023591,0.0,0.0,0.04597701149425287,0.0,0.0,0.33032694475760993,0.06630292147247738,0.11798336798336799
3770,0.0,0.0,0.0,0.0,0.0,0.17096830071020266,0.0,0.4458481540537226,0.298349555649598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10747051114023591,0.0,0.0,0.04597701149425287,0.0,0.0,0.33032694475760993,0.06630292147247738,0.14241164241164242
3771,0.0,0.0,0.0,0.0,0.0,0.17183440152433743,0.0,0.44646142524224214,0.29623360135421073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10747051114023591,0.0,0.0,0.04597701149425287,0.0,0.0,0.33032694475760993,0.06630292147247738,0.14293139293139293
