Time_Index,Combined_Cycle_Natural_Gas_A,Combined_Cycle_Natural_Gas_B,Combined_Cycle_Natural_Gas_C,Combined_Cycle_Natural_Gas_D,Combined_Cycle_Natural_Gas_E,Combined_Cycle_Natural_Gas_F,Combined_Cycle_Natural_Gas_G,Combined_Cycle_Natural_Gas_J,Combined_Cycle_Natural_Gas_K,Combustion_Turbine_Fuel_Oil_2_K,Combustion_Turbine_Natural_Gas_A,Combustion_Turbine_Natural_Gas_J,Combustion_Turbine_Natural_Gas_K,Jet_Engine_Fuel_Oil_2_K,Jet_Engine_Kerosene_J,Jet_Engine_Kerosene_K,Jet_Engine_Natural_Gas_G,Jet_Engine_Natural_Gas_K,Steam_Turbine_Coal_A,Steam_Turbine_Coal_C,Steam_Turbine_Fuel_Oil_2_J,Steam_Turbine_Fuel_Oil_6_C,Steam_Turbine_Fuel_Oil_6_G,Steam_Turbine_Fuel_Oil_6_J,Steam_Turbine_Fuel_Oil_6_K,Steam_Turbine_Natural_Gas_C,Steam_Turbine_Natural_Gas_G,Steam_Turbine_Natural_Gas_J,Steam_Turbine_Natural_Gas_K
1805,0.0,0.0,0.08598185436024755,0.0,0.0,0.13234020439979213,0.0,0.24898810253894274,0.37981379602200593,0.0,0.0,0.0,0.056140350877192984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10878112712975098,0.0,0.0,0.0,0.0,0.0,0.0,0.06630292147247738,0.08783783783783784
1806,0.0,0.0,0.13344529838076635,0.0,0.0,0.1316473237484843,0.0,0.24714828897338403,0.37981379602200593,0.0,0.0,0.0,0.056140350877192984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10878112712975098,0.0,0.0,0.0,0.0,0.0,0.0,0.06630292147247738,0.08731808731808732
1807,0.0,0.0,0.16612205407181585,0.0,0.0,0.17841676771176165,0.0,0.3063289586655219,0.38298772746508675,0.0,0.0,0.0,0.056140350877192984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10878112712975098,0.0,0.0,0.0,0.0,0.0,0.0,0.06630292147247738,0.08627858627858628
1808,0.0,0.0,0.17415432921374982,0.0,0.0,0.21115537848605578,0.0,0.3290199926407458,0.3819297503173931,0.0,0.0,0.0,0.05754385964912281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13892529488859764,0.0,0.0,0.0,0.0,0.0,0.0,0.0835693072726017,0.09355509355509356
1809,0.0,0.0,0.1872980521732781,0.0,0.0,0.1974709856227265,0.0,0.3201275604072121,0.3819297503173931,0.0,0.0,0.0,0.05754385964912281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11795543905635648,0.0,0.0,0.0,0.0,0.0,0.0,0.06837488776849229,0.09875259875259876
1810,0.0,0.0,0.19843370634732288,0.0,0.0,0.19556556383163,0.0,0.3106218569851589,0.3745239102835379,0.0,0.0,0.0,0.05754385964912281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11140235910878113,0.0,0.0,0.0,0.0,0.0,0.0,0.06699357690448235,0.10187110187110188
1811,0.0,0.0,0.1796308804468866,0.0,0.0,0.20128182920491947,0.0,0.28241138231325896,0.37346593313584425,0.0,0.0,0.0,0.05754385964912281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11402359108781127,0.0,0.0,0.0,0.0,0.0,0.0,0.06699357690448235,0.10395010395010396
1812,0.0,0.0,0.1610106062542215,0.0,0.0,0.19314048155205266,0.0,0.28639764503863613,0.37029200169276344,0.0,0.0,0.0,0.05754385964912281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11140235910878113,0.0,0.0,0.0021893814997263274,0.0,0.0,0.0,0.06699357690448235,0.1023908523908524
1813,0.0,0.0,0.16484419211741727,0.0,0.0,0.16317339338298978,0.0,0.24714828897338403,0.3692340245450698,0.0,0.0,0.0,0.05754385964912281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10878112712975098,0.0,0.0,0.0021893814997263274,0.0,0.0,0.0,0.06699357690448235,0.10135135135135136
1814,0.0,0.0,0.16685226090290076,0.0,0.0,0.16213407240602806,0.0,0.24684165337912425,0.36711807024968257,0.0,0.0,0.0,0.05754385964912281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10878112712975098,0.0,0.0,0.0021893814997263274,0.0,0.0,0.0,0.06699357690448235,0.0971933471933472
1815,0.0,0.0,0.1650267438251885,0.0,0.0,0.16248051273168196,0.0,0.2511345516987612,0.36711807024968257,0.0,0.0,0.0,0.05754385964912281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10878112712975098,0.0,0.0,0.0021893814997263274,0.0,0.0,0.0,0.06699357690448235,0.09927234927234928
1816,0.0,0.0,0.17013819164278282,0.0,0.0,0.18257405161960852,0.0,0.2566539923954373,0.36711807024968257,0.0,0.0,0.0,0.05754385964912281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11140235910878113,0.0,0.0,0.002736726874657909,0.0,0.0,0.0,0.06699357690448235,0.10446985446985448
1817,0.0,0.0,0.1962430858540682,0.0,0.0,0.1926208210635718,0.0,0.2566539923954373,0.37240795598815063,0.0,0.0,0.0,0.05754385964912281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11009174311926606,0.0,0.0,0.002736726874657909,0.0,0.0,0.0,0.06699357690448235,0.12318087318087319
1818,0.0,0.0,0.2055532229504007,0.0,0.0,0.20526589294993938,0.0,0.25818717036673616,0.4136690647482014,0.0,0.0,0.0,0.06456140350877193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12844036697247707,0.0,0.0,0.002736726874657909,0.0,0.0,0.0,0.06837488776849229,0.19594594594594594
1819,0.0,0.0,0.20956936052136768,0.0,0.0,0.21531266239390265,0.0,0.2931436281123513,0.4189589504866695,0.0,0.0,0.0,0.17543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20838794233289645,0.0,0.0,0.002736726874657909,0.0,0.0,0.0,0.09531044961668624,0.2260914760914761
1820,0.0,0.0,0.20883915369028277,0.0,0.0,0.20994283734626712,0.0,0.3179811112473936,0.42636479052052473,0.0,0.0,0.0,0.23157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2712975098296199,0.0,0.0,0.002736726874657909,0.0,0.0,0.0,0.11810207887285033,0.2515592515592516
1821,0.0,0.0,0.20993446393691015,0.0,0.0,0.21461978174259483,0.0,0.2811848399362198,0.42636479052052473,0.0,0.0,0.0,0.14596491228070174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2516382699868938,0.0,0.0,0.002736726874657909,0.0,0.0,0.0,0.12500863319290006,0.1943866943866944
1822,0.0,0.0,0.19843370634732288,0.0,0.0,0.20821063571799758,0.0,0.26339997546915245,0.3808717731696995,0.0,0.0,0.0,0.15859649122807018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.002736726874657909,0.0,0.0,0.0,0.06837488776849229,0.11434511434511435
1823,0.0,0.0,0.15991529600759416,0.0,0.0,0.17356660315260697,0.0,0.2532810008585797,0.3776978417266187,0.0,0.0,0.0,0.056140350877192984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10878112712975098,0.0,0.0,0.002736726874657909,0.0,0.0,0.0,0.06630292147247738,0.09667359667359668
1824,0.0,0.0,0.09456178462549518,0.0,0.0,0.1671574571280097,0.0,0.24929473813320252,0.3787558188743123,0.0,0.0,0.0,0.056140350877192984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10878112712975098,0.0,0.0,0.002736726874657909,0.0,0.0,0.0,0.06630292147247738,0.08887733887733888
1825,0.0,0.0,0.05348765037696928,0.0,0.0,0.15745712800970033,0.0,0.25082791610450145,0.3808717731696995,0.0,0.0,0.0,0.056140350877192984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10878112712975098,0.0,0.0,0.002736726874657909,0.0,0.0,0.0,0.06630292147247738,0.08835758835758836
1826,0.0,0.0,0.05348765037696928,0.0,0.0,0.1345920665165425,0.0,0.2496013737274623,0.390393567498942,0.0,0.0,0.0,0.056140350877192984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10878112712975098,0.0,0.0,0.002736726874657909,0.0,0.0,0.0,0.06630292147247738,0.08835758835758836
1827,0.014724204326650808,0.0,0.07247302798517681,0.013366998366255755,0.0,0.14013511172700502,0.0,0.25941371274377534,0.41472704189589504,0.0,0.0,0.0,0.056140350877192984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10878112712975098,0.0,0.0,0.012588943623426382,0.0,0.0,0.0,0.06630292147247738,0.09355509355509356
1828,0.03964208857175218,0.0,0.09857792219646215,0.03267488489529184,0.0,0.15035510133379526,0.0,0.32564700110388817,0.4454083791790097,0.0,0.0,0.0,0.056140350877192984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10878112712975098,0.0,0.0,0.042692939244663386,0.0,0.0,0.0,0.06630292147247738,0.09355509355509356
1829,0.09400838147015517,0.0,0.12303985103780647,0.08317243427892469,0.0,0.20717131474103587,0.0,0.33300625536612294,0.4655099449851883,0.0,0.0,0.10638297872340426,0.056140350877192984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11009174311926606,0.0,0.0,0.10180623973727422,0.0,0.0,0.0,0.06630292147247738,0.11850311850311851
1830,0.12119152791935665,0.0,0.209021705398054,0.14258131590672804,0.0,0.22813095444309717,0.0,0.3397522384398381,0.4887854422344477,0.0,0.0,0.3446808510638298,0.05754385964912281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14154652686762778,0.0,0.0,0.16803503010399562,0.0,0.0,0.0,0.08011603011257683,0.2234927234927235
1831,0.13251783893985727,0.0,0.23841253034922144,0.1648596465171543,0.0,0.24926381430798544,0.0,0.34251195878817614,0.5522640710960643,0.0,0.0,0.4127659574468085,0.12070175438596491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3486238532110092,0.0,0.0,0.3103448275862069,0.0,0.0,0.0,0.1699012362732233,0.25415800415800416
1832,0.14724204326650808,0.0,0.23786487522590774,0.18416753304619038,0.0,0.2406028061666378,0.0,0.33944560284557834,0.5490901396529835,0.0,0.0,0.3382978723404255,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36828309305373524,0.0,0.0,0.23535851122058019,0.0,0.0,0.0,0.1899302438013675,0.24272349272349272
1833,0.14724204326650808,0.0,0.23494404790156814,0.18565275508688547,0.0,0.24406720942317686,0.0,0.3311664418005642,0.5194667795175624,0.0,0.0,0.26382978723404255,0.05754385964912281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.418086500655308,0.0,0.0,0.14614121510673234,0.0,0.0,0.0,0.17335451343324815,0.2188149688149688
1834,0.14497678106240797,0.0,0.22581646251300683,0.18565275508688547,0.0,0.2343668803048675,0.0,0.2811848399362198,0.4993652137113838,0.0,0.0,0.2680851063829787,0.05894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4521625163826999,0.0,0.0,0.13464696223316913,0.0,0.0,0.0,0.13674977553698459,0.16372141372141372
1835,0.13251783893985727,0.0,0.21285529126124977,0.18565275508688547,0.0,0.23384721981638662,0.0,0.26064025512081446,0.49195937367752857,0.0,0.0,0.3595744680851064,0.05894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4456094364351245,0.0,0.0,0.13355227148330598,0.0,0.0,0.0,0.07942537468057186,0.1346153846153846
1836,0.13025257673575716,0.0,0.20464046441154457,0.18713797712758057,0.0,0.2350597609561753,0.0,0.26401324665767206,0.49301735082522213,0.0,0.0,0.37872340425531914,0.05894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43119266055045874,0.0,0.0,0.13409961685823754,0.0,0.0,0.0,0.06975619863250224,0.11746361746361747
1837,0.13025257673575716,0.0,0.19496522389966958,0.18713797712758057,0.0,0.22414689069807725,0.0,0.2845578314730774,0.4951333051206094,0.0,0.0,0.37659574468085105,0.05894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4167758846657929,0.0,0.0,0.13355227148330598,0.0,0.0,0.0,0.07735340838455694,0.10862785862785863
1838,0.1291199456337071,0.0,0.18894101754321913,0.18713797712758057,0.0,0.21496622206824875,0.0,0.2600269839322949,0.48137960220059245,0.0,0.0,0.37659574468085105,0.05894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4036697247706422,0.0,0.0,0.13355227148330598,0.0,0.0,0.0,0.06699357690448235,0.10602910602910603
1839,0.1291199456337071,0.0,0.1956954307307545,0.18713797712758057,0.0,0.22795773428027022,0.0,0.2695326873543481,0.4898434193821413,0.0,0.0,0.37659574468085105,0.05894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42070773263433814,0.0,0.0,0.13464696223316913,0.0,0.0,0.0,0.06699357690448235,0.10914760914760915
1840,0.13025257673575716,0.0,0.19204439657532998,0.18713797712758057,0.0,0.22466655118655812,0.0,0.2597203483380351,0.5004231908590774,0.0,0.0,0.4319148936170213,0.05894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45609436435124506,0.0,0.0,0.13464696223316913,0.0,0.0,0.0,0.06699357690448235,0.12681912681912683
1841,0.13138520783780722,0.0,0.19679074097738186,0.18713797712758057,0.0,0.24631907153992724,0.0,0.2814914755304796,0.5141768937790944,0.0,0.0,0.46595744680851064,0.08421052631578947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45609436435124506,0.0,0.0,0.13793103448275862,0.0,0.0,0.0,0.07459078665653705,0.18711018711018712
1842,0.14271151885830782,0.0,0.20938680881359648,0.18713797712758057,0.0,0.24545297072579247,0.0,0.3195142892186925,0.5184088023698687,0.0,0.0,0.46382978723404256,0.12912280701754386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40498034076015726,0.0,0.0,0.14668856048166393,0.0,0.0,0.0,0.10567028109676081,0.24220374220374222
1843,0.1438441499603579,0.0,0.20975191222913891,0.18565275508688547,0.0,0.24597263121427335,0.0,0.32779345026370665,0.5406263224714346,0.0,0.0,0.46595744680851064,0.23578947368421052,0.0,0.0,0.0,0.0,0.6446280991735537,0.0,0.0,0.3944954128440367,0.0,0.0,0.1444991789819376,0.0,0.0,0.0,0.14296567442502933,0.25467775467775466
1844,0.14497678106240797,0.0,0.20920425710582524,0.18713797712758057,0.0,0.24735839251688896,0.0,0.33208634858334357,0.539568345323741,0.0,0.0,0.4425531914893617,0.24701754385964914,0.0,0.0,0.0,0.0,0.9586776859504132,0.0,0.0,0.3197903014416776,0.0,0.0,0.15489874110563764,0.0,0.0,0.0,0.14641895158505422,0.26455301455301455
1845,0.13251783893985727,0.0,0.19770349951623797,0.18565275508688547,0.0,0.24857093365667765,0.0,0.3262602722924077,0.5226407109606432,0.0,0.0,0.17446808510638298,0.12070175438596491,0.0,0.0,0.0,0.0,0.7768595041322314,0.0,0.0,0.2437745740498034,0.0,0.0,0.14887794198139026,0.0,0.0,0.0,0.13674977553698459,0.25675675675675674
1846,0.13025257673575716,0.0,0.1756147428759196,0.18416753304619038,0.0,0.23557942144465616,0.0,0.271065865325647,0.4739737621667372,0.0,0.0,0.09787234042553192,0.05754385964912281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1127129750982962,0.0,0.0,0.13902572523262177,0.0,0.0,0.0,0.07390013122453208,0.17463617463617465
1847,0.13025257673575716,0.0,0.11318205881816025,0.18565275508688547,0.0,0.1922743807379179,0.0,0.28425119587881764,0.4760897164621244,0.0,0.0,0.00425531914893617,0.056140350877192984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10878112712975098,0.0,0.0,0.13793103448275862,0.0,0.0,0.0,0.06768423233648732,0.10550935550935552
1848,0.13025257673575716,0.0,0.05020171963708721,0.18416753304619038,0.0,0.19833708643686124,0.0,0.25512081442413836,0.4570461278036394,0.0,0.0,0.0,0.056140350877192984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10878112712975098,0.0,0.0,0.1384783798576902,0.0,0.0,0.0,0.06699357690448235,0.10187110187110188
1849,0.1291199456337071,0.0,0.05166213329925702,0.18416753304619038,0.0,0.1782435475489347,0.0,0.24714828897338403,0.44858231062209053,0.0,0.0,0.0,0.056140350877192984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10878112712975098,0.0,0.0,0.13902572523262177,0.0,0.0,0.0,0.06699357690448235,0.10135135135135136
1850,0.1291199456337071,0.0,0.052209788422570694,0.18416753304619038,0.0,0.18101507015416596,0.0,0.2474549245676438,0.44964028776978415,0.0,0.0,0.0,0.056140350877192984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10878112712975098,0.0,0.0,0.14012041598248495,0.0,0.0,0.0,0.06768423233648732,0.10135135135135136
1851,0.13025257673575716,0.0,0.07247302798517681,0.18416753304619038,0.0,0.1642127143599515,0.0,0.2557340856126579,0.44858231062209053,0.0,0.0,0.0,0.056140350877192984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10878112712975098,0.0,0.0,0.14012041598248495,0.0,0.0,0.0,0.06768423233648732,0.10187110187110188
1852,0.13025257673575716,0.0,0.12157943737563666,0.1826823110054953,0.0,0.15728390784687338,0.0,0.31890101803017296,0.44858231062209053,0.0,0.0,0.0,0.05473684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10878112712975098,0.0,0.0,0.13957307060755336,0.0,0.0,0.0,0.06768423233648732,0.10343035343035344
1853,0.13251783893985727,0.0,0.17652750141477574,0.18416753304619038,0.0,0.20266759050753508,0.0,0.3293266282350055,0.46127803639441384,0.0,0.0,0.04680851063829787,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1127129750982962,0.0,0.0,0.14395183360700603,0.0,0.0,0.0,0.06768423233648732,0.1632016632016632
1854,0.14497678106240797,0.0,0.23932528888807755,0.1826823110054953,0.0,0.22414689069807725,0.0,0.3369925180915001,0.5067710537452391,0.0,0.0,0.5,0.18105263157894738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26605504587155965,0.0,0.0,0.2594417077175698,0.0,0.0,0.0,0.08771323986463153,0.2505197505197505
1855,0.14497678106240797,0.0,0.24662735719892662,0.18565275508688547,0.0,0.24839771349385067,0.0,0.34159205200539683,0.5501481168006771,0.0,0.0,0.874468085106383,0.19087719298245615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4272608125819135,0.0,0.0,0.48330596606458676,0.0,0.0,0.0,0.16437599281718349,0.27806652806652804
1856,0.14610941216445802,0.0,0.24534949524452804,0.19456408733105598,0.0,0.23627230209596398,0.0,0.3464982215135533,0.544858231062209,0.0,0.0,0.4425531914893617,0.1375438596491228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3853211009174312,0.0,0.0,0.5473453749315819,0.0,0.0,0.0,0.15263485047309897,0.27598752598752596
1857,0.14497678106240797,0.0,0.2374997718103653,0.248032080796079,0.0,0.24406720942317686,0.0,0.33944560284557834,0.5289885738468049,0.0,0.0,0.24680851063829787,0.2905263157894737,0.0,0.17921146953405018,0.0,0.0,0.0,0.0,0.0,0.2608125819134993,0.0,0.0,0.4269293924466338,0.0,0.0,0.0,0.07666275295255197,0.23544698544698545
1858,0.1438441499603579,0.0,0.2263641176363205,0.3950690628248923,0.0,0.24978347479646631,0.0,0.3345394333374218,0.5088870080406263,0.0,0.0,0.0851063829787234,0.14175438596491227,0.0,0.21505376344086022,0.0,0.0,0.0,0.0,0.0,0.23853211009174313,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.06906554320049726,0.21101871101871103
1859,0.13251783893985727,0.0,0.22180032494203986,0.3980395069062824,0.0,0.24787805300536983,0.0,0.2793450263706611,0.49407532797291576,0.0,0.0,0.0,0.11789473684210526,0.0,0.14336917562724014,0.0,0.0,0.0,0.0,0.0,0.30930537352555704,0.0,0.0,0.22386425834701698,0.0,0.0,0.0,0.06837488776849229,0.16424116424116425
1860,0.13025257673575716,0.0,0.21340294638456345,0.39655428486558736,0.0,0.2494370344708124,0.0,0.33944560284557834,0.496191282268303,0.0,0.0,0.03404255319148936,0.060350877192982454,0.0,0.14336917562724014,0.0,0.0,0.0,0.0,0.0,0.25688073394495414,0.0,0.0,0.18609742747673783,0.0,0.0,0.0,0.06768423233648732,0.10862785862785863
1861,0.1291199456337071,0.0,0.21814929078661532,0.3950690628248923,0.0,0.2608695652173913,0.0,0.2759720348338035,0.5162928480744816,0.0,0.0,0.08723404255319149,0.05894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22018348623853212,0.0,0.0,0.14559386973180077,0.0,0.0,0.0,0.06768423233648732,0.10187110187110188
1862,0.13025257673575716,0.0,0.20993446393691015,0.3935838407841972,0.0,0.2648536289624112,0.0,0.26401324665767206,0.5184088023698687,0.0,0.0,0.0,0.05894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2870249017038008,0.0,0.0,0.1423097974822113,0.0,0.0,0.0,0.06768423233648732,0.10395010395010396
1863,0.13025257673575716,0.0,0.2159586702933606,0.38764295262141685,0.0,0.273168196778105,0.0,0.2643198822519318,0.5173508252221751,0.0,0.0,0.0,0.05894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2254259501965924,0.0,0.0,0.1423097974822113,0.0,0.0,0.0,0.06768423233648732,0.10654885654885655
1864,0.13025257673575716,0.0,0.22052246298764128,0.23615030447051832,0.0,0.2880651307812229,0.0,0.2695326873543481,0.563901819720694,0.0,0.0,0.023404255319148935,0.05894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23722149410222804,0.0,0.0,0.14066776135741654,0.0,0.0,0.0,0.06837488776849229,0.13877338877338877
1865,0.13138520783780722,0.0,0.21960970444878514,0.19456408733105598,0.0,0.2963796985969167,0.0,0.2934502637066111,0.5956411341515023,0.019964064683569576,0.0,0.08936170212765958,0.12912280701754386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.290956749672346,0.0,0.0,0.14066776135741654,0.0,0.0,0.0,0.07044685406450721,0.20738045738045738
1866,0.14157888775625777,0.0,0.21303784296902098,0.19456408733105598,0.0,0.2962064784340897,0.0,0.3250337299153686,0.6009310198899703,0.0,0.0,0.08936170212765958,0.2007017543859649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29750982961992134,0.0,0.0,0.13902572523262177,0.0,0.0,0.0,0.06768423233648732,0.24324324324324326
1867,0.14157888775625777,0.0,0.22855473812957522,0.1915936432496658,0.0,0.30989087129741905,0.0,0.3265669078866675,0.6411341515023276,0.0,0.0,0.08936170212765958,0.3101754385964912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30930537352555704,0.0,0.0,0.14887794198139026,0.0,0.0,0.0,0.06837488776849229,0.28482328482328484
1868,0.14271151885830782,0.0,0.2298326000839738,0.1915936432496658,0.0,0.31716611813615103,0.0,0.33085980620630445,0.6453660600931019,0.0,0.0,0.08936170212765958,0.35789473684210527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2817824377457405,0.0,0.0,0.18500273672687464,0.0,0.0,0.0,0.07113750949651218,0.28586278586278585
1869,0.1438441499603579,0.0,0.2152284634622757,0.1915936432496658,0.0,0.3065996882037069,0.0,0.30264933153440454,0.6390181972069403,0.0,0.0,0.08723404255319149,0.31157894736842107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17038007863695936,0.0,0.0,0.14887794198139026,0.0,0.0,0.0,0.06975619863250224,0.2822245322245322
1870,0.13138520783780722,0.0,0.1684952262728418,0.19010842120897073,0.0,0.2930885155032046,0.0,0.26339997546915245,0.5480321625052899,0.0,0.0,0.0,0.05894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10878112712975098,0.0,0.0,0.13574165298303228,0.0,0.0,0.0,0.08218799640859174,0.21465696465696466
1871,0.13138520783780722,0.0,0.11391226564924516,0.1915936432496658,0.0,0.254633639355621,0.0,0.24868146694468296,0.4665679221328819,0.0,0.0,0.0,0.05754385964912281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10878112712975098,0.0,0.0,0.13628899835796388,0.0,0.0,0.0,0.1035983148007459,0.13773388773388773
1872,0.13138520783780722,0.0,0.039248617170813634,0.1915936432496658,0.0,0.2406028061666378,0.0,0.2462283821906047,0.43059669911129916,0.0,0.0,0.0,0.05754385964912281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10878112712975098,0.0,0.0,0.13628899835796388,0.0,0.0,0.0,0.10843290282478071,0.10083160083160084
1873,0.13025257673575716,0.0,0.04563792694280655,0.1915936432496658,0.0,0.21184825913736358,0.0,0.2474549245676438,0.4316546762589928,0.0,0.0,0.0,0.05754385964912281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10878112712975098,0.0,0.0,0.13628899835796388,0.0,0.0,0.0,0.10774224739277574,0.09043659043659044
1874,0.13138520783780722,0.0,0.05074937476040089,0.19010842120897073,0.0,0.19071539927247533,0.0,0.24653501778486447,0.3893355903512484,0.0,0.0,0.0,0.05754385964912281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10878112712975098,0.0,0.0,0.13628899835796388,0.0,0.0,0.0,0.10774224739277574,0.08264033264033264
1875,0.13138520783780722,0.0,0.050931926468172115,0.1915936432496658,0.0,0.1929672613892257,0.0,0.23794922114559058,0.4009733389758781,0.0,0.0,0.0,0.05754385964912281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10878112712975098,0.0,0.0,0.13628899835796388,0.0,0.0,0.0,0.10774224739277574,0.08264033264033264
1876,0.13138520783780722,0.0,0.0932839226710966,0.1915936432496658,0.0,0.2047462324614585,0.0,0.2557340856126579,0.4443504020313161,0.0,0.0,0.0,0.05754385964912281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10878112712975098,0.0,0.0,0.13628899835796388,0.0,0.0,0.0,0.10705159196077077,0.10446985446985448
1877,0.13251783893985727,0.0,0.13289764325745268,0.1915936432496658,0.0,0.2069980945782089,0.0,0.26707960260026986,0.45281421921286497,0.0,0.0,0.0,0.05754385964912281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10878112712975098,0.0,0.0,0.13628899835796388,0.0,0.0,0.0,0.10843290282478071,0.17307692307692307
1878,0.1438441499603579,0.0,0.18620274192665073,0.18862319916827563,0.0,0.21860384548761475,0.0,0.3348460689316816,0.539568345323741,0.0,0.0,0.19787234042553192,0.1726315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1743119266055046,0.0,0.0,0.22550629447181172,0.0,0.0,0.0,0.13191518751294978,0.2598752598752599
1879,0.1438441499603579,0.0,0.2124901878457073,0.18565275508688547,0.0,0.22518621167503897,0.0,0.33729915368575986,0.5480321625052899,0.0,0.0,0.3276595744680851,0.2596491228070175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34993446920052423,0.0,0.0,0.4236453201970443,0.0,0.0,0.0,0.21064990676151665,0.2806652806652807
1880,0.14271151885830782,0.0,0.1796308804468866,0.18713797712758057,0.0,0.21895028581326867,0.0,0.33576597571446093,0.534278459585273,0.0,0.0,0.0,0.1880701754385965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2608125819134993,0.0,0.0,0.40831964969896006,0.0,0.0,0.0,0.18509565577733267,0.27598752598752596
1881,0.14157888775625777,0.0,0.21157742930685117,0.18713797712758057,0.0,0.2380045037242335,0.0,0.3333128909603827,0.534278459585273,0.0,0.0,0.0,0.22035087719298246,0.0,0.07168458781362007,0.0,0.0,0.0,0.0,0.0,0.10878112712975098,0.0,0.0,0.2638204707170224,0.0,0.0,0.0,0.10912355825678569,0.24272349272349272
