Time_Index,Nuclear_B,Nuclear_C
1,0.041645189003436424,0.04246794871794872
2,0.041645189003436424,0.04246794871794872
3,0.041645189003436424,0.04246794871794872
4,0.041645189003436424,0.04246794871794872
5,0.041645189003436424,0.04246794871794872
6,0.041645189003436424,0.04246794871794872
7,0.041645189003436424,0.04246794871794872
8,0.041645189003436424,0.04246794871794872
9,0.041645189003436424,0.04246794871794872
10,0.041645189003436424,0.04246794871794872
11,0.041645189003436424,0.04246794871794872
12,0.041645189003436424,0.04246794871794872
13,0.041645189003436424,0.04246794871794872
14,0.041645189003436424,0.04246794871794872
15,0.041645189003436424,0.04246794871794872
16,0.041645189003436424,0.04246794871794872
17,0.041645189003436424,0.04246794871794872
18,0.041645189003436424,0.04246794871794872
19,0.041645189003436424,0.04246794871794872
20,0.041645189003436424,0.04246794871794872
21,0.041645189003436424,0.04246794871794872
22,0.041645189003436424,0.04246794871794872
23,0.041645189003436424,0.04246794871794872
24,0.041645189003436424,0.04246794871794872
25,0.041645189003436424,0.04246794871794872
26,0.041645189003436424,0.04246794871794872
27,0.041645189003436424,0.04246794871794872
28,0.041645189003436424,0.04246794871794872
29,0.041645189003436424,0.04246794871794872
30,0.041645189003436424,0.04246794871794872
31,0.041645189003436424,0.04246794871794872
32,0.041645189003436424,0.04246794871794872
33,0.041645189003436424,0.04246794871794872
34,0.041645189003436424,0.04246794871794872
35,0.041645189003436424,0.04246794871794872
36,0.041645189003436424,0.04246794871794872
37,0.041645189003436424,0.04246794871794872
38,0.041645189003436424,0.04246794871794872
39,0.041645189003436424,0.04246794871794872
40,0.041645189003436424,0.04246794871794872
41,0.041645189003436424,0.04246794871794872
42,0.041645189003436424,0.04246794871794872
43,0.041645189003436424,0.04246794871794872
44,0.041645189003436424,0.04246794871794872
45,0.041645189003436424,0.04246794871794872
46,0.041645189003436424,0.04246794871794872
47,0.041645189003436424,0.04246794871794872
48,0.041645189003436424,0.04246794871794872
49,0.041645189003436424,0.04246794871794872
50,0.041645189003436424,0.04246794871794872
51,0.041645189003436424,0.04246794871794872
52,0.041645189003436424,0.04246794871794872
53,0.041645189003436424,0.04246794871794872
54,0.041645189003436424,0.04246794871794872
55,0.041645189003436424,0.04246794871794872
56,0.041645189003436424,0.04246794871794872
57,0.041645189003436424,0.04246794871794872
58,0.041645189003436424,0.04246794871794872
59,0.041645189003436424,0.04246794871794872
60,0.041645189003436424,0.04246794871794872
61,0.041645189003436424,0.04246794871794872
62,0.041645189003436424,0.04246794871794872
63,0.041645189003436424,0.04246794871794872
64,0.041645189003436424,0.04246794871794872
65,0.041645189003436424,0.04246794871794872
66,0.041645189003436424,0.04246794871794872
67,0.041645189003436424,0.04246794871794872
68,0.041645189003436424,0.04246794871794872
69,0.041645189003436424,0.04246794871794872
70,0.041645189003436424,0.04246794871794872
71,0.041645189003436424,0.04246794871794872
72,0.041645189003436424,0.04246794871794872
73,0.041645189003436424,0.04246794871794872
74,0.041645189003436424,0.04246794871794872
75,0.041645189003436424,0.04246794871794872
76,0.041645189003436424,0.04246794871794872
77,0.041645189003436424,0.04246794871794872
78,0.041645189003436424,0.04246794871794872
79,0.041645189003436424,0.04246794871794872
80,0.041645189003436424,0.04246794871794872
81,0.041645189003436424,0.04246794871794872
82,0.041645189003436424,0.04246794871794872
83,0.041645189003436424,0.04246794871794872
84,0.041645189003436424,0.04246794871794872
85,0.041645189003436424,0.04246794871794872
86,0.041645189003436424,0.04246794871794872
87,0.041645189003436424,0.04246794871794872
88,0.041645189003436424,0.04246794871794872
89,0.041645189003436424,0.04246794871794872
90,0.041645189003436424,0.04246794871794872
91,0.041645189003436424,0.04246794871794872
92,0.041645189003436424,0.04246794871794872
93,0.041645189003436424,0.04246794871794872
94,0.041645189003436424,0.04246794871794872
95,0.041645189003436424,0.04246794871794872
96,0.041645189003436424,0.04246794871794872
97,0.041645189003436424,0.04246794871794872
98,0.041645189003436424,0.04246794871794872
99,0.041645189003436424,0.04246794871794872
100,0.041645189003436424,0.04246794871794872
101,0.041645189003436424,0.04246794871794872
102,0.041645189003436424,0.04246794871794872
103,0.041645189003436424,0.04246794871794872
104,0.041645189003436424,0.04246794871794872
105,0.041645189003436424,0.04246794871794872
106,0.041645189003436424,0.04246794871794872
107,0.041645189003436424,0.04246794871794872
108,0.041645189003436424,0.04246794871794872
109,0.041645189003436424,0.04246794871794872
110,0.041645189003436424,0.04246794871794872
111,0.041645189003436424,0.04246794871794872
112,0.041645189003436424,0.04246794871794872
113,0.041645189003436424,0.04246794871794872
114,0.041645189003436424,0.04246794871794872
115,0.041645189003436424,0.04246794871794872
116,0.041645189003436424,0.04246794871794872
117,0.041645189003436424,0.04246794871794872
118,0.041645189003436424,0.04246794871794872
119,0.041645189003436424,0.04246794871794872
120,0.041645189003436424,0.04246794871794872
121,0.041645189003436424,0.04189194139194139
122,0.041645189003436424,0.04189194139194139
123,0.041645189003436424,0.04189194139194139
124,0.041645189003436424,0.04189194139194139
125,0.041645189003436424,0.04189194139194139
126,0.041645189003436424,0.04189194139194139
