Time_Index,Hydro_A,Hydro_D
1,0.798936205087857,0.913279758315747
2,0.798936205087857,0.913279758315747
3,0.798936205087857,0.913279758315747
4,0.798936205087857,0.913279758315747
5,0.798936205087857,0.913279758315747
6,0.798936205087857,0.913279758315747
7,0.798936205087857,0.913279758315747
8,0.798936205087857,0.913279758315747
9,0.798936205087857,0.913279758315747
10,0.798936205087857,0.913279758315747
11,0.798936205087857,0.913279758315747
12,0.798936205087857,0.913279758315747
13,0.798936205087857,0.913279758315747
14,0.798936205087857,0.913279758315747
15,0.798936205087857,0.913279758315747
16,0.798936205087857,0.913279758315747
17,0.798936205087857,0.913279758315747
18,0.798936205087857,0.913279758315747
19,0.798936205087857,0.913279758315747
20,0.798936205087857,0.913279758315747
21,0.798936205087857,0.913279758315747
22,0.798936205087857,0.913279758315747
23,0.798936205087857,0.913279758315747
24,0.798936205087857,0.913279758315747
25,0.798936205087857,0.913279758315747
26,0.798936205087857,0.913279758315747
27,0.798936205087857,0.913279758315747
28,0.798936205087857,0.913279758315747
29,0.798936205087857,0.913279758315747
30,0.798936205087857,0.913279758315747
31,0.798936205087857,0.913279758315747
32,0.798936205087857,0.913279758315747
33,0.798936205087857,0.913279758315747
34,0.798936205087857,0.913279758315747
35,0.798936205087857,0.913279758315747
36,0.798936205087857,0.913279758315747
37,0.798936205087857,0.913279758315747
38,0.798936205087857,0.913279758315747
39,0.798936205087857,0.913279758315747
40,0.798936205087857,0.913279758315747
41,0.798936205087857,0.913279758315747
42,0.798936205087857,0.913279758315747
43,0.798936205087857,0.913279758315747
44,0.798936205087857,0.913279758315747
45,0.798936205087857,0.913279758315747
46,0.798936205087857,0.913279758315747
47,0.798936205087857,0.913279758315747
48,0.798936205087857,0.913279758315747
49,0.798936205087857,0.913279758315747
50,0.798936205087857,0.913279758315747
51,0.798936205087857,0.913279758315747
52,0.798936205087857,0.913279758315747
53,0.798936205087857,0.913279758315747
54,0.798936205087857,0.913279758315747
55,0.798936205087857,0.913279758315747
56,0.798936205087857,0.913279758315747
57,0.798936205087857,0.913279758315747
58,0.798936205087857,0.913279758315747
59,0.798936205087857,0.913279758315747
