generators,Capacity_MW,Capacity_MWh,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,OperatingRegulationRevenue,OperatingReserveRevenue,Operating_Revenue,Operating_Cost,operating_profit_per_gen,total_inv_costs,diff
NG 2-on-1 Combined Cycle (F-Frame),46274.023418198776,0.0,2.6016176427460628e9,0.0,1.1973403559458933e9,0.0,3.5932014330741686e8,7.417480491212113e9,0.0,3.042793965812055e8,0.0,1.0479705816691542e10,9.572877373557895e7,7.226106869952604e7,1.0647695659126646e10,9.278420387046629e9,1.369275272080017e9,2.6016176427460628e9,-1.2323423706660457e9
NG Combustion Turbine (F-Frame),9457.159920683394,0.0,4.783485168365093e8,0.0,1.8512390544737747e8,0.0,8.573769906024532e6,9.603610625572379e7,0.0,3.7089040762348175e7,0.0,6.954911394477627e8,4.7286689344853915e7,5.747768665850643e7,8.00255515451123e8,3.2682282237147397e8,4.73432693079649e8,4.783485168365093e8,-4.915823756860316e6
Land-Based Wind - Class 1 - Technology 1,32791.06117177805,0.0,2.731145487740628e9,0.0,1.0638419475353235e9,0.0,1.0745060407488076e7,0.0,0.0,0.0,0.0,2.6974308072354774e9,0.0,0.0,2.6974308072354774e9,1.0745870079428115e9,1.622843799292666e9,2.731145487740628e9,-1.1083016884479618e9
Utility PV - Class 1,17972.93482108735,0.0,1.3324084978592997e9,0.0,4.2713764190497583e8,0.0,4.382863618016201e6,0.0,0.0,0.0,0.0,1.588657675531742e9,0.0,0.0,1.588657675531742e9,4.31520505522992e8,1.15713717000875e9,1.3324084978592997e9,-1.752713278505497e8
