Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_A,Demand_MW_B,Demand_MW_C,Demand_MW_D,Demand_MW_E,Demand_MW_F,Demand_MW_G,Demand_MW_H,Demand_MW_I,Demand_MW_J,Demand_MW_K
,,,,,,,6327,1846.0,1214.9,1704.6,474.2,792.4,1246.3,1052.4,323.8,683.1,6255.1,2554.5
,,,,,,,6328,1895.6,1250.1,1753.1,474.3,811.3,1311.4,1105.0,331.1,703.2,6332.0,2679.9
,,,,,,,6329,1929.8,1286.0,1806.7,485.5,831.6,1389.1,1165.9,343.5,722.8,6388.9,2800.4
,,,,,,,6330,1935.8,1306.1,1846.2,491.3,865.4,1449.7,1205.1,347.7,737.6,6364.8,2853.6
,,,,,,,6331,1893.0,1287.7,1835.7,528.0,890.3,1486.3,1184.7,342.4,723.7,6263.3,2789.4
,,,,,,,6332,1882.3,1281.6,1830.9,532.4,909.8,1488.3,1167.5,340.8,722.0,6249.2,2755.9
,,,,,,,6333,1904.6,1254.2,1782.5,523.8,889.4,1435.0,1122.1,329.3,704.2,6167.0,2631.1
,,,,,,,6334,1821.4,1182.7,1688.1,507.1,843.9,1366.8,1061.0,306.5,673.8,6034.0,2491.0
,,,,,,,6335,1727.8,1101.5,1588.2,495.4,795.9,1288.6,981.4,288.0,632.9,5840.7,2309.7
,,,,,,,6336,1622.4,1020.7,1480.4,484.5,733.3,1199.7,903.9,263.7,591.3,5585.7,2121.7
,,,,,,,6337,1524.5,954.9,1409.0,476.5,696.7,1138.9,842.6,241.0,548.5,5301.3,1959.1
,,,,,,,6338,1453.9,909.9,1346.0,452.7,662.7,1095.0,792.1,231.1,520.9,5051.9,1842.5
,,,,,,,6339,1413.6,881.2,1309.2,452.0,648.1,1061.5,762.1,221.3,495.8,4862.8,1758.2
,,,,,,,6340,1387.7,864.6,1295.9,463.0,643.9,1046.2,743.7,216.3,479.3,4729.8,1711.0
,,,,,,,6341,1370.2,850.5,1293.2,451.0,641.3,1049.8,741.1,208.0,473.0,4659.7,1693.1
,,,,,,,6342,1384.2,856.9,1318.9,459.1,658.1,1059.1,751.5,207.8,473.9,4671.2,1694.8
,,,,,,,6343,1416.1,886.0,1361.5,469.4,684.7,1078.5,771.5,217.4,481.1,4749.8,1716.1
,,,,,,,6344,1452.5,915.7,1400.6,472.0,725.1,1110.3,797.9,234.4,498.9,4914.1,1760.1
,,,,,,,6345,1543.3,978.0,1488.3,481.8,793.6,1167.2,849.5,263.2,544.5,5239.4,1886.1
,,,,,,,6346,1641.7,1054.2,1566.8,467.0,845.7,1196.9,899.6,278.7,586.1,5601.5,2020.8
,,,,,,,6347,1752.5,1125.0,1640.5,474.5,862.4,1213.5,941.0,295.1,623.8,5981.8,2167.3
,,,,,,,6348,1839.2,1192.5,1737.6,478.3,880.0,1228.5,994.4,316.1,662.6,6313.1,2346.5
,,,,,,,6349,1919.6,1262.8,1832.5,480.4,908.7,1254.5,1079.9,333.2,703.8,6570.7,2532.7
,,,,,,,6350,1949.0,1330.7,1902.3,483.8,928.7,1316.1,1174.1,353.9,741.1,6774.7,2700.5
,,,,,,,6351,1974.6,1379.9,1949.3,507.1,936.5,1381.5,1260.6,376.4,774.3,6923.7,2830.3
,,,,,,,6352,2007.1,1413.3,1994.6,522.0,968.4,1463.3,1341.3,393.8,799.8,6998.1,2952.0
,,,,,,,6353,2041.4,1437.4,2060.8,528.3,1012.7,1563.2,1412.6,409.9,820.1,7056.4,3039.6
,,,,,,,6354,2059.8,1456.8,2121.1,533.7,1026.6,1658.5,1453.2,408.1,827.3,7046.5,3069.8
,,,,,,,6355,2006.5,1443.3,2133.3,538.2,1032.3,1685.5,1435.8,402.4,816.4,6994.4,3015.3
,,,,,,,6356,1986.5,1455.9,2150.5,546.0,1063.3,1716.1,1435.3,403.4,830.9,7076.0,3032.2
,,,,,,,6357,1976.3,1414.8,2091.9,540.3,1042.9,1673.4,1374.5,394.3,824.7,7067.1,2947.4
,,,,,,,6358,1890.1,1315.6,1974.3,489.6,996.2,1582.7,1280.6,370.7,794.1,6920.1,2785.9
,,,,,,,6359,1787.5,1209.8,1837.3,481.8,936.6,1474.3,1174.3,341.0,741.6,6626.7,2568.2
,,,,,,,6360,1687.5,1114.7,1699.9,497.9,862.6,1352.5,1067.9,308.9,679.3,6238.7,2337.0
,,,,,,,6361,1629.4,1047.7,1618.1,491.7,817.2,1280.2,984.7,285.8,634.1,5917.8,2163.7
,,,,,,,6362,1579.1,1009.0,1568.9,486.8,784.8,1241.2,931.2,267.5,607.9,5671.9,2065.1
,,,,,,,6363,1547.5,987.3,1528.5,484.3,767.7,1210.4,894.3,251.3,584.7,5503.8,1996.9
,,,,,,,6364,1538.9,979.3,1522.5,484.1,750.9,1199.4,874.7,243.1,570.3,5415.7,1969.3
,,,,,,,6365,1553.1,991.7,1550.8,484.2,751.2,1219.1,878.4,239.4,568.1,5425.2,1992.6
,,,,,,,6366,1634.4,1055.2,1627.7,493.5,796.5,1284.4,924.9,255.1,600.8,5678.0,2099.5
,,,,,,,6367,1782.5,1178.7,1828.3,517.9,915.2,1424.2,1016.0,296.0,672.8,6222.3,2301.2
,,,,,,,6368,1875.6,1253.3,1920.0,534.2,979.2,1502.2,1075.2,320.1,731.9,6752.6,2449.7
,,,,,,,6369,1906.0,1297.1,1983.4,513.7,1002.3,1528.8,1131.1,338.2,769.2,7209.7,2569.6
,,,,,,,6370,1921.2,1328.8,2024.2,526.0,1012.3,1562.1,1185.1,348.8,802.7,7555.2,2685.6
,,,,,,,6371,1959.9,1364.1,2092.1,529.3,1049.9,1617.2,1258.0,365.5,848.8,7829.5,2785.8
,,,,,,,6372,1965.8,1372.8,2114.5,514.5,1094.7,1683.7,1341.1,385.8,894.1,8097.5,2927.6
,,,,,,,6373,1958.8,1377.5,2113.9,516.3,1103.1,1731.8,1425.7,415.6,937.5,8349.9,3083.8
,,,,,,,6374,1946.1,1389.6,2092.0,507.3,1110.6,1770.6,1525.3,441.7,989.2,8599.0,3271.2
,,,,,,,6375,1938.4,1370.2,2102.7,524.7,1105.2,1762.5,1617.8,471.3,1021.9,8760.5,3435.4
,,,,,,,6376,1919.9,1335.6,2085.8,535.4,1095.4,1776.9,1675.6,481.5,1054.2,8944.3,3577.8
,,,,,,,6377,1892.8,1326.3,2086.2,540.0,1082.6,1780.4,1673.3,488.2,1062.6,8989.1,3665.7
,,,,,,,6378,1910.0,1323.9,2059.7,544.9,1095.7,1782.4,1667.1,481.0,1039.8,8829.1,3635.8
,,,,,,,6379,1869.4,1308.5,2059.9,549.7,1090.1,1776.9,1645.6,482.7,1026.8,8561.0,3549.1
,,,,,,,6380,1869.5,1303.8,2074.7,553.2,1093.3,1767.8,1645.3,487.2,1035.2,8490.8,3552.3
,,,,,,,6381,1869.0,1242.1,1997.5,542.3,1040.8,1658.5,1584.9,472.4,1007.4,8284.1,3420.1
,,,,,,,6382,1772.0,1165.5,1858.1,495.0,998.0,1546.7,1477.3,447.4,952.9,7959.9,3221.5
,,,,,,,6383,1669.8,1073.6,1716.0,471.1,927.2,1449.8,1332.9,406.4,875.4,7502.6,2943.0
,,,,,,,6384,1553.4,986.7,1561.6,491.3,817.2,1347.9,1197.4,358.6,785.5,6963.3,2669.1
,,,,,,,6385,1483.9,928.8,1490.8,482.9,774.1,1273.6,1068.8,322.2,723.5,6439.4,2449.7
,,,,,,,6386,1423.2,887.8,1436.6,467.6,733.4,1216.4,987.8,292.3,671.7,6017.9,2301.6
,,,,,,,6387,1396.4,864.0,1402.3,434.2,716.4,1190.6,933.0,274.5,629.9,5674.0,2182.9
,,,,,,,6388,1379.8,853.3,1375.9,431.4,706.1,1169.6,899.3,263.8,603.7,5502.6,2095.6
,,,,,,,6389,1393.5,861.9,1403.1,439.0,713.8,1172.4,884.5,254.3,588.3,5435.8,2059.4
,,,,,,,6390,1464.0,917.5,1482.2,406.1,788.6,1224.8,917.7,268.2,610.2,5611.9,2114.8
,,,,,,,6391,1618.6,1034.5,1672.7,495.7,867.2,1355.7,997.0,301.1,666.5,6091.2,2264.7
,,,,,,,6392,1673.7,1107.4,1763.8,504.8,915.5,1416.7,1047.1,313.5,712.4,6543.4,2360.9
,,,,,,,6393,1681.2,1125.6,1793.4,366.2,935.0,1423.7,1074.0,323.1,729.6,6903.0,2427.2
,,,,,,,6394,1695.6,1128.2,1815.8,510.5,920.7,1446.0,1098.9,330.6,754.6,7110.1,2470.9
,,,,,,,6395,1721.4,1142.4,1828.6,518.0,925.5,1444.6,1102.1,344.3,768.9,7201.6,2523.7
,,,,,,,6396,1749.1,1157.1,1811.6,522.3,926.5,1429.0,1115.4,352.8,769.5,7267.7,2580.5
,,,,,,,6397,1753.9,1161.4,1801.8,529.1,914.8,1434.0,1127.0,350.3,770.9,7303.1,2664.2
,,,,,,,6398,1760.9,1160.1,1818.3,524.8,925.4,1426.7,1117.4,346.6,770.4,7325.6,2725.3
,,,,,,,6399,1751.7,1157.1,1807.4,494.0,918.1,1433.0,1149.5,354.5,770.8,7283.3,2767.8
,,,,,,,6400,1749.8,1151.6,1782.3,506.4,908.1,1445.4,1172.4,364.8,781.1,7337.3,2826.4
,,,,,,,6401,1729.3,1160.6,1778.6,506.9,898.8,1437.7,1193.7,375.8,795.6,7400.1,2918.4
,,,,,,,6402,1728.6,1159.5,1793.8,497.3,922.9,1452.6,1201.0,380.9,794.0,7329.0,2961.6
,,,,,,,6403,1724.0,1160.5,1815.6,500.4,941.2,1472.9,1194.4,384.8,780.2,7049.7,2911.5
,,,,,,,6404,1759.3,1191.8,1868.2,525.9,964.2,1511.7,1210.5,392.1,784.3,6893.7,2906.8
,,,,,,,6405,1781.8,1168.2,1814.2,518.1,922.7,1442.7,1162.0,373.6,751.6,6632.1,2754.6
,,,,,,,6406,1701.4,1090.7,1695.9,479.4,852.2,1347.9,1084.2,338.6,703.6,6320.4,2552.9
,,,,,,,6407,1619.6,1003.0,1578.8,477.7,808.7,1259.3,980.3,308.2,640.6,5929.7,2305.7
,,,,,,,6408,1517.3,931.1,1458.4,465.6,742.7,1180.7,888.2,273.1,581.7,5502.2,2059.7
,,,,,,,6409,1447.3,887.1,1401.7,479.0,702.3,1128.7,821.3,246.1,535.4,5113.2,1877.9
,,,,,,,6410,1418.1,853.6,1353.0,473.8,674.3,1094.0,779.0,234.7,510.4,4847.5,1777.4
,,,,,,,6411,1386.8,834.0,1313.7,473.3,662.6,1080.0,759.6,228.2,488.4,4663.3,1706.7
,,,,,,,6412,1363.1,826.7,1313.1,440.8,651.8,1077.9,746.7,227.9,469.3,4578.9,1677.1
,,,,,,,6413,1379.0,838.6,1318.8,438.3,665.1,1099.2,758.4,219.7,473.0,4570.7,1696.3
,,,,,,,6414,1442.6,895.2,1367.0,481.3,733.3,1161.6,800.6,240.3,495.8,4782.0,1787.9
,,,,,,,6415,1573.0,1000.3,1549.4,479.0,837.0,1299.9,890.6,267.7,559.6,5294.2,1968.9
,,,,,,,6416,1658.7,1054.4,1629.8,490.1,894.9,1358.8,941.8,283.7,606.1,5793.0,2069.7
,,,,,,,6417,1673.0,1082.3,1656.4,485.5,895.0,1349.4,959.4,291.6,633.3,6203.1,2115.0
,,,,,,,6418,1698.1,1100.4,1659.7,478.4,889.2,1320.6,958.8,295.3,660.1,6472.2,2137.0
,,,,,,,6419,1730.5,1123.4,1684.5,478.7,887.5,1307.6,996.4,272.0,683.3,6647.6,2179.5
,,,,,,,6420,1759.4,1149.3,1716.7,479.4,869.5,1300.3,977.7,315.4,692.1,6804.0,2220.5
,,,,,,,6421,1788.5,1184.5,1752.2,479.2,876.8,1290.9,998.5,322.1,706.5,6915.1,2288.1
,,,,,,,6422,1827.0,1220.0,1801.1,477.5,889.0,1288.7,1025.1,330.2,720.7,7024.9,2381.7
,,,,,,,6423,1858.1,1237.4,1822.6,478.9,895.4,1305.7,1064.9,344.4,735.1,7113.6,2510.4
,,,,,,,6424,1855.5,1258.0,1833.5,482.9,903.3,1358.7,1119.8,363.6,759.5,7244.2,2654.3
,,,,,,,6425,1853.4,1277.3,1881.5,495.2,924.2,1441.2,1178.5,380.9,779.9,7341.9,2791.1
,,,,,,,6426,1845.0,1282.5,1893.3,509.8,940.0,1499.3,1219.2,380.8,786.6,7305.1,2858.7
,,,,,,,6427,1830.0,1272.0,1894.4,500.1,963.7,1524.0,1211.0,375.9,770.1,7034.9,2835.0
,,,,,,,6428,1880.3,1302.3,1929.3,503.8,1006.5,1559.2,1216.8,374.9,776.6,6923.4,2851.2
,,,,,,,6429,1889.2,1276.2,1869.7,501.8,1000.7,1520.4,1163.1,364.7,747.9,6723.0,2736.3
,,,,,,,6430,1809.0,1199.0,1779.5,508.6,950.1,1435.3,1082.4,342.4,701.2,6489.8,2578.1
,,,,,,,6431,1702.7,1100.4,1646.5,473.4,872.4,1314.6,984.9,304.4,642.8,6139.2,2345.2
,,,,,,,6432,1586.2,1013.9,1529.3,483.4,809.7,1208.0,892.0,273.6,584.8,5708.7,2099.0
,,,,,,,6433,1517.4,958.6,1463.6,479.6,760.6,1153.0,836.7,225.9,538.4,5293.0,1927.1
,,,,,,,6434,1454.4,916.3,1415.1,477.2,720.4,1119.7,783.6,223.3,512.9,5005.6,1821.6
,,,,,,,6435,1427.2,887.4,1382.2,442.9,709.1,1100.8,771.3,204.9,494.6,4823.8,1748.5
,,,,,,,6436,1415.8,875.2,1374.7,434.7,702.4,1100.1,741.7,221.6,480.8,4731.5,1713.3
,,,,,,,6437,1431.1,886.5,1400.6,438.3,707.9,1114.8,765.9,203.9,480.4,4728.8,1731.4
,,,,,,,6438,1494.4,942.5,1473.5,451.2,777.5,1190.5,810.3,218.9,508.9,4962.5,1827.8
,,,,,,,6439,1641.8,1054.4,1663.7,481.3,869.9,1324.7,901.2,262.3,571.3,5526.6,2012.6
,,,,,,,6440,1703.7,1119.5,1755.8,493.8,913.8,1391.2,949.7,283.6,621.3,6055.8,2129.7
,,,,,,,6441,1740.5,1154.5,1808.0,493.1,936.8,1412.2,977.1,292.3,655.8,6508.0,2206.0
,,,,,,,6442,1770.3,1175.4,1848.7,518.2,942.4,1413.3,1009.5,301.6,693.1,6838.2,2282.5
,,,,,,,6443,1799.6,1189.6,1888.5,490.4,963.6,1418.0,1033.5,316.8,727.3,7109.4,2378.6
,,,,,,,6444,1807.6,1190.1,1884.1,502.5,996.4,1463.0,1093.6,325.8,747.7,7350.6,2492.1
,,,,,,,6445,1793.1,1171.9,1876.2,498.1,985.5,1490.1,1141.6,349.2,774.1,7562.2,2613.4
,,,,,,,6446,1811.5,1161.1,1861.5,495.3,985.4,1497.4,1170.4,358.4,800.9,7770.3,2739.2
,,,,,,,6447,1804.4,1171.1,1811.7,502.3,967.6,1485.7,1178.4,359.5,817.2,7863.4,2902.2
,,,,,,,6448,1798.6,1172.7,1788.2,520.9,951.1,1460.4,1155.1,339.7,798.1,7797.4,2961.6
,,,,,,,6449,1812.2,1162.5,1803.8,516.4,942.1,1452.0,1150.4,327.9,766.3,7519.1,2992.1
,,,,,,,6450,1785.0,1151.5,1830.5,523.7,943.3,1440.9,1133.5,330.6,750.6,7266.3,2886.9
,,,,,,,6451,1750.8,1144.6,1823.8,530.7,947.8,1459.8,1143.7,342.5,746.7,6984.3,2829.4
,,,,,,,6452,1769.2,1169.9,1849.9,522.8,1003.8,1489.5,1167.6,351.6,746.1,6830.9,2809.3
,,,,,,,6453,1722.7,1146.6,1821.1,493.3,981.8,1449.4,1131.0,343.7,717.4,6581.9,2701.8
,,,,,,,6454,1648.1,1076.2,1707.0,478.0,929.0,1353.4,1063.1,316.8,674.3,6293.0,2508.5
,,,,,,,6455,1561.6,990.5,1582.2,497.7,833.7,1258.8,972.1,279.6,615.9,5917.1,2264.9
,,,,,,,6456,1480.8,922.3,1474.6,481.6,760.0,1175.2,886.2,254.9,558.5,5517.7,2024.4
,,,,,,,6457,1427.8,877.0,1404.3,474.9,716.1,1118.3,825.2,226.3,513.5,5141.5,1847.9
,,,,,,,6458,1383.9,843.4,1361.1,474.1,682.3,1088.3,782.5,217.1,491.1,4882.4,1747.6
,,,,,,,6459,1351.2,822.9,1305.4,462.9,659.4,1070.3,756.6,214.5,478.2,4694.9,1685.4
,,,,,,,6460,1347.2,815.1,1302.7,465.0,659.0,1066.5,746.6,210.6,464.8,4581.1,1664.1
,,,,,,,6461,1338.7,826.6,1338.9,473.3,667.8,1086.3,751.5,213.0,465.5,4565.1,1682.8
,,,,,,,6462,1401.0,874.9,1422.4,491.9,737.9,1151.7,796.9,229.6,493.5,4765.1,1770.3
,,,,,,,6463,1531.5,976.3,1607.5,510.4,834.3,1280.4,889.6,266.2,554.3,5275.3,1940.4
,,,,,,,6464,1607.5,1034.9,1693.8,526.1,877.8,1328.0,941.4,282.9,602.3,5761.9,2043.5
,,,,,,,6465,1646.7,1051.3,1709.3,512.4,880.9,1314.6,958.3,289.5,630.1,6134.4,2090.3
,,,,,,,6466,1679.9,1059.3,1697.1,488.4,875.9,1277.6,956.4,297.8,652.9,6399.4,2103.7
,,,,,,,6467,1697.2,1074.5,1710.5,493.6,864.3,1263.1,955.6,302.6,668.3,6536.8,2126.6
,,,,,,,6468,1718.4,1085.9,1722.4,497.8,869.3,1262.6,961.2,304.3,675.5,6629.6,2151.2
,,,,,,,6469,1725.1,1091.5,1725.1,489.3,872.1,1260.5,965.2,307.0,680.8,6702.8,2189.6
,,,,,,,6470,1748.6,1102.8,1719.7,482.2,881.4,1268.4,984.3,317.7,686.0,6787.3,2276.5
,,,,,,,6471,1747.8,1109.3,1702.7,471.1,887.5,1268.2,1015.1,330.3,699.1,6845.2,2385.5
,,,,,,,6472,1748.7,1115.8,1720.2,473.2,889.1,1290.2,1055.1,338.0,718.9,6908.7,2494.8
,,,,,,,6473,1750.8,1125.5,1758.4,499.3,886.3,1345.7,1094.5,343.8,735.3,6921.5,2592.8
,,,,,,,6474,1748.9,1131.8,1769.6,502.6,901.9,1404.3,1129.7,346.2,729.7,6778.6,2605.7
,,,,,,,6475,1720.2,1123.2,1770.4,486.5,910.5,1427.1,1132.8,342.9,715.5,6487.6,2581.3
,,,,,,,6476,1756.2,1143.0,1802.3,516.3,947.2,1441.9,1139.2,348.1,716.8,6378.2,2580.5
,,,,,,,6477,1729.9,1117.0,1742.4,482.6,934.4,1390.8,1098.6,335.2,685.0,6183.3,2465.8
,,,,,,,6478,1673.9,1066.3,1652.4,490.3,893.8,1315.9,1041.5,316.5,651.4,5966.1,2321.7
,,,,,,,6479,1612.4,1000.6,1555.7,494.5,823.7,1269.2,970.1,287.8,614.8,5713.9,2149.9
,,,,,,,6480,1508.8,936.7,1463.5,482.7,743.9,1188.3,896.1,259.2,567.3,5396.9,1967.5
,,,,,,,6481,1444.6,886.6,1379.6,473.5,691.0,1133.0,831.6,231.3,527.6,5074.0,1818.7
,,,,,,,6482,1402.9,852.9,1332.6,467.7,645.1,1085.7,789.3,218.4,503.7,4843.6,1728.6
,,,,,,,6483,1379.0,832.9,1298.8,461.4,619.1,1064.3,767.9,211.4,481.3,4687.8,1671.6
,,,,,,,6484,1367.3,824.6,1303.1,427.7,600.7,1056.4,755.0,209.0,469.0,4593.0,1644.3
,,,,,,,6485,1364.5,826.5,1309.8,426.2,611.1,1060.2,756.3,206.2,466.6,4551.6,1651.2
,,,,,,,6486,1388.4,846.0,1336.8,464.8,638.2,1087.3,774.7,213.0,476.2,4605.6,1685.0
,,,,,,,6487,1422.9,890.6,1403.3,475.6,702.0,1132.9,812.5,227.5,499.5,4773.1,1764.4
,,,,,,,6488,1465.8,929.5,1464.0,489.6,762.7,1183.3,852.2,250.3,528.5,5017.1,1854.1
,,,,,,,6489,1542.5,987.7,1536.5,500.3,831.0,1235.6,904.9,279.8,582.1,5392.4,1980.0
,,,,,,,6490,1613.8,1036.1,1599.1,506.2,836.5,1243.9,934.3,297.3,622.3,5736.0,2073.7
,,,,,,,6491,1670.3,1072.8,1645.0,496.1,853.6,1235.7,947.5,308.5,653.6,5990.5,2158.7
,,,,,,,6492,1667.8,1125.2,1682.2,504.1,842.3,1233.6,971.2,318.3,667.0,6198.3,2236.2
,,,,,,,6493,1682.0,1137.3,1725.7,501.3,843.4,1264.4,1016.4,326.6,680.9,6359.8,2336.3
,,,,,,,6494,1690.3,1124.4,1752.2,510.9,865.2,1290.7,1062.4,343.2,701.4,6501.0,2430.3
,,,,,,,6495,1700.4,1126.8,1792.3,484.6,885.6,1337.7,1128.6,354.2,727.6,6643.9,2554.1
,,,,,,,6496,1713.8,1140.1,1804.0,481.0,904.6,1360.3,1180.1,370.2,750.1,6713.6,2660.4
,,,,,,,6497,1708.0,1151.9,1826.7,492.8,914.1,1433.1,1237.7,379.8,768.2,6802.1,2762.7
,,,,,,,6498,1715.4,1166.5,1857.2,492.0,934.8,1491.7,1276.4,384.0,772.1,6758.9,2804.2
,,,,,,,6499,1704.2,1158.7,1878.6,494.8,941.7,1507.6,1293.2,383.3,776.6,6714.9,2786.4
,,,,,,,6500,1716.8,1155.8,1887.6,520.8,938.1,1509.6,1305.3,384.3,791.4,6764.1,2818.3
,,,,,,,6501,1690.5,1117.4,1828.7,508.8,907.9,1473.6,1270.7,385.3,777.8,6702.1,2743.1
,,,,,,,6502,1626.0,1063.0,1741.9,488.7,864.9,1409.3,1213.3,370.4,755.1,6593.3,2642.6
,,,,,,,6503,1551.2,997.6,1641.9,491.5,806.3,1347.1,1137.1,344.9,717.5,6420.1,2506.7
,,,,,,,6504,1469.7,932.5,1529.4,480.2,747.0,1279.2,1050.3,318.9,677.7,6187.2,2339.7
,,,,,,,6505,1409.3,879.8,1448.1,468.3,703.3,1218.8,979.0,283.2,628.0,5900.6,2189.4
,,,,,,,6506,1352.6,840.0,1386.5,464.6,651.8,1166.3,916.3,269.4,597.0,5654.1,2067.7
,,,,,,,6507,1323.1,812.4,1347.3,461.4,624.8,1135.9,872.5,260.0,572.6,5463.3,1977.3
,,,,,,,6508,1304.4,792.1,1315.3,456.2,596.4,1123.1,840.7,248.5,548.7,5309.2,1919.0
,,,,,,,6509,1282.4,778.8,1293.8,459.5,586.1,1116.7,826.1,245.1,542.8,5198.0,1891.5
,,,,,,,6510,1280.0,782.6,1304.9,462.3,600.4,1119.3,830.0,242.0,545.8,5158.7,1895.1
,,,,,,,6511,1316.6,809.6,1342.7,472.6,640.5,1143.2,851.9,251.7,555.4,5202.7,1925.7
,,,,,,,6512,1340.7,832.5,1379.1,485.8,692.9,1170.7,877.0,264.1,568.9,5332.8,1966.8
,,,,,,,6513,1405.5,876.4,1455.1,460.5,725.0,1201.0,931.2,295.2,602.0,5617.6,2090.8
,,,,,,,6514,1451.4,905.2,1487.4,461.2,758.1,1209.6,962.9,310.4,631.1,5817.4,2201.3
,,,,,,,6515,1473.8,918.4,1515.9,461.2,789.7,1204.9,978.7,321.2,655.5,6000.0,2302.5
,,,,,,,6516,1491.6,924.7,1525.7,465.9,791.2,1174.6,993.9,328.8,675.7,6180.8,2379.8
,,,,,,,6517,1509.1,931.0,1537.7,469.9,808.6,1157.0,1020.1,335.7,690.9,6322.8,2473.3
,,,,,,,6518,1517.2,934.6,1539.0,470.3,792.3,1168.8,1048.5,345.0,707.4,6402.1,2570.7
,,,,,,,6519,1526.1,941.6,1577.2,475.0,780.9,1182.0,1074.3,360.0,729.6,6453.1,2673.9
,,,,,,,6520,1510.8,941.4,1573.6,494.0,796.0,1192.2,1103.5,355.2,736.9,6511.9,2776.7
,,,,,,,6521,1542.2,973.9,1637.0,497.4,842.4,1287.1,1129.9,370.2,739.9,6481.6,2858.6
,,,,,,,6522,1554.2,1009.2,1683.5,512.2,867.2,1339.5,1134.5,365.5,745.3,6417.7,2867.0
,,,,,,,6523,1562.5,1028.7,1712.3,520.4,880.5,1367.5,1129.2,360.0,737.2,6297.9,2807.3
,,,,,,,6524,1617.5,1063.0,1746.5,530.6,912.7,1396.7,1127.4,362.8,738.8,6268.3,2775.4
,,,,,,,6525,1583.5,1032.2,1679.7,493.1,886.7,1344.2,1071.6,346.5,715.5,6126.3,2646.7
,,,,,,,6526,1521.3,976.0,1583.1,472.9,830.6,1260.0,1007.3,333.7,684.1,5961.7,2473.8
,,,,,,,6527,1448.6,912.0,1486.2,458.3,755.9,1181.8,927.9,306.8,633.8,5715.1,2264.9
,,,,,,,6528,1375.6,853.3,1380.5,450.2,692.2,1116.6,851.0,271.1,580.8,5390.4,2065.6
,,,,,,,6529,1331.6,812.9,1325.0,459.0,661.0,1073.6,794.2,242.3,537.0,5096.0,1907.1
,,,,,,,6530,1303.5,790.7,1297.7,455.2,620.3,1051.0,756.3,220.2,511.4,4860.7,1807.8
,,,,,,,6531,1282.4,776.6,1268.7,440.7,596.2,1042.0,736.7,212.9,493.2,4695.2,1745.8
,,,,,,,6532,1276.8,773.7,1263.3,427.5,581.5,1043.8,728.9,206.6,482.0,4603.4,1715.2
,,,,,,,6533,1296.7,788.1,1297.7,434.9,617.1,1067.2,735.4,206.1,483.9,4616.6,1735.9
,,,,,,,6534,1372.6,854.0,1408.9,486.4,699.1,1154.8,778.4,224.4,507.3,4827.1,1811.8
,,,,,,,6535,1517.9,972.1,1594.4,504.1,799.1,1281.4,852.3,259.1,555.6,5249.5,1934.5
,,,,,,,6536,1614.8,1047.1,1698.5,494.1,874.9,1353.0,905.4,277.9,598.2,5647.5,2014.7
,,,,,,,6537,1654.7,1086.8,1749.9,496.2,860.4,1344.4,937.3,287.5,624.3,5948.6,2093.4
,,,,,,,6538,1680.1,1104.9,1766.5,528.1,848.7,1321.7,948.2,292.7,638.9,6119.8,2158.9
,,,,,,,6539,1712.6,1116.5,1797.8,503.3,864.1,1312.2,966.8,296.8,652.5,6217.6,2181.5
,,,,,,,6540,1720.3,1115.0,1800.0,487.5,855.2,1321.3,978.7,303.0,666.2,6313.1,2216.1
,,,,,,,6541,1733.5,1115.1,1797.3,484.4,856.6,1309.5,997.4,300.1,676.1,6441.1,2268.2
,,,,,,,6542,1758.6,1139.9,1796.0,451.5,871.9,1340.9,1023.9,301.1,688.0,6532.9,2314.5
,,,,,,,6543,1744.3,1142.1,1783.2,499.1,866.4,1364.4,1060.3,312.5,699.3,6576.4,2397.6
,,,,,,,6544,1724.5,1138.6,1775.8,506.1,864.6,1400.2,1072.3,312.9,701.4,6560.2,2441.8
,,,,,,,6545,1718.7,1141.4,1781.0,488.8,881.8,1452.1,1088.0,317.9,702.0,6528.0,2485.7
,,,,,,,6546,1709.7,1153.9,1794.0,526.4,900.7,1480.0,1113.8,329.5,706.3,6485.5,2514.8
,,,,,,,6547,1718.7,1167.5,1828.2,522.7,930.0,1507.1,1143.4,350.0,717.4,6326.5,2574.3
,,,,,,,6548,1771.1,1198.7,1843.9,536.1,951.6,1514.2,1154.4,357.5,712.9,6231.0,2572.1
,,,,,,,6549,1761.3,1168.0,1788.4,530.4,904.1,1453.0,1116.4,346.8,686.6,6026.0,2473.6
,,,,,,,6550,1691.8,1096.8,1684.6,483.4,819.4,1358.0,1048.8,327.5,648.3,5800.6,2325.8
,,,,,,,6551,1616.7,1013.7,1563.9,462.2,750.0,1278.7,962.3,298.4,602.2,5519.5,2143.5
,,,,,,,6552,1512.5,947.8,1458.2,447.2,688.8,1200.1,882.6,267.6,554.4,5172.7,1959.6
,,,,,,,6553,1454.5,901.8,1406.0,437.4,668.6,1151.5,828.1,240.4,515.5,4855.3,1816.9
,,,,,,,6554,1413.6,876.1,1364.2,429.2,621.6,1122.8,791.0,227.2,492.8,4641.5,1733.7
,,,,,,,6555,1394.3,862.3,1334.1,424.7,605.3,1107.5,770.7,223.2,480.4,4521.1,1683.5
