Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_A,Demand_MW_B,Demand_MW_C,Demand_MW_D,Demand_MW_E,Demand_MW_F,Demand_MW_G,Demand_MW_H,Demand_MW_I,Demand_MW_J,Demand_MW_K
,,,,,,,1342,1956.6,1270.1,2143.7,670.3,1131.1,1541.2,1261.5,371.7,745.0,6170.9,2551.9
,,,,,,,1343,1861.6,1186.0,1999.7,623.2,1059.4,1450.0,1172.0,338.2,688.4,5832.9,2358.8
,,,,,,,1344,1772.3,1113.9,1912.2,639.8,1007.4,1365.8,1094.5,314.4,630.2,5447.0,2176.4
,,,,,,,1345,1704.9,1082.2,1859.2,641.0,955.1,1313.8,1049.5,292.0,590.2,5125.3,2051.3
,,,,,,,1346,1672.2,1064.8,1829.2,638.3,930.5,1302.0,1027.5,279.1,571.3,4936.6,1995.1
,,,,,,,1347,1659.2,1048.9,1807.5,640.6,914.7,1295.8,1004.2,286.9,559.0,4820.7,1957.2
,,,,,,,1348,1657.0,1049.7,1813.9,642.0,928.0,1298.7,1001.0,288.3,555.8,4781.8,1956.0
,,,,,,,1349,1681.3,1076.4,1849.0,646.7,954.1,1326.9,1018.3,293.3,566.7,4847.9,1996.7
,,,,,,,1350,1756.7,1154.6,1945.8,666.0,1022.7,1410.5,1084.9,310.3,618.4,5116.2,2121.8
,,,,,,,1351,1892.5,1261.3,2102.4,696.8,1107.2,1535.0,1176.1,354.8,680.5,5626.6,2330.4
,,,,,,,1352,1956.8,1307.8,2204.5,702.2,1134.7,1567.8,1212.9,359.5,729.9,6116.2,2402.1
,,,,,,,1353,1967.1,1326.4,2211.8,689.3,1133.8,1509.9,1190.5,349.8,731.4,6380.3,2338.6
,,,,,,,1354,1974.4,1320.2,2209.3,682.8,1130.5,1451.8,1161.9,338.9,750.9,6497.6,2267.3
,,,,,,,1355,1977.3,1307.6,2213.5,661.2,1124.4,1420.4,1130.7,332.6,751.2,6519.2,2225.1
,,,,,,,1356,1979.4,1298.7,2197.4,652.5,1100.7,1415.3,1117.6,329.8,745.1,6503.4,2186.3
,,,,,,,1357,1965.5,1280.6,2161.8,647.5,1095.3,1402.3,1102.8,324.6,742.3,6479.0,2154.3
,,,,,,,1358,1956.8,1282.9,2151.6,672.0,1086.3,1420.7,1093.1,323.3,736.2,6458.1,2147.9
,,,,,,,1359,1939.4,1277.1,2126.6,638.3,1093.8,1406.6,1103.0,326.7,736.2,6425.1,2185.9
,,,,,,,1360,1917.1,1280.5,2128.4,661.0,1103.5,1464.4,1126.7,335.1,744.7,6453.7,2261.8
,,,,,,,1361,1937.5,1303.2,2176.0,654.6,1139.7,1569.3,1189.2,356.5,742.0,6544.7,2398.1
,,,,,,,1362,1970.8,1340.3,2247.7,666.2,1164.2,1693.1,1284.2,386.6,781.0,6665.8,2624.8
,,,,,,,1363,2038.4,1394.7,2333.9,680.2,1198.7,1768.2,1371.3,418.8,824.1,6756.4,2824.2
,,,,,,,1364,2048.4,1378.7,2325.1,685.8,1216.2,1750.0,1364.1,420.8,820.3,6665.5,2805.1
,,,,,,,1365,2020.6,1340.2,2260.7,667.0,1195.7,1702.1,1330.8,413.3,798.7,6510.0,2727.7
,,,,,,,1366,1970.4,1274.3,2159.9,661.2,1146.8,1619.6,1268.2,391.8,762.5,6284.6,2599.6
,,,,,,,1367,1866.1,1187.3,2031.8,657.7,1083.8,1528.6,1180.7,351.0,702.2,5931.6,2406.5
,,,,,,,1368,1766.2,1115.1,1917.1,660.8,1036.8,1440.5,1106.2,317.2,647.9,5541.8,2211.2
,,,,,,,1369,1701.9,1083.6,1858.0,657.7,1003.0,1391.1,1061.7,294.4,609.7,5206.8,2082.7
,,,,,,,1370,1675.2,1064.9,1841.6,633.1,991.4,1374.8,1010.2,307.9,589.2,5007.0,2014.5
,,,,,,,1371,1661.4,1056.2,1823.6,622.1,971.3,1373.0,1016.2,286.8,576.5,4891.5,1977.7
,,,,,,,1372,1647.5,1058.3,1837.0,629.7,969.0,1376.3,1021.6,284.9,567.3,4849.8,1960.3
,,,,,,,1373,1661.4,1084.8,1888.0,665.6,989.1,1414.9,1028.9,302.5,574.4,4896.2,1999.2
,,,,,,,1374,1740.7,1157.9,1998.5,670.8,1046.8,1508.4,1088.9,326.2,609.3,5167.1,2127.2
,,,,,,,1375,1872.7,1273.5,2159.8,687.4,1126.0,1644.9,1191.4,362.1,681.8,5677.4,2334.5
,,,,,,,1376,1937.9,1329.3,2244.6,694.2,1172.7,1680.0,1238.9,380.8,743.4,6193.4,2453.8
,,,,,,,1377,1982.1,1356.9,2279.6,694.6,1202.9,1661.9,1248.1,389.3,756.4,6464.1,2466.0
,,,,,,,1378,2002.5,1360.3,2263.0,685.7,1192.5,1645.3,1251.7,393.7,769.4,6639.8,2454.7
,,,,,,,1379,2015.4,1376.2,2258.6,677.4,1184.7,1610.2,1226.7,384.6,780.4,6703.0,2485.5
,,,,,,,1380,2029.6,1387.1,2258.9,674.2,1191.1,1609.9,1228.2,383.6,777.6,6727.2,2464.6
,,,,,,,1381,2010.6,1380.1,2259.1,676.7,1149.2,1599.5,1238.3,373.6,764.0,6700.6,2425.2
,,,,,,,1382,1996.2,1375.4,2237.6,701.5,1164.6,1611.2,1237.5,372.9,760.8,6679.1,2419.2
,,,,,,,1383,1991.4,1375.2,2233.2,685.5,1195.6,1639.5,1255.2,369.3,757.9,6660.2,2485.2
,,,,,,,1384,1971.5,1372.0,2226.8,684.8,1203.1,1680.7,1277.4,378.2,763.2,6654.1,2498.2
,,,,,,,1385,1981.3,1382.6,2243.4,697.9,1212.7,1731.8,1314.7,391.4,780.1,6771.8,2604.4
,,,,,,,1386,2006.0,1405.0,2290.5,706.7,1218.2,1798.6,1376.6,405.5,811.9,6910.5,2779.3
,,,,,,,1387,2067.1,1455.7,2353.3,720.3,1242.0,1849.6,1425.6,425.8,832.4,6907.0,2883.7
,,,,,,,1388,2052.7,1430.0,2355.8,715.1,1227.7,1822.5,1402.3,423.5,819.6,6768.7,2827.8
,,,,,,,1389,2002.4,1381.8,2276.3,704.2,1191.5,1757.4,1351.1,414.9,796.7,6566.7,2736.4
,,,,,,,1390,1935.5,1303.2,2192.5,689.3,1163.9,1656.7,1282.3,392.1,760.9,6292.4,2584.5
,,,,,,,1391,1841.4,1206.2,2055.1,669.8,1108.1,1558.6,1193.9,348.2,692.5,5914.5,2370.7
,,,,,,,1392,1741.7,1130.4,1909.5,661.2,1046.0,1473.2,1117.1,310.9,633.9,5500.1,2168.5
,,,,,,,1393,1666.6,1093.5,1833.8,652.7,1020.8,1430.2,1058.7,295.3,592.5,5154.8,2031.5
,,,,,,,1394,1628.4,1078.1,1792.6,647.7,994.0,1405.9,1037.7,288.0,572.3,4950.7,1966.7
,,,,,,,1395,1618.6,1065.3,1802.1,644.0,981.9,1378.8,1011.8,299.9,573.2,4838.9,1929.6
,,,,,,,1396,1617.7,1063.3,1807.8,614.9,985.9,1382.9,1004.8,295.0,561.0,4792.7,1913.5
,,,,,,,1397,1645.2,1088.3,1854.0,619.1,1000.7,1412.8,1027.2,291.5,566.6,4825.8,1950.0
,,,,,,,1398,1727.2,1159.4,1987.3,636.7,1037.3,1488.3,1084.1,313.6,604.0,5078.3,2073.0
,,,,,,,1399,1878.6,1279.4,2170.3,664.3,1123.9,1602.2,1168.8,354.5,674.5,5587.1,2287.3
,,,,,,,1400,1916.8,1325.1,2251.0,674.9,1117.5,1663.7,1219.3,366.1,721.1,6091.0,2409.8
,,,,,,,1401,1941.9,1329.9,2252.2,666.3,1137.5,1678.0,1216.0,363.7,726.7,6356.3,2412.9
,,,,,,,1402,1957.8,1338.1,2228.9,657.1,1152.4,1658.8,1177.6,361.2,729.1,6502.6,2411.8
,,,,,,,1403,1963.5,1334.1,2199.3,647.0,1148.1,1633.2,1143.4,346.0,727.2,6520.3,2322.5
,,,,,,,1404,1953.3,1323.6,2171.0,633.7,1120.7,1598.2,1121.4,337.3,709.4,6525.4,2190.4
,,,,,,,1405,1914.5,1303.2,2156.6,619.7,1097.2,1563.3,1095.6,328.1,706.1,6506.1,2135.2
,,,,,,,1406,1899.2,1288.1,2118.9,613.1,1080.6,1533.8,1079.0,321.4,700.5,6486.8,2122.5
,,,,,,,1407,1862.9,1263.9,2075.1,611.2,1059.3,1502.7,1080.8,321.5,695.6,6463.2,2165.9
,,,,,,,1408,1846.5,1250.5,2064.8,616.3,1058.9,1512.4,1103.5,331.8,710.3,6490.2,2260.8
,,,,,,,1409,1861.3,1266.4,2086.9,639.7,1084.5,1569.4,1163.4,350.9,734.5,6558.3,2424.0
,,,,,,,1410,1904.3,1310.0,2149.3,668.3,1132.1,1658.1,1253.5,384.8,774.0,6655.7,2616.4
,,,,,,,1411,1999.4,1384.9,2266.1,679.2,1190.5,1742.5,1334.0,409.1,801.5,6701.7,2782.4
,,,,,,,1412,2014.7,1386.3,2267.4,661.3,1196.5,1730.1,1325.7,412.6,795.2,6585.2,2756.7
,,,,,,,1413,1980.3,1351.1,2218.8,671.4,1175.4,1691.4,1313.8,393.0,774.3,6408.7,2690.3
,,,,,,,1414,1915.7,1282.5,2122.3,661.8,1132.1,1610.4,1254.5,374.0,740.2,6187.8,2553.1
,,,,,,,1415,1805.6,1190.9,1980.2,658.9,1062.5,1513.8,1175.5,341.3,685.6,5848.9,2353.6
,,,,,,,1416,1711.5,1112.6,1881.6,618.2,1014.9,1423.7,1100.0,310.7,633.7,5463.7,2162.1
,,,,,,,1417,1648.9,1069.4,1816.5,631.4,964.8,1373.8,1043.3,299.1,595.7,5127.5,2029.4
,,,,,,,1418,1617.9,1053.3,1776.2,605.4,955.7,1348.3,1013.2,288.8,574.2,4923.5,1958.0
,,,,,,,1419,1603.7,1042.5,1759.5,609.2,945.5,1334.3,1003.3,283.4,560.6,4795.3,1914.3
,,,,,,,1420,1607.2,1040.9,1766.6,610.2,945.3,1341.5,1003.1,284.4,552.6,4744.2,1896.5
,,,,,,,1421,1632.5,1069.3,1801.5,616.7,970.9,1373.2,1021.4,292.0,563.9,4782.2,1934.9
,,,,,,,1422,1714.0,1143.4,1918.4,636.0,1040.1,1456.9,1076.3,320.0,605.7,5064.4,2056.0
,,,,,,,1423,1844.1,1256.6,2112.1,690.4,1137.6,1587.8,1153.9,351.0,673.9,5594.2,2275.8
,,,,,,,1424,1881.9,1300.4,2184.3,699.0,1154.2,1637.2,1210.2,373.3,735.3,6095.8,2425.0
,,,,,,,1425,1894.9,1299.9,2180.3,652.4,1165.1,1592.8,1246.6,385.8,759.7,6449.1,2505.6
,,,,,,,1426,1886.9,1280.6,2139.8,634.2,1155.8,1547.6,1236.3,383.3,771.6,6636.9,2527.6
,,,,,,,1427,1860.8,1245.1,2107.3,623.3,1106.3,1503.9,1183.6,367.3,770.1,6723.7,2511.7
,,,,,,,1428,1841.7,1204.6,2061.3,610.6,1064.1,1459.7,1136.9,354.3,759.6,6724.9,2496.5
,,,,,,,1429,1795.5,1166.3,1998.8,599.1,1032.2,1412.7,1106.4,352.8,753.8,6684.7,2449.1
,,,,,,,1430,1768.5,1147.2,1943.8,597.1,989.8,1380.3,1107.8,351.0,751.9,6671.5,2454.3
,,,,,,,1431,1745.3,1130.7,1906.7,594.1,979.5,1370.0,1112.0,355.8,749.6,6624.2,2458.2
,,,,,,,1432,1719.1,1134.9,1905.8,591.8,977.1,1399.4,1131.9,357.0,744.3,6633.8,2470.2
,,,,,,,1433,1730.7,1152.1,1907.0,596.7,995.4,1471.2,1161.4,364.6,753.8,6680.9,2543.6
,,,,,,,1434,1768.9,1194.3,1951.3,611.0,1033.9,1542.5,1217.0,382.9,779.0,6739.6,2662.2
,,,,,,,1435,1852.0,1259.1,2057.3,625.7,1080.4,1600.1,1265.3,392.5,797.8,6627.0,2726.3
,,,,,,,1436,1861.0,1249.9,2012.9,625.8,1070.4,1577.6,1247.6,386.1,785.5,6453.3,2659.1
,,,,,,,1437,1839.8,1221.3,1964.3,623.6,1048.7,1541.8,1264.6,374.0,763.0,6268.0,2585.5
,,,,,,,1438,1792.0,1174.3,1916.3,630.4,1006.0,1473.1,1177.4,355.7,728.9,6057.0,2469.1
,,,,,,,1439,1714.0,1103.0,1808.1,612.1,951.5,1399.7,1110.1,337.1,683.2,5770.2,2310.6
,,,,,,,1440,1615.3,1034.5,1720.9,595.2,900.5,1331.2,1043.2,313.1,636.6,5446.9,2142.4
,,,,,,,1441,1553.5,987.9,1656.6,589.0,859.8,1282.8,984.9,292.8,596.4,5138.1,2011.1
,,,,,,,1442,1513.9,969.7,1626.3,583.7,837.6,1259.1,951.5,283.8,573.2,4946.1,1919.4
,,,,,,,1443,1492.9,955.3,1607.2,582.2,827.6,1244.1,941.5,279.9,557.6,4817.0,1875.4
,,,,,,,1444,1489.1,954.0,1599.0,580.0,832.2,1234.4,934.2,282.2,551.1,4749.1,1853.7
,,,,,,,1445,1502.0,965.3,1609.4,582.6,841.5,1242.6,939.7,283.3,553.4,4740.2,1867.6
,,,,,,,1446,1532.5,995.1,1659.8,594.9,873.7,1271.8,963.6,288.3,571.1,4817.0,1914.6
,,,,,,,1447,1572.0,1038.3,1738.3,631.0,913.4,1318.8,1015.5,301.5,596.2,5007.2,2008.9
,,,,,,,1448,1602.5,1071.3,1805.0,643.0,955.3,1369.8,1060.1,316.6,622.1,5222.7,2121.1
,,,,,,,1449,1674.2,1111.7,1882.3,638.2,1003.7,1425.7,1108.3,343.2,657.2,5498.1,2259.1
,,,,,,,1450,1695.6,1131.9,1921.7,607.0,1016.7,1445.7,1142.7,348.0,683.6,5738.0,2358.1
,,,,,,,1451,1702.1,1135.2,1904.6,603.2,1025.4,1435.1,1147.2,354.6,701.1,5920.0,2415.8
,,,,,,,1452,1705.8,1135.6,1900.9,594.4,1012.4,1407.2,1136.7,352.7,702.7,5990.2,2407.5
,,,,,,,1453,1690.8,1131.3,1875.9,592.9,998.8,1392.7,1110.8,343.8,696.2,5999.7,2383.7
,,,,,,,1454,1706.0,1114.5,1857.5,615.7,987.6,1397.8,1100.2,333.1,680.1,5931.9,2324.1
,,,,,,,1455,1687.4,1111.1,1852.1,597.5,981.8,1407.5,1081.3,328.7,671.0,5846.7,2228.8
,,,,,,,1456,1674.1,1110.7,1859.0,617.3,969.4,1428.1,1081.6,318.4,660.8,5758.2,2189.9
,,,,,,,1457,1712.9,1122.6,1891.9,616.1,995.4,1460.0,1214.3,228.3,670.0,5762.9,2240.6
,,,,,,,1458,1741.1,1164.5,1948.7,619.5,1038.0,1511.3,1274.2,249.6,705.6,5878.0,2400.8
,,,,,,,1459,1794.2,1211.2,2019.3,643.4,1063.7,1538.4,1322.6,254.9,732.0,5998.0,2544.2
,,,,,,,1460,1799.8,1196.3,2003.1,637.7,1058.1,1511.6,1313.1,240.6,725.7,5943.5,2491.0
,,,,,,,1461,1773.6,1163.7,1961.5,602.2,1038.7,1476.8,1177.8,339.2,706.5,5834.3,2426.4
,,,,,,,1462,1727.0,1119.0,1896.0,588.8,992.6,1420.1,1122.7,339.2,687.5,5684.1,2330.7
,,,,,,,1463,1655.0,1059.1,1809.2,599.3,938.0,1348.3,1062.5,318.0,652.9,5483.0,2204.2
,,,,,,,1464,1578.1,1001.6,1723.8,599.2,881.7,1282.1,1001.5,297.4,612.1,5234.7,2053.3
,,,,,,,1465,1521.7,966.2,1647.2,582.4,837.3,1240.5,948.5,276.8,575.0,4985.0,1932.7
,,,,,,,1466,1491.5,950.0,1613.1,550.7,816.3,1214.1,916.7,264.6,549.8,4777.8,1846.2
,,,,,,,1467,1470.6,937.2,1600.7,549.1,804.8,1193.2,897.6,260.4,534.4,4630.2,1795.8
,,,,,,,1468,1464.9,927.1,1594.8,585.8,797.2,1191.3,893.4,257.7,526.6,4550.1,1770.8
,,,,,,,1469,1472.6,933.3,1602.8,586.6,805.1,1190.3,894.5,260.8,524.7,4520.9,1777.2
,,,,,,,1470,1493.0,959.9,1630.4,596.0,828.5,1217.5,914.9,273.4,535.5,4579.6,1812.7
,,,,,,,1471,1518.1,995.7,1694.0,604.8,861.5,1253.4,950.0,283.1,549.2,4688.9,1858.7
,,,,,,,1472,1567.8,1025.8,1768.5,575.8,938.0,1284.0,973.3,294.4,569.0,4837.3,1882.3
,,,,,,,1473,1617.0,1065.9,1841.5,589.5,997.1,1307.0,1001.8,299.5,592.1,5054.5,1908.6
,,,,,,,1474,1635.7,1090.2,1882.7,581.9,1008.7,1311.9,1027.2,304.7,609.0,5237.4,1949.0
,,,,,,,1475,1615.5,1101.2,1887.0,584.7,987.7,1319.6,1038.8,304.9,620.7,5390.8,1972.3
,,,,,,,1476,1614.7,1092.7,1893.5,583.8,973.3,1324.1,1004.4,295.8,617.2,5430.7,1931.9
,,,,,,,1477,1620.7,1083.3,1877.8,575.9,958.5,1266.1,980.5,280.8,609.9,5456.2,1919.8
,,,,,,,1478,1637.6,1085.2,1873.3,572.9,958.4,1229.0,994.9,285.0,614.9,5484.9,1972.2
,,,,,,,1479,1656.9,1091.7,1888.3,599.5,956.8,1240.6,1024.3,294.4,633.1,5542.2,2062.3
,,,,,,,1480,1655.6,1103.8,1907.6,590.2,975.5,1349.4,1073.5,308.3,650.2,5612.8,2175.4
,,,,,,,1481,1699.1,1137.4,1950.5,613.6,1011.7,1430.2,1135.3,322.8,677.6,5748.9,2324.0
,,,,,,,1482,1757.0,1195.1,2037.1,630.7,1053.2,1513.5,1207.4,351.3,718.1,5953.8,2491.3
,,,,,,,1483,1834.3,1245.8,2127.8,635.4,1086.3,1556.2,1252.4,370.8,744.6,6098.6,2582.1
,,,,,,,1484,1833.4,1233.6,2111.1,638.3,1086.5,1531.1,1233.8,370.4,745.9,6067.8,2548.2
,,,,,,,1485,1807.1,1197.4,2063.4,629.2,1057.3,1484.3,1200.0,367.0,736.1,5973.9,2478.0
,,,,,,,1486,1742.9,1135.5,1969.6,618.0,989.3,1406.1,1140.7,344.9,706.2,5821.8,2360.7
,,,,,,,1487,1660.0,1067.3,1843.5,587.8,927.0,1297.6,1066.8,318.5,660.3,5580.4,2202.7
,,,,,,,1488,1606.9,1014.8,1736.6,558.2,872.1,1227.6,997.8,293.4,616.2,5274.3,2040.6
,,,,,,,1489,1556.1,985.3,1690.6,555.5,845.3,1189.2,951.9,279.4,583.0,5015.6,1928.3
,,,,,,,1490,1529.5,977.1,1663.2,549.9,835.8,1166.7,925.8,268.8,561.8,4847.1,1867.5
,,,,,,,1491,1514.1,970.6,1635.9,579.1,801.1,1149.6,902.4,267.8,543.9,4733.3,1834.1
,,,,,,,1492,1530.7,974.7,1657.5,573.9,802.1,1132.5,898.8,268.8,539.9,4691.2,1824.8
,,,,,,,1493,1567.8,1011.4,1705.6,559.7,826.4,1155.6,917.5,271.4,544.8,4748.6,1863.4
,,,,,,,1494,1661.3,1094.4,1825.4,585.6,897.6,1241.9,961.8,288.4,569.1,4971.7,1970.9
,,,,,,,1495,1815.3,1205.9,2026.1,629.0,1016.2,1383.8,1032.5,316.2,621.4,5375.8,2128.5
,,,,,,,1496,1888.6,1262.3,2115.8,615.2,1081.2,1452.2,1095.3,336.2,671.5,5815.4,2279.9
,,,,,,,1497,1918.7,1292.1,2143.8,603.6,1112.3,1463.1,1145.9,351.2,708.5,6168.8,2418.1
,,,,,,,1498,1922.2,1295.7,2155.4,593.7,1118.1,1453.3,1157.0,350.2,721.6,6387.6,2467.8
,,,,,,,1499,1941.6,1289.1,2158.3,600.0,1114.5,1409.8,1152.8,350.3,734.3,6495.2,2407.7
,,,,,,,1500,1939.0,1284.7,2136.3,603.3,1103.1,1379.4,1141.0,347.9,737.3,6513.5,2360.3
,,,,,,,1501,1926.2,1259.9,2106.9,609.3,1085.3,1368.4,1126.1,343.8,734.5,6491.4,2320.6
,,,,,,,1502,1928.8,1255.3,2091.4,603.9,1085.2,1359.4,1111.1,341.5,727.1,6477.0,2291.7
,,,,,,,1503,1916.6,1248.0,2064.4,615.7,1068.0,1352.1,1100.7,340.7,717.7,6439.0,2292.8
,,,,,,,1504,1900.0,1242.3,2063.1,615.0,1081.4,1371.5,1111.5,337.1,718.1,6427.2,2292.8
,,,,,,,1505,1927.3,1267.6,2095.6,597.0,1109.0,1451.8,1149.5,345.9,725.4,6480.3,2393.3
,,,,,,,1506,1964.0,1325.8,2173.0,623.5,1149.7,1557.6,1222.2,372.2,753.7,6570.0,2585.1
,,,,,,,1507,2051.1,1399.5,2294.5,657.2,1196.7,1656.8,1308.8,403.6,801.2,6622.2,2777.3
,,,,,,,1508,2048.0,1397.0,2304.5,633.9,1201.3,1645.8,1304.2,401.4,795.0,6528.8,2748.0
,,,,,,,1509,2003.4,1354.6,2248.7,641.9,1181.0,1596.3,1271.2,389.0,768.3,6348.3,2662.9
,,,,,,,1510,1938.0,1280.6,2148.5,636.9,1112.7,1511.8,1208.4,364.2,728.4,6154.8,2511.8
,,,,,,,1511,1840.2,1194.1,2018.6,596.5,1047.1,1418.6,1130.3,331.6,672.3,5796.5,2313.9
,,,,,,,1512,1746.5,1126.3,1921.6,590.6,994.8,1348.6,1060.0,311.5,628.1,5406.7,2131.5
,,,,,,,1513,1665.7,1094.7,1836.1,606.0,948.8,1310.7,1014.7,297.0,593.9,5111.3,2019.1
,,,,,,,1514,1635.2,1084.4,1834.5,584.5,945.4,1301.8,992.2,295.3,579.0,4961.9,1976.3
,,,,,,,1515,1619.8,1078.2,1828.9,580.9,941.5,1300.3,990.7,291.8,567.3,4868.1,1953.5
,,,,,,,1516,1621.8,1081.4,1839.9,608.6,943.9,1306.1,995.5,294.1,564.7,4834.4,1951.9
,,,,,,,1517,1652.5,1108.4,1881.3,616.6,964.7,1337.6,1016.3,308.8,574.2,4901.6,2004.1
,,,,,,,1518,1746.3,1183.5,1995.6,606.1,1039.6,1432.7,1081.6,334.0,609.4,5179.2,2138.9
,,,,,,,1519,1871.3,1288.2,2195.2,633.1,1147.1,1571.0,1187.1,365.7,678.5,5687.4,2337.5
,,,,,,,1520,1936.2,1327.8,2271.0,640.5,1208.6,1598.8,1225.7,376.0,724.7,6162.7,2414.6
,,,,,,,1521,1962.5,1329.9,2249.1,631.0,1194.5,1523.2,1208.7,363.5,735.3,6435.2,2366.7
,,,,,,,1522,1970.9,1320.6,2228.0,621.3,1182.6,1492.4,1186.9,352.0,742.7,6593.5,2304.8
,,,,,,,1523,1982.6,1305.0,2207.7,647.1,1161.0,1489.0,1159.6,351.5,747.6,6626.8,2265.5
,,,,,,,1524,1985.5,1291.4,2182.4,650.5,1136.5,1457.1,1137.8,347.1,741.5,6624.1,2228.1
,,,,,,,1525,1971.3,1288.3,2114.9,609.4,1115.8,1416.3,1114.8,340.1,735.7,6615.2,2182.5
,,,,,,,1526,1977.2,1284.9,2099.0,606.1,1101.2,1394.5,1103.7,334.2,732.9,6588.6,2166.0
,,,,,,,1527,1968.0,1278.6,2104.7,607.0,1097.3,1391.4,1097.8,332.3,729.3,6548.4,2189.2
,,,,,,,1528,1956.8,1290.7,2116.9,607.8,1093.0,1428.3,1119.4,338.2,735.6,6573.8,2259.8
,,,,,,,1529,1973.0,1312.0,2160.4,616.5,1119.9,1533.0,1165.2,353.5,749.6,6638.0,2408.8
,,,,,,,1530,1994.9,1362.0,2244.0,633.2,1150.3,1626.8,1245.3,382.9,777.9,6745.6,2615.6
,,,,,,,1531,2061.2,1432.9,2344.4,668.6,1202.6,1706.7,1329.7,422.3,827.6,6822.4,2821.0
,,,,,,,1532,2081.6,1432.7,2344.6,670.0,1208.6,1686.1,1330.0,426.5,831.5,6753.1,2800.7
,,,,,,,1533,2040.6,1395.0,2309.3,665.5,1184.2,1649.3,1300.9,420.7,806.8,6594.1,2729.5
,,,,,,,1534,1965.0,1321.0,2197.4,645.8,1142.2,1571.0,1243.9,393.6,767.7,6339.6,2587.7
,,,,,,,1535,1852.7,1222.6,2055.8,621.9,1071.7,1465.4,1160.1,354.8,710.6,6012.1,2391.9
,,,,,,,1536,1758.9,1147.9,1947.8,628.3,1029.0,1380.8,1084.2,327.6,658.0,5611.9,2206.9
,,,,,,,1537,1711.1,1115.5,1909.8,625.6,1007.0,1340.4,1037.0,316.7,622.1,5289.8,2088.5
,,,,,,,1538,1683.5,1105.6,1880.5,622.5,983.3,1326.2,1012.0,313.6,608.6,5111.4,2039.0
,,,,,,,1539,1676.9,1097.2,1863.1,610.3,978.8,1318.7,1008.8,317.9,599.0,5016.8,2007.0
,,,,,,,1540,1677.8,1100.6,1860.6,606.4,988.7,1314.8,1011.3,319.6,593.9,4984.3,2008.2
,,,,,,,1541,1701.9,1130.9,1923.1,596.3,1002.6,1353.2,1033.5,329.6,603.1,5050.3,2064.7
,,,,,,,1542,1788.1,1217.2,2055.3,620.1,1054.6,1447.8,1099.3,354.6,645.0,5314.6,2201.1
,,,,,,,1543,1918.6,1334.4,2216.1,640.9,1157.2,1586.8,1204.2,391.6,714.7,5843.9,2401.1
,,,,,,,1544,1955.9,1369.5,2269.6,677.5,1177.0,1611.7,1238.7,397.9,761.0,6344.0,2479.7
,,,,,,,1545,1984.7,1378.1,2251.2,652.6,1191.5,1552.9,1221.2,392.1,772.7,6635.9,2446.2
,,,,,,,1546,1987.2,1368.8,2234.0,627.5,1192.2,1499.6,1201.3,375.8,775.9,6803.9,2384.8
,,,,,,,1547,1977.8,1359.2,2230.4,623.6,1201.3,1485.9,1203.4,369.7,779.7,6857.0,2359.1
,,,,,,,1548,1971.6,1356.2,2227.2,614.8,1172.8,1472.9,1203.1,370.6,798.0,6854.2,2358.0
,,,,,,,1549,1945.6,1332.1,2203.6,618.3,1154.4,1447.2,1185.5,363.8,771.5,6887.0,2353.5
,,,,,,,1550,1946.0,1317.4,2166.1,633.5,1170.1,1450.3,1186.8,363.0,770.9,6871.3,2361.4
,,,,,,,1551,1936.5,1301.2,2139.9,628.0,1158.6,1428.7,1192.6,366.2,772.9,6830.4,2395.1
,,,,,,,1552,1917.2,1297.2,2125.3,651.8,1160.7,1459.4,1208.0,375.0,774.7,6867.1,2465.6
,,,,,,,1553,1927.2,1312.2,2165.2,661.5,1184.0,1543.1,1250.7,388.7,790.7,6942.6,2587.0
,,,,,,,1554,1961.8,1357.9,2245.2,658.7,1215.2,1646.0,1315.5,411.5,819.9,7037.4,2770.5
,,,,,,,1555,2052.3,1434.9,2361.6,652.5,1267.8,1732.8,1394.0,444.0,864.4,7093.8,2958.6
,,,,,,,1556,2086.4,1444.3,2388.6,661.7,1268.3,1725.4,1394.9,446.8,859.6,7003.5,2924.8
,,,,,,,1557,2054.7,1414.0,2356.7,659.4,1244.2,1678.1,1370.2,435.9,834.9,6838.0,2846.2
,,,,,,,1558,1970.6,1336.7,2261.9,657.4,1193.1,1597.3,1310.9,415.3,799.6,6589.1,2705.1
,,,,,,,1559,1859.2,1241.5,2115.4,617.4,1122.7,1494.0,1219.5,381.9,742.3,6243.6,2499.5
,,,,,,,1560,1777.5,1170.3,2009.3,619.9,1061.7,1408.4,1143.0,353.0,685.1,5833.8,2312.1
,,,,,,,1561,1712.7,1128.5,1954.5,631.7,1029.6,1375.1,1094.4,334.5,641.6,5504.8,2188.3
,,,,,,,1562,1679.1,1114.7,1896.6,638.4,1007.3,1359.3,1069.8,331.9,626.8,5289.3,2127.6
,,,,,,,1563,1666.3,1101.5,1887.7,637.0,1000.5,1354.9,1066.2,330.0,617.4,5178.7,2090.3
,,,,,,,1564,1662.0,1099.1,1911.7,626.9,1009.6,1364.2,1067.8,331.4,610.9,5137.6,2082.5
,,,,,,,1565,1678.6,1123.7,1951.2,641.9,1024.7,1405.7,1087.1,337.2,620.5,5183.0,2125.4
