generators,Capacity_MW,Capacity_MWh,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,OperatingRegulationRevenue,OperatingReserveRevenue,Operating_Revenue,Operating_Cost,operating_profit_per_gen,total_inv_costs,diff
NG 2-on-1 Combined Cycle (F-Frame),24713.901327215655,0.0,2.77892938476074e9,0.0,1.2789443936834102e9,0.0,1.4154997818299472e8,4.383044847024863e9,0.0,1.511665581415822e8,0.0,7.322414379600436e9,911001.2883605361,6.114011995454303e6,7.329439392884251e9,5.95470577703285e9,1.3747336158514004e9,2.77892938476074e9,-1.4041957689093394e9
NG Combustion Turbine (F-Frame),10732.27294424315,0.0,1.0856889146889524e9,0.0,4.201684857671193e8,0.0,1.0711913152706403e7,1.7997866300550124e8,0.0,1.3401056653609267e7,0.0,1.0681069396168207e9,640221.8004362234,1.1381278088499722e6,1.0698852892261069e9,6.242601185789362e8,4.4562517064717066e8,1.0856889146889524e9,-6.400637440417818e8
Land-Based Wind - Class 1 - Technology 1,77868.47462117363,0.0,6.48561301461938e9,0.0,2.526290602753995e9,0.0,2.1609294246623013e7,0.0,0.0,0.0,0.0,8.980870473478403e9,0.0,0.0,8.980870473478403e9,2.547899897000618e9,6.432970576477786e9,6.48561301461938e9,-5.264243814159393e7
Utility PV - Class 1,60816.319099920845,0.0,4.508566974948556e9,0.0,1.4453365234042032e9,0.0,1.2064338256014865e7,0.0,0.0,0.0,0.0,5.866068333633891e9,0.0,0.0,5.866068333633891e9,1.457400861660218e9,4.408667471973673e9,4.508566974948556e9,-9.989950297488308e7
Utility-Scale Battery Storage - 4Hr,41107.58880518948,164430.35522075792,1.0794740961632557e9,0.0,4.9501758439209175e8,0.0,0.0,0.0,0.0,0.0,1.164307901023487e9,2.4663133068897076e9,1.1265475259292027e7,2.1505023146412697e7,2.4990838052954125e9,1.6593254854155788e9,8.397583198798337e8,1.0794740961632557e9,-2.39715776283422e8
