generators,Capacity_MW,Capacity_MWh,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,OperatingRegulationRevenue,OperatingReserveRevenue,Operating_Revenue,Operating_Cost,operating_profit_per_gen,total_inv_costs,diff
NG 2-on-1 Combined Cycle (F-Frame),26102.85152586648,0.0,2.935108470769695e9,0.0,1.3508225664635904e9,0.0,2.0834761950448325e8,4.300940072103995e9,0.0,1.1061736162340628e8,0.0,9.03422345187546e9,1.2207913224546171e6,3.870450065959029e6,9.039314693263874e9,5.970727619695476e9,3.0685870735683975e9,2.935108470769695e9,1.3347860279870272e8
NG Combustion Turbine (F-Frame),12107.400745755827,0.0,1.2247984041828566e9,0.0,4.740047391963406e8,0.0,1.3670294486294858e7,1.5312305651104033e8,0.0,8.634790170030536e6,0.0,1.945422287963281e9,1.2526398253602483e6,1.975526708241132e6,1.9486504544968824e9,6.494328803637064e8,1.2992175741331763e9,1.2247984041828566e9,7.441916995031977e7
Land-Based Wind - Class 1 - Technology 1,70503.69940354042,0.0,5.872205827261428e9,0.0,2.287354852256538e9,0.0,2.1124240932708304e7,0.0,0.0,0.0,0.0,8.299003035139332e9,0.0,0.0,8.299003035139332e9,2.308479093189246e9,5.990523941950085e9,5.872205827261428e9,1.183181146886568e8
Utility PV - Class 1,48438.16619697531,0.0,3.5909229574375315e9,0.0,1.1511622499906015e9,0.0,1.0365852351283543e7,0.0,0.0,0.0,0.0,4.812490624108842e9,0.0,0.0,4.812490624108842e9,1.161528102341885e9,3.6509625217669573e9,3.5909229574375315e9,6.003956432942581e7
Utility-Scale Battery Storage - 6Hr,23528.685431880167,141172.112591281,8.562103966293145e8,0.0,3.983078800555215e8,0.0,0.0,0.0,0.0,0.0,8.226348524823593e8,2.164808837287615e9,8.435081012826348e6,9.139668590484442e6,2.182383586890926e9,1.220942732537881e9,9.61440854353045e8,8.562103966293145e8,1.0523045772373044e8
