generators,Capacity_MW,Capacity_MWh,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,OperatingRegulationRevenue,OperatingReserveRevenue,Operating_Revenue,Operating_Cost,operating_profit_per_gen,total_inv_costs,diff
NG 2-on-1 Combined Cycle (F-Frame),33852.765345110834,0.0,3.8065396121550856e9,0.0,1.7518806066094856e9,0.0,4.646857486765644e8,4.796276439759492e9,0.0,1.2745850825147994e8,0.0,1.128993455672907e10,854517.3768273556,670486.0525024586,1.12914595601584e10,7.140301303297022e9,4.151158256861377e9,3.8065396121550856e9,3.446186447062912e8
NG Combustion Turbine (F-Frame),10804.577669163382,0.0,1.0930033427447205e9,0.0,4.229992157477464e8,0.0,2.5612978537279144e7,1.4344744233241582e8,0.0,1.1359314311129548e7,0.0,1.836023448207954e9,1.211711402752843e6,323124.8040808907,1.8375582844147878e9,6.034189509285709e8,1.2341393334862168e9,1.0930033427447205e9,1.4113599074149632e8
Land-Based Wind - Class 1 - Technology 1,54948.39388115297,0.0,4.576614865281233e9,0.0,1.7826933399390843e9,0.0,1.8304985403889082e7,0.0,0.0,0.0,0.0,6.294803257392006e9,0.0,0.0,6.294803257392006e9,1.8009983253429735e9,4.493804932049033e9,4.576614865281233e9,-8.280993323219967e7
Utility PV - Class 1,21498.363833506442,0.0,1.5937632304895897e9,0.0,5.109215898276767e8,0.0,5.02483256004848e6,0.0,0.0,0.0,0.0,2.1623772534161873e9,0.0,0.0,2.1623772534161873e9,5.159464223877252e8,1.646430831028462e9,1.5937632304895897e9,5.266760053887224e7
Utility-Scale Battery Storage - 6Hr,13085.191242727506,78511.14745636504,4.761709623065359e8,0.0,2.215140662703562e8,0.0,0.0,0.0,0.0,0.0,4.964332851253548e8,1.1845688586859512e9,5.010413060367773e6,3.4638131988350614e6,1.1930430849451542e9,7.179473513957111e8,4.7509573354944324e8,4.761709623065359e8,-1.0752287570926547e6
