generators,Capacity_MW,Capacity_MWh,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,OperatingRegulationRevenue,OperatingReserveRevenue,Operating_Revenue,Operating_Cost,operating_profit_per_gen,total_inv_costs,diff
NG 2-on-1 Combined Cycle (F-Frame),46274.023418198776,0.0,2.6016176427460628e9,0.0,1.1973403559458933e9,0.0,3.5264772058770174e8,7.279741023290684e9,0.0,3.820476085651851e8,0.0,1.1787777264226683e10,7.501973777923776e7,9.834249349236517e7,1.1961139495498285e10,9.211776708389465e9,2.7493627871088214e9,2.6016176427460628e9,1.4774514436275864e8
NG Combustion Turbine (F-Frame),9457.159920683394,0.0,4.783485168365093e8,0.0,1.8512390544737747e8,0.0,8.926180278072886e6,9.998350865940566e7,0.0,3.540701148377081e7,0.0,7.182880719395971e8,4.8805655009382635e7,6.423330948689479e7,8.313270364358745e8,3.2944060586862683e8,5.018864305672476e8,4.783485168365093e8,2.353791373073834e7
Land-Based Wind - Class 1 - Technology 1,32791.06117177805,0.0,2.731145487740628e9,0.0,1.0638419475353235e9,0.0,1.1155295194779208e7,0.0,0.0,0.0,0.0,3.742065522751936e9,0.0,0.0,3.742065522751936e9,1.0749972427301028e9,2.667068280021833e9,2.731145487740628e9,-6.407720771879482e7
Utility PV - Class 1,17972.93482108735,0.0,1.3324084978592997e9,0.0,4.2713764190497583e8,0.0,4.375838127907776e6,0.0,0.0,0.0,0.0,1.7630643856596773e9,0.0,0.0,1.7630643856596773e9,4.315134800328836e8,1.3315509056267936e9,1.3324084978592997e9,-857592.2325060368
