generators,Capacity_MW,Capacity_MWh,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,OperatingRegulationRevenue,OperatingReserveRevenue,Operating_Revenue,Operating_Cost,operating_profit_per_gen,total_inv_costs,diff
NG 2-on-1 Combined Cycle (F-Frame),34646.969550395515,0.0,3.8958430925867934e9,0.0,1.792980674232968e9,0.0,4.7397040957861763e8,4.892108516517782e9,0.0,2.0816686367271522e8,0.0,1.049612193117661e10,3.3394565616597575e6,3.4846387101792526e6,1.0502946026448448e10,7.367226464002084e9,3.1357195624463654e9,3.8958430925867934e9,-7.601235301404281e8
NG Combustion Turbine (F-Frame),12954.406420649335,0.0,1.3104824598053691e9,0.0,5.071650113684214e8,0.0,2.968250028404439e7,1.662391096599765e8,0.0,3.162758808128926e7,0.0,1.7063435816522808e9,4.694543424459567e6,6.7954525737414425e6,1.7178335776504817e9,7.347142093937316e8,9.831193682567501e8,1.3104824598053691e9,-3.2736309154861903e8
Land-Based Wind - Class 1 - Technology 1,49965.19343831967,0.0,4.161567443282438e9,0.0,1.621023132430664e9,0.0,1.668444976734865e7,0.0,0.0,0.0,0.0,5.686113977617516e9,0.0,0.0,5.686113977617516e9,1.6377075821980128e9,4.048406395419503e9,4.161567443282438e9,-1.1316104786293459e8
Utility PV - Class 1,25930.402201271445,0.0,1.9223286897667234e9,0.0,6.162516561793551e8,0.0,6.0930043070818605e6,0.0,0.0,0.0,0.0,2.393405652765398e9,0.0,0.0,2.393405652765398e9,6.22344660486437e8,1.7710609922789612e9,1.9223286897667234e9,-1.512676974877622e8
Utility-Scale Battery Storage - 2Hr,13039.450125359252,26078.900250718503,2.1031838414293978e8,0.0,9.330238397014536e7,0.0,0.0,0.0,0.0,0.0,2.925773496112888e8,5.517770873526195e8,1.3663039432813426e7,1.8805010766513035e7,5.842451375519459e8,3.8587973358143413e8,1.983654039705118e8,2.1031838414293978e8,-1.1952980172427982e7
