DateTime,Decision Prices,Noon Lookahead Prices,Dec_minus_Look_price
2018-02-22 19:00:00,67.29922071989144,74.91080365477248,-7.611582934881042
2018-02-22 20:00:00,55.87448738968985,55.87448738968985,0.0
2018-02-22 21:00:00,36.85164,36.85164,0.0
2018-02-22 22:00:00,36.85164,36.85164,0.0
2018-02-22 23:00:00,31.1680165193481,36.85164,-5.683623480651903
2018-02-23 00:00:00,36.85164,30.83386711725492,6.017772882745085
2018-02-23 01:00:00,32.0255486673611,30.83386711725492,1.191681550106182
2018-02-23 02:00:00,32.02554866736109,30.83386711725492,1.1916815501061748
2018-02-23 03:00:00,32.0255486673611,30.83386711725492,1.191681550106182
2018-02-23 04:00:00,36.85164,36.85164,0.0
2018-02-23 05:00:00,43.85393613290776,42.67663268824211,1.1773034446656538
2018-02-23 06:00:00,44.32601891676274,42.67663268824211,1.6493862285206333
2018-02-23 07:00:00,43.937315998332,42.67663268824211,1.2606833100898882
2018-02-23 08:00:00,40.381784015842925,42.67663268824211,-2.2948486723991834
2018-02-23 09:00:00,40.39977297688649,36.85164,3.5481329768864853
2018-02-23 10:00:00,36.85164,36.85164,0.0
2018-02-23 11:00:00,36.85164,36.85164,0.0
2018-02-23 12:00:00,36.85164,36.85164,0.0
2018-02-23 13:00:00,31.364568006407453,36.85164,-5.487071993592551
2018-02-23 14:00:00,31.335186262262603,36.85164,-5.5164537377374
2018-02-23 15:00:00,30.335337106443102,36.85164,-6.516302893556901
2018-02-23 16:00:00,30.29412986368406,36.85164,-6.557510136315944
2018-02-23 17:00:00,39.390615753414586,36.85164,2.538975753414583
2018-02-23 18:00:00,43.37245279044835,36.85164,6.520812790448346
2018-02-23 19:00:00,36.85164,36.85164,0.0
2018-02-23 20:00:00,36.85164,36.85164,0.0
2018-02-23 21:00:00,36.85164,36.85164,0.0
2018-02-23 22:00:00,36.85164,36.85164,0.0
2018-02-23 23:00:00,36.85164,36.85164,0.0
2018-02-24 00:00:00,36.85164,36.85164,0.0
2018-02-24 01:00:00,36.85164,36.85164,0.0
2018-02-24 02:00:00,30.02153341426279,31.725056836692488,-1.7035234224296971
2018-02-24 03:00:00,36.85164,31.725056836692488,5.126583163307515
2018-02-24 04:00:00,36.85164,31.725056836692488,5.126583163307515
2018-02-24 05:00:00,36.85164,34.288348418346246,2.5632915816537576
2018-02-24 06:00:00,36.85164,43.91011326877853,-7.058473268778528
2018-02-24 07:00:00,36.85164,43.91011326877853,-7.058473268778528
2018-02-24 08:00:00,0.1384083044982699,33.82249298814911,-33.68408468365084
2018-02-24 09:00:00,0.8181610299936491,28.768859996715733,-27.950698966722083
2018-02-24 10:00:00,4.7058279353673385,0.8625356960538009,3.843292239313538
2018-02-24 11:00:00,31.641561502938703,0.8625356960538009,30.779025806884903
2018-02-24 12:00:00,4.859009050377654,0.8625356960538009,3.9964733543238538
2018-02-24 13:00:00,32.01826799971772,0.8625356960538009,31.15573230366392
2018-02-24 14:00:00,32.018267999717715,0.8625356960538009,31.155732303663914
2018-02-24 15:00:00,31.18553862994428,0.8625356960538009,30.32300293389048
2018-02-24 16:00:00,31.402692378989247,0.1,31.302692378989246
2018-02-24 17:00:00,34.78687719552284,0.1,34.68687719552284
2018-02-24 18:00:00,43.56951168130926,47.045640664593655,-3.476128983284397
2018-02-24 19:00:00,36.85164,47.045640664593655,-10.194000664593652
2018-02-24 20:00:00,33.848762902063456,47.045640664593655,-13.1968777625302
2018-02-24 21:00:00,34.344626603640656,47.045640664593655,-12.701014060953
2018-02-24 22:00:00,36.85164,47.045640664593655,-10.194000664593652
2018-02-24 23:00:00,44.06590063291531,47.045640664593655,-2.9797400316783467
2018-02-25 00:00:00,42.53853374644769,44.050833221477745,-1.512299475030055
2018-02-25 01:00:00,39.00510780204707,44.050833221477745,-5.045725419430674
2018-02-25 02:00:00,43.21055439030155,44.05083322147774,-0.8402788311761853
2018-02-25 03:00:00,39.00510780204707,44.05083322147774,-5.045725419430667
2018-02-25 04:00:00,39.00510780204707,44.05083322147774,-5.045725419430667
2018-02-25 05:00:00,39.00510780204707,44.05083322147774,-5.045725419430667
2018-02-25 06:00:00,38.84424685456788,44.05083322147774,-5.20658636690986
2018-02-25 07:00:00,40.28317756817059,44.05083322147774,-3.767655653307145
2018-02-25 08:00:00,49.04448506440877,39.23761781979305,9.806867244615717
2018-02-25 09:00:00,36.85164,36.85164,0.0
2018-02-25 10:00:00,36.85164,36.85164,0.0
2018-02-25 11:00:00,29.08137712498051,36.85164,-7.770262875019494
2018-02-25 12:00:00,27.41613744019626,30.073047849600947,-2.656910409404688
2018-02-25 13:00:00,36.33263447949189,30.073047849600947,6.25958662989094
2018-02-25 14:00:00,36.33263447949189,30.073047849600947,6.25958662989094
2018-02-25 15:00:00,26.625309900000005,30.073047849600947,-3.447737949600942
2018-02-25 16:00:00,26.625309900000005,30.073047849600943,-3.4477379496009384
