generators,Capacity_MW,Capacity_MWh,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,OperatingRegulationRevenue,OperatingReserveRevenue,Operating_Revenue,Operating_Cost,operating_profit_per_gen,total_inv_costs,diff
NG 2-on-1 Combined Cycle (F-Frame),33852.765345110834,0.0,3.8065396121550856e9,0.0,1.7518806066094856e9,0.0,4.665821547021182e8,4.815850286313859e9,0.0,1.3765242815499678e8,0.0,1.0461276325202463e10,1.2013866222733217e6,1.7328059691168189e6,1.0464210517793852e10,7.171965475780459e9,3.2922450420133924e9,3.8065396121550856e9,-5.142945701416931e8
NG Combustion Turbine (F-Frame),10804.577669163382,0.0,1.0930033427447205e9,0.0,4.229992157477464e8,0.0,2.6168129907211248e7,1.4655660997600695e8,0.0,1.5819179241439916e7,0.0,1.5368466161791272e9,455735.7851567478,2.8567535951760598e6,1.54015910555946e9,6.115431348724046e8,9.286159706870553e8,1.0930033427447205e9,-1.643873720576651e8
Land-Based Wind - Class 1 - Technology 1,54948.39388115297,0.0,4.576614865281233e9,0.0,1.7826933399390843e9,0.0,1.795119152413211e7,0.0,0.0,0.0,0.0,5.737386749421483e9,0.0,0.0,5.737386749421483e9,1.8006445314632163e9,3.936742217958267e9,4.576614865281233e9,-6.398726473229656e8
Utility PV - Class 1,21498.363833506442,0.0,1.5937632304895897e9,0.0,5.109215898276767e8,0.0,5.33054924817814e6,0.0,0.0,0.0,0.0,2.1583473042166414e9,0.0,0.0,2.1583473042166414e9,5.1625213907585484e8,1.6420951651407866e9,1.5937632304895897e9,4.833193465119696e7
Utility-Scale Battery Storage - 6Hr,13085.191242727506,78511.14745636504,4.761709623065359e8,0.0,2.215140662703562e8,0.0,0.0,0.0,0.0,0.0,4.0014872470246845e8,1.1191174640597565e9,1.146878175178761e7,1.5067634874567833e7,1.145653880686112e9,6.216627909728247e8,5.2399108971328735e8,4.761709623065359e8,4.7820127406751454e7
