Resource,Zone,region,cluster,Technology,New_Build,Can_Retire,Model,LDS,Existing_Cap_MW,Existing_Cap_MWh,Max_Cap_MW,Max_Cap_MWh,Min_Cap_MW,Min_Cap_MWh,Inv_Cost_per_MWyr,Inv_Cost_per_MWhyr,Fixed_OM_Cost_per_MWyr,Fixed_OM_Cost_per_MWhyr,Var_OM_Cost_per_MWh,Var_OM_Cost_per_MWhIn,Heat_Rate_MMBTU_per_MWh,Fuel,Self_Disch,Eff_Up,Eff_Down,Min_Duration,Max_Duration
Battery_NY_Existing,1,NY,1,Battery,0,1,1,0,105.0,420.0,105.0,420.0,0,0,0.0,0.0,28024.477200912246,4670.746200152042,0,0,0,None,0.0004,0.92,0.92,2,8
Battery_NY_New,1,NY,1,Battery,1,1,1,0,0.0,0.0,-1.0,-1.0,0,0,112197.93661017192,18699.65610169532,14012.238600456123,2335.373100076021,0,0,0,None,0.0004,0.92,0.92,2,8
