Case Name,CEM,PF,DLAC-p,DLAC-i,SLAC
Thermal_Base,-1.1792809598797582,0.0,0.007679725748288568,0.08646176046311904,0.349743377835221
2_Hr_BESS,-0.5010463740837579,0.0,0.17989011600343385,0.30651861667911895,0.22376548945004515
2_Hr_BESS_Fuelx2,-1.6998756578729735,0.0,-0.3445952457741708,-0.07893069426430088,-0.049630102822573186
4_Hr_BESS,-0.8907170370933803,0.0,0.11737132374420867,0.09633811156044558,0.026584261831219536
4_Hr_BESS_Fuelx2,-1.503696741664473,0.0,0.0752606872949535,0.16207749310481745,0.3612141317220319
4_Hr_BESS_Fuelx3,-1.6381647805490118,0.0,0.18589093812100277,0.6992173808290092,0.8364175741730095
4_Hr_BESS_Fuelx4,-1.8814520643459232,0.0,1.008894286530193,1.7698863892691818,1.8459332473761414
6_Hr_BESS,-0.9301933795929251,0.0,0.09954915637755413,-0.08393780882851587,-0.1539841922096441
6_Hr_BESS_Fuelx2,-1.3324359445803347,0.0,0.16010200724727586,0.3174511593581064,0.4611359428958517
8_Hr_BESS,-0.9839474218777622,0.0,-0.21081417305929273,-0.3849897176960382,-0.41954326843689493
8_Hr_BESS_Fuelx2,-1.216696427625552,0.0,0.41492748397724544,0.5012009533424511,0.6768669565859309
10_Hr_BESS,-0.7581678438938311,0.0,-0.02255773180311893,-0.14698111568833827,-0.1358822897233103
10_Hr_BESS_Fuelx2,-1.1083763837338445,0.0,0.5962361759073387,0.7066657370568219,0.8962612372429346
