Case Name,CEM,PF,DLAC-p,DLAC-i,SLAC
Thermal_Base,0.13786578030781094,0.0,0.051723223945243646,0.09528613848652778,1.5690066464419061
2_Hr_BESS,-0.10049037208869072,0.0,0.012470322840107961,0.38481885638954605,0.6540919888633034
2_Hr_BESS_Fuelx2,-1.3094339776655306,0.0,0.16006321454089534,0.9126179655166045,0.9493980669504021
4_Hr_BESS,-0.7450084533976997,0.0,0.035687928377958755,0.14940838456571903,0.4585574267430337
4_Hr_BESS_Fuelx2,-1.318790275124393,0.0,0.5438763748364606,1.404642745273188,1.4026849495698546
4_Hr_BESS_Fuelx3,-1.5809097264439465,0.0,0.7487403384671243,2.223949791444735,1.8814889249959776
4_Hr_BESS_Fuelx4,-1.6207464647190473,0.0,1.5038702107411872,3.7376834263644687,3.2771691638739497
6_Hr_BESS,-0.7698620140245915,0.0,0.045258786368673753,0.08253399412661011,0.5134118928120213
6_Hr_BESS_Fuelx2,-1.2618834730872552,0.0,0.6482747394154442,1.6039153217863866,1.6265277347546458
8_Hr_BESS,-0.4667593932533465,0.0,0.06632643671695693,0.08494052008667374,0.5850979937631839
8_Hr_BESS_Fuelx2,-1.1061484886594752,0.0,1.1216833213688826,2.0784845267494356,2.1742466818409856
10_Hr_BESS,-0.40548308665234734,0.0,0.1819764991733308,0.2545322704638586,0.7197557480086214
10_Hr_BESS_Fuelx2,-0.8769770719738612,0.0,1.4901980869321374,2.4404381279518272,2.6389134495581557
