Case Name,CEM,PF,DLAC-p,DLAC-i,SLAC
Thermal Base,-0.0027008048398391438,0.0,0.0,16.898935882893106,4.164641063036778
2 Hr BESS,-0.02020242833188357,0.0,0.0,0.0,-20.8529465241722
2 Hr BESS Fuelx2,-0.025210507739625854,0.0,0.0,-45.260424544950325,-45.260424544950325
4 Hr BESS,-0.019283427822125443,0.0,0.0,-18.35782328666744,-18.35782328666744
4 Hr BESS Fuelx2,-0.025210507739625854,0.0,0.0,-46.636918267533915,-46.636918267533915
4 Hr BESS Fuelx3,-0.8762204499123794,0.0,0.0,-0.962054289903802,-0.8404563499159523
4 Hr BESS Fuelx4,-2.2447292269532904,0.0,0.0,21.252583712277804,69.88011575031004
6 Hr BESS,-0.020598170882424327,0.0,0.0,-17.627914641179864,-17.627914641179864
6 Hr BESS Fuelx2,-0.16346444019715856,0.0,0.0,-47.76430942561111,-47.76430942561111
8 Hr BESS,-0.021068155482983908,0.0,0.0,-17.134730854313705,-17.134730854313705
8 Hr BESS Fuelx2,-0.22419306979656328,0.0,0.0,-0.15825393162109958,-0.049454353631595005
10 Hr BESS,0.0732839345330083,0.0,0.0,-20.950248351111465,-31.86874033059196
10 Hr BESS Fuelx2,-0.164019573002383,0.0,0.0,-0.10114540335146582,-0.0492058719007038
