Case Name,CEM,PF,DLAC-p,DLAC-i,SLAC
Thermal_Base,,,,,
2_Hr_BESS,-2.0584076856011935,0.0,13.946061946368825,5.957421552783271,-13.263350282100506
2_Hr_BESS_Fuelx2,-39.995290392476434,0.0,-12.503928984240599,-14.230848154871945,-13.465593946547394
4_Hr_BESS,-28.030906036753912,0.0,5.054640271414024,-2.2275846225075724,-11.794164471868774
4_Hr_BESS_Fuelx2,-34.18268351392687,0.0,-0.7991649712200344,-7.204926906736953,0.5594517193131976
4_Hr_BESS_Fuelx3,-29.856792244338205,0.0,0.33723818999427113,0.8996235487245485,8.665649865453041
4_Hr_BESS_Fuelx4,-30.515712422443485,0.0,15.556226797696615,16.504980468188492,24.031236749896067
6_Hr_BESS,-26.834378880208554,0.0,3.6178468925935015,-9.577956178459502,-16.479111024924176
6_Hr_BESS_Fuelx2,-28.96676340991524,0.0,1.1992496582886591,-3.459391014686064,2.5865412104621566
8_Hr_BESS,-25.724259724567933,0.0,-11.818416233822104,-23.93219794908843,-26.69166642676004
8_Hr_BESS_Fuelx2,-26.0331477103541,0.0,7.192471718813898,0.4653913785269692,8.393487851058756
10_Hr_BESS,-17.26569198607548,0.0,-4.478977421127617,-15.896649009234743,-15.359391964838842
10_Hr_BESS_Fuelx2,-22.669610453185886,0.0,12.69260144802904,5.916675999254273,16.090205626030098
