Case Name,CEM,PF,DLAC-p,DLAC-i,SLAC
Thermal_Base,0.0,0.0,0.0,17.492810590977935,0.0
2_Hr_BESS,-0.018520233354935023,0.0,0.0,15.436614501342728,33.67904435595888
2_Hr_BESS_Fuelx2,-0.18766842037726272,0.0,0.0,170.9643269600924,142.34890286154243
4_Hr_BESS,-0.12357922038294111,0.0,0.0,131.59661301395985,91.41048134869175
4_Hr_BESS_Fuelx2,-100.0,0.0,0.0,66263.85407519757,53330.989063622575
4_Hr_BESS_Fuelx3,-100.0,0.0,0.0,32051.989419155732,16087.038465777581
4_Hr_BESS_Fuelx4,-0.9613772956923561,0.0,0.0,34.07801163709503,25.637526039795986
6_Hr_BESS,-2.6246943070010853,0.0,0.0,262.0258203946994,211.0106352727066
6_Hr_BESS_Fuelx2,-100.0,0.0,0.0,65522.79418094172,52491.89119393992
8_Hr_BESS,-0.2549246813441486,0.0,0.0,522.4797219003476,382.76361529548086
8_Hr_BESS_Fuelx2,-0.22359495205972468,0.0,0.0,81.62352673665063,39.06469094629932
10_Hr_BESS,-3.5364989369241706,0.0,0.0,6100.283486888731,5222.820694542877
10_Hr_BESS_Fuelx2,-0.10921998725766935,0.0,0.0,30.872849731500864,18.54919450259398
