Case Name,CEM,PF,DLAC-p,DLAC-i,SLAC
Thermal_Base,0.0,0.0,0.0,0.0,0.0
2_Hr_BESS,270443458.0996413,276127283.3215744,314636165.3044265,294172342.8542212,239503554.5101859
2_Hr_BESS_Fuelx2,480982470.7580704,801574532.9059361,701346222.5556196,687503678.2799683,693637761.1258888
4_Hr_BESS,321321159.93960166,446471036.7254272,469038541.5479503,436525516.56738144,393813508.3347727
4_Hr_BESS_Fuelx2,548941521.0002947,834038138.1493274,827372797.5026222,773946299.9213586,838704178.8529316
4_Hr_BESS_Fuelx3,751555722.4768684,1071459014.385045,1075072383.3716877,1081098111.9933848,1164307901.023487
4_Hr_BESS_Fuelx4,849624138.7832824,1222757213.7585127,1412972099.115983,1424573053.062721,1516600894.6732538
6_Hr_BESS,350536618.3528695,479100174.35504097,496433285.1253548,433212169.60439205,400148724.70246845
6_Hr_BESS_Fuelx2,584344161.036289,822634852.4823593,832500298.1397175,794176696.3119086,843912641.9534401
8_Hr_BESS,351724121.4918368,473538358.8067387,417573624.5361483,360210221.41224533,347143079.6712899
8_Hr_BESS_Fuelx2,566217765.7676363,765502043.4699465,820560561.4534649,769064623.9827034,829754364.488203
10_Hr_BESS,351953516.60877365,425402139.7623081,406348473.9733606,357777454.72651976,360062957.68940365
10_Hr_BESS_Fuelx2,516717655.5700191,668194817.8435202,753006122.9687818,707729740.2591286,775708738.0170197
