Case Name,CEM,PF,DLAC-p,DLAC-i,SLAC
Thermal_Base,-1.1754835916097939,0.0,0.007654996195660679,0.1425134927737437,0.3486171213414657
2_Hr_BESS,-0.4791691182763236,0.0,0.0063258947268440835,0.3192159314805876,0.5570681088163942
2_Hr_BESS_Fuelx2,-0.4831796436410407,0.0,0.04138884664670606,0.7906717796838159,0.7261003627220708
4_Hr_BESS,-0.33513064691241823,0.0,0.016366380775734157,0.537286360307121,0.5410756699312458
4_Hr_BESS_Fuelx2,-0.4161853506317148,0.0,0.10437316478983938,0.7387127869817212,0.6213001662336293
4_Hr_BESS_Fuelx3,-0.5138781538436055,0.0,0.1798561436666679,0.9076220885598341,0.6329078511728481
4_Hr_BESS_Fuelx4,-0.6376896898511508,0.0,0.37541202532251905,1.2268977592136743,0.95484142098885
6_Hr_BESS,-0.3651431667066274,0.0,0.02227429642043255,0.5458209829912741,0.5435683903624478
6_Hr_BESS_Fuelx2,-0.4224052638929665,0.0,0.12586365674089883,0.7467509548858331,0.6353413430296939
8_Hr_BESS,-0.4474543340316717,0.0,0.040792314374860084,0.5379161056093595,0.45209558222498725
8_Hr_BESS_Fuelx2,-0.4532011329792418,0.0,0.20610766217858956,0.6738861101377669,0.5213108508383302
10_Hr_BESS,-0.4370865892316389,0.0,0.06417228204322889,0.5533206239430433,0.4975370342505725
10_Hr_BESS_Fuelx2,-0.5269412483697611,0.0,0.26990099680970214,0.6999866358714746,0.5673546438012211
