Case Name,CEM,PF,DLAC-p,DLAC-i,SLAC
Thermal_Base,-1.9418103474154957,0.0,0.012645477567008179,0.142368398061965,0.5758893199545589
2_Hr_BESS,-1.0135524724661726,0.0,0.013383964927893288,0.48002952525729725,0.8290514422124584
2_Hr_BESS_Fuelx2,-1.1424968101374944,0.0,0.09795918344062127,0.8745617780227866,0.888568006150936
4_Hr_BESS,-0.7189314732313434,0.0,0.035148735868228975,0.30802524083408667,0.5744630807570372
4_Hr_BESS_Fuelx2,-0.9898177410171849,0.0,0.24853035665983736,0.9699733980666814,0.8443924541351455
4_Hr_BESS_Fuelx3,-1.26099833110076,0.0,0.4419270709133283,1.6984146822637491,1.2882535862277722
4_Hr_BESS_Fuelx4,-1.553100302952437,0.0,0.9184163343912033,2.7547041858958954,2.1502482778334553
6_Hr_BESS,-0.7676409799385442,0.0,0.04737467417221808,0.2643471133358055,0.4340544411712832
6_Hr_BESS_Fuelx2,-1.0044289832949915,0.0,0.2996186864693273,1.051915896042921,0.9310296179383837
8_Hr_BESS,-0.9450565999846172,0.0,0.08619510245448936,0.2649435817768664,0.3167124708877589
8_Hr_BESS_Fuelx2,-1.0846219475391439,0.0,0.49378179392944865,1.2008429966455791,1.0509692010294058
10_Hr_BESS,-0.9273538028489514,0.0,0.13622370715260512,0.338669217136256,0.34049117491907754
10_Hr_BESS_Fuelx2,-1.2607438624942624,0.0,0.6463010434754946,1.3508597263065525,1.1630775026035822
