Fuel,AnnualSum
NG_A2E,540983.3541828735
NG_F2I,5.080196073880477e7
NG_J,9.906067143022534e7
NG_K,908837.3514094611
FO2_UPNY,0.0
FO2_DSNY,0.0
FO6_UPNY,0.0
FO6_DSNY,0.0
coal_NY,0.0
None,0.0
