Line,1,2,3,4,5,6,7,8,9,10,11,12
t57,2028.8962128282733,972.6792711239166,1221.1743228207565,1265.213948286685,-3600.0,6191.164265720531,-2477.1321415836146,3837.179083316115,3508.179083316115,2659.592954983076,156.5861283330387,300.0
t58,1936.46884013786,832.0044321797332,912.1356251144534,1264.867791827061,-3600.0,5789.527083937091,-2418.231455850969,4190.279755881987,3862.9797558819864,2842.792954983077,321.3868008989094,300.0
t59,1828.635792277165,744.0832736702657,843.0938926323772,1291.311982633748,3095.913029423007,-994.4673910891688,4600.0,3872.153922036794,3546.553922036794,2907.1929549830766,-62.33903294628226,300.0
t60,1723.6346326543294,603.8753297397525,631.2881464754801,1341.755664681933,3214.112833408966,-1310.9172349369314,4600.0,2874.5528372070253,2549.9528372070254,2953.592954983076,-1106.440117776051,300.0
t61,1535.2859419529195,455.9839232311257,464.80751667303105,1345.2115699500946,-3600.0,5347.886648806613,-2554.968512671809,2130.1217967536822,1814.5217967536823,2975.592954983076,-1847.5711582293939,300.0
t62,1873.0490361685222,797.5867862753021,798.0046999640813,1354.152435791479,3600.0,-1658.4545829221279,4477.366322269368,2157.8153999661167,1843.4153999661166,2952.9929549830767,-1791.17755501696,300.0
t63,1877.8110393559036,808.5002329593294,763.4901444152465,1302.5120516837828,3400.0505670022812,-1364.462521514735,4600.0,2561.241139104143,2239.9411391041426,2944.3929549830764,-1386.8518158789334,300.0
t64,1877.7988873899897,798.739616432038,637.0568846377905,1255.7768902424668,2673.921258721602,-847.4768702261533,4600.0,3055.9267903927243,2721.8267903927244,3005.9929549830767,-980.8661645903526,300.0
t65,1839.846114464398,715.3595067826113,415.90092672270407,1314.2866443280132,2223.4501617731066,-592.6118424450241,4600.0,3642.448157554976,3291.648157554976,3161.6929549830766,-606.6447974281,300.0
t66,1651.8919281927926,472.25817474961286,152.68252342142273,1408.477855846253,-3600.0,4833.69703229283,-685.2492904911255,4173.702526268273,3795.4025262682726,3306.4929549830767,-297.6904287148045,300.0
t67,1793.1705782925633,629.0663385963844,322.1488749539285,1385.8506671379505,1600.6124706269707,-80.95610144981947,4600.0,4313.326580557499,3922.426580557499,3165.792954983077,-37.86637442557685,300.0
t68,1872.608938768498,717.7170423806913,544.6886037439378,1340.3565934831108,-3600.0,5256.7815855521985,-1404.0288942084153,4215.344272768834,3828.844272768834,3007.3929549830764,43.8513177857576,300.0
t69,1939.187145700538,857.812934266268,886.4018227665617,1376.3162738264555,2692.2063374466,-558.3384092384845,4600.0,3898.5442727688337,3523.2442727688335,2814.092954983076,-42.94868221424258,300.0
t70,2000.4784072379994,956.2437402233024,1127.7968776528699,1424.285694129414,3032.7450888843982,-466.71206661228825,4600.0,3436.844272768834,3081.344272768834,2562.592954983076,-190.1486822142424,300.0
t71,1968.5960587056766,1040.0783074687715,1291.638656111802,1392.5014913382547,3600.0,-904.7221190466511,4600.0,3088.9342203344713,2765.3342203344714,2234.592954983076,-124.15873464860465,300.0
t72,2188.7778565733893,1339.7343979304196,1678.738354084226,1505.0307781855063,3600.0,-332.80925565079133,3867.1385265798035,3017.1856103101345,2718.8856103101343,1843.0929549830762,274.6926553270582,300.0
t73,1655.4947356509376,828.4458309628808,1174.9668688828433,1600.9394972355653,-3600.0,6497.816567567866,-3267.161473420196,2733.0614335287914,2453.6614335287913,1506.792954983077,383.8684785457144,300.0
t74,2076.8416854881084,1243.8811560659883,1637.4724934083597,1066.8203105823359,3600.0,-943.3040807065436,3974.4385265798037,2517.596786657844,2244.896786657844,1305.1929549830766,399.50383167476747,300.0
t75,871.326479120484,87.09434199722614,620.9439570404047,1636.3131739847677,3600.0,-1106.7074977901425,3981.7385265798034,2375.4933695742457,2101.9933695742457,1183.4929549830767,386.9004145911689,300.0
t76,1200.8930925915504,412.61332460896665,899.2768761226919,1133.3075116026612,3600.0,-1408.9132242224043,4007.134737337132,2062.7338538993126,1794.5338538993126,1138.1929549830766,134.24089891623635,300.0
t77,-135.09274011997513,-915.2582497465355,-431.2094604897177,1763.6121089587664,3600.0,-1987.4562238809478,4223.79256134364,1725.6986782472768,1446.098678247277,1182.0929549830762,-267.9942767357992,300.0
t78,786.3293705980157,-61.597646810988294,312.12063239558836,1751.7434251648683,3600.0,-1515.9287364856414,3602.3633038652238,1795.2264563506787,1496.7264563506787,1438.292954983077,-502.9664986323984,300.0
t79,1977.1447228283646,993.2769923623838,1215.272208710846,1719.3842384290842,3600.0,-586.3187356826797,3872.166486678586,2606.0100917804907,2267.6100917804906,1938.4929549830767,-304.68286320258585,300.0
t80,1989.7833817401413,965.4809318383618,1102.6305547604022,1679.8935091038693,3600.0,-823.6866969818403,4600.0,3272.716347122998,2910.516347122998,2448.292954983077,-236.67660786007923,300.0
t81,1678.41846838748,624.0776832059353,776.2180258328472,1632.826562502053,-3600.0,6033.214715424088,-2560.5011503518263,3455.944272768834,3095.0442727688337,2735.1929549830766,-347.3486822142427,300.0
t82,1941.582071032424,920.7511832293663,954.0573666710555,1581.2684515982937,-3600.0,6102.2766230262005,-2952.499711642867,2994.8481035906843,2640.7481035906844,2882.292954983077,-947.4448513923926,300.0
t83,1800.8162749433284,761.5104169334556,874.7977894856622,1626.8876762586642,-3600.0,6103.498741341826,-2924.524945437109,2701.3768400095546,2357.3768400095546,2930.1929549830766,-1273.4161149735219,300.0
t84,1823.607090867698,844.6478468290364,941.5533193643488,1549.8897172292864,3600.0,-1097.150018936315,4021.625248315405,2463.178273483927,2132.378273483927,2954.592954983076,-1520.414681499149,300.0
t85,1699.9081786153488,711.5071712200448,807.509254615161,1702.0253779856039,3600.0,-1089.9305027664486,3922.649288089535,2389.4218294279235,2064.0218294279234,2950.592954983076,-1577.2711255551526,300.0
t86,1769.5740710646069,822.1166128711742,777.6502599424117,1703.7033043495867,-3600.0,6019.266774938711,-3282.167166033465,2283.0026530100827,1956.7026530100827,2940.1929549830766,-1675.990301972994,300.0
t87,1706.9095019378792,770.3158213069861,668.8937242368866,1666.0658741810594,-3600.0,5789.5781727080075,-3306.3118316406217,2138.041507565145,1811.941507565145,2935.692954983076,-1818.4514474179314,300.0
t88,1815.2657669700086,875.8124276055356,706.3455902494205,1608.1069738223086,-3600.0,5711.438221549792,-3060.7818474127243,2244.081540634826,1909.681540634826,2991.592954983076,-1787.0114143482501,300.0
t89,1633.8403524639325,662.4038380989948,536.0649994608109,1542.7669247599456,3395.09335568538,-1468.5979383651454,4600.0,2576.5389713267286,2219.5389713267286,3091.292954983077,-1611.153983656348,300.0
t90,1753.3993952338933,667.1911304231949,608.7006231942653,1433.5104459045206,-3600.0,5604.246885063748,-2084.2617867782883,2899.2220079773333,2518.1220079773334,3188.4929549830767,-1437.1709470057435,300.0
t91,1629.9358435655145,575.7600024878914,579.1673998047509,1362.8913585677005,2960.273531589066,-1102.8263628490727,4600.0,2881.2105468428013,2491.0105468428014,3020.3929549830764,-1294.9824081402749,300.0
t92,1744.3128300770873,722.8044322663244,740.4516301930272,1341.1579716195556,2961.744998332073,-946.903113543915,4600.0,3169.4186296502007,2796.318629650201,2821.9929549830767,-769.8743253328757,300.0
t93,1718.3482221826744,694.9510547299545,640.9714289095597,1337.5403581979367,-3600.0,5496.597343464597,-2113.3,3498.738111953564,3129.138111953564,2618.292954983077,-205.65484302951313,300.0
t94,1741.7672046690966,797.6999535242097,714.4267957013991,1330.1028583770685,3053.1,-1142.2249494192538,4600.0,3383.26885575621,3028.66885575621,2399.1929549830766,-59.724099226865974,300.0
t95,1817.7422900091838,910.9343165575168,1063.2488636434318,1324.2620663921384,3600.0,-1302.5201042623712,4600.0,2787.0517519038913,2469.8517519038915,2125.092954983076,-299.5412030791847,300.0
t96,1902.5352597152275,1101.0775281541205,1357.4988365868346,1284.847820814215,3600.0,-919.3199399430496,4265.850356569994,2917.202272793207,2624.702272793207,1778.1929549830766,251.90931781013091,300.0
t97,1951.1237488478214,1192.024904856568,1341.5575051353544,1282.6760863045674,3600.0,-970.8063906367584,4160.182080651397,2825.6475461809014,2560.2475461809013,1459.292954983077,546.8545911978247,300.0
t98,1982.7101987557853,1248.06753570103,1352.6486288159504,1266.9703134666706,-3600.0,6178.719548061866,-3009.017919348603,2593.3821930220865,2338.4821930220864,1246.792954983077,564.0892380390097,300.0
t99,1874.4153394586774,1154.7767017810638,1247.339804044503,1227.6875508376452,3600.0,-1190.4490122654113,4206.582080651397,2411.4974017592203,2168.7974017592205,1108.5929549830762,550.5044467761443,300.0
t100,1997.6729989591245,1282.1428298270907,1340.0095956463913,925.7120621478387,3600.0,-1408.5500915557866,4215.882080651397,2213.2963224688456,1972.2963224688456,1029.8929549830764,441.90336748576937,300.0
t101,1867.042322007156,1110.266729955284,1090.2480892339781,906.3827092400899,3600.0,-1880.452927769014,4272.303901221369,1757.0653068255901,1515.7653068255902,1012.7929549830769,2.7723518425131033,300.0
t102,579.6886375283515,-172.04834125849618,-171.9451130557312,1198.5040200631383,3600.0,-2709.5021412557976,4175.682080651397,848.044272768834,598.944272768834,1076.4929549830767,-992.0486822142426,300.0
t103,1550.6968926860359,747.6834109216452,685.2544644409741,621.3484085188493,-3600.0,4729.217922628696,-3382.352452980869,646.7798030210615,383.9798030210615,1241.6929549830766,-1400.013151962015,300.0
t104,1766.7601457973055,882.2773715643547,751.9099927450853,1174.8291079818325,3600.0,-2121.850477569523,3320.797547019131,486.71140282284296,205.81140282284298,1453.9929549830767,-1823.3815521602337,300.0
t105,1310.9626341547096,425.74942357410964,245.50393182821517,1189.339830903827,3600.0,-2455.954466006419,3845.2092098573494,632.3296062679369,333.3296062679369,1710.3929549830764,-1986.6633487151394,300.0
t106,1774.0433651992355,856.5573238840992,688.0648268957092,1162.2126120607513,-3600.0,5110.1305154773,-3570.083825000233,731.2215528940742,411.5215528940742,1982.9929549830767,-2214.1714020890026,300.0
t107,1742.4928368344135,804.8200585594471,657.5206374983517,1164.0961880433822,-3600.0,5074.576991273695,-3261.5940163945097,967.857837296192,637.557837296192,2183.9929549830767,-2215.3351176868846,300.0
t108,1735.9965886533678,790.5557107451742,672.0741551869891,722.7240964706405,3600.0,-2535.836020806661,4166.669029325998,1138.6786751461025,801.7786751461025,2293.6929549830766,-2176.314279836974,300.0
t109,1630.9429835608348,688.9361586984318,667.2082893416424,1164.325753254871,3600.0,-2040.5657291347798,4600.0,2143.253492569552,1810.553492569552,2348.6929549830766,-1218.8394624135244,300.0
t110,1759.4610787170268,822.585062391293,917.5081048808905,1196.64451984548,3042.8327522509444,-1121.7627647141048,4600.0,3503.9271073845653,3167.3271073845654,2327.292954983077,161.33415240148884,300.0
t111,1531.5152050698193,558.0863002209553,736.0179151973869,1214.3234932447976,-3600.0,5429.290589571074,-2533.3164788141244,2956.2442727688335,2624.4442727688333,2315.592954983076,-373.0486822142425,300.0
t112,1809.7869245609309,803.8613387152309,876.3326784115957,1213.9932490930642,3600.0,-1573.8289634194075,4340.686927785309,2300.143101948896,1970.7431019488959,2332.592954983076,-1048.2498530341804,300.0
t113,1815.7221748745599,801.0679809731116,855.3513942316229,1294.3377515128027,3600.0,-1386.7401034164604,4042.929108726551,2153.6741428930836,1813.6741428930836,2421.9929549830767,-1322.7188120899932,300.0
t114,1707.362984060305,608.645510576091,751.079915259869,1320.9043221736238,3600.0,-1451.9277640499622,3767.9435553469743,1760.0009288800056,1407.2009288800057,2527.6929549830766,-1862.8920261030707,300.0
t115,1754.99045856245,695.666033644922,843.619270708519,1289.2139533436311,3600.0,-1489.1208556337765,3777.4435553469743,1698.3578372961915,1344.0578372961916,2516.592954983076,-1912.9351176868845,300.0
t116,1935.1297893091994,939.4693411053375,1056.6268364941416,1297.123133853464,3600.0,-1187.8967223313307,3244.4153810374814,1531.8037962891435,1194.3037962891435,2434.292954983077,-1954.5891586939333,300.0
t117,1987.4276237797308,991.6926528308826,1160.472068510524,1117.229137091564,3600.0,-1281.3270427841817,3658.9,1466.7768431531501,1129.4768431531502,2301.8929549830764,-1869.9161118299262,300.0
t118,1972.1440713513136,1056.062660562785,1290.261647342295,1377.5124959382924,3600.0,-1067.2775639856436,3314.7840661177397,1340.8603880694277,1014.9603880694277,2162.4929549830767,-1822.8325669136489,300.0
t119,1797.567509113609,945.4405759947981,1227.5821724913776,1348.0438243020358,3600.0,-1101.0623070451288,3209.7,1299.9415788922024,994.7415788922024,1957.4929549830767,-1617.1513760908742,300.0
t120,578.7771955420259,-207.19610582777887,243.01441280565678,1440.2603751621164,3600.0,-1723.2986716789105,3714.45,1250.7552142584213,960.7552142584213,1715.9929549830767,-1365.4377407246552,300.0
t121,505.53291344763215,-258.7280270424617,215.2068482981922,839.5856657600327,3600.0,-2317.1481150006384,3918.6,1067.3216711318578,793.8216711318578,1463.0929549830762,-1241.1712838512185,300.0
t122,-288.51815809314445,-986.7084308146284,-373.2974436867262,1385.272772011404,3600.0,-2344.324492834677,3822.7422768212105,829.5216699238649,575.1216699238649,1258.1929549830766,-1226.5712850592117,300.0
t123,437.2197420218763,-240.60367672384655,470.0171484485621,796.9812366461528,3600.0,-2068.399594231585,3394.7,671.3542917057462,415.6542917057462,1101.3929549830764,-1214.6386632773301,300.0
t124,-179.5894651576602,-881.860954679503,-57.356205351548,867.4846182859013,3600.0,-2661.899387817276,3976.9,685.8579983780091,429.65799837800915,1016.0929549830762,-1102.734956605067,300.0
t125,-190.9960890726149,-863.2322010861119,15.351734913985467,1262.6880127469758,3600.0,-1947.2898973790684,3246.55,664.7174888162172,414.11748881621713,991.6929549830766,-1092.0754661668593,300.0
t126,-198.80430265306694,-925.2790678963438,-107.23446546105191,911.953430067235,3600.0,-2516.117894655723,3954.5,744.6894915395624,491.68949153956237,1017.6929549830766,-1049.103463443514,300.0
t127,-373.32756560683293,-1110.9812941876044,-272.13336491833854,1622.2943419568069,3600.0,-1740.4869720851143,3394.967491053659,966.2379051638314,702.0379051638315,1135.9929549830767,-973.2550498192453,300.0
t128,539.8821068029845,-281.7996969558243,489.38895286683874,1153.5371354060967,-3600.0,5771.189599007756,-3853.032508946341,1147.4644762567,869.5644762567,1292.292954983077,-985.828478726377,300.0
t129,560.4645378801383,-294.27169107310937,329.17417232735687,1199.577405893383,3600.0,-1776.8169368562487,3935.52930390095,1364.5697532399854,1075.0697532399854,1520.5929549830762,-1037.4232017430909,300.0
t130,466.16077219600135,-389.8923491628912,181.98833209417467,1775.882694975518,3600.0,-1220.7775299411562,3719.3428066442125,1656.2226628983426,1348.9226628983427,1769.3929549830764,-1038.7702920847337,300.0
t131,898.2245851023051,22.55909785183735,568.4488872369113,1772.9737810040856,3600.0,-866.1153071363481,3733.3240458400505,2006.3661248989893,1702.6661248989892,1974.792954983077,-911.0268300840876,300.0
t132,1168.215487334959,275.0838056207032,820.7094456507839,1772.7032708642491,-3600.0,6405.243889018378,-3863.721042194179,1694.1802330194828,1392.9802330194827,2056.4929549830767,-1280.6127219635941,300.0
t133,-140.06404630509223,-1057.800608730569,-495.6873487037983,1771.016402232584,-3600.0,5283.262070766445,-3451.811547702305,991.2079092594249,685.7079092594249,2064.8929549830764,-2009.7850457236514,300.0
t134,194.79920970023466,-757.6464378127002,-180.77805718370973,1202.8020988056787,3600.0,-2361.716770563064,3949.5070557097124,748.3476713419332,441.1476713419332,2075.9929549830767,-2266.8452836411434,300.0
t135,58.31749102257521,-867.1923591700381,-280.41683753120884,1784.4646677289716,3600.0,-1680.8916071536314,3240.375907577284,655.6916866189385,347.19168661893855,2086.6929549830766,-2375.801268364138,300.0
t136,139.48987452664437,-828.6910957023227,-240.17300233046944,1583.249181077222,-3600.0,5356.2819405852315,-3668.4814894843253,788.4578372961921,473.7578372961921,2129.9929549830767,-2301.7351176868847,300.0
t137,1423.5583127294296,374.59890808796945,826.0389883679388,1202.2957048887058,3600.0,-1409.2459297046282,3558.7463808055354,1174.0578372961918,841.8578372961917,2278.1929549830766,-2116.6351176868848,300.0
t138,1346.347985881112,236.78431710237396,654.0886941503204,1753.742635679097,3600.0,-922.1678363651095,3700.5412531593897,1775.0578372961918,1402.3578372961917,2526.3929549830764,-1865.1351176868848,300.0
t139,1285.2106301768922,202.5467343907908,594.965482562322,1753.8558585956066,3600.0,-992.3539328795769,3898.927349673856,1898.4578372961919,1516.0578372961918,2593.1929549830766,-1832.9351176868845,300.0
t140,1859.93833387578,810.612165127083,1220.5656556492563,1443.5309654465,3600.0,-659.5410495538863,3596.2225068432685,1798.257837296192,1423.1578372961922,2555.1929549830766,-1874.7351176868847,300.0
t141,1850.6654030405984,803.7398575031716,1238.763703593007,1749.04177755595,3600.0,-505.7278588719986,3202.8725068432686,1625.0578372961922,1254.6578372961922,2470.4929549830767,-1942.9351176868845,300.0
t142,470.8427002031967,-489.1197342326999,-9.334698359502795,1767.0803319275392,3600.0,-1506.0417038537016,3863.4725068432685,1329.2578372961925,979.8578372961925,2339.792954983077,-2055.4351176868845,300.0
