Resource,Hydro_A,Hydro_B,Hydro_C,Hydro_D,Hydro_E,Hydro_F,Hydro_G,Combined_Cycle_Natural_Gas_A,Combustion_Turbine_Natural_Gas_A,Steam_Turbine_Coal_A,Combined_Cycle_Natural_Gas_B,Combined_Cycle_Natural_Gas_C,Steam_Turbine_Coal_C,Steam_Turbine_Fuel_Oil_6_C,Steam_Turbine_Natural_Gas_C,Combined_Cycle_Natural_Gas_D,Combined_Cycle_Natural_Gas_E,Combined_Cycle_Natural_Gas_F,Combined_Cycle_Natural_Gas_G,Jet_Engine_Natural_Gas_G,Steam_Turbine_Fuel_Oil_6_G,Steam_Turbine_Natural_Gas_G,Combined_Cycle_Natural_Gas_J,Combustion_Turbine_Natural_Gas_J,Steam_Turbine_Fuel_Oil_2_J,Steam_Turbine_Fuel_Oil_6_J,Steam_Turbine_Natural_Gas_J,Combined_Cycle_Natural_Gas_K,Combustion_Turbine_Fuel_Oil_2_K,Combustion_Turbine_Natural_Gas_K,Jet_Engine_Fuel_Oil_2_K,Jet_Engine_Natural_Gas_K,Steam_Turbine_Fuel_Oil_6_K,Steam_Turbine_Natural_Gas_K,Nuclear_B,Nuclear_C,Wind_Land_A,Wind_Land_B,Wind_Land_C,Wind_Land_D,Wind_Land_E,Wind_Land_F,Wind_Land_G,Wind_Land_H,Wind_Land_K,Wind_Offshore_J,Wind_Offshore_K,Solar_BTM_A,Solar_BTM_B,Solar_BTM_C,Solar_BTM_D,Solar_BTM_E,Solar_BTM_F,Solar_BTM_G,Solar_BTM_H,Solar_BTM_I,Solar_BTM_J,Solar_BTM_K,Solar_Utility_A,Solar_Utility_B,Solar_Utility_C,Solar_Utility_E,Solar_Utility_F,Solar_Utility_G,Solar_Utility_K,Battery_A,Battery_B,Battery_C,Battery_D,Battery_E,Battery_F,Battery_G,Battery_H,Battery_I,Battery_J,Battery_K
Zone,1,2,3,4,5,6,7,1,1,1,2,3,3,3,3,4,5,6,7,7,7,7,10,10,10,10,10,11,11,11,11,11,11,11,2,3,1,2,3,4,5,6,7,8,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1,2,3,4,5,6,7,8,9,10,11
t6368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.75726899080559,-24.75726899080559,-24.75726899080559,-0.0,-24.75726899080559,-24.75726899080559,-24.75726899080559,-24.75726899080559,-24.75726899080559,-24.75726899080559,-0.0
t6369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.76717586115005,-24.767175861150047,-24.76717586115005,-0.0,-24.76717586115005,-24.76717586115005,-24.767175861150047,-24.767175861150047,-24.767175861150047,-24.76717586115005,-0.0
t6370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.77708669582838,-24.777086695828373,-24.77708669582838,-24.77708669582838,-24.77708669582838,-24.77708669582838,-24.777086695828373,-24.777086695828373,-24.777086695828373,-24.77708669582838,-0.0
t6371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.78700149642695,-24.787001496426946,-24.78700149642695,-24.78700149642695,-24.78700149642695,-24.78700149642695,-24.787001496426946,-24.787001496426946,-24.787001496426946,-24.78700149642695,-0.0
t6372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.796920264532766,-24.79692026453276,-24.796920264532766,-24.796920264532766,-24.796920264532766,-24.796920264532766,-24.79692026453276,-24.79692026453276,-24.79692026453276,-24.796920264532766,-0.0
t6373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.806843001733455,-24.806843001733448,-24.806843001733455,-24.806843001733455,-24.806843001733455,-24.806843001733455,-24.806843001733448,-24.806843001733448,-24.806843001733448,-24.806843001733455,-0.0
t6374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.8167697096173,-24.816769709617294,-24.8167697096173,-24.8167697096173,-24.8167697096173,-24.8167697096173,-24.816769709617294,-24.816769709617294,-24.816769709617294,-24.8167697096173,-0.0
t6375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.82670038977321,-24.826700389773205,-24.82670038977321,-24.82670038977321,-24.82670038977321,-24.82670038977321,-24.826700389773205,-24.826700389773205,-24.826700389773205,-24.82670038977321,-0.0
t6376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.836635043790725,-24.836635043790718,-24.83663504379073,-24.83663504379073,-24.83663504379073,-24.83663504379073,-24.83663504379073,-24.836635043790718,-24.836635043790718,-24.83663504379073,-0.0
t6377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.84657367326003,-24.84657367326002,-24.846573673260032,-24.846573673260032,-24.846573673260032,-24.846573673260032,-24.846573673260032,-24.84657367326002,-24.84657367326002,-24.846573673260032,-0.0
t6378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.856516279771935,-24.856516279771927,-24.85651627977194,-24.856516279771938,-24.856516279771938,-24.85651627977194,-24.856516279771938,-24.856516279771927,-24.856516279771927,-24.85651627977194,-0.0
t6379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.8664628649179,-24.866462864917892,-24.866462864917906,-24.866462864917906,-24.866462864917903,-24.866462864917906,-24.866462864917903,-24.866462864917892,-24.866462864917892,-24.866462864917906,-0.0
t6380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.876413430290015,-24.876413430290008,-24.87641343029002,-24.87641343029002,-24.876413430290018,-24.87641343029002,-24.876413430290018,-24.876413430290008,-24.876413430290008,-24.87641343029002,-0.0
t6381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.88636797748101,-24.886367977480997,-24.88636797748101,-24.88636797748101,-24.88636797748101,-24.88636797748101,-24.88636797748101,-24.886367977480997,-24.88636797748101,-24.88636797748101,-0.0
t6382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.896326508084243,-24.89632650808423,-24.896326508084243,-24.896326508084243,-24.896326508084243,-24.896326508084243,-24.896326508084243,-24.89632650808423,-24.896326508084243,-24.896326508084243,-0.0
t6383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.906289023693724,-24.90628902369371,-24.906289023693724,-24.906289023693724,-24.906289023693724,-24.906289023693724,-24.906289023693724,-24.90628902369371,-24.906289023693724,-24.906289023693724,-0.0
t6384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.91625552590408,-24.91625552590407,-24.91625552590408,-24.91625552590408,-24.91625552590408,-24.91625552590408,-24.91625552590408,-24.91625552590407,-24.91625552590408,-24.91625552590408,-0.0
t6385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.926226016310604,-24.92622601631059,-24.926226016310604,-24.926226016310604,-24.926226016310604,-24.926226016310604,-24.926226016310604,-24.92622601631059,-24.926226016310604,-24.926226016310604,-0.0
t6386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.93620049650921,-24.93620049650921,-24.93620049650921,-24.93620049650921,-24.93620049650921,-24.93620049650921,-24.93620049650921,-24.93620049650921,-24.93620049650921,-24.93620049650921,-0.0
t6387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.946178968096444,-24.946178968096447,-24.946178968096447,-24.946178968096447,-24.946178968096447,-24.946178968096447,-24.946178968096447,-24.946178968096447,-24.946178968096447,-24.946178968096447,-0.0
t6388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.956161432669507,-24.95616143266951,-24.95616143266951,-24.95616143266951,-24.95616143266951,-24.95616143266951,-24.95616143266951,-24.95616143266951,-24.95616143266951,-24.95616143266951,-0.0
t6389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.96614789182624,-24.966147891826242,-24.966147891826242,-24.966147891826242,-24.966147891826242,-24.966147891826242,-24.966147891826242,-24.966147891826242,-24.966147891826242,-24.966147891826242,-0.0
t6390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.976138347165104,-24.976138347165108,-24.976138347165108,-24.976138347165108,-24.976138347165108,-24.976138347165108,-24.976138347165108,-24.976138347165108,-24.976138347165108,-24.976138347165108,-0.0
t6391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.986132800285223,-24.986132800285223,-24.986132800285223,-24.986132800285223,-24.986132800285223,-24.986132800285223,-24.986132800285223,-24.986132800285223,-24.986132800285223,-24.986132800285223,-0.0
t6392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.996131252786334,-24.996131252786334,-24.996131252786334,-24.996131252786334,-24.996131252786334,-24.996131252786334,-24.996131252786334,-24.996131252786334,-24.996131252786334,-24.996131252786334,-0.0
t6393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.00613370626884,-25.00613370626884,-25.00613370626884,-25.00613370626884,-25.00613370626884,-25.00613370626884,-25.00613370626884,-25.00613370626884,-25.00613370626884,-25.00613370626884,-0.0
t6394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.016140162333773,-25.016140162333773,-25.016140162333773,-25.016140162333773,-25.016140162333773,-25.016140162333773,-25.016140162333773,-25.016140162333773,-25.016140162333773,-25.016140162333773,-0.0
t6395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.026150622582804,-25.026150622582804,-25.026150622582804,-25.026150622582804,-25.026150622582804,-25.026150622582804,-25.026150622582804,-25.026150622582804,-25.026150622582804,-25.026150622582804,-0.0
t6396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.03616508861825,-25.03616508861825,-25.03616508861825,-25.03616508861825,-25.03616508861825,-25.03616508861825,-25.03616508861825,-25.03616508861825,-25.03616508861825,-25.03616508861825,-0.0
t6397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.04618356204307,-25.04618356204307,-25.04618356204307,-25.04618356204307,-25.04618356204307,-25.04618356204307,-25.04618356204307,-25.04618356204307,-25.04618356204307,-25.04618356204307,-0.0
t6398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.056206044460854,-25.056206044460854,-25.056206044460854,-25.056206044460854,-25.056206044460854,-25.056206044460854,-25.056206044460854,-25.056206044460854,-25.056206044460854,-25.056206044460854,-0.0
t6399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.06623253747584,-25.06623253747584,-25.06623253747584,-25.06623253747584,-25.06623253747584,-25.06623253747584,-25.06623253747584,-25.06623253747584,-25.06623253747584,-25.06623253747584,-0.0
t6400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.07626304269292,-25.07626304269292,-25.07626304269292,-25.07626304269292,-25.076263042692915,-25.07626304269292,-25.076263042692915,-25.07626304269292,-25.076263042692915,-25.07626304269292,-0.0
t6401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.086297561717608,-25.086297561717608,-25.086297561717608,-25.086297561717608,-25.086297561717608,-25.086297561717608,-25.086297561717608,-25.086297561717608,-25.086297561717608,-25.086297561717608,-0.0
t6402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.09633609615607,-25.09633609615607,-25.09633609615607,-25.09633609615607,-25.09633609615607,-25.09633609615607,-25.09633609615607,-25.09633609615607,-25.09633609615607,-25.09633609615607,-0.0
