region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Inv_cost_charge_MW,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Fixed_OM_cost_charge_MW,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,CO2SequestrationCost,EnergyRevenue,SubsidyRevenue,OperatingReserveRevenue,OperatingRegulationRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
E,WindLand_E_Existing,5,1,84,0.0,0.0,0.0,2.6403219813069105e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.381729479444572e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.381729479444572e8,2.6403219813069105e7,1.117697281313881e8
E,WindLand_E_New,5,1,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,WindLand_F_New,6,1,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,WindLand_G_New,7,1,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H,WindLand_H_New,8,1,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I,WindLand_I_New,9,1,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J,WindLand_J_New,10,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K,WindLand_K_New,11,1,91,8.08413182370554e8,0.0,0.0,7.871688372310571e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.871300660936644e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.871300660936644e8,8.871300660936596e8,4.76837158203125e-6
A,Battery_A_Existing,1,1,92,0.0,0.0,0.0,1.12097908803649e6,747319.3920243266,0.0,0.0,0.0,0.0,0.0,493249.5599260799,0.0,7.949486223431816e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.949486223431816e6,2.3615480399868963e6,5.58793818344492e6
A,Battery_A_New,1,1,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B,Battery_B_New,2,1,94,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-1.697054408901346e-10,0.0,-1.5264786828716195e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5264786828716195e-10,-1.697054408901346e-10,1.7057572602972646e-11
C,Battery_C_Existing,3,1,95,0.0,0.0,0.0,56048.95440182449,37365.96960121633,0.0,0.0,0.0,0.0,0.0,27911.818024175904,0.0,433793.3203810018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433793.3203810018,121326.74202721674,312466.5783537851
C,Battery_C_New,3,1,96,3.583340306028123e6,3.2496778360049683e6,0.0,447518.20641009364,405847.5814125382,0.0,0.0,0.0,0.0,0.0,520150.15265446884,0.0,8.206534082510185e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.206534082510185e6,8.206534082510191e6,-5.587935447692871e-9
D,Battery_D_Existing,4,1,97,0.0,0.0,0.0,560489.544018245,373659.6960121633,0.0,0.0,0.0,0.0,0.0,272055.43636173196,0.0,4.330870459929987e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.330870459929987e6,1.2062046763921403e6,3.1246657835378465e6
D,Battery_D_New,4,1,98,3.6740593761835163e6,3.3319496065903683e6,0.0,458847.9803349525,416122.38426858373,0.0,0.0,0.0,0.0,0.0,539091.6694205974,0.0,8.420071016798003e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.420071016798003e6,8.42007101679802e6,-1.6763806343078613e-8
E,Battery_E_New,5,1,99,3.5930570163921765e6,3.2584897755954745e6,0.0,448731.71236346697,406948.09184798395,0.0,0.0,0.0,0.0,0.0,518872.8625439983,0.0,8.226099458743106e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.226099458743106e6,8.2260994587431e6,5.587935447692871e-9
F,Battery_F_Existing,6,1,100,0.0,0.0,0.0,1.12097908803649e6,747319.3920243266,0.0,0.0,0.0,0.0,0.0,525964.2729538406,0.0,8.643594320090352e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.643594320090352e6,2.394262753014657e6,6.249331567075694e6
F,Battery_F_New,6,1,101,3.6744284290166027e6,3.332284295095938e6,0.0,458894.07081138744,416164.1830336819,0.0,0.0,0.0,0.0,0.0,547030.6307187307,0.0,8.428801608676352e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.428801608676352e6,8.42880160867634e6,1.1175870895385742e-8
G,Battery_G_Existing,7,1,102,0.0,0.0,0.0,110462.55053113372,73641.70035408916,0.0,0.0,0.0,0.0,0.0,41682.93413349761,0.0,650505.1876687357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650505.1876687357,225787.18501872048,424718.0026500153
G,Battery_G_New,7,1,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H,Battery_H_New,8,1,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I,Battery_I_New,9,1,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J,Battery_J_New,10,1,106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K,Battery_K_New,11,1,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
