Zone,1,2,3,4,5,6,7,8,9,10,11,Total
AnnualSum,1.1633772966686764e6,326030.4491051223,3.9163747474705786e6,973384.6900923209,567793.1752190992,4.577320205681762e6,3.441564084765071e6,0.0,738343.6579430831,1.052417156088603e7,2.7262797910217484e6,2.8954639658853494e7
t1,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,0.0,0.0,0.0,0.0,768.4596525007628,0.0,1677.8383077962833
t2,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,0.0,0.0,0.0,0.0,449.0120238924182,0.0,1358.3906791879388
t3,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,0.0,0.0,0.0,0.0,91.335405698032,0.0,1000.7140609935525
t4,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,0.0,0.0,0.0,0.0,143.1801072040864,0.0,1052.558762499607
t5,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,0.0,0.0,0.0,0.0,231.62543803324843,0.0,1141.004093328769
t6,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,0.0,0.0,0.0,0.0,374.7052896644502,0.0,1284.0839449599707
t7,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,0.0,0.0,0.0,0.0,606.1685421718032,0.0,1515.5471974673237
t8,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,0.0,0.0,0.0,0.0,514.937143077979,0.0,1424.3157983734995
t9,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,0.0,0.0,0.0,0.0,824.9737382679476,0.0,1734.352393563468
t10,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,0.0,0.0,0.0,0.0,1233.114097529285,0.0,2142.4927528248054
t11,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,0.0,0.0,0.0,0.0,1233.114097529285,0.0,2142.4927528248054
t12,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,0.0,0.0,0.0,0.0,1233.114097529285,0.0,2142.4927528248054
t13,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,0.0,0.0,0.0,0.0,1233.114097529285,0.0,2142.4927528248054
t14,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,0.0,0.0,0.0,0.0,1233.114097529285,0.0,2142.4927528248054
t15,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,0.0,0.0,0.0,0.0,1233.114097529285,0.0,2142.4927528248054
t16,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,0.0,0.0,0.0,0.0,1233.114097529285,0.0,2142.4927528248054
t17,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,0.0,0.0,0.0,0.0,1233.114097529285,110.07696011200001,2252.5697129368054
t18,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,86.80846682425302,0.0,0.0,0.0,1233.114097529285,206.39430020999995,2435.6955198590585
t19,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,135.9524342493827,0.0,0.0,0.0,1233.114097529285,238.1527731411326,2516.59796021532
t20,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,236.57093991993708,0.0,0.0,0.0,1233.114097529285,238.1527731411326,2617.2164658858746
t21,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,276.5085234577708,0.0,0.0,0.0,1233.114097529285,238.1527731411326,2657.154049423709
t22,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,214.74412268332995,0.0,0.0,0.0,1233.114097529285,238.1527731411326,2595.3896486492677
t23,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,114.99257790920501,0.0,0.0,0.0,1233.114097529285,238.1527731411326,2495.638103875143
t24,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,28.184111084952004,0.0,0.0,0.0,1233.114097529285,238.1527731411326,2408.8296370508897
t25,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,0.0,0.0,0.0,0.0,1233.114097529285,238.1527731411326,2380.645525965938
t26,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,0.0,0.0,0.0,0.0,1233.114097529285,238.1527731411326,2380.645525965938
t27,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,0.0,0.0,0.0,0.0,1233.114097529285,238.1527731411326,2380.645525965938
t28,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,0.0,0.0,0.0,0.0,1233.114097529285,238.1527731411326,2380.645525965938
t29,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,0.0,0.0,0.0,0.0,1233.114097529285,238.1527731411326,2380.645525965938
t30,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,0.0,61.356994265170336,0.0,0.0,1233.114097529285,238.1527731411326,2442.002520231108
t31,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,497.84372736000006,187.9694418150755,0.0,0.0,1233.114097529285,238.1527731411326,3066.4586951410133
t32,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,933.4569888,264.6879171310665,0.0,0.0,1233.114097529285,238.1527731411326,3578.790431897004
t33,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,1197.103643277896,161.6053897283742,0.0,0.0,1233.114097529285,238.1527731411326,3739.354558972208
t34,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,1155.73708246451,365.54477262490775,0.0,0.0,1233.114097529285,238.1527731411326,3901.927381055355
t35,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,1197.103643277896,532.6061327148949,0.0,0.0,1233.114097529285,238.1527731411326,4110.355301958729
t36,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,1197.103643277896,571.1870010655624,0.0,0.0,1233.114097529285,238.1527731411326,4148.936170309396
t37,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,1197.103643277896,603.6980392491353,0.0,0.0,1233.114097529285,238.1527731411326,4181.4472084929685
t38,167.66247091347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,1197.103643277896,641.116858449951,0.0,0.0,1233.114097529285,238.1527731411326,4241.902026693785
t39,167.66247091347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,1197.103643277896,641.116858449951,0.0,0.0,1297.4034766592258,238.1527731411326,4306.191405823726
t40,167.66247091347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,1197.103643277896,641.116858449951,0.0,0.0,1485.3968986269547,238.1527731411326,4494.184827791455
t41,167.66247091347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,1197.103643277896,641.116858449951,0.0,0.0,1808.9521919166698,238.1527731411326,4817.7401210811695
t42,167.66247091347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,1197.103643277896,641.116858449951,0.0,0.0,1813.4663094897344,476.8906806537496,5060.992146166852
t43,167.66247091347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,1197.103643277896,641.116858449951,0.0,0.0,1813.4663094897344,254.76688898684918,4838.868354499951
t44,167.66247091347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,1197.103643277896,641.116858449951,0.0,0.0,1425.8061256750475,238.1527731411326,4434.594054839547
t45,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,952.5982500135774,530.5793445066865,0.0,0.0,1233.114097529285,238.1527731411326,3863.8231204862013
t46,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,603.8895162006489,298.09703674968654,0.0,0.0,1233.114097529285,238.1527731411326,3282.6320789162737
t47,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,322.0744086403461,37.031966561927426,0.0,0.0,1233.114097529285,238.1527731411326,2739.7519011682116
t48,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,0.0,0.0,0.0,0.0,1233.114097529285,238.1527731411326,2380.645525965938
t49,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,0.0,0.0,0.0,0.0,1233.114097529285,238.1527731411326,2380.645525965938
t50,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,0.0,0.0,0.0,0.0,1233.114097529285,238.1527731411326,2380.645525965938
t51,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,0.0,0.0,0.0,0.0,1233.114097529285,238.1527731411326,2380.645525965938
t52,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,0.0,0.0,0.0,0.0,1233.114097529285,238.1527731411326,2380.645525965938
t53,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,0.0,0.0,0.0,0.0,1233.114097529285,238.1527731411326,2380.645525965938
t54,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,0.0,0.0,0.0,0.0,1233.114097529285,238.1527731411326,2380.645525965938
t55,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,0.0,234.72837116759604,0.0,0.0,1233.114097529285,238.1527731411326,2615.3738971335342
t56,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,142.23654184610183,471.08139077964654,0.0,0.0,1233.114097529285,238.1527731411326,2993.9634585916865
t57,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,290.0482593339803,596.6012164887394,0.0,0.0,1233.114097529285,238.1527731411326,3267.295001788658
t58,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,461.1147861923078,641.116858449951,0.0,0.0,1233.114097529285,238.1527731411326,3482.8771706081966
t59,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,434.12625925625565,631.6534558749353,0.0,0.0,1233.114097529285,238.1527731411326,3446.4252410971285
t60,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,266.33150143443027,529.6902755569641,0.0,0.0,1233.114097529285,238.1527731411326,3176.667302957332
t61,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,294.5170815503062,278.41914873445717,0.0,0.0,1233.114097529285,238.1527731411326,2953.5817562507013
t62,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,293.455996230705,278.41914873445717,0.0,0.0,1233.114097529285,238.1527731411326,2952.5206709311
t63,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,461.11478619230775,278.4191487344571,0.0,0.0,1233.114097529285,238.1527731411326,3120.179460892703
t64,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,708.5876867798163,278.4191487344571,0.0,0.0,1233.114097529285,238.1527731411326,3367.6523614802113
t65,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,899.8241387006701,386.167549256895,0.0,0.0,1233.114097529285,238.1527731411326,3666.6372139235027
t66,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,920.581190803201,605.8678239396558,0.0,0.0,1233.114097529285,238.1527731411326,3907.0945407087947
t67,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,920.581190803201,641.116858449951,0.0,0.0,1233.114097529285,238.1527731411326,3942.34357521909
t68,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,811.8802185376525,641.116858449951,0.0,0.0,1233.114097529285,238.1527731411326,3833.6426029535414
t69,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,517.92660274798,641.116858449951,0.0,0.0,1233.114097529285,238.1527731411326,3539.6889871638687
t70,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,329.45863017393594,451.3839416072867,0.0,0.0,1233.114097529285,238.1527731411326,3161.4880977471603
t71,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,127.26596451151426,345.5209866372368,0.0,0.0,1233.114097529285,238.1527731411326,2853.432477114689
t72,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,24.767474928552343,187.06423516348698,0.0,0.0,1233.114097529285,238.1527731411326,2592.4772360579773
t73,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,0.0,0.0,0.0,0.0,1233.114097529285,238.1527731411326,2380.645525965938
t74,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,0.0,0.0,0.0,0.0,1233.114097529285,238.1527731411326,2380.645525965938
t75,144.62647191347267,41.18370652677446,521.197201289851,128.04178516549135,74.32949039993105,0.0,0.0,0.0,0.0,1233.114097529285,238.1527731411326,2380.645525965938
