generators,Capacity_MW,Capacity_MWh,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,OperatingRegulationRevenue,OperatingReserveRevenue,Operating_Revenue,Operating_Cost,operating_profit_per_gen,total_inv_costs,diff
NG 2-on-1 Combined Cycle (F-Frame),27226.98938264367,0.0,3.0615110035531354e9,0.0,1.40899670055181e9,0.0,2.157935239800071e8,4.454646598763592e9,0.0,1.7730392322710833e8,0.0,8.328246568343663e9,2.162400716976918e6,8.121300293393427e6,8.338530269354033e9,6.256740746522517e9,2.081789522831516e9,3.0615110035531354e9,-9.797214807216194e8
NG Combustion Turbine (F-Frame),12359.484369335365,0.0,1.2502994697182548e9,0.0,4.8387381305947953e8,0.0,1.633028695283335e7,1.8291803841000742e8,0.0,1.7223760648012858e7,0.0,1.4724927163257096e9,1.1109511831620568e6,3.707032939664334e6,1.477310700448536e9,7.003458990703331e8,7.769648013782027e8,1.2502994697182548e9,-4.733346683400521e8
Land-Based Wind - Class 1 - Technology 1,74051.00641409392,0.0,6.167658648527308e9,0.0,2.402440301270944e9,0.0,2.1657289861408193e7,0.0,0.0,0.0,0.0,8.279787078340537e9,0.0,0.0,8.279787078340537e9,2.4240975911323524e9,5.855689487208185e9,6.167658648527308e9,-3.1196916131912327e8
Utility PV - Class 1,45098.95769935009,0.0,3.3433735269939475e9,0.0,1.0718039449779313e9,0.0,9.466366277211629e6,0.0,0.0,0.0,0.0,4.517450391289751e9,0.0,0.0,4.517450391289751e9,1.081270311255143e9,3.436180080034609e9,3.3433735269939475e9,9.280655304066133e7
Utility-Scale Battery Storage - 2Hr,45216.720619913394,90433.44123982679,7.29318148050428e8,0.0,3.235433847739584e8,0.0,0.0,0.0,0.0,0.0,6.875036782799683e8,1.5566208273484738e9,1.0321399301776964e7,9.488919269835996e6,1.5764311459200866e9,1.0110470630539267e9,5.653840828661599e8,7.29318148050428e8,-1.6393406518426812e8
