generators,Capacity_MW,Capacity_MWh,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,OperatingRegulationRevenue,OperatingReserveRevenue,Operating_Revenue,Operating_Cost,operating_profit_per_gen,total_inv_costs,diff
NG 2-on-1 Combined Cycle (F-Frame),33500.06493196307,0.0,3.766880574549629e9,0.0,1.7336283602290888e9,0.0,4.57068796682547e8,4.71765770119097e9,0.0,1.166209299360633e8,0.0,1.1021078052690643e10,1.2039256148098544e6,731364.4900003987,1.1023013342795452e10,7.02497578803867e9,3.9980375547567825e9,3.766880574549629e9,2.3115698020715332e8
NG Combustion Turbine (F-Frame),11691.107283499925,0.0,1.1826856849502404e9,0.0,4.5770685014902204e8,0.0,2.5955044802647695e7,1.453632105748282e8,0.0,1.1299906364398899e7,0.0,1.9345595864949214e9,163340.28030894746,253683.87457890852,1.9349766106498094e9,6.403250118908968e8,1.2946515987589126e9,1.1826856849502404e9,1.1196591380867219e8
Land-Based Wind - Class 1 - Technology 1,53880.598664410434,0.0,4.487678917988763e9,0.0,1.7480508092506917e9,0.0,1.7972699543249562e7,0.0,0.0,0.0,0.0,6.221995076463076e9,0.0,0.0,6.221995076463076e9,1.7660235087939413e9,4.455971567669135e9,4.487678917988763e9,-3.170735031962776e7
Utility PV - Class 1,23917.77007233342,0.0,1.7731238894179597e9,0.0,5.684202390994833e8,0.0,5.56177003593563e6,0.0,0.0,0.0,0.0,2.357438713082553e9,0.0,0.0,2.357438713082553e9,5.739820091354189e8,1.7834567039471343e9,1.7731238894179597e9,1.0332814529174566e7
Utility-Scale Battery Storage - 4Hr,16257.361896154098,65029.44758461639,4.2691389957258785e8,0.0,1.9577115195348766e8,0.0,0.0,0.0,0.0,0.0,4.690385415479503e8,1.0780250129540234e9,7.0981111551819835e6,2.398981157222308e6,1.0875221052664275e9,6.64809693501438e8,4.227124117649896e8,4.2691389957258785e8,-4.201487807598233e6
