generators,Capacity_MW,Capacity_MWh,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,OperatingRegulationRevenue,OperatingReserveRevenue,Operating_Revenue,Operating_Cost,operating_profit_per_gen,total_inv_costs,diff
NG 2-on-1 Combined Cycle (F-Frame),26335.44283019937,0.0,2.961261962348894e9,0.0,1.3628591664628172e9,0.0,2.0901513193754676e8,4.31471959585765e9,0.0,1.1100598098443173e8,0.0,8.675292958574312e9,1.0471301191713843e6,1.7868087532614102e6,8.678126897446745e9,5.997599875242445e9,2.6805270222042994e9,2.961261962348894e9,-2.8073494014459467e8
NG Combustion Turbine (F-Frame),12038.484333502096,0.0,1.2178267416829624e9,0.0,4.7130666165660703e8,0.0,1.4982091414173689e7,1.6781669426112524e8,0.0,9.308666512204342e6,0.0,1.7484134396518617e9,765594.2363638934,296674.6877667484,1.7494757085759923e9,6.634141138441103e8,1.086061594731882e9,1.2178267416829624e9,-1.3176514695108032e8
Land-Based Wind - Class 1 - Technology 1,72559.04191610185,0.0,6.043393926345421e9,0.0,2.3540364265417085e9,0.0,2.162941244793153e7,0.0,0.0,0.0,0.0,8.35028776672822e9,0.0,0.0,8.35028776672822e9,2.37566583898964e9,5.974621927738581e9,6.043393926345421e9,-6.877199860684013e7
Utility PV - Class 1,46470.853640777816,0.0,3.445077885727409e9,0.0,1.1044078799052932e9,0.0,9.818954683020113e6,0.0,0.0,0.0,0.0,4.531720656433715e9,0.0,0.0,4.531720656433715e9,1.1142268345883133e9,3.417493821845402e9,3.445077885727409e9,-2.7584063882007122e7
Utility-Scale Battery Storage - 4Hr,32857.36278357003,131429.45113428013,8.628254058195902e8,0.0,3.956683626397504e8,0.0,0.0,0.0,0.0,0.0,8.273727975026222e8,1.9725897291185632e9,8.094354014657195e6,2.9768509410340027e6,1.9836609340742545e9,1.2230411601423726e9,7.606197739318819e8,8.628254058195902e8,-1.022056318877083e8
