BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3
t1398,6286.044446967718,0.0,-0.0,0.0,0.0,0.0,0.0,1836.053331303641,-29.09777827135897,-8093.0,5279.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2311.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1113.946668696359,-10.946668696358964,-1103.0
t1399,7650.299666670713,0.0,-0.0,0.0,0.0,0.0,0.0,1670.4257214521429,-30.72538812285749,-9290.0,5621.151109575001,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2653.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1279.5742785478574,-12.574278547857485,-1267.0
t1400,8380.026521025353,0.0,-0.0,0.0,0.0,0.0,0.0,1582.5622942748232,-31.588815300176826,-9931.0,5804.151109575001,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2836.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1367.437705725177,-13.437705725176826,-1354.0
t1401,8528.383801236658,0.0,-0.0,0.0,0.0,0.0,0.0,1564.383654169171,-31.767455405829107,-10061.0,5842.151109575001,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2874.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1385.6163458308292,-13.616345830829102,-1372.0
t1402,8575.502894640425,0.0,-0.0,0.0,0.0,0.0,0.0,1558.3241074672871,-31.82700210771319,-10102.0,5853.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2885.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1391.675892532713,-13.675892532713192,-1378.0
t1403,8562.463196839168,0.0,-0.0,0.0,0.0,0.0,0.0,1560.343956367915,-31.807153207085157,-10091.0,5850.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2882.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1389.6560436320851,-13.656043632085161,-1376.0
t1404,8479.26470783289,0.0,-0.0,0.0,0.0,0.0,0.0,1570.4432008710548,-31.707908703945012,-10018.0,5829.151109575001,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2861.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1379.5567991289452,-13.556799128945011,-1366.0
t1405,8315.86772982033,0.0,-0.0,0.0,0.0,0.0,0.0,1590.6416898773355,-31.5094196976647,-9875.0,5788.151109575001,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2820.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1359.3583101226648,-13.358310122664701,-1346.0
t1406,8216.629543012794,0.0,-0.0,0.0,0.0,0.0,0.0,1602.7607832811034,-31.39032629389652,-9788.0,5763.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2795.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1347.2392167188966,-13.239216718896518,-1334.0
t1407,8070.292111702116,0.0,-0.0,0.0,0.0,0.0,0.0,1619.9294989364419,-31.221610638558253,-9659.0,5727.151109575001,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2759.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1330.0705010635584,-13.070501063558254,-1317.0
t1408,8006.133320497092,0.0,-0.0,0.0,0.0,0.0,0.0,1628.008894538954,-31.14221503604613,-9603.0,5710.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2742.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1321.9911054610461,-12.99110546104613,-1309.0
t1409,8234.689089714679,0.0,-0.0,0.0,0.0,0.0,0.0,1599.7310099301617,-31.420099644838565,-9803.0,5768.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2800.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1350.2689900698385,-13.268990069838562,-1337.0
t1410,9048.614433075596,0.0,-0.0,0.0,0.0,0.0,0.0,1501.7683382497023,-32.38277132529806,-10518.0,5972.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3004.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1448.231661750298,-14.231661750298052,-1434.0
t1411,9786.361136330865,0.0,-0.0,0.0,0.0,0.0,0.0,1412.8949866220687,-33.256122952931406,-11166.0,6157.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3189.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1537.1050133779313,-15.105013377931407,-1522.0
t1412,10193.333732461635,0.0,-0.0,0.0,0.0,0.0,0.0,1363.4086885566821,-33.74242101831816,-11523.0,6259.151109575001,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3291.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1586.591311443318,-15.59131144331816,-1571.0
t1413,9594.904611616417,0.0,-0.0,0.0,0.0,0.0,0.0,1436.123248979291,-33.02786059570906,-10998.0,6109.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3141.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1513.8767510207092,-14.876751020709055,-1499.0
t1414,8703.800628149846,0.0,-0.0,0.0,0.0,0.0,0.0,1543.1752407125766,-31.97586886242343,-10215.0,5885.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2917.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1406.8247592874234,-13.824759287423424,-1393.0
t1415,7616.200422167574,0.0,-0.0,0.0,0.0,0.0,0.0,1675.4753437037127,-30.67576587128741,-9261.0,5613.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2645.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1274.5246562962875,-12.524656296287409,-1262.0
t1416,6666.957496396606,0.0,-0.0,0.0,0.0,0.0,0.0,1789.5968065891966,-29.554302985803673,-8427.0,5375.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2407.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1160.4031934108036,-11.403193410803672,-1149.0
t1417,6038.468828849505,0.0,-0.0,0.0,0.0,0.0,0.0,1865.3411403627476,-28.80996921225252,-7875.0,5217.151109575001,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2249.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1084.6588596372526,-10.658859637252517,-1074.0
t1418,5729.71457062564,0.0,-0.0,0.0,0.0,0.0,0.0,1903.7182694746803,-28.432840100319932,-7605.0,5140.151109575001,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2172.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1046.28173052532,-10.281730525319935,-1036.0
t1419,5573.357290414333,0.0,-0.0,0.0,0.0,0.0,0.0,1921.8969095803325,-28.25419999466766,-7467.0,5101.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2133.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1028.1030904196678,-10.103090419667657,-1018.0
t1420,5575.357290414334,0.0,-0.0,0.0,0.0,0.0,0.0,1921.8969095803325,-28.25419999466766,-7469.0,5101.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2133.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1028.1030904196678,-10.103090419667657,-1018.0
t1421,5807.913059631919,0.0,-0.0,0.0,0.0,0.0,0.0,1893.61902497154,-28.53208460346009,-7673.0,5159.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2191.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1056.3809750284602,-10.380975028460087,-1046.0
t1422,6577.739158489698,0.0,-0.0,0.0,0.0,0.0,0.0,1800.7059755426505,-29.445134032349504,-8349.0,5352.151109575001,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2384.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1149.2940244573495,-11.294024457349503,-1138.0
t1423,7880.835586987671,0.0,-0.0,0.0,0.0,0.0,0.0,1643.1577612936642,-30.9933482813359,-9493.0,5679.151109575001,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2711.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1306.842238706336,-12.842238706335904,-1294.0
t1424,8713.820477050476,0.0,-0.0,0.0,0.0,0.0,0.0,1542.1653162622629,-31.98579331273744,-10224.0,5888.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2920.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1407.8346837377374,-13.834683737737437,-1394.0
t1425,9081.69382867811,0.0,-0.0,0.0,0.0,0.0,0.0,1497.728640448446,-32.42246912655412,-10547.0,5980.151109575001,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3012.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1452.2713595515543,-14.271359551554117,-1438.0
t1426,9315.249597895694,0.0,-0.0,0.0,0.0,0.0,0.0,1469.4507558396538,-32.700353735346546,-10752.0,6038.151109575001,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3070.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1480.5492441603465,-14.549244160346547,-1466.0
t1427,9517.725971510767,0.0,-0.0,0.0,0.0,0.0,0.0,1445.2125690321172,-32.93854054288292,-10930.0,6089.151109575001,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3121.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1504.787430967883,-14.787430967882917,-1490.0
t1428,9585.904611616417,0.0,-0.0,0.0,0.0,0.0,0.0,1436.123248979291,-33.02786059570906,-10989.0,6107.151109574999,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3139.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1513.8767510207092,-14.876751020709055,-1499.0
t1429,9549.80536711328,0.0,-0.0,0.0,0.0,0.0,0.0,1441.1728712308611,-32.97823834413898,-10958.0,6098.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3130.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1508.827128769139,-14.827128769138978,-1494.0
t1430,9484.646575908255,0.0,-0.0,0.0,0.0,0.0,0.0,1449.2522668333734,-32.89884274162686,-10901.0,6081.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3113.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1500.7477331666269,-14.747733166626853,-1486.0
t1431,9387.408389100718,0.0,-0.0,0.0,0.0,0.0,0.0,1461.3713602371415,-32.77974933785867,-10816.0,6057.151109575001,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3089.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1488.6286397628587,-14.62863976285867,-1474.0
t1432,9352.328993498204,0.0,-0.0,0.0,0.0,0.0,0.0,1465.4110580383976,-32.74005153660261,-10785.0,6049.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3081.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1484.5889419616026,-14.588941961602607,-1470.0
t1433,9587.904611616415,0.0,-0.0,0.0,0.0,0.0,0.0,1436.123248979291,-33.02786059570906,-10991.0,6107.151109574999,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3139.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1513.8767510207092,-14.876751020709055,-1499.0
t1434,10195.333732461635,0.0,-0.0,0.0,0.0,0.0,0.0,1363.4086885566821,-33.74242101831816,-11525.0,6259.151109575001,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3291.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1586.591311443318,-15.59131144331816,-1571.0
t1435,10585.266630791153,0.0,-0.0,0.0,0.0,0.0,0.0,1315.9422393919233,-34.20887018307689,-11867.0,6357.151109574999,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3389.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1634.057760608077,-16.057760608076883,-1618.0
t1436,10286.552070368543,0.0,-0.0,0.0,0.0,0.0,0.0,1352.2995196032277,-33.85158997177233,-11605.0,6282.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3314.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1597.7004803967725,-15.700480396772333,-1582.0
t1437,9764.301589628978,0.0,-0.0,0.0,0.0,0.0,0.0,1415.9247599730109,-33.22634960198936,-11147.0,6151.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3183.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1534.0752400269891,-15.075240026989361,-1519.0
t1438,8932.336548466803,0.0,-0.0,0.0,0.0,0.0,0.0,1515.9072805540982,-32.243829020901835,-10416.0,5943.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2975.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1434.0927194459018,-14.09271944590184,-1420.0
t1439,7862.795889186415,0.0,-0.0,0.0,0.0,0.0,0.0,1645.1776101942924,-30.97349938070787,-9477.0,5674.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2706.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1304.8223898057079,-12.82238980570787,-1292.0
t1440,6910.533114514819,0.0,-0.0,0.0,0.0,0.0,0.0,1760.30899753009,-29.842112044910117,-8641.0,5436.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2468.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1189.69100246991,-11.691002469910117,-1178.0
t1441,6317.123842570229,0.0,-0.0,0.0,0.0,0.0,0.0,1832.0136335023851,-29.137476072615026,-8119.999999999999,5287.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2319.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1117.986366497615,-10.986366497615025,-1107.0
t1442,5991.349735445737,0.0,-0.0,0.0,0.0,0.0,0.0,1871.4006870646315,-28.750422510368427,-7834.0,5206.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2238.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1078.5993129353685,-10.599312935368426,-1068.0
t1443,5818.932908532546,0.0,-0.0,0.0,0.0,0.0,0.0,1892.6091005212263,-28.542009053774102,-7683.0,5162.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2194.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1057.390899478774,-10.3908994787741,-1047.0
t1444,5830.972606333803,0.0,-0.0,0.0,0.0,0.0,0.0,1890.589251620598,-28.561857954402136,-7693.0,5165.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2197.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1059.410748379402,-10.410748379402134,-1049.0
t1445,6070.528375551389,0.0,-0.0,0.0,0.0,0.0,0.0,1862.3113670118057,-28.839742563194562,-7904.0,5225.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2257.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1087.6886329881945,-10.688632988194563,-1077.0
t1446,6904.5132656141905,0.0,-0.0,0.0,0.0,0.0,0.0,1761.318921980404,-29.832187594596103,-8636.0,5434.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2466.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1188.6810780195963,-11.681078019596104,-1177.0
t1447,8238.689089714675,0.0,-0.0,0.0,0.0,0.0,0.0,1599.7310099301617,-31.420099644838565,-9807.0,5768.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2800.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1350.2689900698385,-13.268990069838562,-1337.0
t1448,9038.594584174965,0.0,-0.0,0.0,0.0,0.0,0.0,1502.778262700016,-32.37284687498404,-10509.0,5969.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3001.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1447.221737299984,-14.221737299984039,-1433.0
t1449,9278.150353392552,0.0,-0.0,0.0,0.0,0.0,0.0,1474.5003780912236,-32.650731483776475,-10720.0,6029.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3061.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1475.4996219087766,-14.49962190877647,-1461.0
t1450,9342.309144597575,0.0,-0.0,0.0,0.0,0.0,0.0,1466.4209824887116,-32.73012708628859,-10776.0,6045.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3077.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1483.5790175112886,-14.579017511288592,-1469.0
t1451,9386.408389100716,0.0,-0.0,0.0,0.0,0.0,0.0,1461.3713602371415,-32.77974933785867,-10815.0,6056.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3088.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1488.6286397628587,-14.62863976285867,-1474.0
t1452,9314.249597895692,0.0,-0.0,0.0,0.0,0.0,0.0,1469.4507558396538,-32.700353735346546,-10751.0,6038.151109575001,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3070.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1480.5492441603465,-14.549244160346547,-1466.0
t1453,9179.912166585016,0.0,-0.0,0.0,0.0,0.0,0.0,1486.6194714949918,-32.531638080008285,-10634.0,6005.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3037.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1463.3805285050082,-14.380528505008286,-1449.0
t1454,9109.75337537999,0.0,-0.0,0.0,0.0,0.0,0.0,1494.6988670975038,-32.452242477496156,-10572.0,5987.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3019.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1455.3011329024962,-14.301132902496162,-1441.0
t1455,8968.415944069313,0.0,-0.0,0.0,0.0,0.0,0.0,1511.8675827528423,-32.2835268221579,-10448.0,5952.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2984.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1438.132417247158,-14.1324172471579,-1424.0
t1456,8911.296850665547,0.0,-0.0,0.0,0.0,0.0,0.0,1517.9271294547264,-32.22398012027381,-10397.0,5937.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2969.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1432.0728705452739,-14.072870545273808,-1418.0
t1457,9133.812922081877,0.0,-0.0,0.0,0.0,0.0,0.0,1491.6690937465619,-32.48201582843821,-10593.0,5993.151109575001,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3025.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1458.3309062534381,-14.330906253438208,-1444.0
t1458,9688.122949523326,0.0,-0.0,0.0,0.0,0.0,0.0,1425.0140800258368,-33.13702954916323,-11080.0,6133.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3165.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1524.9859199741634,-14.985919974163224,-1510.0
t1459,9951.758114343424,0.0,-0.0,0.0,0.0,0.0,0.0,1392.6964976157883,-33.45461195921172,-11311.0,6199.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3231.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1557.303502384212,-15.303502384211717,-1542.0
t1460,9616.9641583183,0.0,-0.0,0.0,0.0,0.0,0.0,1433.093475628349,-33.0576339466511,-11017.0,6114.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3146.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1516.9065243716511,-14.9065243716511,-1502.0
t1461,9144.832770982504,0.0,-0.0,0.0,0.0,0.0,0.0,1490.659169296248,-32.491940278752224,-10603.0,5996.151109575001,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3028.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1459.3408307037523,-14.340830703752223,-1445.0
t1462,8498.304405634148,0.0,-0.0,0.0,0.0,0.0,0.0,1568.423351970427,-31.72775760457304,-10035.0,5834.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2866.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1381.5766480295733,-13.57664802957304,-1368.0
t1463,7641.279817770086,0.0,-0.0,0.0,0.0,0.0,0.0,1671.4356459024566,-30.71546367254347,-9282.0,5619.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2651.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1278.5643540975436,-12.564354097543472,-1266.0
t1464,6769.195683204143,0.0,-0.0,0.0,0.0,0.0,0.0,1777.4777131854282,-29.67339638957186,-8517.0,5400.151109575001,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2432.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1172.522286814572,-11.522286814571856,-1161.0
t1465,6159.746713458298,0.0,-0.0,0.0,0.0,0.0,0.0,1851.2021980583513,-28.948911516648735,-7982.0,5247.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2279.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1098.797801941649,-10.797801941648734,-1088.0
t1466,5786.873361830662,0.0,-0.0,0.0,0.0,0.0,0.0,1895.638873872168,-28.512235702832058,-7654.0,5154.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2186.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1054.361126127832,-10.361126127832057,-1044.0
t1467,5552.29774371245,0.0,-0.0,0.0,0.0,0.0,0.0,1924.9266829312746,-28.22442664372561,-7449.0,5095.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2127.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1025.0733170687256,-10.07331706872561,-1014.9999999999999
t1468,5429.000010203031,0.0,-0.0,0.0,0.0,0.0,0.0,1940.0755496859847,-28.07555988901538,-7341.0,5064.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2096.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1009.9244503140154,-9.924450314015381,-1000.0
t1469,5463.079405805542,0.0,-0.0,0.0,0.0,0.0,0.0,1936.0358518847288,-28.11525769027144,-7371.0,5073.151109575001,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2105.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1013.9641481152714,-9.96414811527144,-1004.0
t1470,5741.754268426895,0.0,-0.0,0.0,0.0,0.0,0.0,1901.698420574052,-28.452689000947966,-7615.0,5142.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2174.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1048.3015794259481,-10.301579425947965,-1038.0
t1471,6243.945202464576,0.0,-0.0,0.0,0.0,0.0,0.0,1841.1029535552113,-29.048156019788888,-8055.999999999999,5269.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2301.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1108.8970464447889,-10.897046444788886,-1098.0
t1472,6861.414021111052,0.0,-0.0,0.0,0.0,0.0,0.0,1766.368544231974,-29.78256534302603,-8598.0,5423.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2455.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1183.6314557680262,-11.631455768026026,-1172.0
t1473,7615.200422167574,0.0,-0.0,0.0,0.0,0.0,0.0,1675.4753437037127,-30.67576587128741,-9260.0,5613.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2645.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1274.5246562962875,-12.524656296287409,-1262.0
t1474,8172.530298509652,0.0,-0.0,0.0,0.0,0.0,0.0,1607.810405532674,-31.340704042326436,-9749.0,5752.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2784.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1342.1895944673263,-13.189594467326438,-1329.0
t1475,8425.125765528495,0.0,-0.0,0.0,0.0,0.0,0.0,1577.5126720232533,-31.638437551746904,-9971.0,5816.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2848.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1372.4873279767469,-13.4873279767469,-1359.0
t1476,8478.264707832888,0.0,-0.0,0.0,0.0,0.0,0.0,1570.4432008710548,-31.707908703945012,-10017.0,5828.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2860.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1379.5567991289452,-13.556799128945011,-1366.0
t1477,8309.86772982033,0.0,-0.0,0.0,0.0,0.0,0.0,1590.6416898773355,-31.5094196976647,-9869.0,5787.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2819.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1359.3583101226648,-13.358310122664701,-1346.0
t1478,7984.093622695835,0.0,-0.0,0.0,0.0,0.0,0.0,1630.028743439582,-31.122366135418098,-9583.0,5705.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2737.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1319.971256560418,-12.9712565604181,-1307.0
t1479,7652.299666670713,0.0,-0.0,0.0,0.0,0.0,0.0,1670.4257214521429,-30.72538812285749,-9292.0,5622.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2654.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1279.5742785478574,-12.574278547857485,-1267.0
