BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3
t3892,4672.213609146508,0.0,-0.0,0.0,0.0,0.0,0.0,2030.968750214246,-27.182359360754,-6676.0,4875.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-1907.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,919.0312497857541,-9.031249785753996,-910.0
t3893,4859.670133860953,0.0,-0.0,0.0,0.0,0.0,0.0,2007.7404878570237,-27.41062171797635,-6840.0,4921.151109575001,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-1953.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,942.2595121429764,-9.25951214297635,-933.0
t3894,5382.90076569989,0.0,-0.0,0.0,0.0,0.0,0.0,1945.1251719375548,-28.025937637445306,-7300.0,5053.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2085.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1004.8748280624453,-9.874828062445303,-995.0
t3895,6697.017043098492,0.0,-0.0,0.0,0.0,0.0,0.0,1786.5670332382547,-29.584076336745717,-8454.0,5382.151109575001,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2414.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1163.4329667617455,-11.432966761745716,-1152.0
t3896,7853.776040285787,0.0,-0.0,0.0,0.0,0.0,0.0,1646.1875346446063,-30.963574930393854,-9469.0,5672.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2704.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1303.8124653553937,-12.812465355393854,-1291.0
t3897,8465.225010031634,0.0,-0.0,0.0,0.0,0.0,0.0,1572.4630497716832,-31.68805980331698,-10006.0,5826.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2858.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1377.536950228317,-13.536950228316977,-1364.0
t3898,8847.138059460523,0.0,-0.0,0.0,0.0,0.0,0.0,1526.0065250572386,-32.144584517761686,-10341.0,5922.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2954.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1423.9934749427616,-13.993474942761685,-1410.0
t3899,9171.912166585014,0.0,-0.0,0.0,0.0,0.0,0.0,1486.6194714949918,-32.531638080008285,-10626.0,6003.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3035.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1463.3805285050082,-14.380528505008286,-1449.0
t3900,9346.309144597577,0.0,-0.0,0.0,0.0,0.0,0.0,1466.4209824887116,-32.73012708628859,-10780.0,6047.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3079.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1483.5790175112886,-14.579017511288592,-1469.0
t3901,9425.507633603856,0.0,-0.0,0.0,0.0,0.0,0.0,1456.3217379855712,-32.82937158942875,-10849.0,6067.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3099.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1493.6782620144288,-14.678262014428748,-1479.0
t3902,9570.845064914534,0.0,-0.0,0.0,0.0,0.0,0.0,1439.1530223302332,-32.99808724476701,-10977.0,6103.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3135.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1510.846977669767,-14.846977669767009,-1496.0
t3903,9540.78551821265,0.0,-0.0,0.0,0.0,0.0,0.0,1442.182795681175,-32.96831389382496,-10950.0,6095.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3127.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1507.8172043188251,-14.817204318824963,-1493.0
t3904,9473.606878106997,0.0,-0.0,0.0,0.0,0.0,0.0,1451.2721157340013,-32.878993840998824,-10892.0,6079.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3111.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1498.7278842659987,-14.727884265998822,-1484.0
t3905,9447.567180305741,0.0,-0.0,0.0,0.0,0.0,0.0,1453.2919646346295,-32.8591449403708,-10868.0,6072.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3104.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1496.7080353653707,-14.708035365370792,-1482.0
t3906,9332.289295696948,0.0,-0.0,0.0,0.0,0.0,0.0,1467.4309069390256,-32.72020263597457,-10767.0,6043.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3075.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1482.5690930609744,-14.569093060974575,-1468.0
t3907,9085.713677578737,0.0,-0.0,0.0,0.0,0.0,0.0,1496.718715998132,-32.43239357686814,-10550.0,5981.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3013.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1453.2812840018682,-14.281284001868132,-1439.0
t3908,8929.316699566176,0.0,-0.0,0.0,0.0,0.0,0.0,1516.9172050044122,-32.233904570587825,-10414.0,5942.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2974.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1433.082794995588,-14.082794995587825,-1419.0
t3909,9002.495339671828,0.0,-0.0,0.0,0.0,0.0,0.0,1507.8278849515862,-32.323224623413964,-10478.0,5960.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2992.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1442.1721150484138,-14.17211504841396,-1428.0
t3910,8479.264707832892,0.0,-0.0,0.0,0.0,0.0,0.0,1570.4432008710548,-31.707908703945012,-10018.0,5829.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2861.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1379.5567991289452,-13.556799128945011,-1366.0
t3911,7352.585106248106,0.0,-0.0,0.0,0.0,0.0,0.0,1706.783001663447,-30.368107911552936,-9029.0,5547.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2579.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1243.2169983365532,-12.216998336552933,-1231.0
t3912,6279.024598067091,0.0,-0.0,0.0,0.0,0.0,0.0,1837.063255753955,-29.087853821044952,-8087.0,5277.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2309.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1112.9367442460452,-10.93674424604495,-1102.0
t3913,5563.337441513707,0.0,-0.0,0.0,0.0,0.0,0.0,1922.9068340306465,-28.24427554435364,-7458.0,5098.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2130.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1027.0931659693535,-10.09316596935364,-1016.9999999999999
t3914,5156.364845382935,0.0,-0.0,0.0,0.0,0.0,0.0,1972.3931320960332,-27.75797747896689,-7101.0,4996.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2028.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,977.6068679039669,-9.606867903966887,-968.0
t3915,4936.848773966605,0.0,-0.0,0.0,0.0,0.0,0.0,1998.651167804198,-27.499941770802486,-6908.0,4941.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-1973.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,951.3488321958025,-9.348832195802487,-942.0
t3916,4866.689982761581,0.0,-0.0,0.0,0.0,0.0,0.0,2006.73056340671,-27.420546168290365,-6846.0,4923.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-1955.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,943.2694365932904,-9.269436593290365,-934.0
t3917,5021.047262972885,0.0,-0.0,0.0,0.0,0.0,0.0,1988.5519233010575,-27.599186273942642,-6982.0,4962.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-1994.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,961.4480766989426,-9.448076698942641,-952.0
t3918,5632.496232718732,0.0,-0.0,0.0,0.0,0.0,0.0,1914.8274384281344,-28.323671146865763,-7519.0,5116.151109575001,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2148.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1035.1725615718656,-10.172561571865764,-1025.0
t3919,6890.493416713563,0.0,-0.0,0.0,0.0,0.0,0.0,1762.3288464307182,-29.822263144282086,-8623.0,5431.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2463.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1187.671153569282,-11.671153569282087,-1176.0
t3920,8067.292111702116,0.0,-0.0,0.0,0.0,0.0,0.0,1619.9294989364419,-31.221610638558253,-9656.0,5726.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2758.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1330.0705010635584,-13.070501063558254,-1317.0
t3921,8621.602139143568,0.0,-0.0,0.0,0.0,0.0,0.0,1553.2744852157168,-31.876624359283277,-10143.0,5865.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2897.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1396.7255147842834,-13.725514784283272,-1383.0
t3922,8938.356397367432,0.0,-0.0,0.0,0.0,0.0,0.0,1514.8973561037842,-32.25375347121585,-10421.0,5944.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2976.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1435.102643896216,-14.102643896215854,-1421.0
t3923,9182.932015485643,0.0,-0.0,0.0,0.0,0.0,0.0,1485.609547044678,-32.5415625303223,-10636.0,6005.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3037.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1464.3904529553222,-14.390452955322301,-1450.0
t3924,9292.190051193807,0.0,-0.0,0.0,0.0,0.0,0.0,1472.4805291905957,-32.6705803844045,-10732.0,6033.151109575001,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3065.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1477.5194708094045,-14.5194708094045,-1463.0
t3925,9276.150353392552,0.0,-0.0,0.0,0.0,0.0,0.0,1474.5003780912236,-32.650731483776475,-10718.0,6029.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3061.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1475.4996219087766,-14.49962190877647,-1461.0
t3926,9301.209900094436,0.0,-0.0,0.0,0.0,0.0,0.0,1471.4706047402817,-32.68050483471852,-10740.0,6035.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3067.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1478.5293952597185,-14.529395259718514,-1464.0
t3927,9208.99156218753,0.0,-0.0,0.0,0.0,0.0,0.0,1482.5797736937357,-32.571335881264346,-10659.0,6012.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3044.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1467.4202263062646,-14.420226306264349,-1453.0
t3928,9116.77322428062,0.0,-0.0,0.0,0.0,0.0,0.0,1493.68894264719,-32.46216692781017,-10578.0,5989.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3021.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1456.3110573528102,-14.311057352810177,-1442.0
t3929,9140.832770982504,0.0,-0.0,0.0,0.0,0.0,0.0,1490.659169296248,-32.491940278752224,-10599.0,5995.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3027.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1459.3408307037523,-14.340830703752223,-1445.0
t3930,9131.812922081876,0.0,-0.0,0.0,0.0,0.0,0.0,1491.6690937465619,-32.48201582843821,-10591.0,5993.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3025.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1458.3309062534381,-14.330906253438208,-1444.0
t3931,8948.37624626806,0.0,-0.0,0.0,0.0,0.0,0.0,1513.8874316534702,-32.26367792152987,-10430.0,5947.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2979.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1436.11256834653,-14.11256834652987,-1422.0
t3932,8765.939570454244,0.0,-0.0,0.0,0.0,0.0,0.0,1536.1057695603786,-32.04534001462153,-10270.0,5901.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2933.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1413.8942304396217,-13.894230439621532,-1400.0
t3933,8788.999117156127,0.0,-0.0,0.0,0.0,0.0,0.0,1533.0759962094364,-32.07511336556358,-10290.0,5907.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2939.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1416.9240037905638,-13.924003790563578,-1403.0
t3934,8429.145614429122,0.0,-0.0,0.0,0.0,0.0,0.0,1576.5027475729391,-31.64836200206092,-9974.0,5817.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2849.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1373.497252427061,-13.497252427060918,-1360.0
t3935,7341.565257347478,0.0,-0.0,0.0,0.0,0.0,0.0,1707.7929261137613,-30.35818346123892,-9019.0,5544.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2576.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1242.207073886239,-12.207073886238918,-1230.0
t3936,6246.965051365206,0.0,-0.0,0.0,0.0,0.0,0.0,1840.0930291048974,-29.0580804701029,-8058.0,5269.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2301.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1109.9069708951029,-10.906970895102901,-1099.0
t3937,5488.158801408055,0.0,-0.0,0.0,0.0,0.0,0.0,1931.9961540834727,-28.154955491527502,-7392.0,5079.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2111.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1018.0038459165274,-10.003845916527503,-1008.0
t3938,5045.0869607741415,0.0,-0.0,0.0,0.0,0.0,0.0,1986.5320744004296,-27.61903517457067,-7004.0,4968.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2000.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,963.4679255995707,-9.467925599570671,-954.0
t3939,4770.451795954044,0.0,-0.0,0.0,0.0,0.0,0.0,2018.8496568104779,-27.301452764522182,-6762.0,4899.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-1931.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,931.1503431895222,-9.15034318952218,-922.0
t3940,4685.253306947764,0.0,-0.0,0.0,0.0,0.0,0.0,2028.948901313618,-27.202208261382026,-6687.0,4878.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-1910.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,921.0510986863821,-9.051098686382026,-912.0
t3941,4829.590738258441,0.0,-0.0,0.0,0.0,0.0,0.0,2011.7801856582798,-27.370923916720287,-6814.0,4914.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-1946.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,938.2198143417204,-9.219814341720289,-929.0
t3942,5372.880916799262,0.0,-0.0,0.0,0.0,0.0,0.0,1946.135096387869,-28.01601318713129,-7291.0,5050.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2082.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1003.8649036121312,-9.864903612131286,-994.0
t3943,6617.83840299284,0.0,-0.0,0.0,0.0,0.0,0.0,1795.6563532910804,-29.49475628391958,-8384.0,5362.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2394.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1154.3436467089196,-11.34364670891958,-1143.0
t3944,7768.577551279508,0.0,-0.0,0.0,0.0,0.0,0.0,1656.2867791477465,-30.8643304272537,-9394.0,5651.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2683.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1293.7132208522537,-12.7132208522537,-1281.0
t3945,8366.006672124726,0.0,-0.0,0.0,0.0,0.0,0.0,1583.5722187251374,-31.57889084986281,-9918.0,5801.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2833.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1366.4277812748628,-13.42778127486281,-1353.0
t3946,8710.800628149847,0.0,-0.0,0.0,0.0,0.0,0.0,1543.1752407125766,-31.97586886242343,-10222.0,5888.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2920.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1406.8247592874234,-13.824759287423424,-1393.0
t3947,8991.4754907712,0.0,-0.0,0.0,0.0,0.0,0.0,1508.8378094019001,-32.31330017309995,-10468.0,5958.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2990.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1441.1621905981,-14.162190598099947,-1427.0
t3948,9112.77322428062,0.0,-0.0,0.0,0.0,0.0,0.0,1493.68894264719,-32.46216692781017,-10574.0,5988.151109575001,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3020.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1456.3110573528102,-14.311057352810177,-1442.0
t3949,9155.87246878376,0.0,-0.0,0.0,0.0,0.0,0.0,1488.63932039562,-32.51178917938026,-10612.0,5998.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3030.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1461.3606796043803,-14.360679604380255,-1447.0
t3950,9249.090806690669,0.0,-0.0,0.0,0.0,0.0,0.0,1477.5301514421658,-32.620958132834424,-10694.0,6023.151109575001,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3055.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1472.4698485578344,-14.469848557834423,-1458.0
t3951,9280.170202293182,0.0,-0.0,0.0,0.0,0.0,0.0,1473.4904536409097,-32.660655934090485,-10721.0,6030.151109575001,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3062.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1476.5095463590906,-14.509546359090484,-1462.0
t3952,9292.190051193807,0.0,-0.0,0.0,0.0,0.0,0.0,1472.4805291905957,-32.6705803844045,-10732.0,6033.151109575001,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3065.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1477.5194708094045,-14.5194708094045,-1463.0
t3953,9309.229748995065,0.0,-0.0,0.0,0.0,0.0,0.0,1470.4606802899675,-32.69042928503253,-10747.0,6038.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3070.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1479.5393197100327,-14.539319710032531,-1465.0
t3954,9218.011411088157,0.0,-0.0,0.0,0.0,0.0,0.0,1481.5698492434217,-32.58126033157836,-10667.0,6014.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3046.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1468.4301507565785,-14.430150756578364,-1454.0
t3955,8933.336548466803,0.0,-0.0,0.0,0.0,0.0,0.0,1515.9072805540982,-32.243829020901835,-10417.0,5943.151109575001,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2975.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1434.0927194459018,-14.09271944590184,-1420.0
t3956,8663.701383646707,0.0,-0.0,0.0,0.0,0.0,0.0,1548.224862964147,-31.926246610853344,-10180.0,5875.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2907.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1401.7751370358533,-13.775137035853346,-1388.0
t3957,8692.760930348592,0.0,-0.0,0.0,0.0,0.0,0.0,1545.1950896132048,-31.956019961795395,-10206.0,5883.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2915.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1404.8049103867954,-13.804910386795394,-1391.0
t3958,8449.205161131007,0.0,-0.0,0.0,0.0,0.0,0.0,1573.4729742219972,-31.678135353002965,-9991.0,5822.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2854.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1376.527025778003,-13.527025778002962,-1363.0
t3959,7340.565257347478,0.0,-0.0,0.0,0.0,0.0,0.0,1707.7929261137613,-30.35818346123892,-9018.0,5543.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2575.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1242.207073886239,-12.207073886238918,-1230.0
t3960,6204.865806862066,0.0,-0.0,0.0,0.0,0.0,0.0,1845.1426513564672,-29.008458218532823,-8021.000000000001,5259.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2291.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1104.857348643533,-10.857348643532825,-1094.0
t3961,5404.960312401775,0.0,-0.0,0.0,0.0,0.0,0.0,1942.0953985866126,-28.05571098838735,-7319.0,5058.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2090.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1007.9046014133875,-9.904601413387349,-998.0
t3962,4903.7693783640925,0.0,-0.0,0.0,0.0,0.0,0.0,2002.6908656054538,-27.46024396954643,-6879.0,4933.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-1965.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,947.3091343945465,-9.309134394546428,-938.0
t3963,4672.213609146508,0.0,-0.0,0.0,0.0,0.0,0.0,2001.7242575014177,-26.937866647926302,-6647.0,4832.662124149344,0.0,-0.0,0.0,0.0,0.0,0.0,-2916.715809485916,-17.946314663428367,-1898.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,914.991551984498,-8.991551984497935,-906.0
t3964,4672.213609146508,0.0,-0.0,0.0,0.0,0.0,0.0,1917.0093523967978,-26.22296154330688,-6563.0,4711.232313940105,0.0,-0.0,0.0,0.0,0.0,0.0,-2819.8818109775275,-17.35050296257713,-1874.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,902.8724585807297,-8.872458580729749,-894.0
t3965,4672.213609146508,0.0,-0.0,0.0,0.0,0.0,0.0,2026.9277478227239,-27.1413569692327,-6672.0,4869.069104791957,0.0,-0.0,0.0,0.0,0.0,0.0,-2944.9490731581636,-18.120031633792717,-1906.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,918.0213253354399,-9.021325335439979,-909.0
t3966,5103.245751979166,0.0,-0.0,0.0,0.0,0.0,0.0,1978.4526787979173,-27.698430777082798,-7054.0,4982.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2013.9999999999998,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,971.5473212020828,-9.547321202082793,-962.0
t3967,6312.1039936696025,0.0,-0.0,0.0,0.0,0.0,0.0,1833.023557952699,-29.12755162230101,-8116.0,5286.151109575001,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2318.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1116.9764420473011,-10.976442047301012,-1106.0
t3968,7482.902688658156,0.0,-0.0,0.0,0.0,0.0,0.0,1690.6242104584228,-30.52689911657718,-9143.0,5579.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2611.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1259.3757895415774,-12.37578954157718,-1247.0
t3969,8193.589845211536,0.0,-0.0,0.0,0.0,0.0,0.0,1604.7806321817316,-31.370477393268487,-9767.0,5758.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2790.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1345.2193678182687,-13.219367818268488,-1332.0
t3970,8659.701383646707,0.0,-0.0,0.0,0.0,0.0,0.0,1548.224862964147,-31.926246610853344,-10176.0,5874.151109575,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2906.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1401.7751370358533,-13.775137035853346,-1388.0
t3971,9009.515188572455,0.0,-0.0,0.0,0.0,0.0,0.0,1506.8179605012722,-32.33314907372798,-10484.0,5962.151109575001,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-2994.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1443.182039498728,-14.182039498727978,-1429.0
t3972,9176.912166585016,0.0,-0.0,0.0,0.0,0.0,0.0,1486.6194714949918,-32.531638080008285,-10631.0,6004.151109575001,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3036.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1463.3805285050082,-14.380528505008286,-1449.0
t3973,9227.031259988784,0.0,-0.0,0.0,0.0,0.0,0.0,1480.5599247931077,-32.59118478189238,-10675.0,6017.151109575001,0.0,-0.0,0.0,0.0,0.0,0.0,-2950.0,-18.151109575,-3049.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1469.4400752068925,-14.440075206892379,-1455.0
