Zone,1,2,3
t97,42.78039999999999,42.25717075768994,43.6295439084274
t98,42.78039999999999,42.25717075768994,43.6295439084274
t99,42.78039999999999,42.25717075768994,43.6295439084274
t100,42.78039999999999,42.25717075768994,43.6295439084274
t101,42.78039999999999,42.25717075768994,43.6295439084274
t102,42.78039999999999,42.374,43.6295439084274
t103,42.89867582462585,42.374,43.750167378142955
t104,42.89867582462585,42.374,43.750167378142955
t105,42.89867582462585,42.374,43.750167378142955
t106,42.89867582462585,42.374,43.750167378142955
t107,42.89867582462585,42.374,43.750167378142955
t108,42.89867582462585,42.374,43.750167378142955
t109,42.89867582462585,42.374,43.750167378142955
t110,42.89867582462585,42.374,43.750167378142955
t111,42.89867582462585,42.374,43.750167378142955
t112,42.89867582462585,42.374,43.750167378142955
t113,42.89867582462585,42.374,43.750167378142955
t114,42.89867582462585,42.374,43.750167378142955
t115,42.89867582462585,42.374,43.750167378142955
t116,42.89867582462585,42.374,43.750167378142955
t117,42.89867582462585,42.374,43.750167378142955
t118,42.89867582462585,42.374,43.750167378142955
t119,42.78039999999999,42.374,43.6295439084274
t120,42.78039999999999,42.374,43.6295439084274
t121,42.78039999999999,42.25717075768994,43.6295439084274
t122,42.78039999999999,42.25717075768994,43.6295439084274
t123,42.78039999999999,42.25717075768994,43.6295439084274
t124,42.78039999999999,42.25717075768994,43.6295439084274
t125,42.78039999999999,42.25717075768994,43.6295439084274
t126,42.78039999999999,42.25717075768994,43.6295439084274
t127,42.78039999999999,42.374,43.6295439084274
t128,42.89867582462585,42.374,43.750167378142955
t129,42.89867582462585,42.374,43.750167378142955
t130,42.89867582462585,42.374,43.750167378142955
t131,42.89867582462585,42.374,43.750167378142955
t132,42.89867582462585,42.374,43.750167378142955
t133,42.89867582462585,42.374,43.750167378142955
t134,42.89867582462585,42.374,43.750167378142955
t135,42.78039999999999,42.374,43.6295439084274
t136,42.89867582462585,42.374,43.750167378142955
t137,42.89867582462585,42.374,43.750167378142955
t138,42.89867582462585,42.374,43.750167378142955
t139,42.89867582462585,42.374,43.750167378142955
t140,42.89867582462585,42.374,43.750167378142955
t141,42.89867582462585,42.374,43.750167378142955
t142,42.78039999999999,42.374,43.6295439084274
t143,42.78039999999999,42.374,43.6295439084274
t144,42.78039999999999,42.25717075768994,43.6295439084274
t145,42.78039999999999,42.25717075768994,43.6295439084274
t146,42.78039999999999,42.25717075768994,43.6295439084274
t147,42.78039999999999,42.25717075768994,43.6295439084274
t148,42.78039999999999,42.25717075768994,43.6295439084274
t149,42.78039999999999,42.25717075768994,43.6295439084274
t150,42.78039999999999,42.25717075768994,43.6295439084274
t151,42.78039999999999,42.25717075768994,43.6295439084274
t152,42.78039999999999,42.25717075768994,43.6295439084274
t153,42.78039999999999,42.374,43.6295439084274
t154,42.78039999999999,42.374,43.6295439084274
t155,42.78039999999999,42.374,43.6295439084274
t156,42.78039999999999,42.374,43.6295439084274
t157,42.78039999999999,42.374,43.6295439084274
t158,42.78039999999999,42.374,43.6295439084274
t159,42.78039999999999,42.374,43.6295439084274
t160,42.78039999999999,42.374,43.6295439084274
t161,42.78039999999999,42.374,43.6295439084274
t162,42.89867582462585,42.374,43.750167378142955
t163,42.78039999999999,42.374,43.6295439084274
t164,42.78039999999999,42.374,43.6295439084274
t165,42.78039999999999,42.374,43.6295439084274
t166,42.78039999999999,42.374,43.6295439084274
t167,42.78039999999999,42.25717075768994,43.6295439084274
t168,42.78039999999999,42.25717075768994,43.6295439084274
t169,42.78039999999999,42.25717075768994,43.6295439084274
t170,42.78039999999999,42.25717075768994,43.6295439084274
t171,42.78039999999999,42.25717075768994,43.6295439084274
t172,42.78039999999999,42.25717075768994,43.6295439084274
t173,42.78039999999999,42.25717075768994,43.6295439084274
t174,42.78039999999999,42.25717075768994,43.6295439084274
t175,42.78039999999999,42.25717075768994,43.6295439084274
t176,42.78039999999999,42.25717075768994,43.6295439084274
t177,42.78039999999999,42.25717075768994,43.6295439084274
t178,42.78039999999999,42.25717075768994,43.6295439084274
t179,42.78039999999999,42.374,43.6295439084274
t180,42.78039999999999,42.374,43.6295439084274
t181,42.78039999999999,42.374,43.6295439084274
t182,42.78039999999999,42.374,43.6295439084274
t183,42.78039999999999,42.374,43.6295439084274
t184,42.78039999999999,42.374,43.6295439084274
t185,42.78039999999999,42.374,43.6295439084274
t186,42.89867582462585,42.374,43.750167378142955
t187,42.89867582462585,42.374,43.750167378142955
t188,42.89867582462585,42.374,43.750167378142955
t189,42.89867582462585,42.374,43.750167378142955
t190,42.78039999999999,42.374,43.6295439084274
t191,42.78039999999999,42.374,43.6295439084274
t192,42.78039999999999,42.25717075768994,43.6295439084274
t193,42.78039999999999,42.25717075768994,43.6295439084274
t194,42.78039999999999,42.25717075768994,43.6295439084274
t195,42.78039999999999,42.25717075768994,43.6295439084274
t196,42.78039999999999,42.25717075768994,43.6295439084274
t197,42.78039999999999,42.25717075768994,43.6295439084274
t198,42.78039999999999,42.25717075768994,43.6295439084274
t199,42.78039999999999,42.374,43.6295439084274
t200,42.89867582462585,42.374,43.750167378142955
t201,42.89867582462585,42.374,43.750167378142955
t202,42.89867582462585,42.374,43.750167378142955
t203,42.89867582462585,42.374,43.750167378142955
t204,42.89867582462585,42.374,43.750167378142955
t205,42.89867582462585,42.374,43.750167378142955
t206,42.89867582462585,42.374,43.750167378142955
t207,42.89867582462585,42.374,43.750167378142955
t208,42.89867582462585,42.374,43.750167378142955
t209,42.89867582462585,42.374,43.750167378142955
t210,42.89867582462585,42.374,43.750167378142955
t211,42.89867582462585,42.374,43.750167378142955
t212,42.89867582462585,42.374,43.750167378142955
t213,42.89867582462585,42.374,43.750167378142955
t214,42.89867582462585,42.374,43.750167378142955
t215,42.78039999999999,42.374,43.6295439084274
t216,42.78039999999999,42.25717075768994,43.6295439084274
t217,42.78039999999999,42.25717075768994,43.6295439084274
t218,42.78039999999999,42.25717075768994,43.6295439084274
t219,42.78039999999999,42.25717075768994,43.6295439084274
t220,42.78039999999999,42.25717075768994,43.6295439084274
t221,42.78039999999999,42.25717075768994,43.6295439084274
t222,42.78039999999999,42.25717075768994,43.6295439084274
t223,42.78039999999999,42.374,43.6295439084274
t224,42.89867582462585,42.374,43.750167378142955
t225,42.89867582462585,42.374,43.750167378142955
t226,42.89867582462585,42.374,43.750167378142955
t227,42.89867582462585,42.374,43.750167378142955
t228,42.89867582462585,42.374,43.750167378142955
t229,42.89867582462585,42.374,43.750167378142955
t230,42.89867582462585,42.374,43.750167378142955
t231,42.78039999999999,42.374,43.6295439084274
t232,42.89867582462585,42.374,43.750167378142955
t233,42.89867582462585,42.374,43.750167378142955
t234,42.89867582462585,42.374,43.750167378142955
t235,42.89867582462585,42.374,43.750167378142955
t236,42.89867582462585,42.374,43.750167378142955
t237,42.89867582462585,42.374,43.750167378142955
t238,42.78039999999999,42.374,43.6295439084274
t239,42.78039999999999,42.374,43.6295439084274
t240,42.78039999999999,42.25717075768994,43.6295439084274
t241,42.78039999999999,42.25717075768994,43.6295439084274
t242,42.78039999999999,42.25717075768994,43.6295439084274
t243,42.78039999999999,42.25717075768994,43.6295439084274
t244,42.78039999999999,42.25717075768994,43.6295439084274
t245,42.78039999999999,42.25717075768994,43.6295439084274
t246,42.78039999999999,42.25717075768994,43.6295439084274
t247,42.78039999999999,42.374,43.6295439084274
t248,42.89867582462585,42.374,43.750167378142955
t249,42.89867582462585,42.374,43.750167378142955
t250,42.89867582462585,42.374,43.750167378142955
t251,42.89867582462585,42.374,43.750167378142955
t252,42.89867582462585,42.374,43.750167378142955
t253,42.89867582462585,42.374,43.750167378142955
t254,42.89867582462585,42.374,43.750167378142955
t255,42.78039999999999,42.374,43.6295439084274
t256,42.89867582462585,42.374,43.750167378142955
t257,42.89867582462585,42.374,43.750167378142955
t258,42.89867582462585,42.374,43.750167378142955
t259,42.89867582462585,42.374,43.750167378142955
t260,42.89867582462585,42.374,43.750167378142955
t261,42.89867582462585,42.374,43.750167378142955
t262,42.78039999999999,42.374,43.6295439084274
t263,42.78039999999999,42.374,43.6295439084274
t264,42.78039999999999,42.25717075768994,43.6295439084274
t265,42.78039999999999,42.25717075768994,43.6295439084274
t266,42.78039999999999,42.25717075768994,43.6295439084274
t267,42.78039999999999,42.25717075768994,43.6295439084274
t268,42.78039999999999,42.25717075768994,43.6295439084274
t269,42.78039999999999,42.25717075768994,43.6295439084274
t270,42.78039999999999,42.25717075768994,43.6295439084274
t271,42.78039999999999,42.374,43.6295439084274
t272,42.89867582462585,42.374,43.750167378142955
t273,42.89867582462585,42.374,43.750167378142955
t274,42.89867582462585,42.374,43.750167378142955
t275,42.89867582462585,42.374,43.75016737814295
t276,42.89867582462585,42.374,43.750167378142955
t277,42.89867582462585,42.374,43.750167378142955
t278,42.89867582462585,42.374,43.750167378142955
t279,42.89867582462585,42.374,43.750167378142955
t280,42.89867582462585,42.374,43.750167378142955
t281,42.89867582462585,42.374,43.750167378142955
t282,42.89867582462585,42.374,43.750167378142955
t283,42.89867582462585,42.374,43.750167378142955
t284,42.89867582462585,42.374,43.750167378142955
t285,42.89867582462585,42.374,43.750167378142955
t286,42.78039999999999,42.374,43.6295439084274
t287,42.78039999999999,42.374,43.6295439084274
t288,42.78039999999999,42.25717075768994,43.6295439084274
t289,42.78039999999999,42.25717075768994,43.6295439084274
t290,42.78039999999999,42.25717075768994,43.6295439084274
t291,42.78039999999999,42.25717075768994,43.6295439084274
t292,42.78039999999999,42.25717075768994,43.6295439084274
t293,42.78039999999999,42.25717075768994,43.6295439084274
t294,42.78039999999999,42.25717075768994,43.6295439084274
t295,42.78039999999999,42.374,43.6295439084274
t296,42.89867582462585,42.374,43.750167378142955
t297,42.89867582462585,42.374,43.750167378142955
t298,42.89867582462585,42.374,43.750167378142955
t299,42.89867582462585,42.374,43.750167378142955
t300,42.89867582462585,42.374,43.750167378142955
t301,42.89867582462585,42.374,43.750167378142955
t302,42.89867582462585,42.374,43.750167378142955
t303,42.89867582462585,42.374,43.750167378142955
t304,42.89867582462585,42.374,43.750167378142955
t305,42.89867582462585,42.374,43.750167378142955
t306,42.89867582462585,42.374,43.750167378142955
t307,42.89867582462585,42.374,43.750167378142955
t308,42.89867582462585,42.374,43.750167378142955
t309,42.89867582462585,42.374,43.750167378142955
t310,42.89867582462585,42.374,43.750167378142955
t311,42.78039999999999,42.374,43.6295439084274
t312,42.78039999999999,42.374,43.6295439084274
t313,42.78039999999999,42.25717075768994,43.6295439084274
t314,42.78039999999999,42.25717075768994,43.6295439084274
t315,42.78039999999999,42.25717075768994,43.6295439084274
t316,42.78039999999999,42.25717075768994,43.6295439084274
t317,42.78039999999999,42.25717075768994,43.6295439084274
t318,42.78039999999999,42.25717075768994,43.6295439084274
t319,42.78039999999999,42.25717075768994,43.6295439084274
t320,42.78039999999999,42.374,43.6295439084274
t321,42.78039999999999,42.374,43.6295439084274
t322,42.78039999999999,42.374,43.6295439084274
t323,42.89867582462585,42.374,43.750167378142955
t324,42.89867582462585,42.374,43.750167378142955
t325,42.78039999999999,42.374,43.6295439084274
t326,42.78039999999999,42.374,43.6295439084274
t327,42.78039999999999,42.374,43.6295439084274
t328,42.78039999999999,42.374,43.6295439084274
t329,42.89867582462585,42.374,43.750167378142955
t330,42.89867582462585,42.374,43.750167378142955
t331,42.89867582462585,42.374,43.750167378142955
t332,42.89867582462585,42.374,43.750167378142955
t333,42.89867582462585,42.374,43.750167378142955
t334,42.89867582462585,42.374,43.750167378142955
t335,42.78039999999999,42.374,43.6295439084274
t336,42.78039999999999,42.374,43.6295439084274
t337,42.78039999999999,42.25717075768994,43.6295439084274
t338,42.78039999999999,42.25717075768994,43.6295439084274
t339,42.78039999999999,42.25717075768994,43.6295439084274
t340,42.78039999999999,42.25717075768994,43.6295439084274
t341,42.78039999999999,42.25717075768994,43.6295439084274
t342,42.78039999999999,42.25717075768994,43.6295439084274
t343,42.78039999999999,42.374,43.6295439084274
t344,42.78039999999999,42.374,43.6295439084274
t345,42.78039999999999,42.374,43.6295439084274
t346,42.89867582462585,42.374,43.750167378142955
t347,42.89867582462585,42.374,43.750167378142955
t348,42.89867582462585,42.374,43.750167378142955
t349,42.89867582462585,42.374,43.750167378142955
t350,42.89867582462585,42.374,43.750167378142955
t351,42.89867582462585,42.374,43.750167378142955
t352,42.89867582462585,42.374,43.750167378142955
t353,42.89867582462585,42.374,43.750167378142955
t354,42.89867582462585,42.374,43.750167378142955
t355,42.89867582462585,42.374,43.750167378142955
t356,42.89867582462585,42.374,43.750167378142955
t357,42.89867582462585,42.374,43.750167378142955
t358,42.89867582462585,42.374,43.750167378142955
t359,42.89867582462585,42.374,43.750167378142955
t360,42.78039999999999,42.374,43.6295439084274
t361,42.78039999999999,42.374,43.6295439084274
t362,42.78039999999999,42.374,43.6295439084274
t363,42.78039999999999,42.25717075768994,43.6295439084274
t364,42.78039999999999,42.25717075768994,43.6295439084274
t365,42.78039999999999,42.374,43.6295439084274
t366,42.78039999999999,42.374,43.6295439084274
t367,42.89867582462585,42.374,43.750167378142955
t368,42.89867582462585,42.374,43.750167378142955
t369,42.89867582462585,42.374,43.750167378142955
t370,42.89867582462585,42.374,43.750167378142955
t371,42.89867582462585,42.374,43.750167378142955
t372,42.89867582462585,42.374,43.750167378142955
t373,42.89867582462585,42.374,43.750167378142955
t374,42.89867582462585,42.374,43.750167378142955
t375,42.89867582462585,42.374,43.750167378142955
t376,42.89867582462585,42.374,43.750167378142955
t377,42.89867582462585,42.374,43.750167378142955
t378,42.89867582462585,42.374,43.750167378142955
t379,42.89867582462585,42.374,43.750167378142955
t380,42.89867582462585,42.374,43.750167378142955
t381,42.89867582462585,42.374,43.750167378142955
t382,42.89867582462585,42.374,43.750167378142955
t383,42.78039999999999,42.374,43.6295439084274
t384,42.78039999999999,42.374,43.6295439084274
t385,42.78039999999999,42.25717075768994,43.6295439084274
t386,42.78039999999999,42.25717075768994,43.6295439084274
t387,42.78039999999999,42.25717075768994,43.6295439084274
t388,42.78039999999999,42.25717075768994,43.6295439084274
t389,42.78039999999999,42.25717075768994,43.6295439084274
t390,42.78039999999999,42.25717075768994,43.6295439084274
t391,42.78039999999999,42.374,43.6295439084274
t392,42.89867582462585,42.374,43.750167378142955
t393,42.89867582462585,42.374,43.750167378142955
t394,42.89867582462585,42.374,43.750167378142955
t395,42.89867582462585,42.374,43.750167378142955
t396,42.89867582462585,42.374,43.750167378142955
t397,42.89867582462585,42.374,43.750167378142955
t398,42.89867582462585,42.374,43.750167378142955
t399,42.89867582462585,42.374,43.750167378142955
t400,42.89867582462585,42.374,43.750167378142955
t401,42.89867582462585,42.374,43.750167378142955
t402,42.89867582462585,42.374,43.750167378142955
t403,42.89867582462585,42.374,43.750167378142955
t404,42.89867582462585,42.374,43.750167378142955
t405,42.89867582462585,42.374,43.750167378142955
t406,42.78039999999999,42.374,43.6295439084274
t407,42.78039999999999,42.374,43.6295439084274
t408,42.78039999999999,42.25717075768994,43.6295439084274
t409,42.78039999999999,42.25717075768994,43.6295439084274
t410,42.78039999999999,42.25717075768994,43.6295439084274
t411,42.78039999999999,42.25717075768994,43.6295439084274
t412,42.78039999999999,42.25717075768994,43.6295439084274
t413,42.78039999999999,42.25717075768994,43.6295439084274
t414,42.78039999999999,42.25717075768994,43.6295439084274
t415,42.78039999999999,42.374,43.6295439084274
t416,42.89867582462585,42.374,43.750167378142955
t417,42.89867582462585,42.374,43.750167378142955
t418,42.89867582462585,42.374,43.750167378142955
t419,42.89867582462585,42.374,43.750167378142955
t420,42.89867582462585,42.374,43.750167378142955
t421,42.89867582462585,42.374,43.750167378142955
t422,42.89867582462585,42.374,43.750167378142955
t423,42.89867582462585,42.374,43.750167378142955
t424,42.89867582462585,42.374,43.750167378142955
t425,42.89867582462585,42.374,43.750167378142955
t426,42.89867582462585,42.374,43.750167378142955
t427,42.89867582462585,42.374,43.750167378142955
t428,42.89867582462585,42.374,43.750167378142955
t429,42.89867582462585,42.374,43.750167378142955
t430,42.89867582462585,42.374,43.750167378142955
t431,42.78039999999999,42.374,43.6295439084274
t432,42.78039999999999,42.374,43.6295439084274
t433,42.78039999999999,42.25717075768994,43.6295439084274
t434,42.78039999999999,42.25717075768994,43.6295439084274
t435,42.78039999999999,42.25717075768994,43.6295439084274
t436,42.78039999999999,42.25717075768994,43.6295439084274
t437,42.78039999999999,42.25717075768994,43.6295439084274
t438,42.78039999999999,42.374,43.6295439084274
t439,42.89867582462585,42.374,43.750167378142955
t440,42.89867582462585,42.374,43.750167378142955
t441,42.89867582462585,42.374,43.750167378142955
t442,42.89867582462585,42.374,43.750167378142955
t443,42.89867582462585,42.374,43.750167378142955
t444,42.89867582462585,42.374,43.750167378142955
t445,42.89867582462585,42.374,43.750167378142955
t446,42.89867582462585,42.374,43.750167378142955
t447,42.89867582462585,42.374,43.750167378142955
t448,42.89867582462585,42.374,43.750167378142955
t449,42.89867582462585,42.374,43.750167378142955
t450,42.89867582462585,42.374,43.750167378142955
t451,42.89867582462585,42.374,43.750167378142955
t452,42.89867582462585,42.374,43.750167378142955
t453,42.89867582462585,42.374,43.750167378142955
t454,42.89867582462585,42.374,43.750167378142955
t455,42.78039999999999,42.374,43.6295439084274
t456,42.78039999999999,42.374,43.6295439084274
t457,42.78039999999999,42.25717075768994,43.6295439084274
t458,42.78039999999999,42.25717075768994,43.6295439084274
t459,42.78039999999999,42.25717075768994,43.6295439084274
t460,42.78039999999999,42.25717075768994,43.6295439084274
t461,42.78039999999999,42.25717075768994,43.6295439084274
t462,42.78039999999999,42.25717075768994,43.6295439084274
t463,42.78039999999999,42.374,43.6295439084274
t464,42.89867582462585,42.374,43.750167378142955
t465,42.89867582462585,42.374,43.750167378142955
t466,42.89867582462585,42.374,43.750167378142955
t467,42.89867582462585,42.374,43.750167378142955
t468,42.89867582462585,42.374,43.750167378142955
t469,42.89867582462585,42.374,43.750167378142955
t470,42.89867582462585,42.374,43.750167378142955
t471,42.89867582462585,42.374,43.750167378142955
t472,42.89867582462585,42.374,43.750167378142955
t473,42.89867582462585,42.374,43.750167378142955
t474,42.89867582462585,42.374,43.750167378142955
t475,42.89867582462585,42.374,43.750167378142955
t476,42.89867582462585,42.374,43.750167378142955
t477,42.89867582462585,42.374,43.750167378142955
t478,42.89867582462585,42.374,43.750167378142955
t479,42.78039999999999,42.374,43.6295439084274
t480,42.78039999999999,42.374,43.6295439084274
t481,42.78039999999999,42.25717075768994,43.6295439084274
t482,42.78039999999999,42.25717075768994,43.6295439084274
t483,42.78039999999999,42.25717075768994,43.6295439084274
t484,42.78039999999999,42.25717075768994,43.6295439084274
t485,42.78039999999999,42.25717075768994,43.6295439084274
t486,42.78039999999999,42.25717075768994,43.6295439084274
t487,42.78039999999999,42.374,43.6295439084274
t488,42.78039999999999,42.374,43.6295439084274
t489,42.78039999999999,42.374,43.6295439084274
t490,42.89867582462585,42.374,43.750167378142955
t491,42.89867582462585,42.374,43.750167378142955
t492,42.89867582462585,42.374,43.750167378142955
t493,42.89867582462585,42.374,43.750167378142955
t494,42.89867582462585,42.374,43.750167378142955
t495,42.89867582462585,42.374,43.750167378142955
t496,42.89867582462585,42.374,43.750167378142955
t497,42.89867582462585,42.374,43.750167378142955
t498,42.89867582462585,42.374,43.750167378142955
t499,42.89867582462585,42.374,43.750167378142955
t500,42.89867582462585,42.374,43.750167378142955
t501,42.89867582462585,42.374,43.750167378142955
t502,42.89867582462585,42.374,43.750167378142955
t503,42.78039999999999,42.374,43.6295439084274
t504,42.78039999999999,42.374,43.6295439084274
t505,42.78039999999999,42.25717075768994,43.6295439084274
t506,42.78039999999999,42.25717075768994,43.6295439084274
t507,42.78039999999999,42.25717075768994,43.6295439084274
t508,42.78039999999999,42.25717075768994,43.6295439084274
t509,42.78039999999999,42.25717075768994,43.6295439084274
t510,42.78039999999999,42.25717075768994,43.6295439084274
t511,42.78039999999999,42.374,43.6295439084274
t512,42.78039999999999,42.374,43.6295439084274
t513,42.78039999999999,42.374,43.6295439084274
t514,42.89867582462585,42.374,43.750167378142955
t515,42.89867582462585,42.374,43.750167378142955
t516,42.89867582462585,42.374,43.750167378142955
t517,42.89867582462585,42.374,43.750167378142955
t518,42.89867582462585,42.374,43.750167378142955
t519,42.89867582462585,42.374,43.750167378142955
t520,42.89867582462585,42.374,43.750167378142955
t521,42.89867582462585,42.374,43.750167378142955
t522,42.89867582462585,42.374,43.750167378142955
t523,42.89867582462585,42.374,43.750167378142955
t524,42.89867582462585,42.374,43.750167378142955
t525,42.89867582462585,42.374,43.750167378142955
t526,42.78039999999999,42.374,43.6295439084274
t527,42.78039999999999,42.374,43.6295439084274
t528,42.78039999999999,42.25717075768994,43.6295439084274
t529,42.78039999999999,42.25717075768994,43.6295439084274
t530,42.78039999999999,42.25717075768994,43.6295439084274
t531,42.78039999999999,42.25717075768994,43.6295439084274
t532,42.78039999999999,42.25717075768994,43.6295439084274
t533,42.78039999999999,42.25717075768994,43.6295439084274
t534,42.78039999999999,42.25717075768994,43.6295439084274
t535,42.78039999999999,42.374,43.6295439084274
t536,42.89867582462585,42.374,43.750167378142955
t537,42.89867582462585,42.374,43.750167378142955
t538,42.89867582462585,42.374,43.750167378142955
t539,42.89867582462585,42.374,43.750167378142955
t540,42.89867582462585,42.374,43.750167378142955
t541,42.89867582462585,42.374,43.750167378142955
t542,42.89867582462585,42.374,43.750167378142955
t543,42.89867582462585,42.374,43.750167378142955
t544,42.89867582462585,42.374,43.750167378142955
t545,42.89867582462585,42.374,43.750167378142955
t546,42.89867582462585,42.374,43.750167378142955
t547,42.89867582462585,42.374,43.750167378142955
t548,42.89867582462585,42.374,43.750167378142955
t549,42.89867582462585,42.374,43.750167378142955
t550,42.78039999999999,42.374,43.6295439084274
t551,42.78039999999999,42.374,43.6295439084274
t552,42.78039999999999,42.25717075768994,43.6295439084274
t553,42.78039999999999,42.25717075768994,43.6295439084274
t554,42.78039999999999,42.25717075768994,43.6295439084274
t555,42.78039999999999,42.25717075768994,43.6295439084274
t556,42.78039999999999,42.25717075768994,43.6295439084274
t557,42.78039999999999,42.25717075768994,43.6295439084274
t558,42.78039999999999,42.25717075768994,43.6295439084274
t559,42.78039999999999,42.374,43.6295439084274
t560,42.78039999999999,42.374,43.6295439084274
t561,42.78039999999999,42.374,43.6295439084274
t562,42.78039999999999,42.374,43.6295439084274
t563,42.78039999999999,42.374,43.6295439084274
t564,42.78039999999999,42.374,43.6295439084274
t565,42.78039999999999,42.374,43.6295439084274
t566,42.78039999999999,42.374,43.6295439084274
t567,42.78039999999999,42.374,43.6295439084274
t568,42.78039999999999,42.374,43.6295439084274
t569,42.78039999999999,42.374,43.6295439084274
t570,42.89867582462585,42.374,43.750167378142955
t571,42.89867582462585,42.374,43.750167378142955
t572,42.89867582462585,42.374,43.750167378142955
t573,42.89867582462585,42.374,43.750167378142955
t574,42.78039999999999,42.374,43.6295439084274
t575,42.78039999999999,42.25717075768994,43.6295439084274
t576,42.78039999999999,42.25717075768994,43.6295439084274
t577,42.78039999999999,42.25717075768994,43.6295439084274
