generators,Capacity_MW,Capacity_MWh,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,OperatingRegulationRevenue,OperatingReserveRevenue,Operating_Revenue,Operating_Cost,operating_profit_per_gen,total_inv_costs,diff
NG 2-on-1 Combined Cycle (F-Frame),34412.06934248247,0.0,3.86942997870351e9,0.0,1.7808245884734676e9,0.0,4.6829395900631547e8,4.833518757268892e9,0.0,1.7094118893647605e8,0.0,1.0730229470516485e10,724640.3357081313,650559.3212746842,1.0731604670173468e10,7.253578493685151e9,3.4780261764883165e9,3.86942997870351e9,-3.914038022151933e8
NG Combustion Turbine (F-Frame),10078.836271387836,0.0,1.0195865190588834e9,0.0,3.9458644002483374e8,0.0,2.3845629236425888e7,1.3354926760250713e8,0.0,1.7005183956963126e7,0.0,1.5056530325921814e9,258023.49978896623,2.3171513843617286e6,1.5082282074763322e9,5.689865208207299e8,9.392416866556025e8,1.0195865190588834e9,-8.034483240328097e7
Land-Based Wind - Class 1 - Technology 1,55254.77079638019,0.0,4.602132793023408e9,0.0,1.792633140681358e9,0.0,1.8415086992397137e7,0.0,0.0,0.0,0.0,6.1514432893612585e9,0.0,0.0,6.1514432893612585e9,1.8110482276737552e9,4.340395061687503e9,4.602132793023408e9,-2.6173773133590508e8
Utility PV - Class 1,20432.080123959597,0.0,1.5147151790794082e9,0.0,4.855807140146093e8,0.0,4.772983878648644e6,0.0,0.0,0.0,0.0,1.996109232284665e9,0.0,0.0,1.996109232284665e9,4.903536978932579e8,1.505755534391407e9,1.5147151790794082e9,-8.959644688001156e6
Utility-Scale Battery Storage - 8Hr,10572.516951404448,84580.13561123559,4.918377438664463e8,0.0,2.3064172983626172e8,0.0,0.0,0.0,0.0,0.0,4.175736245361483e8,1.1175571743693354e9,6.118479640651592e6,5.649545691857934e6,1.1293251997018452e9,6.4821535437241e8,4.811098453294351e8,4.918377438664463e8,-1.0727898537011206e7
