Resource,Hydro_NY,PumpedHydro_NY,CombinedCycle_NaturalGas_NY_Existing,CombinedCycle_NaturalGas_NY_New,CombustionTurbine_NaturalGas_NY_Existing,CombustionTurbine_NaturalGas_NY_New,SteamTurbine_NaturalGas_NY_Existing,SteamTurbine_NaturalGas_NY_New,SteamTurbine_FuelOil6_NY_Existing,SteamTurbine_FuelOil6_NY_New,CombustionTurbine_FuelOil2_NY_Existing,CombustionTurbine_FuelOil2_NY_New,Nuclear_NY_Existing,Nuclear_NY_New,WindOffshore_NY_New,SolarUtility_NY_Existing,SolarUtility_NY_New,SolarBTM_NY_New,WindLand_NY_Existing,WindLand_NY_New,Battery_NY_Existing,Battery_NY_New,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
t3973,0.0,0.0,3395.202399979736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3395.202399979736
t3974,0.0,0.0,3395.202399979736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3395.202399979736
t3975,0.0,0.0,3395.202399979736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3395.202399979736
t3976,0.0,0.0,3395.202399979736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3395.202399979736
t3977,0.0,0.0,3395.202399979736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3395.202399979736
t3978,0.0,0.0,3395.202399979736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3395.202399979736
t3979,0.0,0.0,3395.202399979736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3395.202399979736
t3980,0.0,0.0,3395.202399979736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3395.202399979736
t3981,0.0,0.0,3395.202399979736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3395.202399979736
t3982,0.0,0.0,3395.202399979736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3395.202399979736
t3983,0.0,0.0,3395.202399979736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3395.202399979736
t3984,0.0,0.0,3395.202399979736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3395.202399979736
t3985,0.0,0.0,3395.202399979736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3395.202399979736
t3986,0.0,0.0,3395.202399979736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3395.202399979736
t3987,0.0,0.0,3660.9399259534794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3660.9399259534794
t3988,0.0,0.0,3660.9399259534794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3660.9399259534794
t3989,0.0,0.0,3660.9399259534794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3660.9399259534794
t3990,0.0,0.0,3660.9399259534794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3660.9399259534794
t3991,0.0,0.0,3660.9399259534794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3660.9399259534794
t3992,0.0,0.0,3660.9399259534794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3660.9399259534794
t3993,0.0,0.0,3660.9399259534794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3660.9399259534794
t3994,0.0,0.0,3660.9399259534794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3660.9399259534794
t3995,0.0,0.0,3660.9399259534794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3660.9399259534794
t3996,0.0,0.0,3660.9399259534794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3660.9399259534794
t3997,0.0,0.0,3660.9399259534794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3660.9399259534794
t3998,0.0,0.0,3660.9399259534794,0.0,2.180550044072441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3663.1204759975517
t3999,0.0,0.0,3660.9399259534794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3660.9399259534794
t4000,0.0,0.0,3660.9399259534794,0.0,51.04465425501563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3711.984580208495
t4001,0.0,0.0,3660.9399259534794,0.0,185.49695008889157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3846.436876042371
t4002,0.0,0.0,3660.9399259534794,0.0,310.5566085996519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3971.4965345531314
t4003,0.0,0.0,3660.9399259534794,0.0,318.49447136700667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3979.434397320486
t4004,0.0,0.0,3660.9399259534794,0.0,310.8476361502355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3971.7875621037147
t4005,0.0,0.0,3660.9399259534794,0.0,330.8041099923862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3991.7440359458656
t4006,0.0,0.0,3660.9399259534794,0.0,328.88334202505155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3989.823267978531
t4007,0.0,0.0,3660.9399259534794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3660.9399259534794
t4008,0.0,0.0,3660.9399259534794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3660.9399259534794
t4009,0.0,0.0,3660.9399259534794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3660.9399259534794
t4010,0.0,0.0,3660.9399259534794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3660.9399259534794
t4011,0.0,0.0,3660.9399259534794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3660.9399259534794
t4012,0.0,0.0,3660.9399259534794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3660.9399259534794
t4013,0.0,0.0,3660.9399259534794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3660.9399259534794
t4014,0.0,0.0,3660.9399259534794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3660.9399259534794
t4015,0.0,0.0,3660.9399259534794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3660.9399259534794
t4016,0.0,0.0,3660.9399259534794,0.0,307.3044559170297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3968.244381870509
t4017,0.0,0.0,3660.9399259534794,0.0,743.1618393410287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4404.101765294508
t4018,0.0,0.0,3660.9399259534794,0.0,830.936396390139,182.97539443207816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4674.851716775696
t4019,0.0,0.0,3660.9399259534794,0.0,830.936396390139,406.2882624277621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4898.16458477138
t4020,0.0,0.0,3660.9399259534794,0.0,830.936396390139,592.8773407148801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5084.753663058498
t4021,0.0,0.0,3660.9399259534794,0.0,830.936396390139,692.7634630494997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5184.639785393118
t4022,0.0,0.0,3660.9399259534794,0.0,830.936396390139,746.8338498718996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5238.710172215518
t4023,0.0,0.0,3660.9399259534794,0.0,830.936396390139,759.8776041751553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5251.753926518773
t4024,0.0,0.0,3660.9399259534794,0.0,830.936396390139,824.4092237600169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5316.285546103635
t4025,0.0,0.0,3660.9399259534794,0.0,830.936396390139,920.5079096989541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5412.384232042572
t4026,0.0,0.0,3660.9399259534794,0.0,830.936396390139,1006.3290795546716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5498.20540189829
t4027,0.0,0.0,3660.9399259534794,0.0,830.936396390139,913.277100292338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5405.153422635956
t4028,0.0,0.0,3660.9399259534794,0.0,830.936396390139,725.225137524528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5217.101459868146
t4029,0.0,0.0,3660.9399259534794,0.0,830.936396390139,527.4977811327893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5019.374103476407
t4030,0.0,0.0,3660.9399259534794,0.0,830.936396390139,286.9533414946819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4778.8296638383
t4031,0.0,0.0,3660.9399259534794,0.0,429.6693371528908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4090.6092631063702
t4032,0.0,0.0,3660.9399259534794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3660.9399259534794
t4033,0.0,0.0,3075.6457624266454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3075.6457624266454
t4034,0.0,0.0,2831.54548458871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2831.54548458871
t4035,0.0,0.0,2696.3759591949647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2696.3759591949647
t4036,0.0,0.0,2657.7182735399783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2657.7182735399783
t4037,0.0,0.0,2701.090040746809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2701.090040746809
t4038,0.0,0.0,2973.957343407147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2973.957343407147
t4039,0.0,0.0,3484.0032897677293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3484.0032897677293
t4040,0.0,0.0,3660.9399259534794,0.0,395.40118718180315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4056.3411131352823
t4041,0.0,0.0,3660.9399259534794,0.0,830.936396390139,50.26621123669158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4542.14253358031
t4042,0.0,0.0,3660.9399259534794,0.0,830.936396390139,375.53891785298725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4867.415240196606
t4043,0.0,0.0,3660.9399259534794,0.0,830.936396390139,616.899131217643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5108.775453561261
t4044,0.0,0.0,3660.9399259534794,0.0,830.936396390139,810.0105133770337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5301.886835720652
t4045,0.0,0.0,3660.9399259534794,0.0,830.936396390139,879.5290178237766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5371.405340167395
t4046,0.0,0.0,3660.9399259534794,0.0,830.936396390139,886.2381414885555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5378.114463832174
t4047,0.0,0.0,3660.9399259534794,0.0,830.936396390139,811.2747508219187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5303.151073165537
t4048,0.0,0.0,3660.9399259534794,0.0,830.936396390139,780.5784348099817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5272.4547571535995
t4049,0.0,0.0,3660.9399259534794,0.0,830.936396390139,859.2468221760771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5351.123144519695
t4050,0.0,0.0,3660.9399259534794,0.0,830.936396390139,921.1767017517595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5413.053024095378
t4051,0.0,0.0,3660.9399259534794,0.0,830.936396390139,827.9245793255665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5319.800901669185
t4052,0.0,0.0,3660.9399259534794,0.0,830.936396390139,665.8766850600682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5157.753007403686
t4053,0.0,0.0,3660.9399259534794,0.0,830.936396390139,449.0073839394816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4940.8837062831
t4054,0.0,0.0,3660.9399259534794,0.0,830.936396390139,171.23012506362053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4663.106447407238
t4055,0.0,0.0,3660.9399259534794,0.0,387.35723083653676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4048.2971567900163
t4056,0.0,0.0,3416.4436963168214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3416.4436963168214
t4057,0.0,0.0,3011.867297893917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3011.867297893917
t4058,0.0,0.0,2731.172767768145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2731.172767768145
t4059,0.0,0.0,2576.2321962394276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2576.2321962394276
t4060,0.0,0.0,2552.0468078397807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2552.0468078397807
t4061,0.0,0.0,2617.333143011839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2617.333143011839
t4062,0.0,0.0,2878.1712960497975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2878.1712960497975
t4063,0.0,0.0,3387.4526764151015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3387.4526764151015
t4064,0.0,0.0,3660.9399259534794,0.0,264.8579670221072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3925.7978929755864
t4065,0.0,0.0,3660.9399259534794,0.0,759.4806596223675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4420.420585575846
t4066,0.0,0.0,3660.9399259534794,0.0,599.8192537827712,483.0427391578138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4743.801918894064
t4067,0.0,0.0,3660.9399259534794,0.0,830.936396390139,483.0427391578139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4974.919061501432
t4068,0.0,0.0,3660.9399259534794,0.0,830.936396390139,647.0213134732281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5138.897635816847
t4069,0.0,0.0,3660.9399259534794,0.0,830.936396390139,701.7644277497134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5193.640750093331
t4070,0.0,0.0,3660.9399259534794,0.0,830.936396390139,791.1509814339286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5283.027303777547
t4071,0.0,0.0,3660.9399259534794,0.0,830.936396390139,841.5419137033389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5333.418236046957
t4072,0.0,0.0,3660.9399259534794,0.0,830.936396390139,872.6364557824793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5364.512778126097
t4073,0.0,0.0,3660.9399259534794,0.0,830.936396390139,912.797647079081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5404.673969422699
t4074,0.0,0.0,3660.9399259534794,0.0,830.936396390139,919.886624440598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5411.762946784216
t4075,0.0,0.0,3660.9399259534794,0.0,830.936396390139,753.1084911486381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5244.984813492256
t4076,0.0,0.0,3660.9399259534794,0.0,830.936396390139,565.9810487204314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5057.857371064049
t4077,0.0,0.0,3660.9399259534794,0.0,830.936396390139,408.1459330580651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4900.022255401684
t4078,0.0,0.0,3660.9399259534794,0.0,830.936396390139,119.40877350228571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4611.285095845904
t4079,0.0,0.0,3660.9399259534794,0.0,360.72687659543294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4021.6668025489125
t4080,0.0,0.0,3427.9653777078115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3427.9653777078115
t4081,0.0,0.0,3099.335635562751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3099.335635562751
t4082,0.0,0.0,2867.418612711199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2867.418612711199
t4083,0.0,0.0,2735.146134909859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2735.146134909859
t4084,0.0,0.0,2681.9162428596997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2681.9162428596997
t4085,0.0,0.0,2713.6297326568842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2713.6297326568842
t4086,0.0,0.0,2943.435092928416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2943.435092928416
t4087,0.0,0.0,3421.554241230045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3421.554241230045
t4088,0.0,0.0,3660.9399259534794,0.0,307.6891437508083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3968.6290697042878
t4089,0.0,0.0,3660.9399259534794,0.0,805.9197062592258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4466.859632212705
t4090,0.0,0.0,3660.9399259534794,0.0,830.936396390139,300.8761340845914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4792.752456428209
t4091,0.0,0.0,3660.9399259534794,0.0,830.936396390139,483.2796985216242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4975.156020865243
t4092,0.0,0.0,3660.9399259534794,0.0,830.936396390139,573.6097871298095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5065.486109473428
t4093,0.0,0.0,3660.9399259534794,0.0,830.936396390139,593.8061061300667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5085.682428473685
t4094,0.0,0.0,3660.9399259534794,0.0,830.936396390139,719.3187690516517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5211.19509139527
t4095,0.0,0.0,3660.9399259534794,0.0,830.936396390139,853.2083207557831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5345.084643099402
t4096,0.0,0.0,3660.9399259534794,0.0,830.936396390139,926.1098644682143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5417.986186811832
t4097,0.0,0.0,3660.9399259534794,0.0,830.936396390139,950.8675815399233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5442.743903883542
