BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t1485,18993.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18993.7
t1486,18235.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18235.7
t1487,17211.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17211.899999999998
t1488,16238.500000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16238.5
t1489,15580.200000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15580.2
t1490,15193.200000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15193.2
t1491,14931.899999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14931.9
t1492,14894.899999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14894.9
t1493,15172.200000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15172.2
t1494,16128.535016346723,0.0,-60.43501634672177,0.0,0.0,0.0,0.0,0.0,0.0,-16068.1
t1495,17655.7,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-17550.7
t1496,18718.6,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-18613.6
t1497,19428.32585129146,0.0,-102.22585129146137,0.0,0.0,0.0,0.0,0.0,0.0,-19326.1
t1498,19517.600000000002,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19622.600000000002
t1499,19548.6,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19653.6
t1500,19440.8,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19545.8
t1501,19409.232568697233,0.0,-36.832568697232496,0.0,0.0,0.0,0.0,0.0,0.0,-19372.4
t1502,19377.4,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-19272.4
t1503,19260.7,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-19155.7
t1504,19265.0,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-19160.0
t1505,19647.7,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-19542.7
t1506,20225.806728100855,70.99327189914358,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20296.8
t1507,21063.9,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21168.9
t1508,20902.9,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21007.9
t1509,20360.6,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20465.6
t1510,19596.100000000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19596.100000000002
t1511,18359.700000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18359.7
t1512,17266.200000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17266.2
t1513,16498.000000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16498.0
t1514,16190.500000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16190.5
t1515,16057.832568697235,0.0,-36.832568697232496,0.0,0.0,0.0,0.0,0.0,0.0,-16021.0
t1516,16147.3,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-16042.3
t1517,16471.1,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-16366.1
t1518,17451.9,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-17346.9
t1519,19067.1,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-18962.1
t1520,19781.6,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19886.6
t1521,19894.6,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19999.6
t1522,19890.7,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19995.7
t1523,19872.36593634819,71.03406365181155,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19943.4
t1524,19782.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19782.0
t1525,19609.3,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-19504.3
t1526,19414.069681338846,0.0,-25.769681338844748,0.0,0.0,0.0,0.0,0.0,0.0,-19388.3
t1527,19414.069681338846,0.0,-70.06968133884402,0.0,0.0,0.0,0.0,0.0,0.0,-19344.0
t1528,19625.3,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-19520.3
t1529,20134.9,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-20029.9
t1530,20678.16390797341,100.33609202659252,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20778.5
t1531,21534.399999999998,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21639.399999999998
t1532,21460.399999999998,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21565.399999999998
t1533,21059.062214772326,36.83778522767534,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21095.9
t1534,20174.900000000005,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20174.9
t1535,18919.600000000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18919.600000000002
t1536,17781.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17781.3
t1537,17063.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17063.5
t1538,16718.636711369945,0.0,-32.436711369944994,0.0,0.0,0.0,0.0,0.0,0.0,-16686.2
t1539,16599.5,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-16494.5
t1540,16571.2,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-16466.2
t1541,16894.2,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-16789.2
t1542,17902.7,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-17797.7
t1543,19414.069681338846,0.0,-4.5696813388440205,0.0,0.0,0.0,0.0,0.0,0.0,-19409.5
t1544,20177.5,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20282.5
t1545,20374.1,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20479.1
t1546,20346.0,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20451.0
t1547,20376.065936348186,71.03406365181155,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20447.1
t1548,20399.399999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20399.399999999998
t1549,20262.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20262.5
t1550,20236.800000000003,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20236.800000000003
t1551,20150.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20150.1
t1552,20302.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20302.0
t1553,20752.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20752.9
t1554,21439.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21439.6
t1555,22256.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22256.7
t1556,22204.300000000003,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22204.300000000003
t1557,21732.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21732.3
t1558,20837.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20837.0
t1559,19537.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19537.0
t1560,18374.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18374.1
t1561,17595.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17595.7
t1562,17177.632568697234,0.0,-36.832568697232496,0.0,0.0,0.0,0.0,0.0,0.0,-17140.8
t1563,17035.5,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-16930.5
t1564,17008.7,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-16903.7
t1565,17284.0,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-17179.0
t1566,18216.6,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-18111.6
t1567,19599.098252767413,88.9017472325886,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19688.0
t1568,20452.8,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20557.8
t1569,20579.5,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20684.5
t1570,20487.53515657029,84.464843429708,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20572.0
t1571,20369.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20369.8
t1572,20290.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20290.9
t1573,20225.100000000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20225.100000000002
t1574,20173.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20173.3
t1575,20052.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20052.7
t1576,20145.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20145.5
t1577,20563.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20563.3
t1578,21197.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21197.0
t1579,21910.261355334613,2.6386446653905296,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21912.9
t1580,21775.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21775.2
t1581,21285.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21285.9
t1582,20386.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20386.8
t1583,19181.100000000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19181.100000000002
t1584,17991.000000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17991.0
t1585,17214.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17214.0
t1586,16823.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16823.6
t1587,16653.032568697232,0.0,-36.832568697232496,0.0,0.0,0.0,0.0,0.0,0.0,-16616.2
t1588,16701.6,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-16596.6
t1589,16982.0,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-16877.0
t1590,17960.4,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-17855.4
t1591,19492.8,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-19387.8
t1592,20073.6,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20178.6
t1593,20053.800000000003,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20158.800000000003
t1594,19912.9,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20017.9
t1595,19787.16593634819,71.03406365181155,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19858.2
t1596,19579.400000000005,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19579.4
t1597,19249.132568697234,0.0,-36.832568697232496,0.0,0.0,0.0,0.0,0.0,0.0,-19212.3
t1598,19090.7,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-18985.7
t1599,18913.9,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-18808.9
t1600,18924.8,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-18819.8
t1601,19241.4,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-19136.4
t1602,19588.63874911057,95.36125088943017,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19684.0
t1603,20205.600000000002,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20310.6
t1604,20030.900000000005,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20135.9
t1605,19588.638749110567,80.66125088943139,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19669.3
t1606,19026.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19026.2
t1607,18076.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18076.0
t1608,17092.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17092.6
t1609,16403.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16403.8
t1610,15951.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15951.2
t1611,15687.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15687.7
t1612,15559.099999999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15559.099999999999
t1613,15631.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15631.800000000001
t1614,16010.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16010.8
t1615,16543.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16543.5
t1616,17048.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17048.4
t1617,17308.399999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17308.399999999998
t1618,17299.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17299.9
t1619,17201.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17201.0
t1620,17030.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17030.5
t1621,16715.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16715.4
t1622,16440.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16440.0
t1623,16261.099999999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16261.1
t1624,16340.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16340.0
t1625,16779.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16779.0
t1626,17531.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17531.4
t1627,18464.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18464.8
t1628,18509.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18509.3
t1629,18206.000000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18206.0
t1630,17699.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17699.6
t1631,16971.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16971.3
t1632,16178.099999999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16178.1
t1633,15481.900000000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15481.900000000001
t1634,14974.099999999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14974.1
t1635,105.0,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
t1636,14682.099999999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14682.1
t1637,14589.099999999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14589.1
t1638,14763.600000000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14763.6
t1639,15205.100000000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15205.1
t1640,15785.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15785.199999999999
t1641,16442.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16442.7
t1642,17296.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17296.5
t1643,17928.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17928.1
t1644,18304.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18304.0
t1645,18367.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18367.7
t1646,18225.700000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18225.7
t1647,18089.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18089.5
t1648,17984.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17984.7
t1649,18140.400000000005,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18140.4
t1650,18373.400000000005,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18373.4
t1651,18636.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18636.0
t1652,18988.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18988.2
t1653,18683.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18683.8
t1654,18009.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18009.5
t1655,17049.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17049.7
t1656,16013.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16013.0
t1657,15251.900000000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15251.900000000001
t1658,14768.099999999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14768.1
t1659,14522.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14522.0
t1660,14447.399999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14447.4
t1661,14699.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14699.5
t1662,15603.900000000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15603.900000000001
t1663,17300.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17300.0
t1664,18597.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18597.5
t1665,18924.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18924.2
t1666,18846.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18846.2
t1667,18757.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18757.7
t1668,18556.600000000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18556.6
t1669,18288.200000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18288.2
t1670,18176.000000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18176.0
t1671,18015.800000000003,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18015.8
t1672,18041.700000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18041.7
t1673,18239.400000000005,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18239.4
t1674,18711.500000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18711.5
t1675,19030.47142434941,0.0,-20.771424349408633,0.0,0.0,0.0,0.0,0.0,0.0,-19009.7
t1676,19426.4,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19531.4
t1677,19244.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19244.9
t1678,18459.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18459.0
t1679,17233.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17233.5
t1680,16067.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16067.3
t1681,15319.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15319.5
t1682,14876.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14876.300000000001
t1683,14677.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14677.7
t1684,14650.099999999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14650.1
t1685,14932.099999999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14932.1
t1686,15860.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15860.2
t1687,17677.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17677.5
t1688,18962.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18962.1
t1689,19241.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19241.1
t1690,19391.036119028373,0.0,-2.6361190283713336,0.0,0.0,0.0,0.0,0.0,0.0,-19388.4
t1691,19414.069681338846,2.230318661155252,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19416.3
t1692,19196.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19196.8
t1693,18805.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18805.8
t1694,18495.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18495.9
t1695,18153.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18153.2
t1696,18006.400000000005,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18006.4
t1697,18236.93124491399,0.0,-38.331244913990744,0.0,0.0,0.0,0.0,0.0,0.0,-18198.6
t1698,18699.2,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-18594.2
t1699,19128.5,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-19023.5
t1700,19645.3,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19750.3
t1701,19519.600000000002,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19624.600000000002
t1702,18913.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18913.4
t1703,17799.800000000003,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17799.8
t1704,16567.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16567.899999999998
t1705,15711.800000000003,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15711.8
t1706,15281.900000000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15281.9
t1707,15068.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15068.0
t1708,15033.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15033.3
t1709,15273.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15273.7
t1710,16195.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16195.8
t1711,18036.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18036.8
t1712,19193.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19193.0
t1713,19315.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19315.0
t1714,19082.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19082.5
t1715,18834.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18834.5
t1716,18536.700000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18536.7
t1717,18228.800000000003,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18228.8
t1718,18113.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18113.0
t1719,17996.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17996.1
t1720,18141.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18141.8
t1721,18491.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18491.4
t1722,18936.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18936.2
t1723,19213.661271017336,0.0,-66.46127101733326,0.0,0.0,0.0,0.0,0.0,0.0,-19147.2
t1724,19414.069681338846,56.23031866115525,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19470.3
t1725,19108.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19108.4
t1726,18317.100000000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18317.1
t1727,17172.100000000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17172.1
t1728,15969.000000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15969.0
t1729,15075.099999999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15075.1
t1730,14556.599999999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14556.6
t1731,14252.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14252.8
t1732,14139.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14139.3
t1733,14359.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14359.7
t1734,15225.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15225.8
t1735,16952.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16952.4
t1736,18135.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18135.1
t1737,18365.300000000003,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18365.3
t1738,18294.500000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18294.5
t1739,18040.300000000003,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18040.3
t1740,17703.100000000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17703.1
t1741,17404.600000000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17404.6
t1742,17276.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17276.3
t1743,17092.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17092.3
t1744,17140.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17140.8
t1745,17391.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17391.1
t1746,17724.600000000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17724.600000000002
t1747,18004.600000000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18004.6
t1748,18530.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18530.5
t1749,18319.300000000003,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18319.3
t1750,17562.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17562.8
t1751,16395.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16395.7
t1752,15223.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15223.300000000001
t1753,14378.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14378.0
t1754,13848.099999999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13848.1
t1755,13559.699999999997,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13559.699999999999
t1756,13451.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13451.800000000001
t1757,13609.899999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13609.9
t1758,14426.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14426.5
t1759,16081.899999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16081.9
t1760,17353.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17353.9
t1761,17784.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17784.8
t1762,17965.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17965.7
t1763,17887.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17887.0
