BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t6642,17193.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17193.4
t6643,17308.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17308.0
t6644,17484.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17484.7
t6645,17007.700000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17007.7
t6646,16331.800000000003,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16331.8
t6647,15372.399999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15372.4
t6648,14325.699999999997,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14325.699999999999
t6649,13513.599999999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13513.6
t6650,13043.899999999998,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12938.9
t6651,12700.899999999998,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12595.9
t6652,12539.099999999999,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12434.1
t6653,12597.7,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12492.7
t6654,12838.241571164031,0.0,-36.94157116403203,0.0,0.0,0.0,0.0,0.0,0.0,-12801.3
t6655,13329.5,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13434.5
t6656,14008.599999999999,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14113.599999999999
t6657,14601.399999999998,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14706.4
t6658,14834.065936348186,71.03406365181155,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14905.1
t6659,14821.099999999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14821.099999999999
t6660,14687.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14687.0
t6661,14564.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14564.8
t6662,14431.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14431.3
t6663,14378.399999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14378.4
t6664,14495.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14495.5
t6665,14875.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14875.7
t6666,15357.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15357.8
t6667,15883.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15883.8
t6668,16331.400000000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16331.400000000001
t6669,16090.899999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16090.9
t6670,15556.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15556.7
t6671,14810.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14810.300000000001
t6672,13936.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13936.2
t6673,13272.399999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13272.4
t6674,12819.34730762028,0.0,-36.8473076202806,0.0,0.0,0.0,0.0,0.0,0.0,-12782.5
t6675,12456.599999999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12456.6
t6676,12411.3,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12306.3
t6677,12392.599999999999,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12287.6
t6678,12589.0,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12484.0
t6679,13031.399999999998,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12926.4
t6680,13334.400000000001,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13439.400000000001
t6681,14165.400000000001,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14270.400000000001
t6682,14853.699999999997,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14958.699999999999
t6683,15462.06593634819,71.03406365181155,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15533.1
t6684,15757.300000000003,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15757.300000000001
t6685,15892.399999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15892.4
t6686,15954.899999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15954.9
t6687,16012.300000000003,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16012.3
t6688,16169.200000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16169.2
t6689,16514.500000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16514.5
t6690,16932.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16932.2
t6691,17299.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17299.1
t6692,17392.700000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17392.7
t6693,16966.100000000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16966.1
t6694,16249.100000000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16249.1
t6695,15331.400000000005,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15331.400000000001
t6696,14306.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14306.8
t6697,13619.099999999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13619.099999999999
t6698,13183.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13183.3
t6699,13017.8,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12912.8
t6700,12918.2,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12813.2
t6701,13090.069681338846,0.0,-34.26968133884475,0.0,0.0,0.0,0.0,0.0,0.0,-13055.800000000001
t6702,13849.099999999999,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13954.1
t6703,15644.95909107766,56.540908922338296,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15701.5
t6704,17035.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17035.1
t6705,17742.000000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17742.0
t6706,18119.600000000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18119.6
t6707,18328.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18328.2
t6708,18576.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18576.5
t6709,18665.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18665.4
t6710,18810.200000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18810.2
t6711,18846.700000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18846.7
t6712,19001.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19001.8
t6713,19170.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19170.4
t6714,19307.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19307.7
t6715,19414.069681338846,37.330318661157435,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19451.4
t6716,19414.069681338846,7.4303186611559795,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19421.5
t6717,18606.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18606.9
t6718,17526.800000000003,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17526.8
t6719,16183.400000000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16183.4
t6720,14917.099999999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14917.099999999999
t6721,13974.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13974.7
t6722,13381.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13381.0
t6723,13090.069681338846,0.0,-78.06968133884402,0.0,0.0,0.0,0.0,0.0,0.0,-13012.0
t6724,12949.1,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12844.1
t6725,13067.8,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12962.800000000001
t6726,13660.2,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13765.2
t6727,15321.399999999998,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15426.4
t6728,16547.932602841327,33.567397158674154,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16581.5
t6729,16977.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16977.7
t6730,17160.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17160.7
t6731,17160.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17160.3
t6732,17135.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17135.1
t6733,17031.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17031.6
t6734,17016.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17016.9
t6735,16966.899999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16966.899999999998
t6736,16959.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16959.6
t6737,17131.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17131.5
t6738,17304.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17304.1
t6739,17604.100000000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17604.1
t6740,17796.800000000003,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17796.8
t6741,17218.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17218.9
t6742,16353.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16353.8
t6743,15246.900000000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15246.9
t6744,14086.899999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14086.9
t6745,13337.599999999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13337.599999999999
t6746,12954.8,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12849.8
t6747,12691.399999999998,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12586.4
t6748,12596.399999999998,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12491.4
t6749,12758.3,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12653.3
t6750,13283.599999999999,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13388.6
t6751,14767.3,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14872.3
t6752,15893.2,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15998.2
t6753,16555.541401770573,39.958598229428745,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16595.5
t6754,16883.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16883.6
t6755,16995.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16995.9
t6756,17020.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17020.7
t6757,16945.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16945.2
t6758,16918.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16918.6
t6759,16848.400000000005,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16848.4
t6760,16799.800000000003,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16799.8
t6761,16988.899999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16988.899999999998
t6762,17218.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17218.2
t6763,17560.100000000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17560.1
t6764,17755.500000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17755.5
t6765,17255.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17255.9
t6766,16422.600000000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16422.6
t6767,15244.700000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15244.7
t6768,14073.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14073.2
t6769,13288.099999999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13288.1
t6770,12869.2,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12764.2
t6771,12606.3,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12501.3
t6772,12526.3,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12421.3
t6773,12716.5,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12611.5
t6774,13334.099999999999,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13439.1
t6775,15087.2,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15192.2
t6776,16208.900000000001,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16313.9
t6777,16650.34140177057,39.958598229428745,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16690.3
t6778,16692.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16692.8
t6779,16545.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16545.6
t6780,16506.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16506.5
t6781,16433.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16433.6
t6782,16456.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16456.1
t6783,16575.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16575.8
t6784,16758.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16758.5
t6785,17023.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17023.4
t6786,17333.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17333.7
t6787,17701.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17701.2
t6788,17896.100000000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17896.100000000002
t6789,17322.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17322.3
t6790,16437.100000000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16437.1
t6791,15284.500000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15284.5
t6792,14122.899999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14122.9
t6793,13327.099999999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13327.099999999999
t6794,12933.5,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12828.5
t6795,12644.5,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12539.5
t6796,12525.6,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12420.6
t6797,12729.3,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12624.3
t6798,13358.199999999997,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13463.199999999999
t6799,15008.399999999998,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15113.4
t6800,16120.8,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16225.800000000001
t6801,16558.44140177057,39.958598229428745,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16598.399999999998
t6802,16732.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16732.6
t6803,16749.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16749.4
t6804,16746.200000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16746.2
t6805,16721.300000000003,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16721.3
t6806,16767.000000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16767.0
t6807,16720.600000000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16720.6
t6808,16748.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16748.9
t6809,16907.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16907.8
t6810,17117.899999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17117.899999999998
t6811,17347.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17347.1
t6812,17289.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17289.5
t6813,16779.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16779.8
t6814,16066.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16066.2
t6815,15119.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15119.2
t6816,14095.900000000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14095.900000000001
t6817,13273.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13273.8
t6818,12755.9,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12650.9
t6819,12364.65983566975,0.0,-36.85983566975361,0.0,0.0,0.0,0.0,0.0,0.0,-12327.8
t6820,12275.5,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12170.5
t6821,12309.3,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12204.3
t6822,12590.099999999999,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12485.1
t6823,13090.069681338846,18.63031866115307,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13108.699999999999
t6824,13677.3,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13782.3
t6825,14459.5,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14564.5
t6826,15034.099999999999,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15139.1
t6827,15323.72077723216,52.279222767841254,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15376.0
t6828,15390.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15390.0
t6829,15292.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15292.2
t6830,15095.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15095.5
t6831,15041.400000000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15041.400000000001
t6832,15121.599999999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15121.599999999999
t6833,15388.800000000003,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15388.8
t6834,15716.800000000003,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15716.8
t6835,16155.200000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16155.2
t6836,16351.599999999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16351.6
t6837,15985.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15985.0
t6838,15486.699999999997,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15486.699999999999
t6839,14791.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14791.8
t6840,13968.899999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13968.9
t6841,13173.599999999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13173.6
t6842,12767.2,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12662.2
t6843,12448.3,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12343.3
t6844,12258.599999999999,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12153.6
t6845,12146.755058148927,0.0,-37.05505814892843,0.0,0.0,0.0,0.0,0.0,0.0,-12109.699999999999
t6846,12311.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12311.0
t6847,12871.599999999999,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12766.6
t6848,13109.599999999999,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13214.6
t6849,13671.400000000001,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13776.400000000001
t6850,14000.599999999999,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14105.599999999999
t6851,14214.365936348186,71.03406365181155,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14285.4
t6852,14297.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14297.8
t6853,14274.899999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14274.9
t6854,14232.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14232.5
t6855,14304.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14304.3
t6856,14537.099999999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14537.1
t6857,15005.099999999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15005.1
t6858,15508.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15508.3
t6859,16117.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16117.0
t6860,16306.599999999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16306.6
t6861,15942.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15942.3
t6862,15348.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15348.0
t6863,14587.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14587.800000000001
t6864,13755.099999999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13755.1
t6865,13104.899999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13104.9
t6866,12752.2,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12647.2
t6867,12521.3,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12416.3
t6868,12427.599999999999,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12322.6
t6869,12604.399999999998,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12499.4
t6870,13090.069681338846,64.8303186611538,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13154.9
t6871,14253.5,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14358.5
t6872,15335.5,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15440.5
t6873,16081.919904770457,80.0800952295445,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16162.0
t6874,16627.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16627.0
t6875,16736.600000000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16736.600000000002
t6876,16732.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16732.3
t6877,16685.400000000005,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16685.4
t6878,16766.400000000005,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16766.4
t6879,16935.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16935.9
t6880,17167.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17167.6
t6881,17473.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17473.0
t6882,17711.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17711.0
t6883,18040.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18040.2
t6884,18092.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18092.6
t6885,17454.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17454.7
t6886,16546.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16546.0
t6887,15429.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15429.7
t6888,14251.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14251.0
t6889,13357.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13357.0
t6890,12967.0,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12862.0
t6891,12667.7,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12562.7
t6892,12571.0,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12466.0
t6893,12820.899999999998,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12715.9
t6894,13472.399999999998,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13577.4
t6895,15217.8,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15322.8
t6896,16304.7,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16409.7
t6897,16558.841401770573,39.958598229428745,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16598.8
t6898,16570.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16570.0
t6899,16468.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16468.3
t6900,16367.600000000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16367.599999999999
t6901,16262.300000000003,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16262.300000000001
t6902,16264.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16264.300000000001
t6903,16269.000000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16269.0
t6904,16439.500000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16439.5
t6905,16801.600000000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16801.6
t6906,17199.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17199.1
t6907,17705.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17705.5
t6908,17803.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17803.9
t6909,17196.500000000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17196.5
t6910,16401.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16401.7
t6911,15325.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15325.3
t6912,14171.899999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14171.9
t6913,13360.399999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13360.4
t6914,12986.8,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12881.8
t6915,12717.899999999998,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12612.9
t6916,12634.5,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12529.5
t6917,12836.099999999999,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-12731.1
t6918,13469.899999999998,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13574.9
