Resource,Battery_NY_Existing,Battery_NY_New,Hydro_NY,PumpedHydro_NY,Total
t1428,0.0,0.0,8270.419949457148,1361.137816333737,9631.557765790885
t1429,0.0,0.0,7952.237409044054,1400.0,9352.237409044053
t1430,53.044933115191675,0.0,7591.70209274375,1353.6079202727512,8998.354946131692
t1431,149.6237151419456,0.0,7037.954631099377,1590.185521884348,8777.76386812567
t1432,246.16386565588886,0.0,6921.859687413132,1543.7934421570992,8711.81699522612
t1433,342.66540010962655,0.0,6471.889866974989,1539.1762391817463,8353.731506266362
t1434,228.39789916697404,0.0,5918.142405330616,1492.7841594544975,7639.324463952087
t1435,114.17610522469856,0.0,5364.394943686244,1446.3920797272488,6924.963128638191
t1436,0.0,0.0,4810.647482041872,1400.0,6210.647482041872
t1437,0.0,0.0,4370.252538355627,1319.877780305531,5690.130318661158
t1438,0.0,0.0,3355.922398388404,1353.6079202727512,4709.530318661155
t1439,0.0,0.0,2336.1223983884047,1353.6079202727512,3689.730318661156
t1440,0.0,0.0,1509.2223983884069,1353.6079202727512,2862.8303186611583
t1441,0.0,0.0,1720.6223983884047,653.6079202727512,2374.230318661156
t1442,0.0,0.0,2090.6303186611567,0.0,2090.6303186611567
t1443,0.0,0.0,1968.930318661156,0.0,1968.930318661156
t1444,0.0,0.0,1337.5303186611545,746.3920797272488,2083.922398388403
t1445,0.0,0.0,992.3303186611538,1400.0,2392.330318661154
t1446,0.0,0.0,1697.4223983884021,1353.6079202727512,3051.0303186611536
t1447,0.0,0.0,3187.2001786939336,653.6079202727512,3840.808098966685
t1448,0.0,0.0,4511.630318661157,0.0,4511.630318661157
t1449,0.0,0.0,4298.930318661156,700.0,4998.930318661156
t1450,0.0,0.0,4370.252538355627,976.761939760027,5347.014478115654
t1451,0.0,0.0,3856.0303186611545,1446.3920797272488,5302.422398388403
t1452,0.0,0.0,3726.5303186611545,1400.0,5126.5303186611545
t1453,0.0,0.0,3604.8223983884036,1353.6079202727512,4958.430318661155
t1454,0.0,0.0,3350.222398388405,1353.6079202727512,4703.8303186611565
t1455,0.0,0.0,3270.214478115651,1353.6079202727512,4623.822398388403
t1456,0.0,0.0,3556.839898759491,1400.0,4956.839898759491
t1457,0.0,0.0,4502.162118453962,1353.6079202727512,5855.770038726713
t1458,0.0,0.0,4738.400178693934,1400.0,6138.400178693934
t1459,0.0,0.0,4476.822398388404,1353.6079202727512,5830.430318661155
t1460,0.0,0.0,4057.0223983884043,1353.6079202727512,5410.630318661156
t1461,0.0,0.0,4164.022398388404,653.6079202727512,4817.630318661156
t1462,0.0,0.0,3339.430318661156,700.0,4039.430318661156
t1463,0.0,0.0,3175.430318661156,0.0,3175.430318661156
t1464,0.0,0.0,1723.2303186611553,746.3920797272488,2469.622398388404
t1465,0.0,0.0,500.73031866115525,1400.0,1900.7303186611553
t1466,0.0,0.0,883.930318661156,700.0,1583.930318661156
t1467,0.0,0.0,1469.6303186611567,0.0,1469.6303186611567
t1468,0.0,0.0,778.7303186611553,700.0,1478.7303186611553
t1469,0.0,0.0,1097.7223983884069,653.6079202727512,1751.3303186611581
t1470,0.0,0.0,813.7223983884032,1353.6079202727512,2167.3303186611547
t1471,0.0,0.0,1972.5223983884061,653.6079202727512,2626.1303186611576
t1472,0.0,0.0,2484.430318661156,700.0,3184.430318661156
t1473,0.0,0.0,3548.3303186611574,0.0,3548.3303186611574
t1474,0.0,0.0,3733.1303186611567,0.0,3733.1303186611567
t1475,0.0,0.0,3672.0303186611545,0.0,3672.0303186611545
t1476,0.0,0.0,2839.430318661156,700.0,3539.430318661156
t1477,0.0,0.0,2264.622398388403,1353.6079202727512,3618.2303186611543
t1478,0.0,0.0,2546.422398388402,1353.6079202727512,3900.0303186611536
t1479,0.0,0.0,4370.252538355627,763.9088688518377,5134.161407207464
t1480,0.0,0.0,5192.183626901936,1353.6079202727512,6545.791547174687
t1481,17.583138480090586,0.0,5935.901659825582,1353.6079202727515,7307.092718578424
t1482,114.17610522469856,0.0,5597.155560611058,1492.7841594544975,7204.115825290253
t1483,0.0,0.0,5043.408098966685,1446.3920797272488,6489.800178693934
t1484,0.0,0.0,4503.630318661157,1400.0,5903.630318661157
t1485,0.0,0.0,3792.0223983884043,1353.6079202727512,5145.630318661156
t1486,0.0,0.0,3468.2223983884032,653.6079202727512,4121.830318661155
t1487,0.0,0.0,1794.8223983884054,1353.6079202727512,3148.430318661157
t1488,0.0,0.0,1136.5223983884061,1353.6079202727512,2490.1303186611576
t1489,0.0,0.0,749.5223983884061,1353.6079202727512,2103.1303186611576
t1490,0.0,0.0,1188.2223983884032,653.6079202727512,1841.8303186611545
t1491,0.0,0.0,451.22239838840324,1353.6079202727512,1804.8303186611545
t1492,0.0,0.0,3906.0289515810246,1353.6079202727512,5259.636871853776
t1493,0.0,0.0,7547.759091548245,1353.6079202727512,8901.367011820996
t1494,55.600215038984025,0.0,10233.154215168746,1353.6079202727512,11642.36235048048
t1495,152.17797495296844,0.0,10737.776434863215,2007.2158405455025,12897.170250361687
t1496,248.71710376298725,0.0,10879.498654557687,1960.8237608182537,13089.039519138927
t1497,342.66540010962655,0.0,10325.751192913314,1914.431681091005,12582.848274113945
t1498,228.39789916697404,0.0,9772.003731268942,1868.0396013637562,11868.441231799672
t1499,114.17610522469856,0.0,9218.25626962457,1821.6475216365075,11154.079896485775
t1500,0.0,0.0,8664.508807980197,1775.2554419092587,10439.764249889457
t1501,33.8859632014539,0.0,8129.85462893005,1728.86336218201,9892.603954313514
t1502,130.47240881617336,0.0,7627.033018577135,1682.4712824547612,9439.97670984807
t1503,227.02021985264687,0.0,7226.655238271605,1636.0792027275124,9089.754660851764
t1504,323.52941176470586,0.0,7163.828982939843,1589.6871230002637,9077.045517704812
t1505,420.0,0.0,7040.798084241353,1543.295043273015,9004.093127514367
t1506,342.66540010962655,0.0,6487.05062259698,1496.9029635457662,8326.618986252373
t1507,228.39789916697404,0.0,5933.303160952608,1450.5108838185174,7612.211943938099
t1508,114.17610522469856,0.0,5379.5556993082355,1404.1188040912687,6897.850608624202
t1509,0.0,0.0,4825.808237663863,1357.72672436402,6183.534962027883
t1510,0.0,0.0,3916.022398388406,1353.6079202727515,5269.630318661158
t1511,0.0,0.0,3522.522398388406,653.6079202727515,4176.130318661158
t1512,0.0,0.0,2054.3223983884054,1353.6079202727515,3407.930318661157
t1513,0.0,0.0,3421.1862139384875,653.6079202727515,4074.794134211239
t1514,0.0,0.0,5344.616353905709,312.0461936385998,5656.662547544309
t1515,33.8859632014539,0.0,6887.106004902947,1525.654113911351,8446.646082015752
t1516,130.47240881617336,0.0,9040.128224597418,2039.2620341841023,11209.862667597694
t1517,227.02021985264687,0.0,11429.35044429189,1992.8699544568535,13649.24061860139
t1518,323.52941176470586,0.0,12837.772663986358,1946.4778747296048,15107.779950480668
t1519,420.0,0.0,12672.621600470464,1900.085795002356,14992.70739547282
t1520,305.7015652173913,0.0,12118.874138826091,1853.6937152751073,14278.269419318589
t1521,191.44884980869568,0.0,11565.126677181719,1807.3016355478585,13563.877162538272
t1522,77.24183548616352,0.0,11011.379215537347,1760.9095558206097,12849.53060684412
t1523,0.0,0.0,10457.631753892974,1714.517476093361,12172.149229986335
t1524,0.0,0.0,9903.884292248602,1668.1253963661122,11572.009688614715
t1525,96.60000000000001,0.0,9350.13683060423,1621.7333166388635,11068.470147243093
t1526,120.26946683173718,0.0,8796.389368959857,1575.3412369116147,10492.000072703207
t1527,184.68546587674098,0.0,8242.641907315485,1528.949157184366,9956.276530376592
t1528,281.2115916903903,0.0,7688.894445671112,1482.5570774571172,9452.66311481862
t1529,377.6991070537142,0.0,7135.14698402674,1585.568318908995,9098.41440998945
t1530,268.48705781677046,0.0,6581.399522382368,1539.1762391817463,8389.062819380884
t1531,154.24922821103507,0.0,6027.652060737995,1492.7841594544975,7674.685448403528
t1532,40.05709373714196,0.0,5473.904599093623,1446.3920797272488,6960.353772558014
t1533,0.0,0.0,4920.1571374492505,1400.0,6320.1571374492505
t1534,0.0,0.0,4370.252538355627,1353.6079202727512,5723.860458628378
t1535,0.0,0.0,4070.2745841779742,653.6079202727512,4723.882504450726
t1536,0.0,0.0,4402.904724145198,1353.6079202727512,5756.51264441795
t1537,0.0,0.0,6153.334864112421,1353.6079202727512,7506.942784385173
t1538,29.8417744603494,0.0,8202.23621298245,1400.0,9632.0779874428
t1539,126.42983775056527,0.0,10463.05843267692,1353.6079202727512,11943.096190700237
t1540,222.97926581546506,0.0,12052.18065237139,2007.2158405455025,14282.375758732358
t1541,319.4900741091389,0.0,14018.302872065859,1960.8237608182537,16298.61670699325
t1542,415.96227807949526,0.0,14275.925091760328,2614.431681091005,17306.31905093083
t1543,420.0,0.0,13722.177630115955,2568.0396013637564,16710.217231479714
t1544,305.7015652173913,0.0,13168.430168471583,2521.647521636508,15995.77925532548
t1545,191.44884980869568,0.0,12614.68270682721,2475.2554419092594,15281.386998545166
t1546,77.24183548616352,0.0,12060.935245182838,2428.863362182011,14567.040442851012
t1547,0.0,0.0,11507.187783538466,2382.4712824547623,13889.659065993228
t1548,0.0,0.0,10953.440321894093,2336.079202727514,13289.519524621606
t1549,0.0,0.0,10399.692860249721,2289.6871230002653,12689.379983249986
t1550,0.0,0.0,9845.945398605349,2243.2950432730167,12089.240441878366
t1551,0.0,0.0,9292.197936960976,2196.902963545768,11489.100900506744
t1552,0.0,0.0,8738.450475316604,2150.5108838185197,10888.961359135123
t1553,0.0,0.0,8184.703013672231,2104.118804091271,10288.821817763503
t1554,0.0,0.0,7630.955552027858,2057.7267243640226,9688.68227639188
t1555,0.0,0.0,7077.208090383486,2011.3346446367739,9088.542735020259
t1556,0.0,0.0,6523.460628739113,1964.9425649095251,8488.403193648639
t1557,0.0,0.0,5969.713167094741,1918.5504851822764,7888.263652277017
t1558,0.0,0.0,5415.965705450369,1872.1584054550276,7288.124110905396
t1559,0.0,0.0,4862.218243805996,1825.7663257277788,6687.984569533775
t1560,0.0,0.0,5348.4404635004685,1779.37424600053,7127.814709500999
t1561,0.0,0.0,6613.0626831949385,1732.9821662732813,8346.04484946822
t1562,33.8859632014539,0.0,8295.752334192177,1686.5900865460326,10016.228383939662
t1563,130.47240881617336,0.0,10120.574553886647,1640.1980068187838,11891.244969521604
t1564,227.02021985264687,0.0,11972.196773581116,1593.805927091535,13793.022920525298
t1565,323.52941176470586,0.0,13548.518993275586,1547.4138473642863,15419.462252404579
t1566,420.0,0.0,13550.989704971116,2142.27327563598,16113.262980607096
t1567,323.1996660515341,0.0,12997.242243326744,2095.8811959087316,15416.32310528701
t1568,208.93995140250485,0.0,12443.494781682371,2049.4891161814826,14701.923849266359
t1569,94.72594063933516,0.0,11889.747320037999,2003.0970364542338,13987.570297131568
t1570,2.8784378394837873,0.0,11335.999858393627,1956.704956726985,13295.583252960096
t1571,2.877286464347994,0.0,10782.252396749254,1910.3128769997363,12695.44256021334
t1572,2.876135549762255,0.0,10228.504935104882,1863.9207972724876,12095.301867927132
t1573,2.87498509554235,0.0,9674.75747346051,1817.5287175452388,11495.161176101292
t1574,2.8738351015041332,0.0,9121.010011816137,1771.13663781799,10895.02048473563
t1575,2.872685567463532,0.0,8567.262550171765,1724.7445580907413,10294.879793829969
t1576,2.8715364932365466,0.0,8013.515088527392,1678.3524783634925,9694.739103384121
t1577,2.870387878639252,0.0,7459.76762688302,1631.9603986362438,9094.598413397904
t1578,2.8692397234877967,0.0,6906.020165238648,1585.568318908995,8494.457723871132
t1579,0.0,0.0,6352.272703594275,1539.1762391817463,7891.448942776022
t1580,0.0,0.0,5798.525241949903,1492.7841594544975,7291.3094014044
t1581,0.0,0.0,5244.7777803055305,1446.3920797272488,6691.169860032779
t1582,0.0,0.0,4691.030318661158,1400.0,6091.030318661158
t1583,0.0,0.0,3593.714478115655,1353.6079202727512,4947.322398388406
t1584,0.0,0.0,2723.930318661156,1400.0,4123.930318661156
t1585,0.0,0.0,2459.9063406485157,1353.6079202727512,3813.514260921267
t1586,0.0,0.0,4403.844400888493,1400.0,5803.844400888493
t1587,33.8859632014539,0.0,6611.134051885731,1353.6079202727512,7998.627935359937
t1588,130.47240881617336,0.0,8677.072112125708,1400.0,10207.544520941881
t1589,227.02021985264687,0.0,10555.394331820178,1353.6079202727512,12136.022471945576
t1590,323.52941176470586,0.0,11130.571993423906,1631.9603986362438,13086.061803824856
t1591,420.0,0.0,10792.621867236903,1585.568318908995,12798.190186145897
t1592,305.7015652173913,0.0,10238.87440559253,1539.1762391817463,12083.752209991668
t1593,191.44884980869568,0.0,9685.126943948158,1492.7841594544975,11369.359953211351
t1594,77.24183548616352,0.0,9131.379482303786,1446.3920797272488,10655.0133975172
t1595,0.0,0.0,8577.632020659414,1400.0,9977.632020659414
t1596,0.0,0.0,8153.081894472409,1353.6079202727512,9506.68981474516
t1597,33.8859632014539,0.0,7623.720429536003,1447.7669564791468,9105.373349216603
t1598,130.47240881617336,0.0,7069.972967891631,1724.7445580907413,8925.189934798545
t1599,227.02021985264687,0.0,7016.3951875861,1678.3524783634925,8921.76788580224
t1600,323.52941176470586,0.0,6951.917407280572,1631.9603986362438,8907.40721768152
t1601,420.0,0.0,6616.531390910064,1585.568318908995,8622.09970981906
t1602,316.1784664245324,0.0,6062.783929265692,1539.1762391817463,7918.138634871971
t1603,201.92156025535394,0.0,5509.036467621319,1492.7841594544975,7203.7421873311705
t1604,87.71035684864313,0.0,4955.289005976947,1446.3920797272488,6489.391442552838
t1605,0.0,0.0,4401.541544332575,1400.0,5801.541544332575
t1606,0.0,0.0,3543.4253879948446,1353.6079202727512,4897.033308267596
t1607,0.0,0.0,3302.5303186611545,700.0,4002.5303186611545
t1608,0.0,0.0,3313.7303186611553,0.0,3313.7303186611553
t1609,0.0,0.0,2861.1303186611567,0.0,2861.1303186611567
t1610,0.0,0.0,1897.6303186611567,700.0,2597.6303186611567
t1611,0.0,0.0,2469.0303186611545,0.0,2469.0303186611545
t1612,0.0,0.0,2541.7303186611553,0.0,2541.7303186611553
t1613,0.0,0.0,2220.7303186611553,746.3920797272488,2967.122398388404
t1614,0.0,0.0,2053.430318661156,1400.0,3453.430318661156
t1615,0.0,0.0,3258.3303186611574,700.0,3958.3303186611574
t1616,0.0,0.0,4218.330318661154,0.0,4218.330318661154
t1617,0.0,0.0,3509.8303186611574,700.0,4209.830318661157
t1618,0.0,0.0,2850.1065578429025,1353.6079202727512,4203.714478115654
t1619,0.0,0.0,2540.430318661156,1446.3920797272488,3986.8223983884045
t1620,0.0,0.0,2225.3303186611574,1400.0,3625.3303186611574
t1621,0.0,0.0,2649.930318661156,700.0,3349.930318661156
t1622,0.0,0.0,3171.0303186611545,0.0,3171.0303186611545
t1623,0.0,0.0,2549.930318661156,746.3920797272488,3296.3223983884045
t1624,0.0,0.0,2288.930318661156,1400.0,3688.930318661156
t1625,0.0,0.0,3087.722398388405,1353.6079202727512,4441.3303186611565
t1626,0.0,0.0,4021.122398388403,1353.6079202727512,5374.730318661154
t1627,0.0,0.0,4065.622398388403,1353.6079202727512,5419.230318661154
t1628,0.0,0.0,4370.252538355627,745.6777803055302,5115.930318661157
t1629,0.0,0.0,3909.5303186611545,700.0,4609.5303186611545
t1630,0.0,0.0,3881.2303186611553,0.0,3881.2303186611553
t1631,0.0,0.0,3088.0303186611545,0.0,3088.0303186611545
t1632,0.0,0.0,1691.8303186611574,700.0,2391.8303186611574
t1633,0.0,0.0,1884.0303186611545,0.0,1884.0303186611545
t1634,0.0,0.0,0.0,0.0,0.0
t1635,96.60000000000001,0.0,1592.0303186611545,0.0,1688.6303186611544
t1636,96.56136000000001,0.0,799.0303186611545,700.0,1595.5916786611547
t1637,96.522735456,0.0,319.9223983884058,1353.6079202727512,1770.053054117157
t1638,96.48412636181762,0.0,761.4223983884058,1353.6079202727512,2211.5144450229745
t1639,96.44553271127289,0.0,2041.5223983884043,653.6079202727512,2791.5758513724286
t1640,96.40695449818838,0.0,3352.6303186611567,0.0,3449.037273159345
t1641,96.36839171638911,0.0,3506.430318661156,700.0,4302.798710377545
t1642,96.32984435970256,0.0,3484.422398388402,1353.6079202727512,4934.360163020856
t1643,96.29131242195868,0.0,3860.3223983884036,1353.6079202727512,5310.221631083114
t1644,96.2527958969899,0.0,3924.0223983884043,1353.6079202727512,5373.883114558145
t1645,96.2142947786311,0.0,4370.252538355627,765.3777803055309,5231.844613439789
t1646,96.17580906071966,0.0,3748.5826783228467,1250.8476403383092,5095.606127721876
t1647,96.13733873709538,0.0,4370.252538355627,550.8476403383092,5017.237517431031
t1648,96.09888380160054,0.0,4396.722398388407,653.6079202727512,5146.429202462758
t1649,96.0604442480799,0.0,3929.722398388407,1353.6079202727512,5379.390762909238
t1650,96.02202007038068,0.0,4370.252538355627,1349.947640338308,5816.222198764315
t1651,95.98361126235253,0.0,4498.130318661157,1400.0,5994.113929923509
t1652,95.94521781784759,0.0,4240.122398388403,1353.6079202727512,5689.6755364790015
t1653,95.90683973072046,0.0,3565.8223983884036,1353.6079202727512,5015.337158391875
t1654,95.86847699482819,0.0,3306.0223983884043,653.6079202727512,4055.4987956559835
t1655,95.83012960403026,0.0,2222.930318661156,700.0,3018.7604482651864
t1656,95.79179755218865,0.0,2161.8303186611574,0.0,2257.622116213346
t1657,95.75348083316779,0.0,1678.0303186611545,0.0,1773.7837994943222
t1658,95.71517944083452,0.0,1431.930318661156,0.0,1527.6454981019906
t1659,95.67689336905819,0.0,1357.3303186611538,0.0,1453.007212030212
t1660,95.63862261171057,0.0,1609.430318661156,0.0,1705.0689412728666
t1661,95.60036716266589,0.0,2886.8335196105236,0.0,2982.4338867731894
t1662,95.56212701580083,0.0,4743.255739304993,0.0,4838.817866320794
t1663,95.52390216499451,0.0,4903.577958999464,746.3920797272488,5745.493940891706
t1664,95.48569260412852,0.0,4466.400178693934,1400.0,5961.885871298063
t1665,95.44749832708688,0.0,4402.522398388404,1353.6079202727512,5851.577816988242
t1666,95.40931932775605,0.0,4314.022398388404,1353.6079202727512,5763.039637988912
t1667,95.37115560002495,0.0,4370.252538355627,1096.2777803055287,5561.901474261181
t1668,95.33300713778495,0.0,3906.592258421185,1353.6079202727512,5355.533185831721
t1669,95.29487393492984,0.0,4432.322398388405,653.6079202727512,5181.225192596086
t1670,95.25675598535587,0.0,4370.252538355627,653.6079202727512,5119.117214613734
t1671,95.21865328296172,0.0,4468.382678322849,1353.6079202727512,5917.209251878562
t1672,95.18056582164854,0.0,5240.612818290069,1353.6079202727512,6689.401304384469
t1673,95.14249359531989,0.0,5815.142958257289,1053.9380461904534,6964.223498043062
t1674,95.10443659788177,0.0,5525.119064687716,1446.3920797272488,7066.615581012846
t1675,114.17610522469856,0.0,5354.969860032777,1400.0,6869.145965257476
t1676,0.0,0.0,4801.222398388405,1353.6079202727512,6154.8303186611565
t1677,0.0,0.0,4015.3223983884036,1353.6079202727512,5368.930318661155
t1678,0.0,0.0,2789.8223983884036,1353.6079202727512,4143.430318661155
t1679,0.0,0.0,1623.6223983884029,1353.6079202727512,2977.2303186611543
t1680,0.0,0.0,875.8223983884036,1353.6079202727512,2229.430318661155
t1681,0.0,0.0,1086.2303186611553,700.0,1786.2303186611553
t1682,0.0,0.0,1587.6303186611567,0.0,1587.6303186611567
t1683,0.0,0.0,906.422398388404,653.6079202727512,1560.0303186611552
t1684,0.0,0.0,488.42239838840396,1353.6079202727512,1842.0303186611552
t1685,0.0,0.0,3022.7631994977855,746.3920797272488,3769.155279225034
t1686,0.0,0.0,5322.8854191922555,1400.0,6722.8854191922555
t1687,0.0,0.0,6505.707638886726,1353.6079202727512,7859.315559159478
t1688,0.0,0.0,6241.395101982675,1469.7505971440262,7711.145699126701
t1689,0.0,0.0,5860.617321677148,1423.3585174167774,7283.975839093925
t1690,2.425229506101627,0.0,5306.869860032775,1400.0,6709.295089538877
t1691,0.0,0.0,4753.122398388403,1353.6079202727512,6106.730318661154
t1692,0.0,0.0,4362.122398388403,1353.6079202727512,5715.730318661154
t1693,0.0,0.0,4052.222398388405,1353.6079202727512,5405.8303186611565
t1694,0.0,0.0,4370.252538355627,807.937408126656,5178.189946482283
t1695,0.0,0.0,4485.312166176753,1353.6079202727512,5838.920086449504
t1696,0.0,0.0,5292.842306143973,1353.607920272751,6646.450226416724
t1697,35.264745320871484,0.0,5823.4491214699565,1400.0,7258.7138667908275
t1698,131.85063942274314,0.0,5984.5713411644265,1353.6079202727512,7470.029900859921
t1699,228.39789916697404,0.0,5577.21732167715,1446.3920797272488,7252.007300571372
t1700,114.17610522469856,0.0,5023.469860032777,1400.0,6537.645965257476
t1701,0.0,0.0,4469.722398388405,1353.6079202727512,5823.3303186611565
t1702,0.0,0.0,4056.1223983884047,653.6079202727512,4709.730318661156
t1703,0.0,0.0,2124.2223983884032,1353.6079202727512,3477.8303186611547
t1704,0.0,0.0,1968.1223983884047,653.6079202727512,2621.730318661156
t1705,0.0,0.0,838.2223983884032,1353.6079202727512,2191.8303186611547
t1706,0.0,0.0,1324.3223983884054,653.6079202727512,1977.9303186611567
t1707,0.0,0.0,1943.2303186611553,0.0,1943.2303186611553
t1708,0.0,0.0,1547.2585828664887,700.0,2247.2585828664887
t1709,0.0,0.0,4433.880802560959,0.0,4433.880802560959
t1710,0.0,0.0,5698.40302225543,478.930318661156,6177.333340916586
t1711,0.0,0.0,5600.855560611058,1292.2843381484315,6893.139898759489
t1712,0.0,0.0,5047.108098966685,1466.9619397600268,6514.070038726712
t1713,0.0,0.0,4592.430318661156,1420.569860032778,6013.000178693934
t1714,0.0,0.0,4370.252538355627,1374.1777803055293,5744.430318661156
t1715,0.0,0.0,4093.022398388406,1353.6079202727512,5446.630318661158
t1716,0.0,0.0,3785.1223983884047,1353.6079202727512,5138.730318661156
t1717,0.0,0.0,4369.3223983884045,653.6079202727512,5022.930318661156
t1718,0.0,0.0,4370.252538355627,1250.0292552882238,5620.2817936438505
t1719,0.0,0.0,5084.504013338323,1353.6079202727512,6438.111933611074
t1720,0.0,0.0,5710.242073578297,1400.0,7110.242073578297
t1721,0.0,0.0,6079.164293272766,1061.306557842903,7140.47085111567
t1722,0.0,0.0,5525.416831628394,1492.7841594544975,7018.200991082891
t1723,61.1443693359466,0.0,5172.07778030553,1446.3920797272488,6679.614229368725
t1724,0.0,0.0,4618.330318661157,1400.0,6018.330318661157
t1725,0.0,0.0,4370.252538355627,856.7777803055287,5227.030318661155
t1726,0.0,0.0,3428.422398388404,653.6079202727512,4082.0303186611554
t1727,0.0,0.0,1525.3223983884054,1353.6079202727512,2878.930318661157
t1728,0.0,0.0,631.422398388404,1353.6079202727512,1985.0303186611552
t1729,0.0,0.0,812.922398388404,653.6079202727512,1466.5303186611552
t1730,0.0,0.0,462.73031866115525,700.0,1162.7303186611553
t1731,0.0,0.0,1049.2303186611553,0.0,1049.2303186611553
t1732,0.0,0.0,569.6303186611567,700.0,1269.6303186611567
t1733,0.0,0.0,2135.7303186611553,0.0,2135.7303186611553
t1734,0.0,0.0,3162.3303186611574,746.3920797272488,3908.722398388406
t1735,0.0,0.0,3645.0303186611545,1400.0,5045.0303186611545
t1736,0.0,0.0,4370.252538355627,904.9777803055294,5275.230318661156
t1737,0.0,0.0,4370.252538355627,834.1777803055302,5204.430318661157
t1738,0.0,0.0,4296.622398388405,653.6079202727512,4950.230318661156
t1739,0.0,0.0,3259.422398388404,1353.6079202727512,4613.030318661155
t1740,0.0,0.0,2960.922398388404,1353.6079202727512,4314.530318661155
t1741,0.0,0.0,3486.2303186611553,700.0,4186.230318661155
t1742,0.0,0.0,4002.2303186611553,0.0,4002.2303186611553
t1743,0.0,0.0,3350.7303186611553,700.0,4050.7303186611553
t1744,0.0,0.0,4301.0303186611545,0.0,4301.0303186611545
t1745,0.0,0.0,3934.530318661158,700.0,4634.530318661158
t1746,0.0,0.0,3607.3144781156534,1353.6079202727512,4960.922398388405
t1747,0.0,0.0,4040.430318661156,1400.0,5440.430318661156
t1748,0.0,0.0,4370.252538355627,951.761939760027,5322.014478115654
t1749,0.0,0.0,3072.7303186611553,1446.3920797272488,4519.122398388404
t1750,0.0,0.0,1905.6303186611567,1400.0,3305.6303186611567
t1751,0.0,0.0,1433.2303186611553,700.0,2133.2303186611553
t1752,0.0,0.0,1287.930318661156,0.0,1287.930318661156
t1753,0.0,0.0,58.030318661154524,700.0,758.0303186611545
t1754,0.0,0.0,469.63031866115307,0.0,469.63031866115307
t1755,0.0,0.0,361.73031866115525,0.0,361.73031866115525
t1756,0.0,0.0,519.8303186611538,0.0,519.8303186611538
t1757,0.0,0.0,1336.430318661156,0.0,1336.430318661156
t1758,0.0,0.0,2291.830318661154,700.0,2991.830318661154
t1759,0.0,0.0,4263.830318661157,0.0,4263.830318661157
t1760,0.0,0.0,3994.7303186611553,746.3920797272488,4741.122398388404
t1761,0.0,0.0,3475.6303186611567,1400.0,4875.630318661157
t1762,0.0,0.0,3443.3223983884036,1353.6079202727512,4796.930318661155
t1763,0.0,0.0,4013.8223983884036,653.6079202727512,4667.430318661155
t1764,0.0,0.0,3106.622398388403,1353.6079202727512,4460.230318661154
t1765,0.0,0.0,3742.722398388407,653.6079202727512,4396.330318661158
t1766,0.0,0.0,2822.3223983884054,1353.6079202727512,4175.930318661157
t1767,0.0,0.0,2850.9144781156538,1353.6079202727512,4204.522398388405
t1768,0.0,0.0,2914.8303186611574,1400.0,4314.830318661157
t1769,0.0,0.0,3135.222398388405,1353.6079202727512,4488.8303186611565
t1770,0.0,0.0,3937.722398388405,653.6079202727512,4591.3303186611565
t1771,0.0,0.0,4319.622398388405,653.6079202727512,4973.230318661156
t1772,0.0,0.0,3241.8223983884054,1353.6079202727512,4595.430318661157
t1773,0.0,0.0,3362.8223983884054,653.6079202727512,4016.430318661157
t1774,0.0,0.0,3113.2303186611553,0.0,3113.2303186611553
t1775,0.0,0.0,2157.330318661154,0.0,2157.330318661154
t1776,0.0,0.0,640.5303186611545,700.0,1340.5303186611545
t1777,0.0,0.0,782.0303186611545,0.0,782.0303186611545
t1778,0.0,0.0,0.0,459.5303186611545,459.5303186611545
t1779,0.0,0.0,304.0303186611545,0.0,304.0303186611545
t1780,0.0,0.0,0.0,338.5303186611545,338.5303186611545
t1781,0.0,0.0,0.0,684.2303186611553,684.2303186611553
t1782,0.0,0.0,744.0303186611545,700.0,1444.0303186611545
t1783,0.0,0.0,2198.1303186611567,0.0,2198.1303186611567
t1784,0.0,0.0,2205.1303186611567,792.7841594544975,2997.914478115654
t1785,0.0,0.0,1994.930318661156,1446.3920797272488,3441.3223983884045
t1786,0.0,0.0,2297.930318661156,1400.0,3697.930318661156
t1787,0.0,0.0,2378.5223983884043,1353.6079202727512,3732.130318661156
t1788,0.0,0.0,2912.622398388403,653.6079202727512,3566.2303186611543
t1789,0.0,0.0,1958.5223983884043,1353.6079202727512,3312.130318661156
t1790,0.0,0.0,2506.8223983884036,653.6079202727512,3160.430318661155
t1791,0.0,0.0,3088.5303186611545,0.0,3088.5303186611545
t1792,0.0,0.0,2603.8303186611574,700.0,3303.8303186611574
t1793,0.0,0.0,3668.930318661156,0.0,3668.930318661156
t1794,0.0,0.0,3351.6303186611567,746.3920797272488,4098.022398388405
t1795,0.0,0.0,3329.7303186611553,1400.0,4729.730318661155
t1796,0.0,0.0,3428.1144781156563,1353.6079202727512,4781.722398388408
t1797,0.0,0.0,2922.8303186611574,1400.0,4322.830318661157
t1798,0.0,0.0,2278.5223983884043,1353.6079202727512,3632.130318661156
t1799,0.0,0.0,1474.5223983884043,1353.6079202727512,2828.130318661156
t1800,0.0,0.0,1435.1223983884029,653.6079202727512,2088.7303186611543
t1801,0.0,0.0,225.92239838840578,1353.6079202727512,1579.530318661157
t1802,0.0,0.0,650.4223983884058,653.6079202727512,1304.030318661157
