generators,Capacity_MW,Capacity_MWh,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,OperatingRegulationRevenue,OperatingReserveRevenue,Operating_Revenue,Operating_Cost,operating_profit_per_gen,total_inv_costs,diff
NG 2-on-1 Combined Cycle (F-Frame),26335.44283019937,0.0,2.961261962348894e9,0.0,1.3628591664628172e9,0.0,2.0862941664819536e8,4.30675723781228e9,0.0,1.059860914639589e8,0.0,1.0589369783555403e10,865989.39360452,1.7224006471326333e6,1.059195817359614e10,5.984231912387251e9,4.607726261208889e9,2.961261962348894e9,1.646464298859995e9
NG Combustion Turbine (F-Frame),12038.484333502096,0.0,1.2178267416829624e9,0.0,4.7130666165660703e8,0.0,1.397707323380661e7,1.56559332118615e8,0.0,8.783610553356087e6,0.0,2.610972562573203e9,3.119935090425793e6,551181.3024176108,2.614643678966047e9,6.506266775623847e8,1.9640170014036617e9,1.2178267416829624e9,7.461902597206993e8
Land-Based Wind - Class 1 - Technology 1,72559.04191610185,0.0,6.043393926345421e9,0.0,2.3540364265417085e9,0.0,2.1588065117434405e7,0.0,0.0,0.0,0.0,9.260479576796686e9,0.0,0.0,9.260479576796686e9,2.375624491659143e9,6.884855085137545e9,6.043393926345421e9,8.414611587921238e8
Utility PV - Class 1,46470.853640777816,0.0,3.445077885727409e9,0.0,1.1044078799052932e9,0.0,9.869242511561109e6,0.0,0.0,0.0,0.0,4.804422072819201e9,0.0,0.0,4.804422072819201e9,1.1142771224168544e9,3.6901449504023466e9,3.445077885727409e9,2.4506706467493773e8
Utility-Scale Battery Storage - 4Hr,32857.36278357003,131429.45113428013,8.628254058195902e8,0.0,3.956683626397504e8,0.0,0.0,0.0,0.0,0.0,8.340381381493274e8,2.461840868979305e9,8.509639512544446e6,5.2845121676610205e6,2.4756350206595106e9,1.2297065007890778e9,1.2459285198704329e9,8.628254058195902e8,3.8310311405084264e8
