generators,Capacity_MW,Capacity_MWh,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,OperatingRegulationRevenue,OperatingReserveRevenue,Operating_Revenue,Operating_Cost,operating_profit_per_gen,total_inv_costs,diff
NG 2-on-1 Combined Cycle (F-Frame),26335.44283019937,0.0,2.961261962348894e9,0.0,1.3628591664628172e9,0.0,2.1058717201692116e8,4.347171371349057e9,0.0,1.2634766701725021e8,0.0,8.249536885226941e9,1.0610117299383841e6,3.952127002117556e6,8.254550023958997e9,6.0469653768460455e9,2.2075846471129513e9,2.961261962348894e9,-7.536773152359428e8
NG Combustion Turbine (F-Frame),12038.484333502096,0.0,1.2178267416829624e9,0.0,4.7130666165660703e8,0.0,1.5614475264723418e7,1.7490012236002025e8,0.0,1.4937101531490654e7,0.0,1.4905002019486418e9,933979.4376155661,3.4176943186802045e6,1.4948518757049377e9,6.767583608128414e8,8.180935148920966e8,1.2178267416829624e9,-3.997332267908658e8
Land-Based Wind - Class 1 - Technology 1,72559.04191610185,0.0,6.043393926345421e9,0.0,2.3540364265417085e9,0.0,2.0739747288680702e7,0.0,0.0,0.0,0.0,8.350643848424151e9,0.0,0.0,8.350643848424151e9,2.374776173830389e9,5.975867674593761e9,6.043393926345421e9,-6.75262517516594e7
Utility PV - Class 1,46470.853640777816,0.0,3.445077885727409e9,0.0,1.1044078799052932e9,0.0,1.0686117590664573e7,0.0,0.0,0.0,0.0,4.65595315894215e9,0.0,0.0,4.65595315894215e9,1.1150939974959579e9,3.540859161446192e9,3.445077885727409e9,9.57812757187829e7
Utility-Scale Battery Storage - 4Hr,32857.36278357003,131429.45113428013,8.628254058195902e8,0.0,3.956683626397504e8,0.0,0.0,0.0,0.0,0.0,8.387041788529316e8,1.9550783784354632e9,9.853561751532605e6,1.1002646069306564e7,1.9759345862563024e9,1.234372541492682e9,7.415620447636204e8,8.628254058195902e8,-1.2126336105596983e8
