generators,Capacity_MW,Capacity_MWh,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,OperatingRegulationRevenue,OperatingReserveRevenue,Operating_Revenue,Operating_Cost,operating_profit_per_gen,total_inv_costs,diff
NG 2-on-1 Combined Cycle (F-Frame),34646.969550395515,0.0,3.8958430925867934e9,0.0,1.792980674232968e9,0.0,4.7342961173497427e8,4.886526645407001e9,0.0,1.852990418039469e8,0.0,1.13153356015182e10,1.6120361409279348e6,1.5412266150814532e6,1.131848886427421e10,7.338235973178889e9,3.9802528910953207e9,3.8958430925867934e9,8.440979850852728e7
NG Combustion Turbine (F-Frame),12954.406420649335,0.0,1.3104824598053691e9,0.0,5.071650113684214e8,0.0,2.819659829260908e7,1.579172020802782e8,0.0,1.9410421481969196e7,0.0,2.0240655615613585e9,4.108839911569366e6,2.641412798044396e6,2.0308158142709723e9,7.126892332232778e8,1.3181265810476947e9,1.3104824598053691e9,7.644121242325544e6
Land-Based Wind - Class 1 - Technology 1,49965.19343831967,0.0,4.161567443282438e9,0.0,1.621023132430664e9,0.0,1.6668125593518592e7,0.0,0.0,0.0,0.0,5.70679638615194e9,0.0,0.0,5.70679638615194e9,1.6376912580241826e9,4.069105128127758e9,4.161567443282438e9,-9.246231515467978e7
Utility PV - Class 1,25930.402201271445,0.0,1.9223286897667234e9,0.0,6.162516561793551e8,0.0,6.14267452745955e6,0.0,0.0,0.0,0.0,2.5977794127139235e9,0.0,0.0,2.5977794127139235e9,6.223943307068146e8,1.9753850820071087e9,1.9223286897667234e9,5.3056392240385294e7
Utility-Scale Battery Storage - 2Hr,13039.450125359252,26078.900250718503,2.1031838414293978e8,0.0,9.330238397014536e7,0.0,0.0,0.0,0.0,0.0,2.761272833215744e8,6.255821861246667e8,1.0556052365572143e7,1.1366773147580884e7,6.475050116378196e8,3.6942966729171973e8,2.780753443460999e8,2.1031838414293978e8,6.775696020316014e7
