generators,Capacity_MW,Capacity_MWh,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,OperatingRegulationRevenue,OperatingReserveRevenue,Operating_Revenue,Operating_Cost,operating_profit_per_gen,total_inv_costs,diff
NG 2-on-1 Combined Cycle (F-Frame),26102.85152586648,0.0,2.935108470769695e9,0.0,1.3508225664635904e9,0.0,2.089152007682672e8,4.312656707059482e9,0.0,1.1563152958060518e8,0.0,8.491244764635363e9,833900.2166106203,2.1211154012650503e6,8.494199780253239e9,5.988026003871945e9,2.5061737763812943e9,2.935108470769695e9,-4.2893469438840055e8
NG Combustion Turbine (F-Frame),12107.400745755827,0.0,1.2247984041828566e9,0.0,4.740047391963406e8,0.0,1.476148063658089e7,1.653455992457139e8,0.0,9.463448899520257e6,0.0,1.6850636619376202e9,1.2521550108092532e6,1.809524690696872e6,1.6881253416391263e9,6.635752679781556e8,1.0245500736609707e9,1.2247984041828566e9,-2.0024833052188587e8
Land-Based Wind - Class 1 - Technology 1,70503.69940354042,0.0,5.872205827261428e9,0.0,2.287354852256538e9,0.0,2.1150944849135105e7,0.0,0.0,0.0,0.0,7.968422852690729e9,0.0,0.0,7.968422852690729e9,2.308505797105673e9,5.659917055585056e9,5.872205827261428e9,-2.1228877167637157e8
Utility PV - Class 1,48438.16619697531,0.0,3.5909229574375315e9,0.0,1.1511622499906015e9,0.0,1.032380939434454e7,0.0,0.0,0.0,0.0,4.709780710094286e9,0.0,0.0,4.709780710094286e9,1.161486059384946e9,3.54829465070934e9,3.5909229574375315e9,-4.2628306728191376e7
Utility-Scale Battery Storage - 6Hr,23528.685431880167,141172.112591281,8.562103966293145e8,0.0,3.983078800555215e8,0.0,0.0,0.0,0.0,0.0,8.325002981397175e8,1.9272214402044976e9,5.284129132186603e6,2.9382264476996185e6,1.9354437957843838e9,1.230808178195239e9,7.046356175891447e8,8.562103966293145e8,-1.5157477904016984e8
