generators,Capacity_MW,Capacity_MWh,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,OperatingRegulationRevenue,OperatingReserveRevenue,Operating_Revenue,Operating_Cost,operating_profit_per_gen,total_inv_costs,diff
NG 2-on-1 Combined Cycle (F-Frame),24749.554022344666,0.0,2.7829383156384726e9,0.0,1.2807894206563365e9,0.0,1.1925916154407558e8,4.923756825927034e9,0.0,2.0932397624114728e8,0.0,8.65738945596224e9,1.665260531267794e6,1.2834575946254997e7,8.671889292439762e9,6.533129384368594e9,2.1387599080711682e9,2.7829383156384726e9,-6.441784075673044e8
NG Combustion Turbine (F-Frame),8188.3532589710185,0.0,8.283431113807666e8,0.0,3.205740300887154e8,0.0,6.41226232552562e6,1.4364945940549287e8,0.0,1.036506332585475e7,0.0,1.1111685013996413e9,3.324201620261249e6,779587.8632130567,1.1152722908831155e9,4.8100081514558864e8,6.342714757375269e8,8.283431113807666e8,-1.9407163564323974e8
Land-Based Wind - Class 1 - Technology 1,79198.09375260018,0.0,6.596356100126312e9,0.0,2.5694274990821457e9,0.0,2.0736587139022797e7,0.0,0.0,0.0,0.0,1.1229808321723291e10,0.0,0.0,1.1229808321723291e10,2.5901640862211685e9,8.639644235502123e9,6.596356100126312e9,2.0432881353758106e9
Utility PV - Class 1,68234.30987168133,0.0,5.058493519484791e9,0.0,1.6216295505288043e9,0.0,1.3679175644605868e7,0.0,0.0,0.0,0.0,7.341494089114233e9,0.0,0.0,7.341494089114233e9,1.6353087261734102e9,5.706185362940823e9,5.058493519484791e9,6.476918434560318e8
Utility-Scale Battery Storage - 4Hr,50674.644446826016,202698.57778730406,1.3307023740036585e9,0.0,6.10224068428679e8,0.0,0.0,0.0,0.0,0.0,1.424573053062721e9,3.6056961149570465e9,1.3028300640356088e7,1.6881727408199325e7,3.635606143005602e9,2.0347971214914e9,1.6008090215142016e9,1.3307023740036585e9,2.701066475105431e8
