Region,Resource,Zone,Cluster,AnnualSum
MA,MA_natural_gas_combined_cycle,1,1,2.917579216683841e9
CT,CT_natural_gas_combined_cycle,2,1,8.954110191132333e8
ME,ME_natural_gas_combined_cycle,3,1,2.3394126862029597e8
MA,MA_solar_pv,1,1,1.757466508779681e9
CT,CT_onshore_wind,2,1,2.1102473992009795e9
CT,CT_solar_pv,2,1,1.7421211131082888e9
ME,ME_onshore_wind,3,1,1.5024753259948883e9
MA,MA_battery,1,0,4.973246257053172e8
CT,CT_battery,2,0,1.4980585111253963e9
ME,ME_battery,3,0,2.3692569120774508e8
