BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3
t446,11918.548099613885,0.0,-2194.6099131499996,0.0,0.0,0.0,0.0,6.899918927566695,-38.83810539145366,-9692.0,11029.304144875467,0.0,-5811.636916465639,0.0,0.0,0.0,0.0,-2434.6867989627845,-14.980429447043898,-2768.0,0.0,365.8989031928315,-1448.8281072836398,0.0,0.0,0.0,0.0,2427.786880035218,-23.85767594440976,-1321.0
t447,11283.522722618729,0.0,-2194.6099131499996,0.0,0.0,0.0,0.0,545.5562318180554,-31.469041286785842,-9603.0,10873.608139187332,0.0,-5811.636916465639,0.0,0.0,0.0,0.0,-2304.7900374615806,-14.181185260113054,-2743.0,0.0,690.8905304298092,-1123.836480046662,0.0,0.0,0.0,0.0,1759.2338056435253,-17.287856026672788,-1309.0
t448,8789.021441177647,759.8766734353086,-1434.7332397146909,0.0,0.0,0.0,0.0,1382.340553868935,-8.505428767200417,-9488.0,8280.348861650584,816.0670187255947,-4995.569897740043,0.0,0.0,0.0,0.0,-1382.340553868935,-8.505428767200417,-2710.0,0.0,1553.8635052382356,-260.8635052382355,0.0,0.0,0.0,0.0,-0.0,-0.0,-1293.0
t449,5669.628166416864,1006.0213553347919,-1188.5885578152077,0.0,0.0,0.0,0.0,3962.318861086831,-24.37982502328009,-9425.0,5656.954873335489,3416.190364620131,-2395.4465518455077,0.0,0.0,0.0,0.0,-3962.318861086831,-24.37982502328009,-2691.0,0.0,1549.8635052382356,-264.8635052382355,0.0,0.0,0.0,0.0,-0.0,-0.0,-1285.0
t450,2055.387988838047,1006.0213553347919,-1188.5885578152077,0.0,0.0,0.0,0.0,7500.206540045596,-52.027326403227754,-9321.0,10585.973491163273,1911.982822226183,-3899.6540942394554,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-2662.0,4701.658657775294,0.0,-1814.7270104764712,0.0,0.0,0.0,0.0,-1600.2065400455954,-15.72510725322775,-1271.0
t451,0.0,1006.0213553347919,-1188.5885578152077,0.0,0.0,0.0,0.0,9390.167025997112,-70.59982351669613,-9137.0,8933.228695147232,2712.355220234204,-3099.2816962314346,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-2610.0,4781.627010963917,901.7823149381807,-912.9446955382906,0.0,0.0,0.0,0.0,-3490.1670259971115,-34.29760436669613,-1246.0
t452,0.0,2194.6099131499996,-0.0,0.0,0.0,0.0,0.0,7375.188874214962,-50.798787364961555,-9519.0,6952.598318008034,3757.1704088038023,-2054.4665076618357,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-2719.0,4602.412452906395,0.0,-1814.7270104764712,0.0,0.0,0.0,0.0,-1475.188874214962,-14.496568214961552,-1298.0
t453,0.0,856.6099131499993,-1338.0,0.0,0.0,0.0,0.0,9900.0,-75.60991315,-9343.0,4910.080161014097,4753.429487300771,-1058.207429164867,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-2669.0,3498.580683523529,1814.7270104764712,-0.0,0.0,0.0,0.0,0.0,-4000.0,-39.307694,-1274.0
t454,0.0,2194.6099131499996,-0.0,0.0,0.0,0.0,0.0,6652.082967790128,-43.69288094012655,-8803.0,5928.81948598629,4166.559824814674,-1645.077091650964,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-2514.0,3774.200640056725,0.0,-1814.7270104764712,0.0,0.0,0.0,0.0,-752.0829677901277,-7.390661790126547,-1200.0
t455,0.0,2194.6099131499996,-0.0,0.0,0.0,0.0,0.0,5914.838119060896,-36.44803221089532,-8073.0,6881.5001903048305,3585.719472655405,-2225.917443810234,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-2305.0,0.0,1464.8554712991313,-349.8715391773399,0.0,0.0,0.0,0.0,-14.838119060895915,-0.14581306089531598,-1100.0
t456,0.0,1694.0218211339677,-500.58809201603174,0.0,0.0,0.0,0.0,6146.288750744541,-38.72247986247718,-7301.0,6725.534462613526,3553.702336501057,-2257.934579964582,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-2085.0,3058.436021933489,0.0,-1814.7270104764712,0.0,0.0,0.0,0.0,-246.28875074454095,-2.420260712477172,-995.0
t457,0.0,1523.4560661499995,-671.1538469999998,0.0,0.0,0.0,0.0,5900.0,-36.30221915,-6716.0,2042.665302684362,5811.636916465639,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-1918.0,0.0,1364.8635052382356,-449.8635052382356,0.0,0.0,0.0,0.0,-0.0,-0.0,-915.0
t458,0.0,1340.9560661499995,-853.6538469999999,0.0,0.0,0.0,0.0,5900.0,-36.30221915,-6351.0,13560.93913561564,0.0,-5811.636916465639,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-1813.0,0.0,1340.3635052382356,-474.3635052382357,0.0,0.0,0.0,0.0,-0.0,-0.0,-866.0
t459,0.0,1236.9560661499995,-957.653847,0.0,0.0,0.0,0.0,5900.0,-36.30221915,-6143.0,13501.93913561564,0.0,-5811.636916465639,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-1754.0,0.0,1326.3635052382356,-488.3635052382357,0.0,0.0,0.0,0.0,-0.0,-0.0,-838.0
t460,0.0,171.7150565113519,-2022.8948566386475,0.0,0.0,0.0,0.0,7940.5341926879755,-56.35439256067899,-6033.0,1847.6653026843617,5811.636916465639,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-1723.0,3732.1233972875298,483.0949896437975,-1331.6320208326738,0.0,0.0,0.0,0.0,-2040.5341926879746,-20.052173410678982,-823.0
t461,0.0,1186.9560661499995,-1007.6538469999998,0.0,0.0,0.0,0.0,5900.0,-36.30221915,-6043.0,10889.295753159107,1292.3216912282664,-4519.315225237373,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-1726.0,2637.727010476471,0.0,-1814.7270104764712,0.0,0.0,0.0,0.0,-0.0,-0.0,-823.0
t462,0.0,1288.4560661499997,-906.1538469999997,0.0,0.0,0.0,0.0,5900.0,-36.30221915,-6246.0,1907.6653026843621,5811.636916465639,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-1783.0,2129.34786859698,268.1895709397457,-1546.5374395367255,0.0,0.0,0.0,0.0,-0.0,-0.0,-851.0
t463,0.0,1495.4560661499995,-699.1538469999998,0.0,0.0,0.0,0.0,5900.0,-36.30221915,-6660.0,8559.307469600362,2545.3158330076385,-3266.321083458,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-1902.0,1397.7853925192774,662.4708089785969,-1152.2562014978744,0.0,0.0,0.0,0.0,-0.0,-0.0,-908.0
t464,2839.036326406538,591.7638161008,-1602.8460970491997,0.0,0.0,0.0,0.0,5362.0381382001,-32.99218365823695,-7157.0,4914.287337329325,4168.189950497325,-1643.4469659683134,0.0,0.0,0.0,0.0,-5362.0381382001,-32.99218365823695,-2044.0,461.6935533564982,1164.0167285599864,-650.7102819164847,0.0,0.0,0.0,0.0,-0.0,-0.0,-975.0
t465,5531.138589518984,0.0,-2194.6099131499996,0.0,0.0,0.0,0.0,4529.339983407713,-27.868659776699012,-7838.0,6634.65882303301,2986.59336830852,-2825.0435481571185,0.0,0.0,0.0,0.0,-4529.339983407713,-27.868659776699012,-2239.0,1015.0418416549867,934.3425844107422,-880.384426065729,0.0,0.0,0.0,0.0,-0.0,-0.0,-1069.0
t466,7937.817212439458,0.0,-2194.6099131499996,0.0,0.0,0.0,0.0,2597.7766084636246,-15.983907753083091,-8325.0,10803.397432682345,0.0,-5811.636916465639,0.0,0.0,0.0,0.0,-2597.7766084636246,-15.983907753083091,-2378.0,2044.2444991134541,452.74125568150845,-1361.9857547949628,0.0,0.0,0.0,0.0,-0.0,-0.0,-1135.0
t467,7201.457998689755,1645.3330264198503,-549.2768867301493,0.0,0.0,0.0,0.0,242.98090331570017,-1.4950416951578829,-8539.0,7622.407676323313,436.3525925765903,-5375.284323889047,0.0,0.0,0.0,0.0,-242.98090331570017,-1.4950416951578829,-2439.0,1558.4268774422947,710.1500665170881,-1104.576943959383,0.0,0.0,0.0,0.0,-0.0,-0.0,-1164.0
t468,7530.792968142031,0.0,-2194.6099131499996,0.0,0.0,0.0,0.0,3262.8932613190636,-20.076316311095404,-8579.0,7766.384627819867,1889.1109331379657,-3922.5259833276727,0.0,0.0,0.0,0.0,-3262.8932613190636,-20.076316311095404,-2450.0,1817.7641936187958,583.4814084288375,-1231.2456020476336,0.0,0.0,0.0,0.0,-0.0,-0.0,-1170.0
t469,8164.129447857946,403.7090422274603,-1790.900870922539,0.0,0.0,0.0,0.0,1716.6246322947354,-10.562251457601976,-8483.0,9961.823800217975,0.0,-5811.636916465639,0.0,0.0,0.0,0.0,-1716.6246322947354,-10.562251457601976,-2423.0,719.4897739973221,1125.6186182395745,-689.1083922368967,0.0,0.0,0.0,0.0,-0.0,-0.0,-1156.0
t470,10645.119551065087,0.0,-2194.6099131499996,0.0,0.0,0.0,0.0,-103.82277259534823,-33.686865319738224,-8313.0,10242.453363440816,0.0,-5811.636916465639,0.0,0.0,0.0,0.0,-2044.2384146154789,-12.57803235969825,-2374.0,732.3933561053923,44.190650060145884,-1770.5363604163254,0.0,0.0,0.0,0.0,2148.061187210827,-21.108832960039976,-1133.0
t471,6623.855129188842,101.20829480241156,-2093.401618347588,0.0,0.0,0.0,0.0,3576.080293583252,-32.74209922691725,-8175.000000000001,7091.701936504624,2664.086593423157,-3147.550323042482,0.0,0.0,0.0,0.0,-4248.099993843331,-26.13821304196852,-2334.0,600.5493445087011,831.88092594632,-982.8460845301512,0.0,0.0,0.0,0.0,672.0197002600787,-6.603886184948724,-1115.0
t472,5958.429601167321,1006.0213553347919,-1188.5885578152077,0.0,0.0,0.0,0.0,2352.8576246662224,-19.72002335312839,-8109.0,5496.923111719408,2664.086593423157,-3147.550323042482,0.0,0.0,0.0,0.0,-2680.9636313747706,-16.495750725313005,-2316.0,932.0834245030985,831.88092594632,-982.8460845301512,0.0,0.0,0.0,0.0,328.1060067085479,-3.224272627815387,-1106.0
t473,3702.062836099424,0.0,-0.0,0.0,0.0,0.0,0.0,4491.795894962834,-27.85873106225657,-8166.0,6941.6608516598735,830.8101671318286,-981.5810103164326,0.0,0.0,0.0,0.0,-4431.622595820428,-27.267412654841532,-2332.0,1173.764617549821,0.0,-0.0,0.0,0.0,0.0,0.0,-60.173299142405796,-0.5913184074150374,-1113.0
t474,1689.3298653774746,35.690799229780424,-0.0,0.0,0.0,0.0,0.0,6692.065117863002,-44.0857824702582,-8373.0,5073.549873483874,3253.7523456661283,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-2391.0,1940.8486811832602,0.0,-0.0,0.0,0.0,0.0,0.0,-792.0651178630019,-7.783563320258203,-1141.0
t475,441.37254963831845,2194.6099131499996,-0.0,0.0,0.0,0.0,0.0,5991.1026501187835,-44.08511290710167,-8583.0,6501.073419665567,0.0,-0.0,0.0,0.0,0.0,0.0,-4025.306039665945,-24.767379999622325,-2451.0,2910.6002267981808,244.51411656213673,-0.0,0.0,0.0,0.0,0.0,-1965.7966104528384,-19.317732907479343,-1170.0
t476,441.37254963831845,534.1786587814993,-0.0,0.0,0.0,0.0,0.0,8006.450943003582,-57.002151423399056,-8925.0,8123.78682458537,361.5153945646301,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-2549.0,3056.4928086304417,286.6580666465387,-0.0,0.0,0.0,0.0,0.0,-2106.4509430035814,-20.699932273399053,-1216.0
t477,441.37254963831845,2194.6099131499996,-0.0,0.0,0.0,0.0,0.0,6169.102491566137,-44.084954354455405,-8761.0,4343.545601207202,2687.599834340136,-0.0,0.0,0.0,0.0,0.0,-4501.448390468828,-27.697045078510875,-2502.0,2879.0420103732545,0.0,-0.0,0.0,0.0,0.0,0.0,-1667.6541010973099,-16.38790927594453,-1195.0
t478,441.37254963831845,0.0,-0.0,0.0,0.0,0.0,0.0,7935.147787986619,-63.52033762493694,-8313.0,4550.5723758522245,1782.7880557593298,-0.0,0.0,0.0,0.0,0.0,-3935.147787986619,-24.212643624936945,-2374.0,3632.9002639975943,1539.4074300024054,-0.0,0.0,0.0,0.0,0.0,-4000.0,-39.307694,-1133.0
t479,441.37254963831845,0.0,-0.0,0.0,0.0,0.0,0.0,7322.238897721398,-54.61144735971666,-7709.0,4609.532005665381,2342.1480040934794,-0.0,0.0,0.0,0.0,0.0,-4720.634331449152,-29.045678309708617,-2202.0,3678.170335322254,0.0,-0.0,0.0,0.0,0.0,0.0,-2601.604566272246,-25.56576905000804,-1051.0
t480,441.37254963831845,1457.8877392456816,-0.0,0.0,0.0,0.0,0.0,5224.346001007383,-36.60628989138412,-7087.0,5183.999426016409,873.7281509912465,-0.0,0.0,0.0,0.0,0.0,-4010.054041310875,-24.67353569678145,-2023.0000000000002,2192.2247138911116,0.0,-0.0,0.0,0.0,0.0,0.0,-1214.2919596965087,-11.932754194602673,-966.0
t481,441.37254963831845,0.0,-0.0,0.0,0.0,0.0,0.0,6172.313654575669,-42.68620421398776,-6571.0,6679.648453645431,118.19665294690931,-0.0,0.0,0.0,0.0,0.0,-4890.752703802192,-30.092402790149528,-1877.0,2190.154752197316,0.0,-0.0,0.0,0.0,0.0,0.0,-1281.5609507734778,-12.593801423838231,-896.0
t482,206.56235323073304,0.0,-0.0,0.0,0.0,0.0,0.0,6068.63983793665,-44.202191167383575,-6231.0,7053.7370024674165,0.0,-1048.0602280287249,0.0,0.0,0.0,0.0,-4200.829413425482,-25.8473610132098,-1779.0,2735.165254665342,0.0,-0.0,0.0,0.0,0.0,0.0,-1867.810424511168,-18.354830154173776,-849.0
t483,206.56235323073304,0.0,-0.0,0.0,0.0,0.0,0.0,5895.345587125491,-42.9079403562245,-6059.0,6807.779633607009,0.0,-963.0279173340407,0.0,0.0,0.0,0.0,-4089.5888096288095,-25.16290664415808,-1730.0,2649.501811208748,0.0,-0.0,0.0,0.0,0.0,0.0,-1805.756777496682,-17.745033712066416,-826.0
t484,206.56235323073304,0.0,-0.0,0.0,0.0,0.0,0.0,5809.439170924662,-41.001524155396275,-5975.0,6138.557917319746,0.0,-26.909434074253983,0.0,0.0,0.0,0.0,-4378.7066580431465,-26.941825202346852,-1706.0,2258.792211834565,0.0,-0.0,0.0,0.0,0.0,0.0,-1430.732512881516,-14.059698953049423,-814.0
t485,441.37254963831845,0.0,-0.0,0.0,0.0,0.0,0.0,5586.80477146608,-39.17732110439761,-5989.0,5780.604925905835,236.4668250462795,-0.0,0.0,0.0,0.0,0.0,-4279.738866505227,-26.33288444688904,-1711.0,2136.9103416183616,0.0,-0.0,0.0,0.0,0.0,0.0,-1307.065904960853,-12.844436657508574,-817.0
t486,441.37254963831845,0.0,-0.0,0.0,0.0,0.0,0.0,5723.730221077069,-39.1027707153864,-6126.0,3941.571396928644,2502.4067670286645,-0.0,0.0,0.0,0.0,0.0,-4666.267003386235,-28.711160571074725,-1749.0,1902.8548278351457,0.0,-0.0,0.0,0.0,0.0,0.0,-1057.4632176908337,-10.391610144311672,-835.0
t487,441.37254963831845,0.0,-0.0,0.0,0.0,0.0,0.0,6044.665593399871,-39.03814303818884,-6447.0,3020.4294134375837,4396.9405281279605,-0.0,0.0,0.0,0.0,0.0,-5542.268813252511,-34.10112831303442,-1841.0,1385.3337948725145,0.0,-0.0,0.0,0.0,0.0,0.0,-502.39678014736023,-4.937014725154428,-878.0
t488,1257.109935512416,0.0,-0.0,0.0,0.0,0.0,0.0,5664.040903200659,-40.15083871307481,-6881.0,2311.0563567279974,3901.2664269021593,-0.0,0.0,0.0,0.0,0.0,-4221.349166250177,-25.97361737998029,-1965.0,2394.868958283577,0.0,-0.0,0.0,0.0,0.0,0.0,-1442.6917369504824,-14.177221333094515,-938.0
t489,2770.3618977136402,0.0,-0.0,0.0,0.0,0.0,0.0,4831.23088092602,-33.592778639661084,-7568.0,4646.143083313716,1316.9151082482765,-0.0,0.0,0.0,0.0,0.0,-3778.8074970057282,-23.25069455626524,-2161.0,2093.765468003688,0.0,-0.0,0.0,0.0,0.0,0.0,-1052.4233839202923,-10.342084083395843,-1031.0
t490,4055.559252624249,0.0,-0.0,0.0,0.0,0.0,0.0,4133.283001230721,-28.842253854970462,-8160.0,5554.724479202784,0.0,-0.0,0.0,0.0,0.0,0.0,-3205.004348653374,-19.720130549409795,-2330.0,2049.4007758829075,0.0,-0.0,0.0,0.0,0.0,0.0,-928.278652577347,-9.122123305560667,-1112.0
t491,4666.940067710012,0.0,-0.0,0.0,0.0,0.0,0.0,3892.2898707430936,-29.229938453105877,-8530.0,5408.245424163483,0.0,-502.24569856190635,0.0,0.0,0.0,0.0,-2454.8949570050636,-15.104768596513159,-2436.0,2614.5200835946225,0.0,-0.0,0.0,0.0,0.0,0.0,-1437.3949137380298,-14.125169856592718,-1163.0
t492,5237.787348093956,0.0,-0.0,0.0,0.0,0.0,0.0,3537.6089804954104,-27.396328589367453,-8748.0,6113.67910878704,0.0,-1598.0401113112196,0.0,0.0,0.0,0.0,-2005.300546644313,-12.338450831507906,-2498.0,2739.366311608957,0.0,-0.0,0.0,0.0,0.0,0.0,-1532.3084338510973,-15.057877757859545,-1192.0
t493,6063.658117643508,0.0,-0.0,0.0,0.0,0.0,0.0,2781.2012067627525,-22.859324406261628,-8822.0,7248.514707711612,0.0,-3505.009351328165,0.0,0.0,0.0,0.0,-1217.0171490522262,-7.4882073312207,-2519.0,2781.5551747855675,0.0,-0.0,0.0,0.0,0.0,0.0,-1564.1840577105263,-15.371117075040928,-1202.0
t494,6360.904038790177,0.0,-0.0,0.0,0.0,0.0,0.0,2393.7704554654465,-20.67449425562524,-8734.0,7652.997758859069,0.0,-4378.804491191617,0.0,0.0,0.0,0.0,-775.4221583241888,-4.771109343262831,-2494.0,2825.2516820536202,0.0,-0.0,0.0,0.0,0.0,0.0,-1618.348297141258,-15.90338491236241,-1191.0
t495,6058.591425805781,0.0,-0.0,0.0,0.0,0.0,0.0,2600.928964896296,-23.520390702078178,-8636.0,7743.934992650753,0.0,-4719.611457045457,0.0,0.0,0.0,0.0,-554.9092243728311,-3.4143112324642435,-2466.0,3243.125819993079,0.0,-0.0,0.0,0.0,0.0,0.0,-2046.019740523465,-20.106079469613938,-1177.0
t496,5678.589537976232,0.0,-0.0,0.0,0.0,0.0,0.0,2912.6969759716862,-22.286513947918277,-8569.0,6766.634805591351,0.0,-2584.383118351266,0.0,0.0,0.0,0.0,-1724.6401171573855,-10.611570082699844,-2447.0,2367.7318026795188,0.0,-0.0,0.0,0.0,0.0,0.0,-1188.0568588143005,-11.674943865218431,-1168.0
t497,3795.4690716209134,0.0,-0.0,0.0,0.0,0.0,0.0,4930.258553768645,-35.72762538955892,-8690.0,5965.915650206226,0.0,-0.0,0.0,0.0,0.0,0.0,-3462.610490063619,-21.30516014260651,-2482.0,2667.070528951978,0.0,-0.0,0.0,0.0,0.0,0.0,-1467.6480637050256,-14.422465246952413,-1185.0
t498,1578.0004185684793,0.0,-0.0,0.0,0.0,0.0,0.0,7406.569133492652,-51.56955206113202,-8933.0,3419.925719027452,4940.746744022704,-0.0,0.0,0.0,0.0,0.0,-5774.1446217851,-35.52784126505704,-2551.0,2866.4662225036277,0.0,-0.0,0.0,0.0,0.0,0.0,-1632.4245117075527,-16.041710796074973,-1218.0
t499,441.37254963831845,2194.6099131499996,-0.0,0.0,0.0,0.0,0.0,6551.4427884387105,-52.42525122702864,-9135.0,2151.665255099479,3731.373758907262,-0.0,0.0,0.0,0.0,0.0,-3254.017310696437,-20.021703310304357,-2609.0,2761.1020151825264,1814.7270104764712,-0.0,0.0,0.0,0.0,0.0,-3297.4254777422734,-32.40354791672428,-1246.0
t500,441.37254963831845,1777.4645421930352,-0.0,0.0,0.0,0.0,0.0,7347.45678828747,-51.29388011882206,-9515.0,2631.4486845341125,5811.636916465639,-0.0,0.0,0.0,0.0,0.0,-5691.068917770826,-35.01668322892709,-2717.0,2970.6650674065386,0.0,-0.0,0.0,0.0,0.0,0.0,-1656.3878705166437,-16.277196889894963,-1298.0
t501,441.37254963831845,0.0,-0.0,0.0,0.0,0.0,0.0,8946.871038117628,-66.24358775594752,-9322.0,4896.949343426865,3701.3528757231375,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-2662.0,3274.2191671142373,1073.593239609338,-0.0,0.0,0.0,0.0,0.0,-3046.871038117628,-29.941368605947513,-1271.0
t502,441.37254963831845,0.0,-0.0,0.0,0.0,0.0,0.0,8291.430069863834,-59.80261950215154,-8673.0,8413.30221915,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-2477.0,3046.107978176731,550.822492039253,-0.0,0.0,0.0,0.0,0.0,-2391.430069863833,-23.50040035215154,-1182.0
t503,158.89411786979463,0.0,-0.0,0.0,0.0,0.0,0.0,7790.410867881371,-59.30498575116572,-7890.0,6978.252841425179,0.0,-0.0,0.0,0.0,0.0,0.0,-4695.362657664626,-28.89018376055384,-2254.0,4200.463012207357,0.0,-0.0,0.0,0.0,0.0,0.0,-3095.0482102167457,-30.41480199061188,-1075.0
t504,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,7223.139408092129,-59.1394080921291,-7164.0,10546.698641015802,0.0,-5257.727518831547,0.0,0.0,0.0,0.0,-3223.1394080921286,-19.831714092129108,-2045.9999999999998,5093.798275196942,0.0,-77.49058119694219,0.0,0.0,0.0,0.0,-4000.0,-39.307694,-977.0
t505,0.0,1253.5741116510421,-941.0358014989572,0.0,0.0,0.0,0.0,6354.227568565802,-40.76587871788714,-6626.0,2017.6653026843617,5811.636916465639,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-1893.0,2471.2042895978784,352.60697450614134,-1462.1200359703298,0.0,0.0,0.0,0.0,-454.2275685658022,-4.4636595678871425,-903.0
t506,0.0,1361.4560661499997,-833.1538469999997,0.0,0.0,0.0,0.0,5900.0,-36.30221915,-6392.0,10051.528448951689,1760.7053433319747,-4050.9315731336633,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-1825.0,2685.727010476471,0.0,-1814.7270104764712,0.0,0.0,0.0,0.0,-0.0,-0.0,-871.0
t507,0.0,1308.4560661499993,-886.1538470000002,0.0,0.0,0.0,0.0,5900.0,-36.30221915,-6286.0,1919.6653026843617,5811.636916465639,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-1795.0,0.0,1335.8635052382356,-478.86350523823563,0.0,0.0,0.0,0.0,-0.0,-0.0,-857.0
t508,0.0,1297.4560661499997,-897.1538469999998,0.0,0.0,0.0,0.0,5900.0,-36.30221915,-6264.0,13536.939135615637,0.0,-5811.636916465639,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-1789.0,2667.7270104764716,0.0,-1814.7270104764712,0.0,0.0,0.0,0.0,-0.0,-0.0,-853.0
t509,0.0,0.0,-2194.6099131499996,0.0,0.0,0.0,0.0,8703.461534333084,-63.85162118308382,-6445.0,1964.6653026843617,5811.636916465639,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-1840.0,2067.006426816042,1728.365760013298,-86.3612504631733,0.0,0.0,0.0,0.0,-2803.461534333083,-27.54940203308383,-878.0
t510,0.0,1728.9560661499995,-465.653847,0.0,0.0,0.0,0.0,5900.0,-36.30221915,-7127.0,13782.939135615641,0.0,-5811.636916465639,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-2035.0000000000002,2785.727010476471,0.0,-1814.7270104764712,0.0,0.0,0.0,0.0,-0.0,-0.0,-971.0
t511,0.0,2194.6099131499996,-0.0,0.0,0.0,0.0,0.0,6149.140591533747,-38.750504683746875,-8305.0,2496.665302684362,5811.636916465639,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-2372.0,0.0,1599.1579437719822,-215.56906670448882,0.0,0.0,0.0,0.0,-249.14059153374677,-2.448285533746877,-1132.0
t512,155.37854969030428,2194.6099131499996,-0.0,0.0,0.0,0.0,0.0,6893.072604827279,-46.0610676675834,-9197.0,13571.583538130224,401.1777987427072,-5410.459117722931,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-2626.0,4071.558463821333,0.0,-1814.7270104764712,0.0,0.0,0.0,0.0,-993.0726048272785,-9.758848517583397,-1254.0
t513,1547.0299077860732,2175.9411122569627,-18.668800893036686,0.0,0.0,0.0,0.0,5900.0,-36.30221915,-9568.0,3321.5147880134978,5579.712173801071,-231.92474266456742,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-2733.0,184.07349774249494,1467.326756366988,-347.40025410948306,0.0,0.0,0.0,0.0,-0.0,-0.0,-1304.0
t514,5541.271973194439,272.32007955277993,-1922.2898335972193,0.0,0.0,0.0,0.0,5900.0,-36.30221915,-9755.0,14533.93913561564,0.0,-5811.636916465639,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-2786.0,0.0,1572.3635052382356,-242.36350523823558,0.0,0.0,0.0,0.0,-0.0,-0.0,-1330.0
t515,7144.035491195513,0.0,-2194.6099131499996,0.0,0.0,0.0,0.0,4972.16776498074,-30.59334302625365,-9891.0,7624.081826922112,3007.6580987752604,-2803.978817690378,0.0,0.0,0.0,0.0,-4972.16776498074,-30.59334302625365,-2825.0,0.0,1581.3635052382358,-233.3635052382357,0.0,0.0,0.0,0.0,-0.0,-0.0,-1348.0
t516,7736.8384362096085,284.6424332254609,-1909.9674799245386,0.0,0.0,0.0,0.0,3859.232151389549,-23.745540900079554,-9947.0,12535.614608755268,0.0,-5811.636916465639,0.0,0.0,0.0,0.0,-3859.232151389549,-23.745540900079554,-2841.0,0.0,1585.3635052382358,-229.3635052382357,0.0,0.0,0.0,0.0,-0.0,-0.0,-1356.0
t517,7741.905128047336,0.0,-2194.6099131499996,0.0,0.0,0.0,0.0,4363.553373379468,-26.848588276803937,-9884.0,8268.629807459005,2378.2045353314525,-3433.432381134186,0.0,0.0,0.0,0.0,-4363.553373379468,-26.848588276803937,-2823.0,3018.9024524914726,71.9122789924993,-1742.8147314839719,0.0,0.0,0.0,0.0,-0.0,-0.0,-1348.0
t518,7339.947575587635,0.0,-2194.6099131499996,0.0,0.0,0.0,0.0,4723.727045087031,-29.06470752466633,-9840.0,13374.428669077335,0.0,-5811.636916465639,0.0,0.0,0.0,0.0,-4723.727045087031,-29.06470752466633,-2810.0,0.0,1578.3635052382356,-236.36350523823558,0.0,0.0,0.0,0.0,-0.0,-0.0,-1342.0
t519,6291.1423651780815,0.0,-2194.6099131499996,0.0,0.0,0.0,0.0,5643.18963386916,-34.72208589724178,-9705.0,7801.510853729864,3229.518891251088,-2582.1180252145505,0.0,0.0,0.0,0.0,-5643.18963386916,-34.72208589724178,-2771.0,3137.727010476471,0.0,-1814.7270104764712,0.0,0.0,0.0,0.0,-0.0,-0.0,-1323.0
t520,6412.742969283537,1273.8200259120267,-920.7898872379723,0.0,0.0,0.0,0.0,2848.755049689612,-17.528157647203635,-9597.0,7220.611532612004,2098.6542955952254,-3712.982620870413,0.0,0.0,0.0,0.0,-2848.755049689612,-17.528157647203635,-2740.0,0.0,1561.3635052382358,-253.36350523823558,0.0,0.0,0.0,0.0,-0.0,-0.0,-1308.0
