BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3
t792,114.09968719013723,2194.6099131499996,-0.0,0.0,0.0,0.0,0.0,5680.492053651585,-46.201653991723184,-7943.0,3430.9508452003474,1472.5851979871848,-0.0,0.0,0.0,0.0,0.0,-2618.4250870286883,-16.110956158842928,-2269.0,4175.157664455777,0.0,-0.0,0.0,0.0,0.0,0.0,-3062.066966622896,-30.090697832880252,-1083.0
t793,114.09968719013723,881.823724736935,-0.0,0.0,0.0,0.0,0.0,6288.4650208362345,-53.38843276330615,-7231.0,1892.078878165494,2475.466881434046,-0.0,0.0,0.0,0.0,0.0,-2288.465020836234,-14.08073876330615,-2065.0,4519.286624536615,505.02106946338523,-0.0,0.0,0.0,0.0,0.0,-4000.0,-39.307694,-985.0
t794,114.09968719013723,0.0,-0.0,0.0,0.0,0.0,0.0,6743.085991353151,-56.185678543287636,-6801.0,2188.1496471537484,2514.814328742689,-0.0,0.0,0.0,0.0,0.0,-2743.085991353151,-16.877984543287642,-1943.0,4966.307693999999,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-39.307694,-927.0
t795,114.09968719013723,0.0,-0.0,0.0,0.0,0.0,0.0,6501.600148644058,-54.69983583419477,-6561.0,1797.2088431156928,2592.783447362559,-0.0,0.0,0.0,0.0,0.0,-2501.6001486440578,-15.392141834194774,-1873.0,4980.664590027081,0.0,-47.35689602708154,0.0,0.0,0.0,0.0,-4000.0,-39.307694,-894.0
t796,114.09968719013723,2194.6099131499996,-0.0,0.0,0.0,0.0,0.0,4158.573785236661,-40.28338557679768,-6427.0,1959.6389252579274,34.9105515555311,-0.0,0.0,0.0,0.0,0.0,-158.5737852366607,-0.9756915767976766,-1835.0,4987.686733013096,0.0,-72.3790390130962,0.0,0.0,0.0,0.0,-4000.0,-39.307694,-876.0
t797,73.02379980168783,0.0,-0.0,0.0,0.0,0.0,0.0,6375.9026294412,-53.926429242887394,-6395.0,1841.776026722453,2374.7453379616336,-0.0,0.0,0.0,0.0,0.0,-2375.902629441199,-14.618735242887398,-1826.0,4454.3552558549545,456.9524381450449,-0.0,0.0,0.0,0.0,0.0,-4000.0,-39.307694,-872.0
t798,3186.9491659304804,0.0,-0.0,0.0,0.0,0.0,0.0,3243.4944039280504,-27.443569858531223,-6403.0,6733.020818902238,0.0,-3691.8327693854894,0.0,0.0,0.0,0.0,-1205.769050817248,-7.418998699500885,-1828.0,3654.845904920466,0.0,-724.0959806506337,0.0,0.0,0.0,0.0,-2037.7253531108024,-20.024571159030337,-873.0
t799,1568.9855724162246,0.0,-0.0,0.0,0.0,0.0,0.0,5311.994537599856,-35.980110016080076,-6845.0,3852.3328993372593,2544.7560658222806,-0.0,0.0,0.0,0.0,0.0,-4414.924295783912,-27.164669375628304,-1955.0,1838.8856824563948,0.0,-0.0,0.0,0.0,0.0,0.0,-897.0702418159432,-8.815440640451774,-933.0
t800,4098.953696721397,0.0,-0.0,0.0,0.0,0.0,0.0,3535.801803608358,-21.755500329755233,-7613.0,5151.546113752516,580.0111901855972,-0.0,0.0,0.0,0.0,0.0,-3535.801803608358,-21.755500329755233,-2174.0,425.12516197730366,612.8748380226964,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-1038.0
t801,6951.501201361875,0.0,-0.0,0.0,0.0,0.0,0.0,1505.2404151836627,-21.74161654553653,-8435.0,8072.953498143267,0.0,-3363.662506765347,0.0,0.0,0.0,0.0,-2286.2240411798,-14.066950198119876,-2409.0,376.69104035127884,0.0,-0.0,0.0,0.0,0.0,0.0,780.9836259961377,-7.6746663474166565,-1150.0
t802,9067.68949225265,0.0,-2194.6099131499996,0.0,0.0,0.0,0.0,2192.670641163586,-71.75022026623733,-8994.0,9274.794317336078,2205.495235517928,-3606.141680947711,0.0,0.0,0.0,0.0,-5272.705345640057,-32.44252626623734,-2569.0,0.0,0.0,-1814.7270104764712,0.0,0.0,0.0,0.0,3080.0347044764712,-39.307694,-1226.0
t803,10604.586016363268,0.0,-2194.6099131499996,0.0,0.0,0.0,0.0,947.6860399800012,-63.66214319326903,-9294.0,10753.069296073938,740.8679485651835,-5070.768967900455,0.0,0.0,0.0,0.0,-3731.8660575886684,-36.30221915,-2655.0,0.0,162.4534584555366,-1652.2735520209346,0.0,0.0,0.0,0.0,2784.180017608667,-27.359924043269025,-1267.0
t804,11104.49961101903,0.0,-2194.6099131499996,0.0,0.0,0.0,0.0,519.3898057943269,-26.279503663356593,-9403.0,10472.664446386541,0.0,-5811.636916465639,0.0,0.0,0.0,0.0,-1963.9435453477765,-12.083984573125923,-2685.0,0.0,833.1843950066262,-981.542615469845,0.0,0.0,0.0,0.0,1444.5537395534495,-14.195519090230672,-1282.0
t805,10947.432164049482,0.0,-2194.6099131499996,0.0,0.0,0.0,0.0,680.0703543045432,-31.892605204026502,-9401.0,10925.506807750044,0.0,-5811.636916465639,0.0,0.0,0.0,0.0,-2414.0166436185755,-14.85324766582864,-2685.0,0.0,689.9100393503184,-1124.8169711261528,0.0,0.0,0.0,0.0,1733.9462893140324,-17.039357538197862,-1282.0
t806,10793.74251163842,0.0,-2194.6099131499996,0.0,0.0,0.0,0.0,783.7838406093529,-66.91643909777495,-9316.0,10709.541380505214,849.2614130720107,-4962.375503393628,0.0,0.0,0.0,0.0,-3899.1250710335994,-36.30221915,-2661.0,0.0,0.0,-1814.7270104764712,0.0,0.0,0.0,0.0,3115.341230424246,-30.61421994777494,-1270.0
t807,9755.070684904322,1415.4968232945857,-779.1130898554137,0.0,0.0,0.0,0.0,-1104.7487240375212,-47.705694305970994,-9239.0,9823.915713741535,0.0,-5811.636916465639,0.0,0.0,0.0,0.0,-1364.880796969925,-8.398000305970996,-2639.0,0.0,321.70259173451245,-1493.0244187419587,0.0,0.0,0.0,0.0,2469.6295210074463,-39.307694,-1259.0
t808,8034.084357356278,0.0,-2194.6099131499996,0.0,0.0,0.0,0.0,3448.9593676015947,-69.43381180787456,-9219.0,8312.157723027729,2529.4187657156044,-3282.218150750034,0.0,0.0,0.0,0.0,-4896.232220185426,-30.126117807874664,-2633.0,0.0,831.88092594632,-982.8460845301512,0.0,0.0,0.0,0.0,1447.272852583831,-39.30769399999989,-1257.0
t809,5713.539495677168,1006.0213553347919,-1188.5885578152077,0.0,0.0,0.0,0.0,3749.037189553538,-32.00948275029146,-9248.0,6393.581136806224,3197.090588710361,-2614.546327755278,0.0,0.0,0.0,0.0,-4308.61484179187,-26.51055596943577,-2641.0,857.8864331263545,831.88092594632,-982.8460845301512,0.0,0.0,0.0,0.0,559.5776522383322,-5.498926780855694,-1261.0
t810,2844.103018244265,1006.0213553347919,-1188.5885578152077,0.0,0.0,0.0,0.0,6652.157800552103,-43.693616315953776,-9270.0,9762.138266280745,2316.9004346674474,-3494.736481798191,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-2648.0,2058.962205073209,318.57302256785107,-353.9860299230035,0.0,0.0,0.0,0.0,-752.1578005521031,-7.391397165953774,-1264.0
t811,1465.962838382436,1006.0213553347919,-1188.5885578152077,0.0,0.0,0.0,0.0,7929.853801269235,-56.24943717125698,-9157.0,9406.401621832316,2478.268756891662,-3333.3681595739763,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-2615.0,3320.2008855960466,0.0,-22.399866305554024,0.0,0.0,0.0,0.0,-2029.8538012692356,-19.947218021256983,-1248.0
t812,899.3682991638473,1010.255967364869,-0.0,0.0,0.0,0.0,0.0,7133.966467728953,-58.59073425766912,-8985.0,5719.249507986621,0.0,-0.0,0.0,0.0,0.0,0.0,-3133.9664677289525,-19.283040257669125,-2566.0,4379.519093861826,884.7886001381729,-0.0,0.0,0.0,0.0,0.0,-4000.0,-39.307694,-1225.0
t813,120.11769401996871,0.0,-0.0,0.0,0.0,0.0,0.0,9000.96050237285,-70.07819639281921,-9051.0,4419.841531589631,3196.889473176038,-0.0,0.0,0.0,0.0,0.0,-5000.96050237285,-30.770502392819203,-2585.0,4627.000055855757,646.3076381442423,-0.0,0.0,0.0,0.0,0.0,-4000.0,-39.307694,-1234.0
t814,120.11769401996871,0.0,-0.0,0.0,0.0,0.0,0.0,8901.347592255348,-69.46528627531839,-8952.0,5005.089410209711,2483.4157743209566,-0.0,0.0,0.0,0.0,0.0,-4901.347592255349,-30.157592275318393,-2557.0,5294.806469157712,0.0,-34.498775157712075,0.0,0.0,0.0,0.0,-4000.0,-39.307694,-1221.0
t815,120.11769401996871,0.0,-0.0,0.0,0.0,0.0,0.0,8261.410109076254,-65.5278030962223,-8316.0,3721.720189419974,2940.910028752502,-0.0,0.0,0.0,0.0,0.0,-4261.410109076253,-26.2201090962223,-2375.0,5173.307694,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-39.307694,-1134.0
t816,120.11769401996871,2194.6099131499996,-0.0,0.0,0.0,0.0,0.0,5272.4091164220345,-47.136723592001786,-7540.0,3176.8166753234377,257.42147069059786,-0.0,0.0,0.0,0.0,0.0,-1272.409116422034,-7.829029592001786,-2154.0,5067.307694,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-39.307694,-1028.0
t817,120.11769401996871,2194.6099131499996,-0.0,0.0,0.0,0.0,0.0,4660.644981558999,-43.37258872896652,-6932.0,1209.4492711321634,1435.260605155802,-0.0,0.0,0.0,0.0,0.0,-660.6449815589989,-4.0648947289665225,-1980.0,4742.773292774993,241.53440122500692,-0.0,0.0,0.0,0.0,0.0,-4000.0,-39.307694,-945.0
t818,120.11769401996871,2194.6099131499996,-0.0,0.0,0.0,0.0,0.0,4276.280015247025,-41.007622416993705,-6550.0,758.5829087483833,1390.397034915636,-0.0,0.0,0.0,0.0,0.0,-276.2800152470255,-1.6999284169937052,-1871.0,4508.875698441549,423.43199555845024,-0.0,0.0,0.0,0.0,0.0,-4000.0,-39.307694,-893.0
t819,120.11769401996871,0.0,-0.0,0.0,0.0,0.0,0.0,6255.065232568208,-53.182926588175725,-6322.0,414.3353547442368,3660.605110412146,-0.0,0.0,0.0,0.0,0.0,-2255.0652325682076,-13.875232588175727,-1806.0,3690.912030862761,1210.3956631372384,-0.0,0.0,0.0,0.0,0.0,-4000.0,-39.307694,-862.0
t820,120.11769401996871,1658.2758663958284,-0.0,0.0,0.0,0.0,0.0,4451.693366052515,-42.08692646831179,-6188.0,364.0738097517913,1858.3987887690353,-0.0,0.0,0.0,0.0,0.0,-451.69336605251465,-2.7792324683117893,-1768.0,3369.7455908481766,1512.5621031518228,-0.0,0.0,0.0,0.0,0.0,-4000.0,-39.307694,-843.0
t821,120.11769401996871,0.0,-0.0,0.0,0.0,0.0,0.0,6085.452164162178,-44.56985818214777,-6161.0,339.6235430175972,5590.60985248943,-0.0,0.0,0.0,0.0,0.0,-4145.72508692378,-25.508308583247434,-1759.0,2798.7886268372986,0.0,-0.0,0.0,0.0,0.0,0.0,-1939.7270772383986,-19.06154959890033,-840.0
t822,2210.9725257221066,1136.6899056892992,-0.0,0.0,0.0,0.0,0.0,2790.6009355291044,-26.263366940508707,-6112.0,2062.579925583892,0.0,-0.0,0.0,0.0,0.0,0.0,-315.63783172974206,-1.942093854149817,-1745.0,2712.3826596110225,619.9017172746982,-0.0,0.0,0.0,0.0,0.0,-2474.963103799362,-24.32127308635889,-833.0
t823,1978.5736605997652,0.0,-0.0,0.0,0.0,0.0,0.0,4398.849146078567,-31.422806678332652,-6346.0,2258.384004639269,2787.3221445151576,-0.0,0.0,0.0,0.0,0.0,-3212.9372083657354,-19.76894078869189,-1813.0,2062.5658036024724,0.0,-0.0,0.0,0.0,0.0,0.0,-1185.9119377128316,-11.653865889640759,-865.0
t824,4191.843047079731,0.0,-0.0,0.0,0.0,0.0,0.0,2743.2659411019963,-18.108988181727735,-6917.0,4473.12605702274,0.0,-73.79708041367302,0.0,0.0,0.0,0.0,-2408.509613252259,-14.819363356807447,-1976.0,1281.0459526746579,0.0,-0.0,0.0,0.0,0.0,0.0,-334.75632784973754,-3.28962482492029,-943.0
t825,6863.678542841267,0.0,-0.0,0.0,0.0,0.0,0.0,786.3354015244267,-6.0139443656945915,-7644.0,7052.296975487659,62.46184886213284,-4462.555503021636,0.0,0.0,0.0,0.0,-466.334006194264,-2.8693151338918255,-2183.0,1365.1460245619655,0.0,-0.0,0.0,0.0,0.0,0.0,-320.0013953301627,-3.1446292318027655,-1042.0
t826,9037.289341226286,0.0,-2194.6099131499996,0.0,0.0,0.0,0.0,1422.6685166751456,-66.34794475143335,-8199.0,9053.806438294856,1760.7869750369164,-4050.849941428722,0.0,0.0,0.0,0.0,-4394.703221151617,-27.040250751433348,-2342.0,0.0,0.0,-1814.7270104764712,0.0,0.0,0.0,0.0,2972.0347044764712,-39.307694,-1118.0
t827,10668.76411297448,409.47546795979474,-1785.1344451902046,0.0,0.0,0.0,0.0,-693.047886150187,-61.05724959388495,-8539.0,10597.373290385807,0.0,-5811.636916465639,0.0,0.0,0.0,0.0,-2315.2413525407737,-31.495021379395638,-2439.0,0.0,0.0,-1814.7270104764712,0.0,0.0,0.0,0.0,3008.2892386909607,-29.562228214489313,-1164.0
t828,11305.478387248879,0.0,-2194.6099131499996,0.0,0.0,0.0,0.0,-310.7360665759118,-66.13240752296772,-8734.0,11066.760267889165,0.0,-5811.636916465639,0.0,0.0,0.0,0.0,-2724.821132273528,-36.30221915,-2494.0,0.0,0.0,-1814.7270104764712,0.0,0.0,0.0,0.0,3035.5571988494394,-29.830188372967726,-1191.0
t829,11346.011921950698,0.0,-2194.6099131499996,0.0,0.0,0.0,0.0,-333.3509277105946,-2.0510810901026804,-8816.0,7670.138886126944,164.0990918591006,-5647.5378246065375,0.0,0.0,0.0,0.0,333.3509277105946,-2.0510810901026804,-2518.0,0.0,1508.3635052382356,-306.36350523823563,0.0,0.0,0.0,0.0,-0.0,-0.0,-1202.0
t830,11187.255577701908,0.0,-2194.6099131499996,0.0,0.0,0.0,0.0,-176.1931820628293,-45.452482489078555,-8771.0,11069.483759246596,0.0,-5811.636916465639,0.0,0.0,0.0,0.0,-2736.012381582093,-16.83446119886552,-2505.0,0.0,63.569734060880954,-1751.1572764155903,0.0,0.0,0.0,0.0,2912.205563644922,-28.618021290213033,-1196.0
t831,7289.620040280717,0.0,-2194.6099131499996,0.0,0.0,0.0,0.0,3724.599786019283,-75.60991315,-8744.0,9765.320442783637,2239.809346416002,-3571.8275700496365,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-2497.0,0.0,435.3172452478768,-1379.4097652285943,0.0,0.0,0.0,0.0,2175.4002139807176,-39.307694,-1192.0
t832,5139.7963062922845,1006.0213553347919,-1188.5885578152077,0.0,0.0,0.0,0.0,3863.4410041292094,-49.670107941075074,-8771.0,8248.54000027344,2664.086593423157,-3147.550323042482,0.0,0.0,0.0,0.0,-5223.774051504115,-36.30221915,-2505.0,0.0,831.88092594632,-982.8460845301512,0.0,0.0,0.0,0.0,1360.333047374906,-13.367888791075076,-1196.0
t833,5664.561474579137,1006.0213553347919,-1188.5885578152077,0.0,0.0,0.0,0.0,3413.005673651293,-20.999945750014003,-8874.0,6452.469349020633,2664.086593423157,-3147.550323042482,0.0,0.0,0.0,0.0,-3413.005673651293,-20.999945750014003,-2535.0,1360.9651585838312,831.88092594632,-982.8460845301512,0.0,0.0,0.0,0.0,-0.0,-0.0,-1210.0
t834,2855.9252991989624,1006.0213553347919,-1188.5885578152077,0.0,0.0,0.0,0.0,6351.695892781095,-43.05398949964094,-8982.0,8351.337033708678,2664.086593423157,-3147.550323042482,0.0,0.0,0.0,0.0,-5270.444687468601,-32.42861662075227,-2565.0,502.1495677149117,1814.7270104764712,-0.0,0.0,0.0,0.0,0.0,-1081.251205312494,-10.625372878888673,-1225.0
t835,1509.8741676427394,1006.0213553347919,-1188.5885578152077,0.0,0.0,0.0,0.0,7685.541635041292,-53.84860020361569,-8959.0,8284.035182445714,3011.4519765849623,-2800.184939880676,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-2559.0,4839.8150265713775,0.0,-1814.7270104764712,0.0,0.0,0.0,0.0,-1785.5416350412909,-17.546381053615686,-1222.0
t836,2960.636930511994,1006.0213553347919,-1188.5885578152077,0.0,0.0,0.0,0.0,6155.446279919962,-45.51600795154094,-8888.0,7817.6842782977155,2316.7212102613516,-3494.915706204287,0.0,0.0,0.0,0.0,-4075.4140915954417,-25.075690759338286,-2539.0,2101.606129375576,1512.796693308809,-301.9303171676623,0.0,0.0,0.0,0.0,-2080.03218832452,-20.44031719220265,-1212.0
t837,0.0,1349.432797519584,-845.1771156304153,0.0,0.0,0.0,0.0,8631.549559076539,-67.80524096570895,-9068.0,7004.441065523896,3028.6214784919944,-2783.0154379736437,0.0,0.0,0.0,0.0,-4631.5495590765395,-28.497546965708942,-2590.0,7090.034704476471,0.0,-1814.7270104764712,0.0,0.0,0.0,0.0,-4000.0,-39.307694,-1236.0
t838,0.0,662.6099131499994,-1532.0,0.0,0.0,0.0,0.0,9900.0,-75.60991315,-8955.0,6644.022681524867,3830.9582270453857,-1980.6786894202523,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-2558.0,5411.272852583831,831.88092594632,-982.8460845301512,0.0,0.0,0.0,0.0,-4000.0,-39.307694,-1221.0
t839,0.0,2194.6099131499996,-0.0,0.0,0.0,0.0,0.0,6038.23889867709,-51.848811827089996,-8180.999999999999,2855.4102976720715,3672.0033176488732,-2139.633598816765,0.0,0.0,0.0,0.0,-2038.2388986770893,-12.541117827089998,-2337.0,5306.272852583831,831.88092594632,-982.8460845301512,0.0,0.0,0.0,0.0,-4000.0,-39.307694,-1116.0
t840,0.0,2194.6099131499996,-0.0,0.0,0.0,0.0,0.0,5196.141679625757,-37.7515927757573,-7353.0,1226.883610215396,5164.964318342583,-646.6725981230556,0.0,0.0,0.0,0.0,-3622.884020322924,-22.291310111999294,-2100.0,775.9909314901201,1814.7270104764712,-0.0,0.0,0.0,0.0,0.0,-1573.2576593028334,-15.460282663758006,-1002.0
t841,3091.5914588512364,2194.6099131499996,-0.0,0.0,0.0,0.0,0.0,4711.466860950948,-31.668232952183953,-9966.0,1041.1662210404927,5811.636916465639,-0.0,0.0,0.0,0.0,0.0,-3982.3003678999225,-24.50276960620824,-2846.0,993.7193919238711,1100.6125644731308,-0.0,0.0,0.0,0.0,0.0,-729.1664930510261,-7.165463345975715,-1358.0
t842,3091.5914588512364,704.5553538938111,-0.0,0.0,0.0,0.0,0.0,5727.302167973967,-35.4489807190195,-9488.0,2603.570872235318,5811.636916465639,-0.0,0.0,0.0,0.0,0.0,-5670.318779382397,-34.88900931855937,-2710.0,1350.5433599920304,0.0,-0.0,0.0,0.0,0.0,0.0,-56.98338859157051,-0.5599714004601362,-1293.0
t843,3091.5914588512364,254.86733495054102,-0.0,0.0,0.0,0.0,0.0,5872.11742527701,-36.576219078785876,-9182.0,4957.829022008738,3600.473197141262,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-2622.0,1224.3914252057946,0.0,-0.0,0.0,0.0,0.0,0.0,27.882574722991293,-0.2739999287858691,-1252.0
t844,3091.5914588512364,0.0,-0.0,0.0,0.0,0.0,0.0,5966.430649758234,-37.02210860947015,-9021.0,7277.93731891565,1215.9944060802468,-0.0,0.0,0.0,0.0,0.0,-5881.741846774653,-36.18987822124393,-2576.0,1315.5210333718073,0.0,-0.0,0.0,0.0,0.0,0.0,-84.688802983581,-0.8322303882262222,-1230.0
t845,3091.5914588512364,9.017497422912246,-0.0,0.0,0.0,0.0,0.0,6019.871228265872,-37.480184540019756,-9083.0,7602.118658514568,928.1835606354321,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-2594.0,1359.049193655891,0.0,-0.0,0.0,0.0,0.0,0.0,-119.87122826587121,-1.177965390019754,-1238.0
t846,3625.2829990918467,278.52754531692756,-0.0,0.0,0.0,0.0,0.0,5632.124071002971,-38.93461541174524,-9497.0,7943.717809030618,704.5844101193832,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-2712.0,1029.7564672647154,0.0,-0.0,0.0,0.0,0.0,0.0,267.87592899702963,-2.6323962617452414,-1295.0
t847,4451.153768641399,504.51811993907336,-0.0,0.0,0.0,0.0,0.0,5574.825792629531,-39.497681210002746,-10491.0,4774.2378436671615,4158.064375482841,-0.0,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-2996.0,1108.0212546895325,0.0,-0.0,0.0,0.0,0.0,0.0,325.17420737046996,-3.1954620600027446,-1430.0
t848,6721.031711943235,133.21166805051067,-0.0,0.0,0.0,0.0,0.0,4998.91374485249,-45.157124846236066,-11808.0,9356.501882881366,0.0,-48.199663731365526,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-3372.0,717.7686505487258,0.0,-0.0,0.0,0.0,0.0,0.0,901.0862551475104,-8.854905696236065,-1610.0
t849,8005.455396142061,0.0,-0.0,0.0,0.0,0.0,0.0,4871.949397631543,-46.40479377360374,-12831.0,10676.687754169627,40.796195382227786,-1116.1817304018527,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-3665.0,731.0519722551471,0.0,-0.0,0.0,0.0,0.0,0.0,1028.0506023684568,-10.102574623603743,-1749.0
t850,9719.08367647184,0.0,-401.81758035391454,0.0,0.0,0.0,0.0,4386.9051899784035,-51.17128609632927,-13653.0,12174.13524147733,944.7362166121281,-3283.5692389394558,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-3899.0,363.77425692473264,0.0,-0.0,0.0,0.0,0.0,0.0,1513.094810021597,-14.869066946329266,-1862.0
t851,11294.824838005034,0.0,-1311.951049163109,0.0,0.0,0.0,0.0,4443.738995792456,-50.612784634380716,-14376.0,15475.522186154993,189.20847473032288,-5622.4284417353165,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-4106.0,518.0495612768365,0.0,-0.0,0.0,0.0,0.0,0.0,1456.2610042075444,-14.310565484380716,-1960.0
t852,11723.804746932616,0.0,-1458.243744039528,0.0,0.0,0.0,0.0,4740.139080780719,-47.700083673807555,-14958.0,16019.939135615641,0.0,-5811.636916465639,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-4272.0,1327.439776478713,0.0,-435.9028311741865,0.0,0.0,0.0,0.0,1159.860919219281,-11.397864523807554,-2040.0
t853,11578.559580917765,0.0,-1043.8570472439196,0.0,0.0,0.0,0.0,4918.247294211853,-45.949827885698134,-15407.0,14833.127581809691,657.4057769029741,-5154.231139562665,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-4400.0,1127.8949029475514,0.0,-0.0,0.0,0.0,0.0,0.0,981.752705788147,-9.647608735698128,-2100.0
t854,11195.179898529732,0.0,-1265.8776793797317,0.0,0.0,0.0,0.0,5900.0,-36.30221915,-15793.0,10118.56621912983,3070.1864582429057,-2741.4504582227332,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-4511.0,2979.955619797031,0.0,-826.9556197970311,0.0,0.0,0.0,0.0,-0.0,-0.0,-2153.0
t855,10208.863887452148,0.0,-197.56166830214815,0.0,0.0,0.0,0.0,5900.0,-36.30221915,-15875.0,15084.991991211515,598.4735722020624,-5213.163344263576,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-4534.0,2202.4872064875854,0.0,-37.48720648758523,0.0,0.0,0.0,0.0,-0.0,-0.0,-2165.0
t856,9961.725153958303,0.0,-0.0,0.0,0.0,0.0,0.0,5982.386672721955,-37.111826680258176,-15907.0,15240.772255266851,525.0834401743952,-5286.553476291243,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-4543.0,2252.196280252212,0.0,-0.0,0.0,0.0,0.0,0.0,-82.38667272195387,-0.8096075302581773,-2169.0
t857,9603.577053842808,0.0,-0.0,0.0,0.0,0.0,0.0,6313.791462352687,-40.36851619549298,-15877.0,12157.8445668367,2062.04728438947,-3749.5896320761685,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-4534.0,2582.8577593981795,0.0,-0.0,0.0,0.0,0.0,0.0,-413.79146235268655,-4.06629704549298,-2165.0
t858,9862.962681039735,0.0,-0.0,0.0,0.0,0.0,0.0,5932.66049024942,-36.62317128915355,-15759.0,12548.91963263778,1850.0097514889292,-3961.6271649767095,0.0,0.0,0.0,0.0,-5900.0,-36.30221915,-4501.0,2181.9814423885728,0.0,-0.0,0.0,0.0,0.0,0.0,-32.660490249419276,-0.3209521391535391,-2149.0
t859,9431.279691203252,2194.6099131499996,-0.0,0.0,0.0,0.0,0.0,3794.676521374347,-28.56612572759908,-15392.0,4109.37200808367,2675.723112163091,-0.0,0.0,0.0,0.0,0.0,-2374.4851069045203,-14.610013342247301,-4396.0,1718.4205163787071,1814.7270104764712,-0.0,0.0,0.0,0.0,0.0,-1420.1914144698267,-13.956112385351778,-2099.0
t860,8240.607109337332,2194.6099131499996,-0.0,0.0,0.0,0.0,0.0,4507.138682836808,-33.35570532414096,-14909.0,1441.1569344120921,5811.636916465639,-0.0,0.0,0.0,0.0,0.0,-2976.4798131703983,-18.314037707332687,-4258.0,1776.1398883011004,1802.560648982117,-0.0,0.0,0.0,0.0,0.0,-1530.6588696664094,-15.041667616808274,-2033.0
t861,8240.607109337332,2194.6099131499996,-0.0,0.0,0.0,0.0,0.0,4317.8317346872545,-33.04875717458869,-14720.0,961.7589217792008,5811.636916465639,-0.0,0.0,0.0,0.0,0.0,-2553.683233434699,-15.712604810140178,-4204.0,2340.730158911514,1447.75449470549,-0.0,0.0,0.0,0.0,0.0,-1764.1485012525552,-17.336152364448512,-2007.0000000000002
t862,8240.607109337332,2194.6099131499996,-0.0,0.0,0.0,0.0,0.0,3726.4949195450026,-26.71194203233216,-14135.0,2378.3632396954827,4372.024961558006,-0.0,0.0,0.0,0.0,0.0,-2696.795041154064,-16.593160099425102,-4037.0,2688.8427041546192,277.9759561692268,-0.0,0.0,0.0,0.0,0.0,-1029.6998783909387,-10.118781932907057,-1927.0
t863,8240.607109337332,1610.611826299997,-0.0,0.0,0.0,0.0,0.0,2954.179544368293,-20.398480005621842,-12785.0,1807.6333927004528,4207.306905540911,-0.0,0.0,0.0,0.0,0.0,-2349.4841139710556,-14.456184270308617,-3651.0,2353.637726132551,0.0,-0.0,0.0,0.0,0.0,0.0,-604.6954303972375,-5.942295735313227,-1743.0
t864,8240.607109337332,0.0,-0.0,0.0,0.0,0.0,0.0,3228.256087264736,-19.863196602068808,-11449.0,3795.2178128627743,2722.9014710040306,-0.0,0.0,0.0,0.0,0.0,-3228.256087264736,-19.863196602068808,-3270.0,1394.295754997162,166.70424500283787,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-1561.0
t865,6473.377672780526,0.0,-0.0,0.0,0.0,0.0,0.0,4054.9328761260554,-25.310548906583175,-10503.0,6981.053654909768,0.0,-0.0,0.0,0.0,0.0,0.0,-3956.70835089842,-24.34530401134738,-3000.0,1531.189770122871,0.0,-0.0,0.0,0.0,0.0,0.0,-98.2245252276356,-0.965244895235795,-1432.0
