Resource,MA_natural_gas_combined_cycle,CT_natural_gas_combined_cycle,ME_natural_gas_combined_cycle,MA_solar_pv,CT_onshore_wind,CT_solar_pv,ME_onshore_wind,MA_battery,CT_battery,ME_battery,Total
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t18,0.0,0.0,0.0,0.0,1584.2122993854844,0.0,409.3820768155707,0.0,0.0,0.0,1993.5943762010552
t19,0.0,0.0,0.0,0.0,0.0,0.0,913.298770782271,0.0,0.0,0.0,913.298770782271
t20,0.0,0.0,0.0,0.0,0.0,0.0,2954.0958203740875,0.0,0.0,0.0,2954.0958203740875
t21,0.0,0.0,0.0,0.0,0.0,0.0,1032.3631745375667,0.0,0.0,0.0,1032.3631745375667
t22,0.0,0.0,0.0,0.0,0.0,0.0,5067.906499037793,0.0,0.0,0.0,5067.906499037793
t23,0.0,0.0,0.0,0.0,0.0,0.0,3774.6023361764987,0.0,0.0,0.0,3774.6023361764987
t24,0.0,0.0,0.0,0.0,0.0,0.0,3456.1601202601305,0.0,0.0,0.0,3456.1601202601305
t25,0.0,0.0,0.0,0.0,0.0,0.0,5379.9148045955235,0.0,0.0,0.0,5379.9148045955235
t26,0.0,0.0,0.0,0.0,0.0,0.0,1891.2472692767183,0.0,0.0,0.0,1891.2472692767183
t27,0.0,0.0,0.0,0.0,10274.213334738262,0.0,6104.862442677392,0.0,0.0,0.0,16379.075777415655
t28,0.0,0.0,0.0,0.0,0.0,0.0,2981.1205141949354,0.0,0.0,0.0,2981.1205141949354
t29,0.0,0.0,0.0,0.0,159.87356261323526,0.0,9615.84165565395,0.0,0.0,0.0,9775.715218267185
t30,0.0,0.0,0.0,0.0,6320.355677902214,0.0,2224.7867264855454,0.0,0.0,0.0,8545.14240438776
t31,0.0,0.0,0.0,0.0,0.0,0.0,5206.748829782376,0.0,0.0,0.0,5206.748829782376
t32,0.0,0.0,0.0,0.0,0.0,0.0,2955.464356064053,0.0,0.0,0.0,2955.464356064053
t33,0.0,0.0,0.0,0.0,3845.468004765369,0.0,9301.733683256287,0.0,0.0,0.0,13147.201688021656
t34,0.0,0.0,0.0,0.0,856.944227732205,0.0,5286.479664808499,0.0,0.0,0.0,6143.423892540704
t35,0.0,0.0,0.0,0.0,0.0,0.0,8091.834446512483,0.0,0.0,0.0,8091.834446512483
t36,0.0,0.0,0.0,0.0,0.0,0.0,3399.4270884649713,0.0,0.0,0.0,3399.4270884649713
t37,0.0,0.0,0.0,0.0,8543.651214113388,0.0,5846.258506296643,0.0,0.0,0.0,14389.90972041003
t38,0.0,0.0,0.0,0.0,1239.7253006639382,0.0,4688.861165857153,0.0,0.0,0.0,5928.586466521091
t39,0.0,0.0,0.0,0.0,0.0,0.0,5595.51449906186,0.0,0.0,0.0,5595.51449906186
t40,0.0,0.0,0.0,0.0,7264.0246704523615,0.0,2712.151632515109,0.0,0.0,0.0,9976.176302967471
t41,0.0,0.0,0.0,0.0,0.0,0.0,5619.4756091161635,0.0,0.0,0.0,5619.4756091161635
t42,0.0,0.0,0.0,0.0,0.0,0.0,2605.2507420221636,0.0,0.0,0.0,2605.2507420221636
t43,0.0,0.0,0.0,0.0,8744.762359676282,0.0,5450.968923581797,0.0,0.0,0.0,14195.73128325808
t44,0.0,0.0,0.0,0.0,0.0,0.0,2593.045449765163,0.0,0.0,0.0,2593.045449765163
t45,0.0,0.0,0.0,0.0,0.0,0.0,5984.209131047008,0.0,0.0,0.0,5984.209131047008
t46,0.0,0.0,0.0,0.0,10188.675457457792,0.0,3135.4183147206454,0.0,0.0,0.0,13324.093772178438
t47,0.0,0.0,0.0,0.0,0.0,0.0,7183.735315926782,0.0,0.0,0.0,7183.735315926782
t48,0.0,0.0,0.0,0.0,0.0,0.0,4264.716343792605,0.0,0.0,0.0,4264.716343792605
t49,0.0,0.0,0.0,0.0,8278.773114618903,0.0,6063.865239409507,0.0,0.0,0.0,14342.638354028411
t50,0.0,0.0,0.0,0.0,12199.342873375648,0.0,1831.8850256297274,0.0,0.0,0.0,14031.227899005375
t51,0.0,0.0,0.0,0.0,677.4908877361927,0.0,8963.126178116405,0.0,0.0,0.0,9640.617065852597
t52,0.0,0.0,0.0,0.0,10180.011811477983,0.0,8935.775065750211,0.0,0.0,0.0,19115.786877228194
t53,0.0,0.0,0.0,0.0,0.0,0.0,5625.093840072604,0.0,0.0,0.0,5625.093840072604
t54,0.0,0.0,0.0,0.0,3923.4566027531505,0.0,6016.393715815346,0.0,0.0,0.0,9939.850318568497
t55,0.0,0.0,0.0,0.0,0.0,0.0,5952.861319227735,0.0,0.0,0.0,5952.861319227735
t56,0.0,0.0,0.0,0.0,4603.750322393779,0.0,4683.210740589258,0.0,0.0,0.0,9286.961062983039
t57,0.0,0.0,0.0,0.0,0.0,0.0,6261.153435888034,0.0,0.0,0.0,6261.153435888034
t58,0.0,0.0,0.0,0.0,7200.837027725611,0.0,7702.90014947368,0.0,0.0,0.0,14903.737177199291
t59,0.0,0.0,0.0,0.0,11587.860389192096,0.0,4997.979783413402,0.0,0.0,0.0,16585.840172605498
t60,0.0,0.0,0.0,0.0,9446.289198564207,0.0,6774.39168599188,0.0,0.0,0.0,16220.680884556088
t61,0.0,0.0,0.0,0.0,11042.920191605277,0.0,6391.159300341314,0.0,0.0,0.0,17434.07949194659
t62,0.0,0.0,0.0,0.0,7545.92884235225,0.0,7265.143967278943,0.0,0.0,0.0,14811.072809631194
t63,0.0,0.0,0.0,0.0,10616.99070755755,0.0,6842.661488991401,0.0,0.0,0.0,17459.652196548952
t64,0.0,0.0,0.0,0.0,4547.290980016765,0.0,6231.1388545707705,0.0,0.0,0.0,10778.429834587536
t65,0.0,0.0,0.0,0.0,7525.878048141654,0.0,2922.146890806318,0.0,0.0,0.0,10448.024938947972
t66,0.0,0.0,0.0,0.0,0.0,0.0,868.2831213600206,0.0,0.0,0.0,868.2831213600206
t67,0.0,0.0,0.0,0.0,1904.8934328936457,0.0,1887.7638302347987,0.0,0.0,0.0,3792.6572631284444
t68,0.0,0.0,0.0,0.0,0.0,0.0,5866.674315735376,0.0,0.0,0.0,5866.674315735376
t69,0.0,0.0,0.0,0.0,3468.3742006993766,0.0,2706.781540338585,0.0,0.0,0.0,6175.155741037961
t70,0.0,0.0,0.0,0.0,0.0,0.0,5008.5513971816945,0.0,0.0,0.0,5008.5513971816945
t71,0.0,0.0,0.0,0.0,0.0,0.0,840.4431866627231,0.0,0.0,0.0,840.4431866627231
t72,0.0,0.0,0.0,0.0,0.0,0.0,8646.519717798965,0.0,0.0,0.0,8646.519717798965
t73,0.0,0.0,0.0,0.0,11061.571192116513,0.0,1738.8361061171818,0.0,0.0,0.0,12800.407298233695
t74,0.0,0.0,0.0,0.0,0.0,0.0,4733.824002499868,0.0,0.0,0.0,4733.824002499868
t75,0.0,0.0,0.0,0.0,9518.652459507364,0.0,5379.926328072348,0.0,0.0,0.0,14898.578787579712
t76,0.0,0.0,0.0,0.0,387.88808630963166,0.0,8406.933726445734,0.0,0.0,0.0,8794.821812755365
t77,0.0,0.0,0.0,0.0,3424.9351006075112,0.0,2905.2538329878885,0.0,0.0,0.0,6330.1889335954
t78,0.0,0.0,0.0,0.0,0.0,0.0,10429.02508941529,0.0,0.0,0.0,10429.02508941529
t79,0.0,0.0,0.0,0.0,11171.822765324587,0.0,5824.035117479673,0.0,0.0,0.0,16995.85788280426
t80,0.0,0.0,0.0,0.0,0.0,0.0,7433.8946251288435,0.0,0.0,0.0,7433.8946251288435
t81,0.0,0.0,0.0,0.0,11651.705862777517,0.0,7298.398865006421,0.0,0.0,0.0,18950.10472778394
t82,0.0,0.0,0.0,0.0,6961.011443807754,0.0,9153.146970936918,0.0,0.0,0.0,16114.158414744672
t83,0.0,0.0,0.0,0.0,14457.612475632062,0.0,9772.400857094086,0.0,0.0,0.0,24230.01333272615
t84,0.0,0.0,0.0,0.0,11533.38024281724,0.0,10247.590064958898,0.0,0.0,0.0,21780.970307776137
t85,0.0,0.0,0.0,0.0,7505.914301468473,0.0,10471.157915279535,0.0,0.0,0.0,17977.07221674801
t86,0.0,0.0,0.0,0.0,9962.006191183455,0.0,7414.106703879536,0.0,0.0,0.0,17376.11289506299
t87,0.0,0.0,0.0,0.0,13641.52509409164,0.0,6145.571433872764,0.0,0.0,0.0,19787.096527964404
t88,0.0,0.0,0.0,0.0,5517.4950189465435,0.0,6523.107895654381,0.0,0.0,0.0,12040.602914600924
t89,0.0,0.0,0.0,0.0,0.0,0.0,8057.60395883458,0.0,0.0,0.0,8057.60395883458
t90,0.0,0.0,0.0,0.0,0.0,0.0,2333.2535913714405,0.0,0.0,0.0,2333.2535913714405
t91,0.0,0.0,0.0,0.0,0.0,0.0,5607.385782400762,0.0,0.0,0.0,5607.385782400762
t92,0.0,0.0,0.0,0.0,0.0,0.0,2251.6222110864633,0.0,0.0,0.0,2251.6222110864633
t93,0.0,0.0,0.0,0.0,0.0,0.0,5986.934432839041,0.0,0.0,0.0,5986.934432839041
t94,0.0,0.0,0.0,0.0,0.0,0.0,2129.916954227945,0.0,0.0,0.0,2129.916954227945
t95,0.0,0.0,0.0,0.0,0.0,0.0,518.1175078910765,0.0,0.0,0.0,518.1175078910765
t96,0.0,0.0,0.0,0.0,0.0,0.0,5207.23158914878,0.0,0.0,0.0,5207.23158914878
t97,0.0,0.0,0.0,0.0,0.0,0.0,451.68735529398685,0.0,0.0,0.0,451.68735529398685
t98,0.0,0.0,0.0,0.0,0.0,0.0,770.3123627490313,0.0,0.0,0.0,770.3123627490313
t99,0.0,0.0,0.0,0.0,0.0,0.0,435.2940212429495,0.0,0.0,0.0,435.2940212429495
t100,0.0,0.0,0.0,0.0,0.0,0.0,3065.7395958249176,0.0,0.0,0.0,3065.7395958249176
t101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t103,0.0,0.0,0.0,0.0,0.0,0.0,3708.5838332814005,0.0,0.0,0.0,3708.5838332814005
t104,0.0,0.0,0.0,0.0,0.0,0.0,46.866141229505054,0.0,0.0,0.0,46.866141229505054
t105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t113,0.0,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-14,0.0,0.0,0.0,-5.551115123125783e-14
t114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t120,0.0,0.0,0.0,0.0,0.0,0.0,835.1825397699013,0.0,0.0,0.0,835.1825397699013
t121,0.0,0.0,0.0,0.0,0.0,0.0,1415.5976158111089,0.0,0.0,0.0,1415.5976158111089
t122,0.0,0.0,0.0,0.0,0.0,0.0,3608.8050274881907,0.0,0.0,0.0,3608.8050274881907
t123,0.0,0.0,0.0,0.0,0.0,0.0,1667.8486508860458,0.0,0.0,0.0,1667.8486508860458
t124,0.0,0.0,0.0,0.0,0.0,0.0,5278.288136096533,0.0,0.0,0.0,5278.288136096533
t125,0.0,0.0,0.0,0.0,0.0,0.0,1229.8970366926492,0.0,0.0,0.0,1229.8970366926492
t126,0.0,0.0,0.0,0.0,0.0,0.0,4068.3198500568255,0.0,0.0,0.0,4068.3198500568255
t127,0.0,0.0,0.0,0.0,0.0,0.0,545.4688195716866,0.0,0.0,0.0,545.4688195716866
t128,0.0,0.0,0.0,0.0,0.0,0.0,4710.720147154692,0.0,0.0,0.0,4710.720147154692
t129,0.0,0.0,0.0,0.0,0.0,0.0,2693.8393961146544,0.0,0.0,0.0,2693.8393961146544
t130,0.0,0.0,0.0,0.0,0.0,0.0,6148.677063071535,0.0,0.0,0.0,6148.677063071535
t131,0.0,0.0,0.0,0.0,0.0,0.0,3166.7971189638697,0.0,0.0,0.0,3166.7971189638697
t132,0.0,0.0,0.0,0.0,0.0,0.0,6500.3937208846255,0.0,0.0,0.0,6500.3937208846255
t133,0.0,0.0,0.0,0.0,0.0,0.0,2726.36489919871,0.0,0.0,0.0,2726.36489919871
t134,0.0,0.0,0.0,0.0,0.0,0.0,5400.10297682987,0.0,0.0,0.0,5400.10297682987
t135,0.0,0.0,0.0,0.0,0.0,0.0,2106.902897802459,0.0,0.0,0.0,2106.902897802459
t136,0.0,0.0,0.0,0.0,0.0,0.0,5625.8724803881905,0.0,0.0,0.0,5625.8724803881905
t137,0.0,0.0,0.0,0.0,0.0,0.0,1622.6353892826974,0.0,0.0,0.0,1622.6353892826974
t138,0.0,0.0,0.0,0.0,0.0,0.0,3191.3683262949266,0.0,0.0,0.0,3191.3683262949266
t139,0.0,0.0,0.0,0.0,0.0,0.0,3313.4790551687215,0.0,0.0,0.0,3313.4790551687215
t140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t141,0.0,0.0,0.0,0.0,313.40145319590283,0.0,1729.1946402503347,0.0,0.0,0.0,2042.5960934462375
t142,0.0,0.0,0.0,0.0,8464.518559841483,0.0,0.0,0.0,0.0,0.0,8464.518559841483
t143,0.0,0.0,0.0,0.0,679.6722726659378,0.0,645.1640254976932,0.0,0.0,0.0,1324.836298163631
t144,0.0,0.0,0.0,0.0,889.6722726659387,0.0,4162.6150653728455,0.0,0.0,0.0,5052.287338038785
t145,0.0,0.0,0.0,0.0,12681.946105597217,0.0,3370.861703358408,0.0,0.0,0.0,16052.807808955626
t146,0.0,0.0,0.0,0.0,1160.6722726659377,0.0,5605.728685845382,0.0,0.0,0.0,6766.40095851132
t147,0.0,0.0,0.0,0.0,12836.946105597215,0.0,7942.667251872548,0.0,0.0,0.0,20779.613357469763
t148,0.0,0.0,0.0,0.0,1223.4207684629919,0.0,10643.118435154474,0.0,0.0,0.0,11866.539203617467
t149,0.0,0.0,0.0,0.0,12317.099726843333,0.0,4245.160190760989,0.0,0.0,0.0,16562.259917604322
t150,0.0,0.0,0.0,0.0,0.0,0.0,7582.754780958019,0.0,0.0,0.0,7582.754780958019
t151,0.0,0.0,0.0,0.0,0.0,0.0,10211.58148164107,0.0,0.0,0.0,10211.58148164107
t152,0.0,0.0,0.0,0.0,0.0,0.0,6982.456848663856,0.0,0.0,0.0,6982.456848663856
t153,0.0,0.0,0.0,0.0,8130.955299184833,0.0,7990.418777991686,0.0,0.0,0.0,16121.374077176519
t154,0.0,0.0,0.0,0.0,1790.1653277989628,0.0,6629.2792413496945,0.0,0.0,0.0,8419.444569148658
t155,0.0,0.0,0.0,0.0,1.1782544955501038,0.0,4932.539396914616,0.0,0.0,0.0,4933.717651410167
t156,0.0,0.0,0.0,0.0,0.0,0.0,5988.084302805643,0.0,0.0,0.0,5988.084302805643
t157,0.0,0.0,0.0,0.0,318.7522730948737,0.0,2046.1024523964882,0.0,0.0,0.0,2364.854725491362
t158,0.0,0.0,0.0,0.0,4196.704265587586,54.63736848044576,2077.9220370764324,0.0,0.0,0.0,6329.263671144464
t159,0.0,0.0,0.0,0.0,6968.637468682033,0.0,1470.7699643228443,0.0,0.0,0.0,8439.407433004877
t160,0.0,0.0,0.0,0.0,14628.09734565966,0.0,2026.5422106401627,0.0,0.0,0.0,16654.639556299822
t161,0.0,0.0,0.0,0.0,14845.40691989788,0.0,293.1669274599269,0.0,0.0,0.0,15138.573847357806
t162,0.0,0.0,0.0,0.0,449.1046404073327,0.0,364.549309490557,0.0,0.0,0.0,813.6539498978897
t163,0.0,0.0,0.0,0.0,0.0,0.0,3754.395532363791,0.0,0.0,0.0,3754.395532363791
t164,0.0,0.0,0.0,0.0,0.0,0.0,3901.1897062534686,0.0,0.0,0.0,3901.1897062534686
t165,0.0,0.0,0.0,0.0,10408.674924942818,0.0,4899.506203658588,0.0,0.0,0.0,15308.181128601405
t166,0.0,0.0,0.0,0.0,12167.759818095441,0.0,5080.70864685992,0.0,0.0,0.0,17248.46846495536
t167,0.0,0.0,0.0,0.0,720.384836794743,0.0,8566.065772382048,0.0,0.0,0.0,9286.45060917679
t168,0.0,0.0,0.0,0.0,826.592302677021,0.0,5278.868316740384,0.0,0.0,0.0,6105.460619417405
t169,0.0,0.0,0.0,0.0,967.6722726659382,0.0,4012.7113702257484,0.0,0.0,0.0,4980.383642891687
t170,0.0,0.0,0.0,0.0,1035.6722726659377,0.0,10256.395772979036,0.0,0.0,0.0,11292.068045644974
t171,0.0,0.0,0.0,0.0,2768.849254450764,0.0,3618.5341878905265,0.0,0.0,0.0,6387.38344234129
t172,0.0,0.0,0.0,0.0,12680.946105597215,0.0,9397.675936087808,0.0,0.0,0.0,22078.622041685023
t173,0.0,0.0,0.0,0.0,12650.946105597215,0.0,5347.03139799649,0.0,0.0,0.0,17997.977503593705
t174,0.0,0.0,0.0,0.0,3643.3370396081555,0.0,10498.097011837532,0.0,0.0,0.0,14141.434051445687
t175,0.0,0.0,0.0,0.0,12256.193418662395,0.0,7563.257508859827,0.0,0.0,0.0,19819.450927522223
t176,0.0,0.0,0.0,0.0,11748.048762162587,0.0,8625.185351625896,0.0,0.0,0.0,20373.234113788483
t177,0.0,0.0,0.0,0.0,14710.554762286261,0.0,10573.981565006423,0.0,0.0,0.0,25284.536327292684
t178,0.0,0.0,0.0,0.0,14917.145627796765,0.0,10522.156442260904,0.0,0.0,0.0,25439.302070057667
t179,0.0,0.0,0.0,0.0,14506.488588462687,0.0,10658.536313710181,0.0,0.0,0.0,25165.024902172867
t180,0.0,0.0,0.0,0.0,14974.037743676878,0.0,10683.510845731,0.0,0.0,0.0,25657.548589407877
t181,0.0,0.0,0.0,0.0,14342.90855995202,0.0,10600.998355241352,0.0,0.0,0.0,24943.906915193373
t182,0.0,0.0,0.0,0.0,14604.144197255308,243.11195075498836,10672.714319987559,0.0,0.0,0.0,25519.970467997853
t183,0.0,0.0,0.0,0.0,14746.19822158401,0.0,10683.94897311049,0.0,0.0,0.0,25430.147194694502
t184,0.0,0.0,0.0,0.0,14997.326176430402,0.0,10317.697523645918,0.0,0.0,0.0,25315.023700076323
t185,0.0,0.0,0.0,0.0,15009.611408281577,0.0,9068.907211894018,0.0,0.0,0.0,24078.518620175593
t186,0.0,0.0,0.0,0.0,12903.485358248243,0.0,4936.944367273733,0.0,0.0,0.0,17840.429725521975
t187,0.0,0.0,0.0,0.0,1712.7510152338434,0.0,4684.187598982586,0.0,0.0,0.0,6396.938614216429
t188,0.0,0.0,0.0,0.0,0.0,0.0,4639.562259235582,0.0,0.0,0.0,4639.562259235582
t189,0.0,0.0,0.0,0.0,11699.946105597215,0.0,4768.381626435872,0.0,0.0,0.0,16468.32773203309
t190,0.0,0.0,0.0,0.0,229.458507472188,0.0,3899.02433826167,0.0,0.0,0.0,4128.482845733858
t191,0.0,0.0,0.0,0.0,0.0,0.0,4818.164155989305,0.0,0.0,0.0,4818.164155989305
t192,0.0,0.0,0.0,0.0,0.0,0.0,3227.09425006437,0.0,0.0,0.0,3227.09425006437
t193,0.0,0.0,0.0,0.0,0.0,0.0,3556.5622480126003,0.0,0.0,0.0,3556.5622480126003
t194,0.0,0.0,0.0,0.0,0.0,0.0,3243.7163276560527,0.0,0.0,0.0,3243.7163276560527
t195,0.0,0.0,0.0,0.0,0.0,0.0,2996.9792143649647,0.0,0.0,0.0,2996.9792143649647
t196,0.0,0.0,0.0,0.0,0.0,0.0,2666.3123857564797,0.0,0.0,0.0,2666.3123857564797
t197,0.0,0.0,0.0,0.0,0.0,0.0,6397.295832472341,0.0,0.0,0.0,6397.295832472341
t198,0.0,0.0,0.0,0.0,0.0,0.0,3864.3253000657123,0.0,0.0,0.0,3864.3253000657123
t199,0.0,0.0,0.0,0.0,5643.712814782054,0.0,1038.9869918759923,0.0,0.0,0.0,6682.699806658046
t200,0.0,0.0,0.0,0.0,10016.875996662015,0.0,3513.1626494518314,0.0,0.0,0.0,13530.038646113846
t201,0.0,0.0,0.0,0.0,14635.147134993957,0.0,4388.14475650754,0.0,0.0,0.0,19023.291891501496
t202,0.0,0.0,0.0,0.0,14452.592631173453,0.0,6683.2656569487735,0.0,0.0,0.0,21135.858288122225
t203,0.0,0.0,0.0,0.0,14924.177510664655,0.0,5598.158174756031,0.0,0.0,0.0,20522.335685420687
t204,0.0,0.0,0.0,0.0,15009.611408281577,0.0,8355.57985132152,0.0,0.0,0.0,23365.191259603096
t205,0.0,0.0,0.0,0.0,15009.611408281577,0.0,7821.309908803247,0.0,0.0,0.0,22830.921317084823
t206,0.0,0.0,0.0,0.0,15009.611408281577,0.0,8441.421599202526,0.0,0.0,0.0,23451.033007484104
t207,0.0,0.0,0.0,0.0,15009.611408281577,0.0,7738.791449255089,0.0,0.0,0.0,22748.402857536665
t208,0.0,0.0,0.0,0.0,14965.84191047311,0.0,7918.459316499481,0.0,0.0,0.0,22884.30122697259
t209,0.0,0.0,0.0,0.0,14057.363716242551,0.0,6545.6709239284155,0.0,0.0,0.0,20603.03464017097
t210,0.0,0.0,0.0,0.0,0.0,0.0,4713.339355316767,0.0,0.0,0.0,4713.339355316767
t211,0.0,0.0,0.0,0.0,0.0,0.0,969.4657937895768,0.0,0.0,0.0,969.4657937895768
t212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t216,0.0,0.0,0.0,0.0,4646.4848615408,0.0,0.0,0.0,0.0,0.0,4646.4848615408
t217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t221,0.0,0.0,0.0,0.0,0.0,0.0,73.20002680131665,0.0,0.0,0.0,73.20002680131665
t222,0.0,0.0,0.0,0.0,0.0,0.0,701.3045587980473,0.0,0.0,0.0,701.3045587980473
t223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t228,0.0,0.0,0.0,0.0,0.0,8.881784197001252e-13,0.0,0.0,0.0,0.0,8.881784197001252e-13
t229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t234,0.0,0.0,0.0,0.0,0.0,0.0,1648.0224080237028,0.0,0.0,0.0,1648.0224080237028
t235,0.0,0.0,0.0,0.0,0.0,0.0,4313.285889747359,0.0,0.0,0.0,4313.285889747359
t236,0.0,0.0,0.0,0.0,0.0,0.0,1432.1706194308658,0.0,0.0,0.0,1432.1706194308658
t237,0.0,0.0,0.0,0.0,0.0,0.0,415.50116015536355,0.0,0.0,0.0,415.50116015536355
t238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t245,0.0,0.0,0.0,0.0,2.0816681711721685e-14,0.0,0.0,0.0,0.0,0.0,2.0816681711721685e-14
