Resource,MA_battery,CT_battery,ME_battery,Total
t64,1188.5885578152077,3147.550323042482,1065.4153241189592,5401.554204976648
t65,1188.5885578152077,3147.550323042482,1814.7270104764712,6150.865891334161
t66,418.4999999999999,3117.4963147371345,1814.7270104764712,5350.723325213606
t67,413.5,2376.3241233335666,1814.7270104764712,4604.551133810038
t68,546.5,2245.464325884059,141.69484939180683,2933.6591752758654
t69,762.9999999999999,-0.0,1814.7270104764712,2577.727010476471
t70,1121.5000000000002,4175.370196633855,-0.0,5296.870196633855
t71,1569.4999999999998,4779.9547851899615,1814.7270104764712,8164.181795666433
t72,646.324878275059,5338.242515518795,-0.0,5984.567393793854
t73,2194.6099131499996,-0.0,1814.7270104764712,4009.3369236264707
t74,2194.6099131499996,4396.175599614275,-0.0,6590.785512764274
t75,473.65384700000004,-0.0,1814.7270104764712,2288.380857476471
t76,470.6538469999999,5811.636916465639,422.36350523823575,6704.654268703875
t77,2194.6099131499996,4286.696271483774,1814.7270104764712,8296.033195110245
t78,-0.0,4390.793150691204,341.7325968729441,4732.525747564147
t79,-0.0,-0.0,1814.7270104764712,1814.7270104764712
t80,0.0,4158.878973842474,150.9651585838311,4309.844132426305
t81,708.6519191308488,-0.0,1814.7270104764712,2523.37892960732
t82,2194.6099131499996,2880.8084363045396,443.9401154613027,5519.358464915842
t83,2194.6099131499996,2972.9189218959295,195.36350523823563,5362.892340284165
t84,2194.6099131499996,3544.5224193656336,197.36350523823566,5936.49583775387
t85,2194.6099131499996,5811.636916465639,204.36350523823577,8210.610334853875
t86,746.2601634601353,5811.636916465639,1643.9905132629751,8201.887593188749
t87,2194.6099131499996,3147.550323042482,1814.7270104764712,7156.887246668953
t88,1902.6128696837357,3127.756566095324,1814.7270104764712,6845.096446255531
t89,1188.5885578152077,3167.3440799896393,-0.0,4355.932637804847
t90,0.0,0.0,1814.7270104764712,1814.7270104764712
t91,0.0,0.0,-0.0,0.0
t92,0.0,0.0,1814.7270104764712,1814.7270104764712
t93,0.0,0.0,-0.0,0.0
t94,0.0,0.0,1814.7270104764712,1814.7270104764712
t95,0.0,0.0,-0.0,0.0
t96,0.0,0.0,-0.0,0.0
t97,0.0,0.0,1814.7270104764712,1814.7270104764712
t98,0.0,0.0,1609.945252784229,1609.945252784229
t99,0.0,0.0,1814.7270104764712,1814.7270104764712
t100,0.0,0.0,0.0,0.0
t101,0.0,0.0,1467.6964759098685,1467.6964759098685
t102,0.0,0.0,1707.0572755412798,1707.0572755412798
t103,0.0,0.0,-0.0,0.0
t104,0.0,0.0,1814.7270104764712,1814.7270104764712
t105,0.0,0.0,1526.1815035709928,1526.1815035709928
t106,817.1196076752663,3379.56196226967,1057.434377196655,5254.115947141591
t107,2194.6099131499996,5024.057381743489,0.0,7218.667294893488
t108,353.18242234015935,3726.2765457873006,0.0,4079.45896812746
t109,0.0,2245.4817875732933,0.0,2245.4817875732933
t110,0.0,276.65350657683774,0.0,276.65350657683774
t111,0.0,0.0,0.0,0.0
t112,0.0,0.0,0.0,0.0
t113,0.0,0.0,0.0,0.0
t114,0.0,0.0,0.0,0.0
t115,0.0,0.0,0.0,0.0
t116,0.0,0.0,0.0,0.0
t117,0.0,0.0,0.0,0.0
t118,0.0,0.0,0.0,0.0
t119,0.0,0.0,1522.3157645553913,1522.3157645553913
t120,0.0,0.0,1814.7270104764712,1814.7270104764712
t121,2194.6099131499996,2489.9165456233327,1814.7270104764712,6499.253469249804
t122,1246.558370325823,5811.636916465639,773.4003886975061,7831.5956754889685
t123,1407.097811904805,5811.636916465639,1814.7270104764712,9033.461738846916
t124,2039.3665718804878,3663.4530838958353,150.9651585838311,5853.784814360154
t125,0.0,3954.556940232371,1814.7270104764712,5769.283950708842
t126,0.0,4527.3749945443105,150.9651585838311,4678.3401531281415
t127,0.0,3868.214741397553,1814.7270104764712,5682.941751874025
t128,0.0,120.41010144774604,150.9651585838311,271.37526003157717
t129,0.0,0.0,1814.7270104764712,1814.7270104764712
t130,0.0,0.0,150.9651585838311,150.9651585838311
t131,0.0,0.0,1814.7270104764712,1814.7270104764712
t132,0.0,0.0,150.9651585838311,150.9651585838311
t133,0.0,0.0,1814.7270104764712,1814.7270104764712
t134,0.0,0.0,150.9651585838311,150.9651585838311
t135,0.0,0.0,1814.7270104764712,1814.7270104764712
t136,0.0,0.0,150.9651585838311,150.9651585838311
t137,0.0,0.0,1814.7270104764712,1814.7270104764712
t138,0.0,1664.0376960201895,381.0795671204694,2045.117263140659
t139,0.0,4616.1418730532205,-0.0,4616.1418730532205
t140,0.0,5542.097742879665,813.4713962733522,6355.569139153017
t141,0.0,5811.636916465639,-0.0,5811.636916465639
t142,57.390086850001225,1815.2137728778662,1358.293798235861,3230.8976579637283
t143,831.9650563598415,5811.636916465639,1814.7270104764712,8458.328983301952
t144,1857.0000000000002,5811.636916465639,727.6557796416912,8396.29269610733
t145,2152.9999999999995,-0.0,1814.7270104764712,3967.7270104764707
t146,1447.3529212526428,5811.636916465639,1814.7270104764712,9073.716848194752
t147,2194.6099131499996,-0.0,-0.0,2194.6099131499996
t148,476.153847,5811.636916465639,422.8635052382356,6710.654268703875
t149,2194.6099131499996,-0.0,1814.7270104764712,4009.3369236264707
t150,294.15384700000004,4823.938302147214,1814.7270104764712,6932.819159623686
t151,34.653846999999956,933.7159032146114,362.86350523823563,1331.233255452847
t152,0.0,2581.214226656874,1602.828663822067,4184.0428904789405
t153,1574.9309974134267,531.8170523943611,982.8460845301512,3089.5941343379386
t154,2194.6099131499996,2205.5802615923562,782.0493912213421,5182.239565963699
t155,2194.6099131499996,3775.797933334849,248.36350523823558,6218.771351723084
t156,1063.177341523218,5120.852116162526,254.36350523823558,6438.392962923979
t157,2194.6099131499996,5811.636916465639,1814.7270104764712,9820.973840092109
t158,2194.6099131499996,5811.636916465639,1814.7270104764712,9820.973840092109
t159,2194.6099131499996,5811.636916465639,982.8460845301512,8989.09291414579
t160,1188.5885578152077,3909.322821228386,293.86350523823546,5391.774884281829
t161,1188.5885578152077,56.38619790470223,1671.8286638220668,2916.803419541977
t162,839.0000000000005,4777.989108922602,982.8460845301512,6599.835193452754
t163,-0.0,4608.2756623001405,982.8460845301512,5591.121746830292
t164,953.5,2845.758053489212,982.8460845301512,4782.104138019364
t165,1108.5000000000002,-0.0,982.8460845301512,2091.3460845301515
t166,1344.0000000000002,-0.0,982.8460845301512,2326.8460845301515
t167,0.0,5811.636916465639,982.8460845301512,6794.4830009957905
t168,1965.5000000000005,5811.636916465639,982.8460845301512,8759.98300099579
t169,1993.0000000000002,5811.636916465639,1601.328663822067,9405.965580287706
t170,509.6580863153205,5811.636916465639,150.9651585838311,6472.26016136479
t171,2154.0,4956.548425573226,1814.7270104764712,8925.275436049698
t172,170.15384699999993,-0.0,982.8460845301512,1152.9999315301511
t173,2098.4999999999995,-0.0,982.8460845301512,3081.3460845301506
t174,-0.0,4469.30453299453,355.98070813079477,4825.285241125324
t175,0.0,-0.0,1609.711460929508,1609.711460929508
t176,267.1924015757881,-0.0,806.1981727847123,1073.3905743605003
t177,1968.4582644562522,1016.4673258754304,260.8635052382355,3245.789095569918
t178,563.4380713882931,4951.298971844673,230.86350523823575,5745.600548471202
t179,2194.6099131499996,2881.666763795834,1814.7270104764712,6891.003687422305
t180,2194.6099131499996,5811.636916465639,536.0333761554419,8542.28020577108
t181,2194.6099131499996,5811.636916465639,1362.047608901896,9368.294438517534
t182,2194.6099131499996,5811.636916465639,1814.7270104764712,9820.973840092109
t183,2194.6099131499996,5811.636916465639,1037.3084869697457,9043.555316585383
t184,1507.9327462641231,4352.868939179241,982.8460845301512,6843.647769973516
t185,1188.5885578152077,1602.3165644098688,982.8460845301512,3773.7512067552275
t186,681.3573259201546,-0.0,982.8460845301512,1664.203410450306
t187,130.5000000000005,4907.097545181686,982.8460845301512,6020.443629711838
t188,231.50000000000048,5646.165552430618,982.8460845301512,6860.51163696077
t189,433.50000000000045,-0.0,982.8460845301512,1416.3460845301515
t190,767.5000000000001,5811.636916465639,982.8460845301512,7561.9830009957905
t191,541.0573931345755,4065.6356828095622,982.8460845301512,5589.539160474289
t192,1510.5000000000005,3122.745193907885,982.8460845301512,5616.091278438037
t193,1756.9999999999998,545.5351147959307,982.8460845301512,3285.3811993260815
t194,931.2965681700865,0.0,982.8460845301512,1914.1426527002377
t195,1384.948373577126,0.0,982.8460845301512,2367.794458107277
t196,1915.0,1685.29925477673,982.8460845301512,4583.145339306881
t197,-0.0,4559.538416424577,982.8460845301512,5542.3845009547285
t198,1436.0,5608.405812313936,-0.0,7044.405812313936
t199,780.0000000000002,2972.5237568141233,1814.7270104764712,5567.250767290595
t200,509.8224697376519,-0.0,301.9303171676623,811.7527869053142
t201,703.076125671685,496.1137928127277,1814.7270104764712,3013.9169289608835
t202,1599.526280381485,3263.3418963404324,152.3635052382356,5015.231681960154
t203,2194.6099131499996,4416.6331148260515,1225.6258984808676,7836.868926456918
t204,2194.6099131499996,5205.703363606839,162.86350523823558,7563.176781995075
t205,2057.924082741803,5811.636916465639,1814.7270104764712,9684.288009683914
t206,2194.6099131499996,5811.636916465639,1411.435818056519,9417.682647672158
t207,2194.6099131499996,5811.636916465639,941.8314253677005,8948.078254983338
t208,1188.5885578152077,4197.605025706041,1171.07542885303,6557.269012374278
t209,1188.5885578152077,1619.31607531645,982.8460845301512,3790.7507176618087
t210,0.0,3935.9573596062205,-0.0,3935.9573596062205
t211,0.0,2574.53150115794,1785.8388148454935,4360.370316003434
t212,0.0,725.5712478065242,1162.6994387449602,1888.2706865514842
t213,0.0,1372.9333584760873,0.0,1372.9333584760873
t214,0.0,3993.1633851804067,0.0,3993.1633851804067
t215,0.0,4750.593366394202,0.0,4750.593366394202
t216,0.0,2281.7459021761597,0.0,2281.7459021761597
t217,0.0,5491.181234640998,0.0,5491.181234640998
t218,1596.9316833557034,4730.509799669829,0.0,6327.441483025532
t219,688.8702087929456,0.0,260.9973736600839,949.8675824530295
t220,0.0,0.0,1596.0823683124863,1596.0823683124863
t221,0.0,0.0,1814.7270104764712,1814.7270104764712
t222,0.0,0.0,1521.8296790378124,1521.8296790378124
t223,0.0,0.0,1670.5638994930782,1670.5638994930782
t224,0.0,0.0,1175.4198929036163,1175.4198929036163
t225,0.0,0.0,0.0,0.0
t226,0.0,0.0,0.0,0.0
t227,0.0,2337.3100651822365,0.0,2337.3100651822365
t228,0.0,4540.441652371428,0.0,4540.441652371428
t229,0.0,5098.176605569686,0.0,5098.176605569686
t230,2158.767275800717,5811.636916465639,0.0,7970.404192266356
t231,0.0,4674.991056828152,0.0,4674.991056828152
t232,0.0,4331.746108362225,0.0,4331.746108362225
t233,0.0,892.9948797866961,1389.4278315994359,2282.422711386132
t234,0.0,0.0,1814.7270104764712,1814.7270104764712
t235,0.0,0.0,623.871136973796,623.871136973796
t236,0.0,0.0,1814.7270104764712,1814.7270104764712
t237,0.0,0.0,1814.7270104764712,1814.7270104764712
t238,0.0,0.0,1193.2919017076745,1193.2919017076745
t239,0.0,0.0,0.0,0.0
t240,0.0,0.0,0.0,0.0
t241,0.0,520.5083000370951,141.70209333401385,662.2103933711089
t242,0.0,4306.5437346085955,0.0,4306.5437346085955
t243,0.0,0.0,0.0,0.0
t244,0.0,0.0,0.0,0.0
t245,0.0,0.0,0.0,0.0
t246,0.0,0.0,0.0,0.0
t247,0.0,0.0,0.0,0.0
t248,0.0,0.0,0.0,0.0
t249,0.0,0.0,0.0,0.0
t250,0.0,0.0,0.0,0.0
t251,0.0,2406.2927081564317,0.0,2406.2927081564317
t252,0.0,2226.231842649776,0.0,2226.231842649776
t253,0.0,2826.2254899316576,0.0,2826.2254899316576
t254,0.0,2829.946442971223,0.0,2829.946442971223
t255,0.0,4965.877294768669,0.0,4965.877294768669
t256,0.0,3502.8448202819104,0.0,3502.8448202819104
t257,0.0,0.0,0.0,0.0
t258,0.0,0.0,0.0,0.0
t259,0.0,0.0,0.0,0.0
t260,0.0,0.0,0.0,0.0
t261,0.0,0.0,0.0,0.0
t262,0.0,0.0,0.0,0.0
t263,0.0,1038.049469167806,0.0,1038.049469167806
t264,0.0,0.0,0.0,0.0
t265,0.0,0.0,0.0,0.0
t266,0.0,0.0,0.0,0.0
t267,0.0,0.0,0.0,0.0
t268,0.0,0.0,0.0,0.0
t269,0.0,0.0,0.0,0.0
t270,0.0,0.0,0.0,0.0
t271,0.0,0.0,0.0,0.0
t272,0.0,0.0,0.0,0.0
t273,0.0,0.0,0.0,0.0
t274,0.0,1269.3894194644918,0.0,1269.3894194644918
t275,902.0556722799855,5811.636916465639,0.0,6713.692588745625
t276,0.0,4082.652219483876,0.0,4082.652219483876
t277,0.0,2081.456427937728,0.0,2081.456427937728
t278,0.0,2281.939900430149,0.0,2281.939900430149
t279,0.0,0.0,0.0,0.0
t280,0.0,0.0,0.0,0.0
t281,0.0,0.0,0.0,0.0
t282,0.0,0.0,0.0,0.0
t283,0.0,0.0,26.83159491502386,26.83159491502386
t284,0.0,0.0,1333.5710957227607,1333.5710957227607
t285,0.0,0.0,751.1833153733447,751.1833153733447
t286,0.0,0.0,1324.7553059323714,1324.7553059323714
t287,0.0,0.0,1814.7270104764712,1814.7270104764712
t288,0.0,0.0,1814.7270104764712,1814.7270104764712
t289,-0.0,1118.716648708329,749.6755394091648,1868.3921881174938
t290,1238.5931576451076,4864.75514499891,1814.7270104764712,7918.075313120488
t291,2194.6099131499996,5645.003120664164,150.9651585838311,7990.578192397995
t292,1749.1470426784156,5079.70269900199,1814.7270104764712,8643.576752156878
t293,2194.6099131499996,3665.9986858778097,150.9651585838311,6011.573757611641
t294,-0.0,2841.115840474975,1814.7270104764712,4655.842850951446
t295,0.0,768.9684422045797,982.8460845301512,1751.8145267347309
t296,785.4336433874328,899.8297539025932,982.8460845301512,2668.1094818201773
t297,1529.8188773868765,1665.827584350735,150.9651585838311,3346.6116203214424
t298,899.7712153297473,4401.680449071177,1814.7270104764712,7116.178674877395
t299,2194.6099131499996,3596.915471722232,210.8635052382356,6002.388890110467
t300,2194.6099131499996,4345.38646708005,216.36350523823566,6756.359885468286
t301,2194.6099131499996,4811.928476280002,1689.4303171676625,8695.968706597663
t302,2194.6099131499996,5331.258244080106,1814.7270104764712,9340.595167706577
t303,2194.6099131499996,5446.760198422749,982.8460845301512,8624.2161961029
t304,1372.674330017383,4596.724473345895,982.8460845301512,6952.244887893429
t305,1188.5885578152077,3355.6159112975292,242.36350523823558,4786.567974350972
t306,1135.7794558484877,4338.766626565554,210.53197051325768,5685.0780529273
t307,643.5000000000005,1177.3318198448446,-0.0,1820.831819844845
t308,-0.0,-0.0,1814.7270104764712,1814.7270104764712
t309,953.5,3203.542610916762,1814.7270104764712,5971.769621393233
t310,174.15326302542354,5256.872586043699,1814.7270104764712,7245.752859545593
t311,1558.5000000000005,3646.7413204005993,-0.0,5205.2413204006
t312,1924.9999999999998,-0.0,1729.2938224058978,3654.2938224058976
t313,216.15384699999973,-0.0,387.3635052382356,603.5173522382353
t314,2194.6099131499996,5182.021070328792,1814.7270104764712,9191.357993955262
t315,441.653847,4582.9269756009535,754.8107302867902,5779.391552887743
t316,471.6538469999998,-0.0,422.86350523823563,894.5173522382354
t317,435.15384700000004,3746.2133890547007,417.36350523823563,4598.730741292937
t318,282.65384699999976,4094.323936963405,1814.7270104764712,6191.7047944398755
t319,1572.2113156937241,1477.276709132039,-0.0,3049.488024825763
t320,364.9456137801561,1171.9868451601149,328.8635052382356,1865.7959641785064
t321,1885.7199456464753,1870.9747872478615,290.36350523823563,4047.0582381325726
t322,920.7099640403039,4714.827990282201,1568.9633396428287,7204.501293965334
t323,2194.6099131499996,5811.636916465639,1653.9368437654348,9660.183673381074
t324,2194.6099131499996,5811.636916465639,1814.7270104764712,9820.973840092109
t325,2194.6099131499996,5811.636916465639,591.9615195197756,8598.208349135413
t326,2194.6099131499996,5563.9742309904295,1303.6916132947808,9062.27575743521
t327,2194.6099131499996,4179.408087640973,1814.7270104764712,8188.745011267443
t328,1188.5885578152077,3147.550323042482,982.8460845301512,5318.984965387841
t329,1188.5885578152077,1557.5742302722917,982.8460845301512,3729.0088726176505
t330,-0.0,2140.6816530082297,982.8460845301512,3123.5277375383807
t331,908.0000000000003,3196.146651965798,982.8460845301512,5086.992736495949
t332,1041.9999999999998,-0.0,982.8460845301512,2024.846084530151
t333,-0.0,3568.322065686766,982.8460845301512,4551.168150216918
t334,1419.5000000000002,-0.0,982.8460845301512,2402.3460845301515
t335,1719.0000000000002,3836.325184362481,982.8460845301512,6538.171268892633
t336,43.65384699999986,3744.1815096672294,364.3635052382356,4152.198861905465
t337,2194.6099131499996,5811.636916465639,1814.7270104764712,9820.973840092109
t338,2194.6099131499996,5811.636916465639,1777.383577081166,9783.630406696804
t339,2194.6099131499996,2659.084501342946,1814.7270104764712,6668.421424969417
t340,981.653847,-0.0,491.86350523823563,1473.5173522382356
t341,883.5147157667727,5471.03267837182,1814.7270104764712,8169.274404615064
t342,524.6538469999997,4083.049000388429,429.86350523823563,5037.566352626664
t343,0.0,231.13581484707524,230.88536598534614,462.02118083242135
t344,987.9279768861486,84.95931541973789,287.8635052382356,1360.7507975441222
t345,1358.427673513563,3259.3507876602303,273.3635052382357,4891.141966412029
t346,2168.445021245383,3580.978487191255,1814.7270104764712,7564.150518913109
t347,2194.6099131499996,5368.805696667363,1814.7270104764712,9378.142620293835
t348,2194.6099131499996,5811.636916465639,268.85062538182103,8275.09745499746
t349,2194.6099131499996,5804.4268485700395,1228.0415641688182,9227.078325888857
t350,2194.6099131499996,5008.964855483777,1814.7270104764712,9018.301779110247
t351,1188.5885578152077,5681.868995511177,1814.7270104764712,8685.184563802855
t352,1188.5885578152077,3147.550323042482,982.8460845301512,5318.984965387841
t353,1188.5885578152077,2764.6557732377946,982.8460845301512,4936.090415583154
t354,1188.5885578152077,2898.315389090465,982.8460845301512,5069.750031435824
t355,1188.5885578152077,2605.62371578749,982.8460845301512,4777.058358132849
t356,974.7656734456236,2221.542644504069,982.8460845301512,4179.154402479844
t357,1107.9999999999995,1832.1494185450154,982.8460845301512,3922.9955030751657
t358,1482.9999999999995,1300.9558259491155,982.8460845301512,3766.801910479266
t359,0.0,2962.06106675703,343.2623702238862,3305.323436980916
t360,418.1538469999997,3785.938811489732,790.5488728900962,4994.641531379828
t361,700.6538469999999,3655.3397414742676,1814.7270104764712,6170.720598950738
t362,1163.2774869390823,4767.016531939881,150.9651585838311,6081.2591774627945
t363,1288.581325804987,4414.327783285008,1814.7270104764712,7517.636119566466
t364,1411.5611902241158,1852.0317718152808,-0.0,3263.5929620393963
t365,720.3753232469438,0.0,658.2323841360565,1378.6077073830002
t366,0.0,0.0,1814.7270104764712,1814.7270104764712
t367,0.0,0.0,-0.0,0.0
t368,1027.761436074785,2771.8072429005842,289.86350523823546,4089.4321842136046
t369,1324.712633656301,3344.025077263833,277.36350523823575,4946.101216158369
t370,1073.373140023306,4760.162382736813,1579.9665396428286,7413.502062402948
t371,2194.6099131499996,5464.174355923285,1814.7270104764712,9473.511279549755
t372,2194.6099131499996,5811.636916465639,949.7171792855329,8955.964008901172
t373,1293.0942449542183,5811.636916465639,1814.7270104764712,8919.458171896327
t374,2194.6099131499996,5811.636916465639,1611.9827848613606,9618.229614476999
t375,2194.6099131499996,2943.0207386410234,982.8460845301512,6120.476736321175
t376,2194.6099131499996,3763.1487322819576,982.8460845301512,6940.604729962109
t377,1188.5885578152077,3147.550323042482,982.8460845301512,5318.984965387841
t378,1188.5885578152077,2751.3986068484805,982.8460845301512,4922.83324919384
t379,1188.5885578152077,1628.9619977616549,0.0,2817.5505555768623
t380,0.0,1057.3027268646294,1133.8112431139823,2191.1139699786117
t381,-0.0,2486.9483549638053,1814.7270104764712,4301.675365440276
t382,1389.0000000000002,2157.803848243138,-0.0,3546.8038482431384
t383,1889.5,1072.3497973957042,1814.7270104764712,4776.576807872176
t384,0.0,2177.3630602392404,301.9303171676623,2479.293377406903
t385,2194.6099131499996,1201.0378744476745,1814.7270104764712,5210.3747980741455
t386,0.0,3472.8654000639394,-0.0,3472.8654000639394
t387,2194.6099131499996,1913.92451798549,1814.7270104764712,5923.26144161196
t388,495.1411369418172,5139.731875248692,301.9303171676623,5936.803329358171
t389,-0.0,2415.961560010927,1814.7270104764712,4230.6885704873985
t390,2194.6099131499996,1008.4889795896346,431.72645403164336,3634.8253467712775
t391,0.0,3168.5730369038556,228.68262242684506,3397.255659330701
t392,-0.0,3269.052699635413,139.97122105640887,3409.023920691822
t393,1211.4530790301494,2905.414709889026,271.3635052382355,4388.231294157411
t394,1527.3919426123448,3352.4939060155666,1585.0449396428285,6464.93078827074
t395,2194.6099131499996,5811.636916465639,1599.2324921800887,9605.479321795727
t396,2194.6099131499996,4610.791816928527,1814.7270104764712,8620.128740554997
t397,2194.6099131499996,5811.636916465639,951.1251914649338,8957.372021080573
t398,2194.6099131499996,5811.636916465639,1031.23956561518,9037.486395230819
t399,890.9942503350526,5811.636916465639,1775.3478431688777,8477.97900996957
t400,2194.6099131499996,3356.644995079129,982.8460845301512,6534.1009927592795
t401,1188.5885578152077,3147.550323042482,982.8460845301512,5318.984965387841
t402,1019.9643761991242,3147.550323042482,982.8460845301512,5150.360783771758
t403,1120.4999999999998,228.95336283863932,982.8460845301512,2332.2994473687904
t404,887.0000000000005,801.750626820537,-0.0,1688.7506268205375
t405,0.0,1033.6196936968317,1814.7270104764712,2848.346704173303
t406,230.15314178678895,1244.091755938784,-0.0,1474.2448977255729
t407,-0.0,3369.1654627894773,1284.7764016978135,4653.941864487291
t408,1594.6040688513308,2848.6735533894444,1814.7270104764712,6258.004632717247
t409,2194.6099131499996,2758.274096256497,-0.0,4952.884009406496
t410,1028.2215387418066,5811.636916465639,1814.7270104764712,8654.585465683916
t411,0.0,756.9766093123338,0.0,756.9766093123338
t412,1618.3542214913382,3496.92650350547,1814.7270104764712,6930.007735473279
t413,2194.6099131499996,1522.8486576379617,55.93409698635102,3773.3926677743125
t414,-0.0,2822.000861373425,1814.7270104764712,4636.7278718498965
t415,-0.0,1389.971467861562,215.84957788507043,1605.8210457466323
t416,580.0623094389124,3905.7464491758083,-0.0,4485.80875861472
t417,1703.645174440904,2505.813121883234,268.8635052382355,4478.321801562373
t418,2010.1954042691582,3690.716690103669,1587.1609396428285,7288.073034015655
t419,2194.6099131499996,5016.301659692336,1814.6099354898215,9025.521508332156
t420,2194.6099131499996,5811.636916465639,1485.324851070536,9491.571680686175
t421,2194.6099131499996,5811.636916465639,1504.3170998875828,9510.563929503222
t422,2194.6099131499996,5811.636916465639,1383.6041457922784,9389.850975407917
t423,1188.5885578152077,4086.1674239396184,982.8460845301512,6257.602066284978
t424,1188.5885578152077,4521.561444856413,982.8460845301512,6692.996087201772
t425,1188.5885578152077,2479.92958583626,220.36350523823555,3888.8816488897032
t426,1188.5885578152077,3204.090838392188,1745.328663822067,6138.008060029462
t427,1042.5000000000005,740.7222743897535,982.8460845301512,2766.068358919905
t428,828.0000000000003,1329.5305669615818,982.8460845301512,3140.3766514917334
t429,-0.0,0.0,982.8460845301512,982.8460845301512
t430,1248.0000000000002,3553.1391707378343,982.8460845301512,5783.985255267986
t431,1753.0,5811.636916465639,982.8460845301512,8547.48300099579
