Resource,MA_natural_gas_combined_cycle,CT_natural_gas_combined_cycle,ME_natural_gas_combined_cycle
t1409,61227.71082237638,10967.88184539903,7017.055574307021
t1410,61227.71082237638,11214.603113904937,7017.055574307021
t1411,61227.71082237638,11214.603113904937,7017.055574307021
t1412,61227.71082237638,11214.603113904937,7017.055574307021
t1413,61227.71082237638,11214.603113904937,7017.055574307021
t1414,61227.71082237638,11214.603113904937,7017.055574307021
t1415,61227.71082237638,11214.603113904937,7017.055574307021
t1416,61227.71082237638,11214.603113904937,7017.055574307021
t1417,61227.71082237638,11214.603113904937,7017.055574307021
t1418,59230.858993575144,7298.484121923937,4490.915567556493
t1419,51846.28838179532,8449.489079412102,0.0
t1420,48257.78859148341,11214.603113904937,0.0
t1421,54588.73663031305,7649.789874022903,0.0
t1422,61227.71082237638,11214.603113904937,0.0
t1423,61227.71082237638,11214.603113904937,0.0
t1424,61227.71082237638,7637.326758344725,0.0
t1425,22041.975896055497,459.9807654455657,0.0
t1426,0.0,0.0,0.0
t1427,0.0,0.0,0.0
t1428,0.0,0.0,0.0
t1429,0.0,0.0,0.0
t1430,0.0,0.0,0.0
t1431,0.0,0.0,0.0
t1432,0.0,0.0,0.0
t1433,51037.185634888214,0.0,0.0
t1434,56135.46442255142,0.0,0.0
t1435,56135.46442255142,0.0,0.0
t1436,56135.46442255142,0.0,0.0
t1437,56135.46442255142,0.0,0.0
t1438,30966.51001071783,0.0,0.0
t1439,38354.000342517225,0.0,0.0
t1440,27899.88685049635,0.0,0.0
t1441,26271.39734975407,0.0,0.0
t1442,27129.417818515292,0.0,0.0
t1443,34513.11987442201,0.0,0.0
t1444,41991.84444517941,0.0,0.0
t1445,56135.46442255142,0.0,0.0
t1446,56135.46442255142,0.0,0.0
t1447,56135.46442255142,0.0,0.0
t1448,56135.46442255142,0.0,0.0
t1449,55159.22684631558,0.0,0.0
t1450,26271.39734975407,0.0,0.0
t1451,26271.39734975407,0.0,0.0
t1452,26271.39734975407,0.0,0.0
t1453,26271.39734975407,0.0,0.0
t1454,26271.39734975407,0.0,0.0
t1455,26271.39734975407,0.0,0.0
t1456,40753.08598794074,3710.3103446442087,5602.968748904674
t1457,62598.43663659575,5789.22897393644,7017.055574307021
t1458,61227.71082237638,5789.22897393644,7017.055574307021
t1459,61227.71082237638,5789.22897393644,7017.055574307021
t1460,61227.71082237638,5789.22897393644,7017.055574307021
t1461,61227.71082237638,5789.22897393644,7017.055574307021
t1462,61227.71082237638,5789.22897393644,7017.055574307021
t1463,61227.71082237638,5789.22897393644,7017.055574307021
t1464,61227.71082237638,5789.22897393644,7017.055574307021
t1465,61227.71082237638,5789.22897393644,7017.055574307021
t1466,59455.11177180856,2084.1224306171184,7017.055574307021
t1467,50962.65472284479,1956.7593931905167,7017.055574307021
t1468,44621.04130550133,1956.7593931905167,7017.055574307021
t1469,41808.38820381676,1956.7593931905167,7017.055574307021
t1470,48449.92322411705,1956.7593931905167,7017.055574307021
t1471,52503.46988050155,1956.7593931905167,7017.055574307021
t1472,61227.71082237638,5661.865936509838,7017.055574307021
t1473,28654.56866487215,1956.7593931905167,3326.084342221528
t1474,28654.56866487215,1956.7593931905167,3326.084342221528
t1475,28654.56866487215,1956.7593931905167,3326.084342221528
t1476,28654.56866487215,1956.7593931905167,3326.084342221528
t1477,28654.56866487215,1956.7593931905167,3326.084342221528
t1478,28654.56866487215,1956.7593931905167,3326.084342221528
t1479,28654.56866487215,1956.7593931905167,3326.084342221528
t1480,28654.56866487215,1956.7593931905167,3326.084342221528
t1481,61227.71082237638,5883.043370566338,7017.055574307021
t1482,61227.71082237638,6029.404567287203,7017.055574307021
t1483,61227.71082237638,6029.404567287203,7017.055574307021
t1484,61227.71082237638,6029.404567287203,7017.055574307021
t1485,61227.71082237638,6029.404567287203,7017.055574307021
t1486,61227.71082237638,6029.404567287203,7017.055574307021
t1487,61227.71082237638,6029.404567287203,7017.055574307021
t1488,61227.71082237638,6029.404567287203,7017.055574307021
t1489,58444.38,6029.404567287203,5448.9901053535095
t1490,55613.55,6029.404567287203,3651.3779992737545
t1491,53459.61651151985,6029.404567287203,4459.0920723651125
t1492,53161.65,6029.404567287203,1099.5708111688505
t1493,52395.74710941957,6029.404567287203,0.0
t1494,52250.489573461906,6029.404567287203,0.0
t1495,51604.27855543857,6029.404567287203,0.0
t1496,51845.55143659319,6029.404567287203,0.0
t1497,43916.13875171826,5896.757666806883,0.0
t1498,23073.83416529337,2037.9387437430746,0.0
t1499,23073.83416529337,2037.9387437430746,0.0
t1500,23073.83416529337,2037.9387437430746,0.0
t1501,23073.83416529337,2037.9387437430746,0.0
t1502,23073.83416529337,2037.9387437430746,0.0
t1503,23073.83416529337,2037.9387437430742,0.0
t1504,24398.885602092643,5896.757666806884,0.0
t1505,49303.064455755055,6029.404567287203,0.0
t1506,49303.064455755055,6029.404567287203,0.0
t1507,49303.064455755055,6029.404567287203,0.0
t1508,49303.064455755055,6029.404567287203,0.0
t1509,49303.064455755055,6029.404567287203,0.0
t1510,49303.064455755055,6029.404567287203,0.0
t1511,49303.064455755055,6029.404567287203,0.0
t1512,36912.05505701316,5896.757666806882,0.0
t1513,38892.25483332051,0.0,0.0
t1514,39187.388516877465,0.0,0.0
t1515,39187.388516877465,0.0,0.0
t1516,39187.388516877465,0.0,0.0
t1517,39187.388516877465,0.0,0.0
t1518,39187.388516877465,0.0,0.0
t1519,39187.388516877465,0.0,0.0
t1520,35681.38423979693,0.0,0.0
t1521,10601.45558899535,0.0,0.0
t1522,0.0,0.0,0.0
t1523,0.0,0.0,0.0
t1524,0.0,0.0,0.0
t1525,0.0,0.0,0.0
t1526,0.0,0.0,0.0
t1527,0.0,0.0,0.0
t1528,0.0,5987.731833028181,0.0
t1529,50801.62725695084,14343.152133294221,5479.408481088037
t1530,55876.375313705685,14975.27004021127,6862.31095499871
t1531,55876.375313705685,14975.27004021127,6862.31095499871
t1532,55876.375313705685,14975.27004021127,6862.31095499871
t1533,55876.375313705685,14975.27004021127,6862.31095499871
t1534,55876.375313705685,14975.27004021127,6862.31095499871
t1535,55876.375313705685,14975.27004021127,6862.31095499871
t1536,55876.375313705685,14975.27004021127,6862.31095499871
t1537,55876.375313705685,14975.27004021127,6862.31095499871
t1538,55263.33125348356,14975.27004021127,6862.31095499871
t1539,53737.06258809624,14975.27004021127,6862.31095499871
t1540,53485.77648731006,14975.27004021127,6862.31095499871
t1541,55876.375313705685,14975.27004021127,6862.31095499871
t1542,55876.375313705685,14975.27004021127,6862.31095499871
t1543,55876.375313705685,14975.27004021127,6862.31095499871
t1544,55876.375313705685,14975.27004021127,6862.31095499871
t1545,27414.933514610606,14645.814099326619,4391.879011199175
t1546,19451.32776480553,5061.641273591409,0.0
t1547,19451.32776480553,5061.641273591409,0.0
t1548,19451.32776480553,5061.641273591409,0.0
t1549,19451.32776480553,5061.641273591409,0.0
t1550,19451.32776480553,5061.641273591409,0.0
t1551,19451.32776480553,5061.641273591409,0.0
t1552,19451.32776480553,5061.641273591409,0.0
t1553,41562.66616411437,14645.814099326619,0.0
t1554,41562.66616411437,14975.27004021127,0.0
t1555,41562.66616411437,14975.27004021127,0.0
t1556,41562.66616411437,14975.27004021127,0.0
t1557,41562.66616411437,14975.27004021127,0.0
t1558,37735.155131286156,14975.27004021127,0.0
t1559,39030.52794912146,14975.27004021127,0.0
t1560,22829.13863081868,14975.27004021127,0.0
t1561,10798.57284464479,14975.27004021127,0.0
t1562,10287.634184841541,7541.5174219379105,0.0
t1563,10287.634184841541,14627.420402957636,0.0
t1564,10287.634184841541,5061.641273591409,0.0
t1565,10287.634184841541,5061.641273591409,0.0
t1566,18855.188753152182,14645.814099326619,0.0
t1567,21982.12432658449,14975.27004021127,0.0
t1568,21982.12432658449,14975.27004021127,0.0
t1569,14068.559569014074,9584.17282573521,0.0
t1570,0.0,0.0,0.0
t1571,0.0,0.0,0.0
t1572,0.0,0.0,0.0
t1573,0.0,0.0,0.0
t1574,0.0,0.0,0.0
t1575,0.0,0.0,0.0
t1576,0.0,0.0,0.0
t1577,0.0,0.0,0.0
t1578,0.0,0.0,0.0
t1579,0.0,0.0,0.0
t1580,0.0,0.0,0.0
t1581,0.0,0.0,0.0
t1582,0.0,0.0,0.0
t1583,0.0,0.0,0.0
t1584,0.0,0.0,0.0
t1585,0.0,0.0,0.0
t1586,0.0,0.0,0.0
t1587,0.0,0.0,0.0
t1588,0.0,0.0,0.0
t1589,0.0,0.0,0.0
t1590,0.0,0.0,0.0
t1591,0.0,0.0,0.0
t1592,0.0,0.0,0.0
t1593,0.0,0.0,0.0
t1594,0.0,0.0,0.0
t1595,0.0,0.0,0.0
t1596,0.0,0.0,0.0
t1597,0.0,0.0,0.0
t1598,0.0,0.0,0.0
t1599,0.0,0.0,0.0
t1600,0.0,0.0,0.0
t1601,36744.93150607994,13790.709353884446,0.0
t1602,40415.50821443836,14975.27004021127,0.0
t1603,40415.50821443836,14975.27004021127,0.0
t1604,40415.50821443836,14975.27004021127,0.0
t1605,40415.50821443836,14975.27004021127,0.0
t1606,40415.50821443836,14975.27004021127,0.0
t1607,36931.97938313718,9584.17282573521,0.0
t1608,11066.054125896626,0.0,0.0
t1609,0.0,0.0,0.0
t1610,0.0,0.0,0.0
t1611,0.0,0.0,0.0
t1612,0.0,0.0,0.0
t1613,0.0,0.0,0.0
t1614,0.0,0.0,0.0
t1615,0.0,0.0,0.0
t1616,0.0,0.0,0.0
t1617,0.0,0.0,0.0
t1618,0.0,0.0,0.0
t1619,0.0,0.0,0.0
t1620,0.0,0.0,0.0
t1621,0.0,0.0,0.0
t1622,0.0,0.0,0.0
t1623,0.0,0.0,0.0
t1624,32430.307216181787,13790.709353884446,0.0
t1625,28838.78646448446,14645.814099326619,0.0
t1626,16693.50448016283,5061.641273591409,0.0
t1627,44689.16186537145,14645.814099326619,4884.258122254763
t1628,42776.27098573154,14975.27004021127,6116.955531801279
t1629,42776.27098573154,14975.27004021127,6116.955531801279
t1630,42776.27098573154,14975.27004021127,6116.955531801279
t1631,42776.27098573154,14975.27004021127,6116.955531801279
t1632,42776.27098573154,14975.27004021127,6116.955531801279
t1633,30614.18198998737,14975.27004021127,2899.4369220738063
t1634,25515.133161857288,14975.27004021127,2899.4369220738063
t1635,30766.673520981843,14975.27004021127,2899.4369220738063
t1636,40688.794358511666,14975.27004021127,2899.4369220738063
t1637,42776.27098573154,14975.27004021127,6116.955531801279
t1638,42776.27098573154,14975.27004021127,6116.955531801279
t1639,42776.27098573154,14975.27004021127,6116.955531801279
t1640,42776.27098573154,14975.27004021127,6116.955531801279
t1641,42776.27098573154,14975.27004021127,6116.955531801279
t1642,42776.27098573154,14975.27004021127,2257.6724711572
t1643,16617.391304726705,12042.009906540963,0.0
t1644,16617.391304726705,5061.641273591409,0.0
t1645,16617.391304726705,5061.641273591409,0.0
t1646,16617.391304726705,5061.641273591409,0.0
t1647,16617.391304726705,5061.641273591409,0.0
t1648,16617.391304726705,13997.725293639334,0.0
t1649,35507.246377621166,14975.27004021127,0.0
t1650,35507.246377621166,14975.27004021127,0.0
t1651,35507.246377621166,14975.27004021127,0.0
t1652,35507.246377621166,14975.27004021127,0.0
t1653,35507.246377621166,14645.814099326619,0.0
t1654,15944.223238517618,5061.641273591409,0.0
t1655,26674.02710827775,14645.814099326619,0.0
t1656,4869.961141074171,5061.641273591409,0.0
t1657,0.0,0.0,0.0
t1658,0.0,0.0,0.0
t1659,0.0,0.0,0.0
t1660,0.0,0.0,0.0
t1661,0.0,0.0,0.0
t1662,0.0,0.0,0.0
t1663,0.0,0.0,0.0
t1664,0.0,0.0,0.0
t1665,0.0,0.0,0.0
t1666,0.0,0.0,0.0
t1667,0.0,0.0,0.0
t1668,0.0,0.0,0.0
t1669,0.0,0.0,0.0
t1670,0.0,0.0,0.0
t1671,0.0,0.0,0.0
t1672,18825.04296314212,0.0,0.0
t1673,43317.070337677585,0.0,0.0
t1674,42059.76883245895,0.0,0.0
t1675,42059.76883245895,0.0,0.0
t1676,42059.76883245895,0.0,0.0
t1677,42059.76883245895,0.0,0.0
t1678,27700.678044479857,0.0,0.0
t1679,18731.782208448014,0.0,0.0
t1680,18339.697825898653,0.0,0.0
t1681,0.0,0.0,0.0
t1682,0.0,0.0,0.0
t1683,0.0,0.0,0.0
t1684,0.0,0.0,0.0
t1685,0.0,0.0,0.0
t1686,0.0,0.0,0.0
t1687,0.0,0.0,0.0
t1688,0.0,0.0,0.0
t1689,0.0,0.0,0.0
t1690,0.0,0.0,0.0
t1691,0.0,0.0,0.0
t1692,0.0,0.0,0.0
t1693,0.0,0.0,0.0
t1694,0.0,0.0,0.0
t1695,0.0,0.0,0.0
t1696,0.0,0.0,0.0
t1697,1856.7843600000022,0.0,0.0
t1698,2518.770000000003,0.0,0.0
t1699,1612.3100000000038,0.0,0.0
t1700,1178.7843600000015,0.0,0.0
t1701,1178.7843600000015,0.0,0.0
t1702,1178.7843600000015,0.0,0.0
t1703,0.0,0.0,0.0
t1704,0.0,0.0,0.0
t1705,0.0,0.0,0.0
t1706,0.0,0.0,0.0
t1707,0.0,0.0,0.0
t1708,0.0,0.0,0.0
t1709,0.0,0.0,0.0
t1710,0.0,0.0,0.0
t1711,0.0,0.0,0.0
t1712,0.0,0.0,0.0
t1713,0.0,0.0,0.0
t1714,0.0,0.0,0.0
t1715,0.0,0.0,0.0
t1716,0.0,0.0,0.0
t1717,0.0,0.0,0.0
t1718,0.0,0.0,0.0
t1719,3485.8243737661683,1213.269218030517,0.0
t1720,2237.0654903153422,8717.51278502442,0.0
t1721,5146.258949621755,13494.39378698184,0.0
t1722,8719.58061652685,14975.27004021127,0.0
t1723,4080.7637285345663,5391.097214476057,0.0
t1724,4080.7637285345663,13983.209898012326,0.0
t1725,1867.7790965968247,4399.037072277114,0.0
t1726,1852.491301286608,0.0,0.0
t1727,0.0,0.0,0.0
t1728,0.0,0.0,0.0
t1729,0.0,0.0,0.0
t1730,0.0,0.0,0.0
t1731,0.0,0.0,0.0
t1732,0.0,0.0,0.0
t1733,0.0,0.0,0.0
t1734,0.0,0.0,0.0
t1735,0.0,0.0,0.0
t1736,0.0,0.0,0.0
t1737,0.0,0.0,0.0
t1738,0.0,0.0,0.0
t1739,0.0,0.0,0.0
t1740,0.0,0.0,0.0
t1741,0.0,0.0,0.0
t1742,0.0,0.0,0.0
t1743,0.0,0.0,0.0
t1744,0.0,0.0,0.0
t1745,6699.044881414868,0.0,0.0
t1746,4252.905993429361,0.0,0.0
t1747,4252.905993429361,0.0,0.0
t1748,9087.405968866158,0.0,0.0
t1749,4252.905993429362,0.0,0.0
t1750,4252.905993429362,0.0,0.0
t1751,0.0,0.0,0.0
t1752,0.0,0.0,0.0
t1753,0.0,0.0,0.0
t1754,0.0,0.0,0.0
t1755,0.0,0.0,0.0
t1756,0.0,0.0,0.0
t1757,0.0,0.0,0.0
t1758,0.0,0.0,0.0
t1759,87.03635304900162,0.0,0.0
t1760,163.02114676912234,0.0,0.0
t1761,71.83183040344106,0.0,0.0
t1762,71.83183040344106,0.0,0.0
t1763,71.83183040344106,0.0,0.0
t1764,71.83183040344106,0.0,0.0
t1765,71.83183040344106,0.0,0.0
t1766,71.83183040344106,0.0,0.0
t1767,71.83183040344106,0.0,0.0
t1768,15576.567505096811,3613.623046891142,0.0
t1769,29252.663935921726,5638.366956053851,0.0
t1770,12817.737629378975,2029.812104179386,0.0
t1771,12817.737629378975,1905.7680311462013,0.0
t1772,12817.737629378977,1905.7680311462013,0.0
t1773,12817.737629378977,1905.7680312405193,1.2789324895532739e-8
t1774,2974.5160292797273,0.0,0.0
t1775,0.0,0.0,0.0
t1776,0.0,0.0,0.0
t1777,0.0,0.0,0.0
t1778,0.0,0.0,0.0
t1779,0.0,0.0,0.0
t1780,0.0,0.0,0.0
t1781,0.0,0.0,0.0
t1782,0.0,0.0,0.0
t1783,0.0,0.0,0.0
t1784,0.0,0.0,0.0
t1785,0.0,0.0,0.0
t1786,0.0,0.0,0.0
t1787,0.0,0.0,0.0
t1788,0.0,0.0,0.0
t1789,0.0,0.0,0.0
t1790,0.0,0.0,0.0
t1791,0.0,0.0,0.0
t1792,0.0,0.0,0.0
t1793,0.0,0.0,0.0
t1794,0.0,0.0,0.0
t1795,0.0,0.0,0.0
t1796,0.0,0.0,0.0
t1797,0.0,0.0,0.0
t1798,0.0,0.0,0.0
t1799,0.0,0.0,0.0
t1800,0.0,0.0,0.0
t1801,0.0,0.0,0.0
t1802,0.0,0.0,0.0
t1803,0.0,0.0,0.0
t1804,0.0,0.0,0.0
t1805,0.0,0.0,0.0
t1806,0.0,0.0,0.0
t1807,0.0,0.0,0.0
t1808,0.0,0.0,0.0
t1809,0.0,0.0,0.0
t1810,0.0,0.0,0.0
t1811,0.0,0.0,0.0
t1812,0.0,0.0,0.0
t1813,0.0,0.0,0.0
t1814,0.0,0.0,0.0
t1815,0.0,0.0,0.0
t1816,0.0,0.0,0.0
t1817,0.0,0.0,0.0
t1818,0.0,0.0,0.0
t1819,0.0,0.0,0.0
t1820,0.0,0.0,0.0
t1821,0.0,0.0,0.0
t1822,0.0,0.0,0.0
t1823,0.0,0.0,0.0
t1824,0.0,0.0,0.0
t1825,0.0,0.0,0.0
t1826,0.0,0.0,0.0
t1827,0.0,0.0,0.0
t1828,0.0,0.0,0.0
t1829,0.0,0.0,0.0
t1830,0.0,0.0,0.0
t1831,0.0,0.0,0.0
t1832,0.0,0.0,0.0
t1833,0.0,0.0,0.0
t1834,0.0,0.0,0.0
t1835,0.0,0.0,0.0
t1836,0.0,0.0,0.0
t1837,0.0,0.0,0.0
t1838,0.0,0.0,0.0
t1839,0.0,0.0,0.0
t1840,0.0,0.0,0.0
t1841,0.0,0.0,0.0
t1842,0.0,0.0,0.0
t1843,0.0,0.0,0.0
t1844,0.0,0.0,0.0
t1845,0.0,0.0,0.0
t1846,0.0,0.0,0.0
t1847,0.0,0.0,0.0
t1848,0.0,0.0,0.0
