Resource,MA_natural_gas_combined_cycle,CT_natural_gas_combined_cycle,ME_natural_gas_combined_cycle
t826,0.0,0.0,0.0
t827,0.0,0.0,0.0
t828,0.0,0.0,0.0
t829,0.0,0.0,0.0
t830,0.0,0.0,0.0
t831,0.0,0.0,0.0
t832,0.0,0.0,0.0
t833,0.0,0.0,0.0
t834,0.0,0.0,0.0
t835,0.0,0.0,0.0
t836,0.0,0.0,0.0
t837,0.0,0.0,0.0
t838,0.0,0.0,0.0
t839,0.0,0.0,0.0
t840,0.0,0.0,0.0
t841,23896.483410474557,0.0,5602.968748904674
t842,22970.524539264683,0.0,7017.055574307021
t843,22970.524539264683,0.0,7017.055574307021
t844,22970.524539264683,0.0,7017.055574307021
t845,22970.524539264683,0.0,7017.055574307021
t846,22970.524539264683,0.0,7017.055574307021
t847,22970.524539264683,0.0,7017.055574307021
t848,22970.524539264683,0.0,7017.055574307021
t849,13565.547267857275,0.0,7017.055574307021
t850,10750.205484375874,0.0,3326.084342221528
t851,10750.205484375874,0.0,3326.084342221528
t852,10750.205484375874,0.0,3326.084342221528
t853,10750.205484375874,0.0,3326.084342221528
t854,10750.205484375874,0.0,3326.084342221528
t855,10750.205484375874,0.0,3326.084342221528
t856,21299.340891085907,0.0,7017.055574307021
t857,41326.62438637607,0.0,7017.055574307021
t858,52062.28774707693,0.0,7017.055574307021
t859,63694.85027736951,152.33434093421658,7017.055574307021
t860,61227.71082237638,165.4191842745885,7017.055574307021
t861,61227.71082237638,165.4191842745885,7017.055574307021
t862,61227.71082237638,165.4191842745885,7017.055574307021
t863,61227.71082237638,165.4191842745885,7017.055574307021
t864,61227.71082237638,165.4191842745885,7017.055574307021
t865,48097.196108759315,59.550906338851874,7017.055574307021
t866,24487.88318515133,0.0,5662.738686106978
t867,24487.88318515133,0.0,3326.084342221528
t868,24487.88318515133,0.0,3326.084342221528
t869,31470.615004974887,0.0,7017.055574307021
t870,52324.53672040883,0.0,7017.055574307021
t871,52324.53672040883,0.0,7017.055574307021
t872,52324.53672040883,0.0,7017.055574307021
t873,30194.209841499134,0.0,7017.055574307021
t874,13523.545104167435,0.0,3326.084342221528
t875,13523.545104167435,0.0,3326.084342221528
t876,13523.545104167435,0.0,3326.084342221528
t877,13523.545104167435,0.0,3326.084342221528
t878,13523.545104167435,0.0,3326.084342221528
t879,13523.545104167435,0.0,3326.084342221528
t880,14454.648952323738,0.0,7017.055574307021
t881,28896.46389779366,0.0,7017.055574307021
t882,28896.46389779366,0.0,7017.055574307021
t883,28896.46389779366,0.0,7017.055574307021
t884,28896.46389779366,0.0,7017.055574307021
t885,28896.46389779366,0.0,5290.604277218269
t886,28896.46389779366,0.0,799.6887096617778
t887,27911.61165470449,0.0,0.0
t888,18520.091654704494,0.0,0.0
t889,12617.379014300564,0.0,0.0
t890,12617.379014300564,0.0,0.0
t891,12617.379014300564,0.0,0.0
t892,12617.379014300564,0.0,0.0
t893,12617.379014300564,0.0,0.0
t894,12617.379014300564,0.0,0.0
t895,12617.379014300564,0.0,0.0
t896,12617.379014300564,0.0,0.0
t897,12617.379014300564,0.0,0.0
t898,12617.379014300564,0.0,0.0
t899,12617.379014300564,0.0,0.0
t900,12617.379014300564,0.0,0.0
t901,12617.379014300564,0.0,0.0
t902,12617.379014300564,0.0,0.0
t903,12617.379014300564,0.0,0.0
t904,24259.02942765646,7757.27401156,0.0
t905,26960.211569018295,16815.62977127656,0.0
t906,26960.211569018295,14975.27004021127,0.0
t907,26960.211569018295,14975.27004021127,0.0
t908,26960.211569018295,14975.27004021127,0.0
t909,26960.211569018295,14975.27004021127,0.0
t910,26960.211569018295,14975.27004021127,0.0
t911,26960.211569018295,14975.27004021127,0.0
t912,26960.211569018295,14975.27004021127,0.0
t913,26960.211569018295,7309.859889716665,0.0
t914,25516.835729591254,5061.641273591409,0.0
t915,24105.623227407334,13214.747342304388,0.0
t916,6851.0878232356245,5061.641273591409,0.0
t917,6851.0878232356245,5061.641273591409,0.0
t918,14639.076545375265,7353.59249665365,0.0
t919,14639.076545375265,14975.27004021127,0.0
t920,14639.076545375265,10563.176057479199,0.0
t921,9029.419009688267,5061.641273591409,0.0
t922,6851.0878232356245,5061.641273591409,0.0
t923,6851.0878232356245,5061.641273591409,0.0
t924,6851.0878232356245,5061.641273591409,0.0
t925,6851.0878232356245,5061.641273591409,0.0
t926,6851.0878232356245,5061.641273591409,0.0
t927,6851.0878232356245,5061.641273591409,0.0
t928,6851.0878232356245,5061.641273591409,0.0
t929,6851.0878232356245,5061.641273591409,0.0
t930,32728.152819508232,5061.641273591409,0.0
t931,33528.389324964715,5061.641273591409,0.0
t932,33528.389324964715,5061.641273591409,0.0
t933,33528.389324964715,5391.097214476057,0.0
t934,33528.389324964715,14975.27004021127,0.0
t935,33528.389324964715,12124.071942390789,0.0
t936,33528.389324964715,5061.641273591409,0.0
t937,24787.32820165949,5061.641273591409,0.0
t938,11489.116120713332,5061.641273591409,0.0
t939,11489.116120713332,5061.641273591409,0.0
t940,11489.116120713332,5061.641273591409,0.0
t941,11489.116120713332,5061.641273591409,0.0
t942,11489.116120713332,5061.641273591409,0.0
t943,24549.393420327633,14645.814099326619,5602.968748904674
t944,24549.393420327633,14975.27004021127,7017.055574307021
t945,24549.393420327633,14975.27004021127,7017.055574307021
t946,15547.467618590941,5391.097214476057,7017.055574307021
t947,11489.116120713332,5061.641273591409,3326.084342221528
t948,11489.116120713332,5061.641273591409,3326.084342221528
t949,11489.116120713332,5061.641273591409,3326.084342221528
t950,11489.116120713332,5061.641273591409,3326.084342221528
t951,11489.116120713332,5061.641273591409,3326.084342221528
t952,11489.116120713332,5061.641273591409,6919.997250520516
t953,24409.191430374132,5391.097214476057,7017.055574307021
t954,24549.393420327633,14975.27004021127,7017.055574307021
t955,24549.393420327633,14975.27004021127,7017.055574307021
t956,24549.393420327633,14975.27004021127,7017.055574307021
t957,24549.393420327633,14975.27004021127,7017.055574307021
t958,24549.393420327633,14975.27004021127,7017.055574307021
t959,24549.393420327633,14975.27004021127,7017.055574307021
t960,24549.393420327633,14975.27004021127,7017.055574307021
t961,24549.393420327633,14975.27004021127,7017.055574307021
t962,24549.393420327633,14975.27004021127,7017.055574307021
t963,24549.393420327633,14975.27004021127,7017.055574307021
t964,24549.393420327633,9420.863484028363,7017.055574307021
t965,17284.833308880858,4087.3468269381297,7017.055574307021
t966,19368.341037137543,4087.3468269381297,7017.055574307021
t967,24549.393420327633,11826.701765519203,7017.055574307021
t968,15711.611789009683,5950.569625274512,4490.915567556493
t969,0.0,1248.409629601958,0.0
t970,0.0,1248.409629601958,0.0
t971,0.0,1248.409629601958,0.0
t972,0.0,1248.409629601958,0.0
t973,0.0,1248.409629601958,0.0
t974,0.0,1248.409629601958,0.0
t975,0.0,1248.409629601958,0.0
t976,0.0,1248.409629601958,0.0
t977,0.0,1248.4096296019577,0.0
t978,4728.78308827109,6447.3721735644285,0.0
t979,5201.157381847199,6772.152962028237,0.0
t980,5201.157381847199,6623.165596863616,0.0
t981,2434.141654704489,2288.987701165544,0.0
t982,2434.141654704489,2288.987701165544,0.0
t983,5201.157381847199,6623.165596863616,0.0
t984,5201.157381847199,6772.152962028237,0.0
t985,5201.157381847199,6772.152962028237,0.0
t986,5201.157381847199,6772.152962028237,0.0
t987,5201.157381847199,6772.152962028237,0.0
t988,5201.157381847199,6772.152962028237,0.0
t989,5201.157381847199,6772.152962028237,0.0
t990,5201.157381847199,6772.152962028237,0.0
t991,3328.740724382207,4334.177895698072,0.0
t992,0.0,0.0,0.0
t993,0.0,0.0,0.0
t994,0.0,0.0,0.0
t995,0.0,0.0,0.0
t996,0.0,0.0,0.0
t997,0.0,0.0,0.0
t998,0.0,0.0,0.0
t999,0.0,0.0,0.0
t1000,0.0,0.0,0.0
t1001,0.0,0.0,0.0
t1002,0.0,0.0,0.0
t1003,7351.151594626536,0.0,0.0
t1004,18850.578888920772,0.0,0.0
t1005,18265.90395833437,0.0,0.0
t1006,8682.771654704498,0.0,0.0
t1007,19793.751921306633,0.0,0.0
t1008,9140.314871712968,0.0,0.0
t1009,21776.60912015174,9864.122950567298,5602.968748904674
t1010,21776.60912015174,9864.122950567298,7017.055574307021
t1011,21776.60912015174,9864.122950567298,7017.055574307021
t1012,21776.60912015174,9864.122950567298,7017.055574307021
t1013,21776.60912015174,9864.122950567298,7017.055574307021
t1014,21776.60912015174,9864.122950567298,7017.055574307021
t1015,21776.60912015174,9864.122950567298,7017.055574307021
t1016,21776.60912015174,9647.112245654816,7017.055574307021
t1017,10191.453068231014,3334.0735572917465,5964.025722241597
t1018,10191.453068231014,3334.0735572917465,3326.084342221528
t1019,10191.453068231014,3334.0735572917465,3326.084342221528
t1020,10191.453068231014,3334.0735572917465,3326.084342221528
t1021,10191.453068231014,3334.0735572917465,3326.084342221528
t1022,10191.453068231014,3334.0735572917465,3326.084342221528
t1023,10191.453068231014,3334.0735572917465,3326.084342221528
t1024,10191.453068231014,3334.0735572917465,3326.084342221528
t1025,10191.453068231014,3334.073557291746,3326.084342221528
t1026,21776.60912015174,9647.112245654816,7017.055574307021
t1027,21776.60912015174,9864.122950567298,7017.055574307021
t1028,21776.60912015174,9864.122950567298,3326.084342221528
t1029,21776.60912015174,9864.122950567298,5802.281112503249
t1030,21776.60912015174,9864.122950567298,7017.055574307021
t1031,21776.60912015174,9864.122950567298,7017.055574307021
t1032,21776.60912015174,4506.7128154099355,7017.055574307021
t1033,18419.614802838092,3551.0842622042273,7017.055574307021
t1034,21776.60912015174,9864.122950567298,7017.055574307021
t1035,21776.60912015174,9864.122950567298,7017.055574307021
t1036,21776.60912015174,9864.122950567298,7017.055574307021
t1037,20849.000795497377,3551.084262204227,7017.055574307021
t1038,14860.087877846065,3334.0735572917465,7017.055574307021
t1039,14500.06341460684,6313.03868836307,7017.055574307021
t1040,563.0335777097256,0.0,2526.1400067505274
t1041,0.0,0.0,0.0
t1042,0.0,0.0,0.0
t1043,0.0,0.0,0.0
t1044,0.0,0.0,0.0
t1045,0.0,0.0,0.0
t1046,0.0,0.0,0.0
t1047,0.0,0.0,0.0
t1048,0.0,0.0,0.0
t1049,26347.32092076526,10336.465661156444,5602.968748904674
t1050,28979.244795311155,16028.907086553389,7017.055574307021
t1051,28979.244795311155,14975.27004021127,7017.055574307021
t1052,28979.244795311155,14975.27004021127,7017.055574307021
t1053,28979.244795311155,14975.27004021127,7017.055574307021
t1054,28979.244795311155,14975.27004021127,7017.055574307021
t1055,28979.244795311155,14975.27004021127,7017.055574307021
t1056,28979.244795311155,14975.27004021127,7017.055574307021
t1057,28979.244795311155,14284.631208774737,7017.055574307021
t1058,26467.362022343197,5061.641273591409,7017.055574307021
t1059,28979.244795311155,10028.122765521874,7017.055574307021
t1060,21823.451874242317,5061.641273591409,7017.055574307021
t1061,14147.893245218589,5061.641273591409,7017.055574307021
t1062,28979.244795311155,6009.6751993087355,7017.055574307021
t1063,28979.244795311155,12693.336808320164,7017.055574307021
t1064,21390.70484646037,7162.290378456632,7017.055574307021
t1065,2843.988177461231,5061.641273591409,3326.084342221528
t1066,2843.988177461231,5061.641273591409,3326.084342221528
t1067,2843.988177461231,5061.641273591409,3326.084342221528
t1068,2843.988177461231,5061.641273591409,3326.084342221528
t1069,2843.988177461231,5061.641273591409,3326.084342221528
t1070,2843.988177461231,5061.641273591409,3326.084342221528
t1071,2843.988177461231,5061.641273591409,3326.084342221528
t1072,2843.988177461231,5061.641273591409,3326.084342221528
t1073,6076.8978150881,14635.379382187595,7017.055574307021
t1074,6076.8978150881,14975.27004021127,7017.055574307021
t1075,6076.8978150881,14975.27004021127,7017.055574307021
t1076,6076.8978150881,14975.27004021127,4490.915567556493
t1077,6076.8978150881,14975.27004021127,0.0
t1078,6076.8978150881,14975.27004021127,0.0
t1079,3889.2146016563847,14645.814099326619,0.0
t1080,0.0,5061.641273591409,0.0
t1081,0.0,5061.641273591409,0.0
t1082,0.0,5061.641273591409,0.0
t1083,0.0,5061.641273591409,0.0
t1084,0.0,5061.641273591409,0.0
t1085,0.0,5061.641273591409,0.0
t1086,0.0,14645.814099326619,0.0
t1087,0.0,14645.814099326619,0.0
t1088,0.0,5061.641273591409,0.0
t1089,0.0,11743.9713669207,0.0
t1090,0.0,5061.641273591409,0.0
t1091,0.0,5061.641273591409,0.0
t1092,0.0,5061.641273591409,0.0
t1093,0.0,5061.641273591409,0.0
t1094,0.0,5061.641273591409,0.0
t1095,0.0,5061.641273591409,0.0
t1096,0.0,5061.641273591409,0.0
t1097,708.4964190151497,5061.641273591409,1188.9690817204669
t1098,24847.153574957974,14645.814099326619,2569.484925437467
t1099,27119.04730669463,14975.27004021127,2475.1445254619857
t1100,27119.04730669463,14975.27004021127,2475.1445254619857
t1101,27119.04730669463,14975.27004021127,2475.1445254619857
t1102,27119.04730669463,14975.27004021127,1173.2185050689811
t1103,27119.04730669463,14645.814099326619,1173.2185050689811
t1104,12691.714139533087,5061.641273591409,1173.2185050689811
t1105,12691.714139533087,5061.641273591409,1173.2185050689811
t1106,12691.714139533087,5061.641273591409,1173.2185050689811
t1107,12691.714139533087,5061.641273591409,1173.2185050689811
t1108,26150.006331694607,5391.097214476057,6383.929801444022
t1109,27119.04730669463,14975.27004021127,7017.055574307021
t1110,27119.04730669463,14975.27004021127,7017.055574307021
t1111,27119.04730669463,14975.27004021127,7017.055574307021
t1112,23597.77864335268,5391.097214476057,7017.055574307021
t1113,12691.714139533087,5061.641273591409,3970.7743331192128
t1114,12691.714139533087,5061.641273591409,3326.084342221528
t1115,12691.714139533087,5061.641273591409,3326.084342221528
t1116,12691.714139533087,5061.641273591409,3326.084342221528
t1117,12691.714139533087,5061.641273591409,3326.084342221528
t1118,12691.714139533087,5061.641273591409,3326.084342221528
t1119,12691.714139533087,5061.641273591409,3326.084342221528
t1120,25967.778321113692,5061.641273591409,7017.055574307021
t1121,33229.09701542874,5391.097214476057,7017.055574307021
t1122,37276.40393049595,14975.27004021127,7017.055574307021
t1123,37276.40393049595,14975.27004021127,7017.055574307021
t1124,37276.40393049595,14975.27004021127,7017.055574307021
t1125,37276.40393049595,14975.27004021127,7017.055574307021
t1126,37276.40393049595,14975.27004021127,7017.055574307021
t1127,37276.40393049595,14975.27004021127,7017.055574307021
t1128,37276.40393049595,14975.27004021127,7017.055574307021
t1129,37276.40393049595,14975.27004021127,7017.055574307021
t1130,37276.40393049595,8709.497938427266,7017.055574307021
t1131,32770.94212348579,5061.641273591409,7017.055574307021
t1132,35760.863891614346,5061.641273591409,7017.055574307021
t1133,37276.40393049595,11512.825336996013,7017.055574307021
t1134,37276.40393049595,14975.27004021127,7017.055574307021
t1135,34809.60782347765,11353.585318769205,7017.055574307021
t1136,25792.073401093556,4358.392323345691,7017.055574307021
t1137,6131.479031564805,4358.392323345691,4490.915567556493
t1138,0.0,4358.392323345691,0.0
t1139,0.0,4358.392323345691,0.0
t1140,0.0,4358.392323345691,0.0
t1141,0.0,4358.392323345691,0.0
t1142,0.0,4358.392323345691,0.0
t1143,0.0,4358.392323345691,0.0
t1144,0.0,4358.392323345691,0.0
t1145,0.0,4358.392323345691,0.0
t1146,0.0,4358.39232334569,0.0
t1147,0.0,12610.969503645225,0.0
t1148,0.0,12894.65184421802,0.0
t1149,0.0,12894.65184421802,0.0
t1150,0.0,12894.65184421802,0.0
t1151,0.0,12894.65184421802,0.0
t1152,0.0,12894.65184421802,0.0
t1153,0.0,12894.65184421802,0.0
t1154,0.0,12894.65184421802,0.0
t1155,0.0,12894.65184421802,0.0
t1156,0.0,12894.65184421802,0.0
t1157,0.0,12894.65184421802,0.0
t1158,0.0,12894.65184421802,0.0
t1159,0.0,8252.577180299531,0.0
t1160,0.0,0.0,0.0
t1161,0.0,0.0,0.0
t1162,0.0,0.0,0.0
t1163,0.0,0.0,0.0
t1164,0.0,0.0,0.0
t1165,0.0,0.0,0.0
t1166,0.0,0.0,0.0
t1167,0.0,0.0,0.0
t1168,0.0,0.0,0.0
t1169,0.0,0.0,0.0
t1170,19798.83579117753,9083.85974189321,0.0
t1171,21776.60912015174,9864.122950567298,0.0
t1172,21776.60912015174,9864.122950567298,0.0
t1173,21776.60912015174,9647.112245654816,0.0
t1174,10191.453068231014,3334.0735572917465,0.0
t1175,10191.453068231014,3334.073557291746,0.0
t1176,21776.60912015174,9647.112245654815,0.0
t1177,57154.01911848369,3487.3619344653275,7017.055574307021
t1178,57154.01911848369,3487.3619344653275,6616.07027203784
t1179,55740.27569680125,3487.3619344653275,4496.689790538448
t1180,53595.74743652355,3487.3619344653275,4814.1925213536815
t1181,53295.11425457959,3487.3619344653275,5735.386977103268
t1182,57154.01911848369,3487.3619344653275,7017.055574307021
t1183,57154.01911848369,3487.3619344653275,7017.055574307021
t1184,41697.90997234801,2231.9116380578093,7017.055574307021
t1185,5119.337736518443,0.0,2526.1400067505274
t1186,0.0,0.0,0.0
t1187,0.0,0.0,0.0
t1188,0.0,0.0,0.0
t1189,0.0,0.0,0.0
t1190,0.0,0.0,0.0
t1191,0.0,0.0,0.0
t1192,0.0,0.0,0.0
t1193,0.0,0.0,0.0
t1194,0.0,0.0,0.0
t1195,0.0,0.0,0.0
t1196,0.0,0.0,0.0
t1197,0.0,0.0,0.0
t1198,0.0,0.0,0.0
t1199,0.0,0.0,0.0
t1200,0.0,0.0,0.0
t1201,0.0,0.0,0.0
t1202,0.0,0.0,0.0
t1203,0.0,0.0,0.0
t1204,0.0,0.0,0.0
t1205,0.0,0.0,0.0
t1206,0.0,0.0,0.0
t1207,0.0,0.0,0.0
t1208,0.0,0.0,0.0
t1209,0.0,0.0,0.0
t1210,0.0,0.0,0.0
t1211,0.0,0.0,0.0
t1212,0.0,0.0,0.0
t1213,0.0,0.0,0.0
t1214,0.0,0.0,0.0
t1215,0.0,0.0,0.0
t1216,0.0,0.0,0.0
t1217,45275.61256494457,0.0,0.0
t1218,49798.34814032717,0.0,0.0
t1219,23305.62692967312,0.0,0.0
t1220,23305.62692967312,0.0,0.0
t1221,49798.34814032717,0.0,671.4268139121443
t1222,49798.34814032717,0.0,840.8826603258234
t1223,49798.34814032717,0.0,840.8826603258234
t1224,49798.34814032717,0.0,840.8826603258234
t1225,49798.34814032717,0.0,840.8826603258234
t1226,49798.34814032717,0.0,840.8826603258234
t1227,49798.34814032717,0.0,840.8826603258234
t1228,49798.34814032717,0.0,840.8826603258234
t1229,49798.34814032717,0.0,840.8826603258234
t1230,49798.34814032717,0.0,840.8826603258234
t1231,49798.34814032717,0.0,840.8826603258234
t1232,46685.486647693004,0.0,840.8826603258234
t1233,14814.543837883617,0.0,302.7177577172964
t1234,0.0,0.0,0.0
t1235,0.0,0.0,0.0
t1236,0.0,0.0,0.0
t1237,0.0,0.0,0.0
t1238,0.0,0.0,0.0
t1239,0.0,0.0,0.0
t1240,23349.678533264254,0.0,1937.7105595025682
t1241,58891.9353596599,8592.071154257468,4187.59255312025
t1242,57848.240967698,9330.091907380607,4033.842222661141
t1243,41891.7155623709,3358.8330866570186,1912.0412135413806
t1244,27072.97677288267,3153.571064694646,1912.041213541381
t1245,57848.240967698,9124.829885418234,6875.73227264239
t1246,57848.240967698,9330.091907380607,7017.055574307021
t1247,57848.240967698,9330.091907380607,7017.055574307021
t1248,57848.240967698,9330.091907380607,7017.055574307021
t1249,57848.240967698,9330.091907380607,7017.055574307021
t1250,57848.240967698,9330.091907380607,7017.055574307021
t1251,57848.240967698,9330.091907380607,7017.055574307021
t1252,57848.240967698,9330.091907380607,7017.055574307021
t1253,57848.240967698,9330.091907380607,7017.055574307021
t1254,57848.240967698,9330.091907380607,7017.055574307021
t1255,57848.240967698,9330.091907380607,7017.055574307021
t1256,57848.240967698,9330.091907380607,7017.055574307021
t1257,28125.71863353715,3358.8330866570186,6250.317380090927
t1258,27072.97677288267,3153.571064694646,1759.4018125344335
t1259,27072.97677288267,3153.571064694646,1759.4018125344335
t1260,27072.97677288267,3153.571064694646,1759.4018125344335
t1261,27072.97677288267,3153.571064694646,1759.4018125344335
t1262,27072.97677288267,3153.571064694646,1759.4018125344335
t1263,27072.97677288267,3153.571064694646,1759.401812534434
t1264,27072.97677288267,3153.571064694646,1759.401812534434
t1265,62137.393152034085,11304.228156919387,6774.126794417892
t1266,61227.71082237638,11696.690811280103,7017.055574307021
t1267,61227.71082237638,11696.690811280103,7017.055574307021
t1268,61227.71082237638,11696.690811280103,7017.055574307021
t1269,61227.71082237638,11696.690811280103,7017.055574307021
t1270,61227.71082237638,11696.690811280103,7017.055574307021
t1271,61227.71082237638,11696.690811280103,7017.055574307021
t1272,61227.71082237638,11696.690811280103,7017.055574307021
t1273,61227.71082237638,11696.690811280103,7017.055574307021
t1274,61227.71082237638,11696.690811280103,7017.055574307021
t1275,60013.55048281713,11696.690811280103,7017.055574307021
t1276,59925.270208823866,11696.690811280103,7017.055574307021
t1277,61227.71082237638,11696.690811280103,7017.055574307021
t1278,61227.71082237638,11696.690811280103,7017.055574307021
t1279,61227.71082237638,11696.690811280103,7017.055574307021
t1280,61227.71082237638,11696.690811280103,7017.055574307021
t1281,43465.74896625443,4210.8086920608375,4490.915567556493
t1282,27115.476610814825,3953.481494212675,0.0
t1283,27115.476610814825,3953.481494212675,0.0
t1284,27115.476610814825,3953.481494212675,0.0
t1285,27115.476610814825,3953.481494212675,0.0
t1286,27115.476610814825,3953.481494212675,0.0
t1287,27115.476610814825,3953.481494212675,0.0
t1288,51254.78468776018,4210.8086920608375,5602.968748904674
t1289,57939.05258721116,11696.690811280103,7017.055574307021
t1290,57939.05258721116,11696.690811280103,7017.055574307021
t1291,57939.05258721116,11696.690811280103,7017.055574307021
t1292,57939.05258721116,11696.690811280103,7017.055574307021
t1293,57939.05258721116,11696.690811280103,7017.055574307021
t1294,57939.05258721116,11696.690811280103,7017.055574307021
t1295,57939.05258721116,11696.690811280103,7017.055574307021
t1296,57939.05258721116,11696.690811280103,7017.055574307021
t1297,57939.05258721116,11696.690811280103,7017.055574307021
t1298,57939.05258721116,11696.690811280103,7017.055574307021
t1299,56709.04114390177,11696.690811280103,7017.055574307021
t1300,55569.913627594826,11696.690811280103,5816.314893246941
t1301,57939.05258721116,11696.690811280103,7017.055574307021
t1302,57939.05258721116,11696.690811280103,7017.055574307021
t1303,57939.05258721116,11696.690811280103,7017.055574307021
t1304,44947.67898814627,7485.882119219265,7017.055574307021
t1305,7866.685332331118,0.0,2526.1400067505274
t1306,0.0,0.0,0.0
t1307,0.0,0.0,0.0
t1308,0.0,0.0,0.0
t1309,0.0,0.0,0.0
t1310,0.0,0.0,0.0
t1311,0.0,0.0,0.0
t1312,7190.303462111283,0.0,3370.737359673197
t1313,57606.21123436342,3211.507687064924,7284.511402732533
t1314,61227.71082237638,3487.3619344653275,7017.055574307021
t1315,61227.71082237638,3487.3619344653275,7017.055574307021
t1316,61227.71082237638,3487.3619344653275,7017.055574307021
t1317,61227.71082237638,3487.3619344653275,7017.055574307021
t1318,61227.71082237638,3487.3619344653275,7017.055574307021
t1319,61227.71082237638,3487.3619344653275,7017.055574307021
t1320,61227.71082237638,3487.3619344653275,7017.055574307021
t1321,61227.71082237638,3487.3619344653275,7017.055574307021
t1322,61227.71082237638,3487.3619344653275,7017.055574307021
t1323,61227.71082237638,3487.3619344653275,7017.055574307021
t1324,61227.71082237638,3487.3619344653275,7017.055574307021
t1325,61227.71082237638,3487.3619344653275,7017.055574307021
t1326,61227.71082237638,3487.3619344653275,7017.055574307021
t1327,61227.71082237638,3487.3619344653275,7017.055574307021
t1328,45634.34064617253,3410.6399719070905,7017.055574307021
t1329,6448.6057198516455,1178.7283338492807,2526.1400067505274
t1330,2885.868298715399,1178.7283338492807,0.0
t1331,2885.868298715399,1178.7283338492807,0.0
t1332,2885.868298715399,1178.7283338492807,0.0
t1333,2885.868298715399,1178.7283338492807,0.0
t1334,2885.868298715399,1178.7283338492807,0.0
t1335,2885.868298715399,1178.7283338492807,0.0
t1336,26993.434043059602,1178.7283338492807,3370.737359673197
t1337,59691.17639450086,3410.6399719070905,7284.511402732533
t1338,57154.01911848369,3487.3619344653275,7017.055574307021
t1339,57154.01911848369,3487.3619344653275,7017.055574307021
t1340,57154.01911848369,3487.3619344653275,7017.055574307021
t1341,57154.01911848369,3487.3619344653275,7017.055574307021
t1342,57154.01911848369,3487.3619344653275,7017.055574307021
t1343,57154.01911848369,3487.3619344653275,7017.055574307021
t1344,57154.01911848369,3487.3619344653275,7017.055574307021
t1345,27664.614968718193,2037.9387437430742,0.0
t1346,44281.64591999238,5896.757666806882,0.0
t1347,38965.11973417861,5571.171317347831,0.0
t1348,44738.95626737463,4145.3169665833575,0.0
t1349,49303.064455755055,2170.585644223393,0.0
t1350,49303.064455755055,6029.404567287203,0.0
t1351,49303.064455755055,6029.404567287203,0.0
t1352,46038.57387678581,3858.818923063809,0.0
t1353,14484.612625102574,0.0,0.0
t1354,0.0,0.0,0.0
t1355,0.0,0.0,0.0
t1356,0.0,0.0,0.0
t1357,0.0,0.0,0.0
t1358,0.0,0.0,0.0
t1359,0.0,0.0,0.0
t1360,0.0,0.0,0.0
t1361,55666.949144995546,13790.709353884446,5602.968748904674
t1362,61227.71082237638,14975.27004021127,7017.055574307021
t1363,61227.71082237638,14975.27004021127,7017.055574307021
t1364,61227.71082237638,14975.27004021127,7017.055574307021
t1365,61227.71082237638,14975.27004021127,7017.055574307021
t1366,61227.71082237638,14975.27004021127,7017.055574307021
t1367,61227.71082237638,14975.27004021127,7017.055574307021
t1368,61227.71082237638,14975.27004021127,7017.055574307021
t1369,61227.71082237638,14975.27004021127,7017.055574307021
t1370,61227.71082237638,14975.27004021127,7017.055574307021
t1371,61227.71082237638,14975.27004021127,7017.055574307021
t1372,61227.71082237638,14975.27004021127,7017.055574307021
t1373,61227.71082237638,14975.27004021127,7017.055574307021
t1374,61227.71082237638,14975.27004021127,7017.055574307021
t1375,61227.71082237638,14975.27004021127,7017.055574307021
t1376,61227.71082237638,14975.27004021127,7017.055574307021
t1377,61227.71082237638,14975.27004021127,7017.055574307021
t1378,61227.71082237638,14975.27004021127,7017.055574307021
t1379,61227.71082237638,14645.814099326619,7017.055574307021
t1380,61227.71082237638,5061.641273591409,7017.055574307021
t1381,61227.71082237638,7020.273719879555,7017.055574307021
t1382,61227.71082237638,5061.641273591409,7017.055574307021
t1383,61227.71082237638,5391.097214476057,7017.055574307021
t1384,61227.71082237638,14975.27004021127,7017.055574307021
t1385,61227.71082237638,14975.27004021127,7017.055574307021
t1386,61227.71082237638,14975.27004021127,7017.055574307021
t1387,61227.71082237638,14975.27004021127,7017.055574307021
t1388,61227.71082237638,14975.27004021127,7017.055574307021
t1389,61227.71082237638,14975.27004021127,7017.055574307021
t1390,61227.71082237638,14975.27004021127,7017.055574307021
t1391,61227.71082237638,14975.27004021127,7017.055574307021
t1392,61227.71082237638,14975.27004021127,7017.055574307021
t1393,61227.71082237638,14975.27004021127,7017.055574307021
t1394,61227.71082237638,14975.27004021127,7017.055574307021
t1395,61227.71082237638,14975.27004021127,7017.055574307021
t1396,61227.71082237638,14975.27004021127,7017.055574307021
t1397,61227.71082237638,14975.27004021127,7017.055574307021
t1398,61227.71082237638,14975.27004021127,7017.055574307021
t1399,61227.71082237638,14975.27004021127,7017.055574307021
t1400,61227.71082237638,14975.27004021127,7017.055574307021
t1401,43159.35737432931,5391.097214476057,7017.055574307021
t1402,28654.56866487215,3790.5358524998687,3326.084342221528
t1403,28654.56866487215,3790.5358524998687,3326.084342221528
t1404,28654.56866487215,3790.5358524998687,3326.084342221528
t1405,28654.56866487215,3790.5358524998687,3326.084342221528
t1406,28654.56866487215,3790.5358524998687,3326.084342221528
t1407,28654.56866487215,3790.5358524998687,3326.084342221528
t1408,28654.56866487215,3790.5358524998687,3326.084342221528
