Resource,MA_natural_gas_combined_cycle,CT_natural_gas_combined_cycle,ME_natural_gas_combined_cycle,MA_solar_pv,CT_onshore_wind,CT_solar_pv,ME_onshore_wind,MA_battery,CT_battery,ME_battery
t88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80321249571841,25.022773546440945,12.88244075097345
t89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.802468396085818,25.022773546440945,12.88244075097345
t90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.84026715440916,-197.97528778313662,12.88244075097345
t91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.84026715440916,-197.97528778313662,12.88244075097345
t92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.84026715440916,-197.97528778313662,12.88244075097345
t93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.84026715440916,-197.97528778313662,12.88244075097345
t94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.84026715440916,-197.97528778313662,12.88244075097345
t95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.84026715440916,-197.97528778313662,12.88244075097345
t96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.84026715440916,-197.97528778313662,12.88244075097345
t97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.84026715440916,-197.97528778313662,12.88244075097345
t98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.84026715440916,-197.97528778313662,12.88244075097345
t99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.84026715440916,-197.97528778313662,12.88244075097345
t100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.84026715440916,-197.97528778313662,12.88244075097345
t101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.84026715440916,-197.97528778313662,12.88244075097345
t102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.84026715440916,-197.97528778313662,12.88244075097345
t103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.84026715440916,-197.97528778313662,12.88244075097345
t104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.84026715440916,-197.97528778313662,12.88244075097345
t105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.84026715440916,-197.97528778313662,12.88244075097345
t106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.84026715440916,-197.97528778313662,12.88244075097345
t107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.84026715440916,-197.97528778313662,-172.5022200230955
t108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.84026715440916,-197.97528778313662,-207.56293706549135
t109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.84026715440916,-197.97528778313662,-207.56293706549135
t110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.84026715440916,-197.97528778313662,-207.56293706549135
t111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.84026715440916,-197.97528778313662,-207.56293706549135
t112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.84026715440916,-197.97528778313662,-207.56293706549135
t113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.84026715440916,-197.97528778313662,-207.56293706549135
t114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.84026715440916,-197.97528778313662,-207.56293706549135
t115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.84026715440916,-197.97528778313662,-207.56293706549135
t116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.84026715440916,-197.97528778313662,-207.56293706549135
t117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.84026715440916,-197.97528778313662,-207.56293706549133
t118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.84026715440916,-197.97528778313662,11.179697851623924
t119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.84026715440916,-197.97528778313662,12.88244075097345
t120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-191.15370460158726,-187.17001352491636,12.88244075097345
t121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-191.15370460158726,-187.17001352491636,12.88244075097345
t122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-191.15370460158726,-187.17001352491636,12.88244075097345
t123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-191.15370460158726,-187.17001352491636,12.88244075097345
t124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-191.15370460158726,-187.17001352491636,12.88244075097345
t125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-191.15370460158726,-187.17001352491636,12.88244075097345
t126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-191.15370460158726,-187.17001352491636,12.88244075097345
t127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-191.15370460158726,-187.17001352491636,12.88244075097345
t128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-191.15370460158726,-187.17001352491636,12.88244075097345
t129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-191.15370460158726,-187.41942812293402,12.88244075097345
t130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-191.15370460158726,-187.41942812293402,12.88244075097345
t131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-191.15370460158726,-187.41942812293402,12.88244075097345
t132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-191.15370460158726,-187.41942812293402,12.88244075097345
t133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-191.15370460158726,-187.41942812293402,12.88244075097345
t134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-191.15370460158726,-187.41942812293402,12.88244075097345
t135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-191.15370460158726,-187.41942812293402,12.88244075097345
t136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-191.15370460158726,-187.41942812293402,12.88244075097345
t137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-191.15370460158726,21.45527552970762,12.88244075097345
t138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-191.15370460158726,25.022773546440945,12.88244075097345
t139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-191.15370460158726,25.022773546440945,12.88244075097345
t140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-191.15370460158726,25.022773546440945,12.88244075097345
t141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-191.15370460158726,25.022773546440945,12.88244075097345
t142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.42240925044704,25.022773546440945,12.88244075097345
t143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80246839608582,25.022773546440945,12.88244075097345
t144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80246839608582,25.022773546440945,12.88244075097345
t145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80246839608582,25.022773546440945,12.88244075097345
t146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80246839608582,25.022773546440945,12.88244075097345
t147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80246839608582,25.022773546440945,12.88244075097345
t148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80246839608582,25.022773546440945,12.88244075097345
t149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80246839608582,25.022773546440945,12.88244075097345
t150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80246839608582,25.022773546440945,12.88244075097345
t151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80246839608582,25.022773546440945,12.88244075097345
t152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80246839608582,25.022773546440945,12.88244075097345
t153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.803212495718412,25.022773546440945,12.882440750973448
t154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.803212495718412,25.022773546440945,12.88244075097345
t155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.803212495718412,25.022773546440945,12.88244075097345
t156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.803212495718412,25.022773546440945,12.88244075097345
t157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.803212495718412,25.022773546440945,12.88244075097345
t158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.803212495718412,25.022773546440945,12.88244075097345
t159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.803212495718412,25.022773546440945,12.882440750973448
t160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80321249571841,25.022773546440945,12.88244075097345
t161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.802468396085818,25.022773546440945,12.88244075097345
t162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80246839608582,25.022773546440945,12.882440750973448
t163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80246839608582,25.022773546440945,12.882440750973448
t164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80246839608582,25.022773546440945,12.882440750973448
t165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80246839608582,25.022773546440945,12.882440750973448
t166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80246839608582,25.022773546440945,12.882440750973448
t167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80246839608582,25.022773546440945,12.882440750973448
t168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80246839608582,25.022773546440945,12.882440750973448
t169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.802468396085818,25.02277354644094,12.882440750973448
t170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.802468396085818,25.02277354644094,12.882440750973448
t171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.802468396085818,25.02277354644094,12.882440750973448
t172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.802468396085818,25.02277354644094,12.882440750973448
t173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.802468396085818,25.02277354644094,12.882440750973448
t174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.802468396085818,25.02277354644094,12.882440750973448
t175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.802468396085818,25.02277354644094,12.882440750973448
t176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80246839608581,25.02277354644094,12.882440750973448
t177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.806385918944223,25.025039774453745,12.882440750973448
t178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.806385918944223,25.025908156849912,12.882440750973448
t179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.806385918944223,25.025908156849912,12.882440750973448
t180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.806385918944223,25.025908156849912,12.882440750973448
t181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.806385918944223,25.025908156849912,12.882440750973448
t182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.806385918944223,25.025908156849912,12.882440750973448
t183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.806385918944223,25.025908156849912,12.882440750973448
t184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.806385918944223,25.025908156849912,12.882440750973448
t185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.803212495718405,25.02277354644094,12.882440750973448
t186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.802468396085818,25.02277354644094,12.882440750973448
t187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.802468396085818,25.02277354644094,12.882440750973448
t188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.802468396085818,25.02277354644094,12.882440750973448
t189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.802468396085818,25.02277354644094,12.882440750973448
t190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.802468396085818,25.02277354644094,12.882440750973448
t191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.802468396085818,25.02277354644094,12.882440750973448
t192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.802468396085818,25.02277354644094,12.882440750973448
t193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.802468396085818,25.02277354644094,12.882440750973448
t194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.802468396085818,25.02277354644094,12.882440750973448
t195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.802468396085818,25.02277354644094,12.882440750973448
t196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.802468396085818,25.02277354644094,12.882440750973448
t197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.802468396085818,25.02277354644094,12.882440750973448
t198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.802468396085818,25.02277354644094,12.882440750973448
t199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.802468396085818,25.02277354644094,12.882440750973448
t200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.802468396085818,25.02277354644094,12.882440750973448
t201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80321249571841,25.02277354644094,12.882440750973448
t202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.806385918944223,25.025908156849912,12.882440750973448
t203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.806385918944223,25.025908156849912,12.882440750973448
t204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.806385918944223,25.025908156849912,12.882440750973448
t205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.806385918944223,25.025908156849912,12.882440750973448
t206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.806385918944223,25.025908156849912,12.882440750973448
t207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.806385918944223,25.025908156849912,12.882440750973448
t208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.806385918944223,25.025908156849912,12.882440750973448
t209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.803212495718405,25.02277354644094,12.882440750973448
t210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-182.26742460158727,25.02277354644094,12.882440750973448
t211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-185.66348059192356,25.02277354644094,12.882440750973448
t212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-185.66348059192356,25.02277354644094,12.882440750973448
t213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-185.66348059192356,25.02277354644094,-191.70099266125277
t214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-185.66348059192356,25.02277354644094,-191.70099266125283
t215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-185.66348059192356,25.02277354644094,-191.70099266125283
t216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-185.66348059192356,25.02277354644094,-191.70099266125283
t217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-185.66348059192356,25.02277354644094,-191.70099266125283
t218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-185.66348059192356,25.02277354644094,-191.70099266125283
t219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-185.66348059192356,-153.55460845599148,12.882440750973448
t220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-193.08642550289292,-189.32851072041862,12.882440750973448
t221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-193.08642550289292,-189.32851072041862,12.882440750973448
t222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-193.08642550289292,-189.32851072041862,12.882440750973448
t223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-193.08642550289292,-189.32851072041862,12.882440750973448
t224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-193.08642550289292,-189.32851072041862,12.882440750973448
t225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-193.08642550289292,-189.32851072041862,-169.83754640377109
t226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-193.08642550289292,-189.32851072041862,-169.83754640377109
t227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-193.08642550289292,-189.32851072041862,-169.83754640377109
t228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-193.08642550289292,-189.32851072041862,-169.83754640377109
t229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-193.08642550289292,-189.32851072041862,-169.83754640377109
t230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-193.08642550289292,-189.32851072041862,-169.83754640377109
t231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-193.08642550289292,-189.32851072041862,-169.83754640377109
t232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-193.08642550289292,-189.32851072041862,11.179697851623926
t233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-193.08642550289292,-189.32851072041862,12.882440750973448
t234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-194.98684837227287,-191.20569030974474,12.882440750973448
t235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-194.98684837227287,-191.20569030974474,12.882440750973448
t236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-194.98684837227287,-191.20569030974474,12.882440750973448
t237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-194.98684837227287,-191.20569030974474,12.882440750973448
t238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-194.98684837227287,-191.20569030974474,12.882440750973448
t239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-194.98684837227287,-191.20569030974474,-188.3710327149853
t240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-194.98684837227287,-191.20569030974474,-188.3710327149853
t241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-194.98684837227287,-191.20569030974474,-188.3710327149853
t242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-194.98684837227287,-191.20569030974474,-188.3710327149853
t243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-194.98684837227287,-191.20569030974474,-200.84290356061047
t244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-194.98684837227287,-191.20569030974474,-200.84290356061047
