Zone,1,2,3
t1,0.10198489006280383,0.10000000000000021,0.1
t2,0.10198489006280367,0.09999999999999956,0.1
t3,0.10198489006280367,0.1,0.1
t4,0.1019848900628037,0.09999999999999956,0.10000000000000062
t5,0.10198489006280076,0.09999999999999956,0.09999999999999773
t6,0.10198489006280309,0.09999999999999956,0.1
t7,0.10198489006280309,0.09999999999999956,0.1
t8,0.10198489006280309,0.09999999999999956,0.1
t9,0.10164260423180738,0.09999999999999956,0.1
t10,0.10123820225757693,0.09999999999999956,0.1
t11,0.10123820225757693,0.09999999999999956,0.10000000000000032
t12,0.10123820225757693,0.09999999999999956,0.10000000000000032
t13,0.10123820225757693,0.09999999999999956,0.10000000000000032
t14,0.10123820225757693,0.09999999999999956,0.10000000000000032
t15,0.10123820225757693,0.09999999999999956,0.10000000000000032
t16,0.10123820225757325,0.10000000000000016,0.10000000000000032
t17,0.1019848900628028,0.10000000000000016,0.09999999999999973
t18,0.10198489006280033,0.1,0.1
t19,0.10198489006280033,0.09999999999999956,0.1
t20,0.10198489006280033,0.09999999999999956,0.1
t21,0.10198489006280033,0.09999999999999956,0.1
t22,0.10198489006280298,0.09999999999999956,0.1
t23,0.10198489006280309,0.09999999999999956,0.1
t24,0.10198489006280309,0.09999999999999956,0.1
t25,0.10198489006280367,0.09999999999999956,0.1
t26,0.10198489006280367,0.09999999999999956,0.1
t27,0.10198489006280367,0.1,0.1
t28,0.10198489006280367,0.09999999999999956,0.1
t29,0.10198489006280033,0.1,0.1000000000000005
t30,0.10198489006280033,0.1,0.1
t31,0.10198489006280033,0.10000000000000021,0.1
t32,0.10198489006280033,0.09999999999999956,0.1
t33,0.10198489006280309,0.1,0.1
t34,0.10198489006280309,0.1,0.1
t35,0.10198489006280309,0.10000000000000016,0.1
t36,0.10198489006280309,0.10000000000000016,0.1
t37,0.10198489006280309,0.09999999999999956,0.1
t38,0.10198489006280076,0.1,0.1
t39,0.10198489006280309,0.10000000000000016,0.1
t40,0.10198489006280309,0.1,0.1
t41,0.10198489006280076,0.10000000000000016,0.1
t42,252.35976753427752,0.09999999999999956,0.1
t43,0.10198489006280383,0.1,0.1
t44,0.10198489006280367,0.09999999999999956,0.1
t45,0.10198489006280367,0.09999999999999956,0.1
t46,0.10198489006280367,0.1,0.1
t47,0.10198489006280367,0.09999999999999956,0.1
t48,0.10198489006280309,0.09999999999999956,0.1
t49,0.10198489006280367,0.1,0.1
t50,0.10198489006280309,0.1,0.1
t51,0.10198489006280076,0.1,0.09999999999999773
t52,0.10198489006280367,0.1,0.10000000000000205
