Resource,MA_natural_gas_combined_cycle,CT_natural_gas_combined_cycle,ME_natural_gas_combined_cycle,MA_solar_pv,CT_onshore_wind,CT_solar_pv,ME_onshore_wind,MA_battery,CT_battery,ME_battery,Total
t69,-0.0,-0.0,-0.0,-0.0,3121.665302684362,-0.0,7284.034704476471,1431.6099131499996,5811.636916465639,0.0,17648.94683677647
t70,-0.0,-0.0,-0.0,-0.0,11267.405695952071,-0.0,3556.5806835235294,1073.1099131499993,1636.2667198317836,1814.7270104764712,19348.090022933855
t71,-0.0,-0.0,-0.0,-0.0,12220.574873064284,-0.0,7065.03470447647,625.1099131499998,1031.6821312756772,0.0,20942.401621966434
t72,-0.0,-0.0,-0.0,-0.0,13098.150333721951,-0.0,582.9490388405796,1548.2850348749407,473.39440094684403,1814.7270104764712,17517.505818860787
t73,-0.0,-0.0,-0.0,-0.0,2267.6653026843614,-0.0,6747.738083707095,0.0,5811.636916465639,0.0,14827.040302857095
t74,-0.0,-0.0,-0.0,-0.0,10982.01650191291,-0.0,2804.905010683956,0.0,1415.4613168513636,1814.7270104764712,17017.109839924702
t75,-0.0,-0.0,-0.0,-0.0,2155.665302684362,-0.0,2783.727010476471,1720.9560661499995,5811.636916465639,0.0,12471.985295776472
t76,-0.0,-0.0,-0.0,-0.0,13780.93913561564,-0.0,0.0,1723.9560661499995,0.0,1392.3635052382358,16897.258707003875
t77,-0.0,-0.0,-0.0,-0.0,10796.057845651909,-0.0,6565.621806308494,0.0,1524.9406449818653,0.0,18886.620296942267
t78,-0.0,-0.0,-0.0,-0.0,11215.251604066769,-0.0,0.0,2194.6099131499996,1420.8437657744348,1472.9944136035272,16303.69969659473
t79,-0.0,-0.0,-0.0,-0.0,2834.665302684362,-0.0,4568.8368347881815,2194.6099131499996,5811.636916465639,0.0,15409.748967088182
t80,-0.0,-0.0,-0.0,-0.0,11376.42325036931,-0.0,2146.8548201946496,2194.6099131499996,1652.7579426231644,1663.76185189264,19034.407778229765
t81,-0.0,-0.0,-0.0,3696.996144261697,136.85685119660863,2939.8084514877532,3223.7270104764716,1485.9579940191506,5811.636916465639,0.0,17294.98336790732
t82,-0.0,-0.0,-0.0,6909.278769380814,2660.4568207135435,6010.200649681682,491.1532204461342,0.0,2930.828480161099,1370.7868950151685,20372.704835398443
t83,-0.0,-0.0,-0.0,8603.242740460977,0.0,7200.521725426438,0.0,0.0,2838.717994569709,1619.3635052382356,20261.84596569536
t84,-0.0,-0.0,-0.0,9265.290473924015,0.0,7639.149182311285,0.0,0.0,2267.1144971000053,1617.3635052382356,20788.91765857354
t85,-0.0,-0.0,-0.0,9072.756184090376,5713.866268204375,6519.142431716008,0.0,0.0,0.0,1610.3635052382356,22916.128389248996
t86,-0.0,-0.0,-0.0,6785.989267996116,3952.2317094085615,7590.598814946169,2871.2540160494787,1448.349749689864,0.0,170.73649721349622,22819.160055303684
t87,-0.0,-0.0,-0.0,7270.702787138695,92.11489558461139,8410.93260835676,3197.727010476471,0.0,2664.086593423157,0.0,21635.563894979692
t88,-0.0,-0.0,-0.0,5868.918045367472,3008.181044774962,6262.997390100048,3194.727010476471,291.9970434662638,2683.8803503703143,0.0,21310.70088455553
t89,-0.0,-0.0,-0.0,3137.971144832449,6014.861723153589,3465.49173951005,1421.0834634324715,1006.0213553347919,2644.292836475999,1814.7270104764712,19504.44927321582
t90,2279.018622779477,-0.0,-0.0,-0.0,5566.203859982812,-0.0,7432.03470447647,2194.6099131499996,917.3384942810515,0.0,18389.20559466981
t91,3560.9665980929326,-0.0,-0.0,-0.0,5192.53850328162,-0.0,3811.580683523529,0.0,2301.795985049706,1814.7270104764712,16681.60878042426
t92,2863.5379114401744,-0.0,-0.0,-0.0,7856.117516744632,-0.0,7405.03470447647,0.0,0.0,0.0,18124.690132661275
t93,3560.9665980929326,-0.0,-0.0,-0.0,3538.048054924397,-0.0,3718.580683523529,577.0918318509539,2486.604498069024,1814.7270104764712,15696.018676937307
t94,3560.9665980929326,-0.0,-0.0,-0.0,5300.401968677675,-0.0,7246.034704476471,0.0,338.2386093928707,0.0,16445.64188063995
t95,3560.9665980929326,-0.0,-0.0,-0.0,1852.3394009817052,-0.0,3484.580683523529,0.0,2529.3153792354906,1814.7270104764712,13241.92907231013
t96,3560.9665980929326,-0.0,-0.0,-0.0,2396.7163178715928,-0.0,3367.580683523529,0.0,871.3146869755891,1814.7270104764712,12011.305296940114
t97,3479.1770108628557,-0.0,-0.0,-0.0,2624.8993799503714,-0.0,6921.03470447647,0.0,0.0,0.0,13025.111095289696
t98,1730.7233260067583,-0.0,-0.0,-0.0,4023.4611993483804,-0.0,6472.471189091987,0.0,0.0,204.78175769224217,12431.437472139369
t99,3560.9665980929326,-0.0,-0.0,-0.0,1105.5360802953753,-0.0,6864.034704476471,0.0,892.2440526295682,0.0,12422.781435494348
t100,3560.9665980929326,-0.0,-0.0,-0.0,1384.675977595865,-0.0,3233.580683523529,0.0,606.177538828388,1814.7270104764712,10600.127808517187
t101,3201.642165320822,-0.0,-0.0,-0.0,2655.480937858346,-0.0,6199.973635343266,0.0,0.0,347.0305345666027,12404.127273089038
t102,3560.9665980929326,-0.0,-0.0,-0.0,707.8643360981671,-0.0,6775.695234606089,0.0,2506.6466238008325,107.66973493519139,13658.842527533212
t103,3560.9665980929326,-0.0,-0.0,-0.0,284.8629720727992,-0.0,3552.580683523529,2194.6099131499996,2516.124904657189,1814.7270104764712,13923.87208197292
t104,3560.9665980929326,-0.0,-0.0,-0.0,115.54470908229918,-0.0,7283.03470447647,2194.6099131499996,3653.66777446664,0.0,16807.82369926834
t105,3560.9665980929326,-0.0,-0.0,2099.2993180983503,-0.0,2424.1700670582386,6712.943690665515,911.0417778087166,583.8299329417615,288.5455069054783,16580.796891570993
t106,1666.5323679074927,-0.0,-0.0,5689.894933767773,0.048180852620583865,6378.51378141705,5771.449437916839,0.0,0.0,757.2926332798162,20263.731335141594
t107,1666.5323679074927,-0.0,-0.0,9165.645534448711,-0.0,7123.51079788177,4221.384235614911,0.0,0.0,-0.0,22177.072935852884
t108,1666.5323679074927,-0.0,-0.0,8723.154447287192,-0.0,6698.2765457873,1793.8098398335726,0.0,0.0,0.0,18881.773200815558
t109,1666.5323679074927,-0.0,-0.0,8108.3958376429455,-0.0,6152.503450579437,1014.568852549998,0.0,0.0,0.0,16942.000508679874
t110,1666.5323679074927,-0.0,-0.0,7307.858527282028,-0.0,5109.507627528828,891.0654259784001,0.0,0.0,0.0,14974.96394869675
t111,3560.9665980929326,-0.0,-0.0,5374.071142549437,246.29017697416438,4531.92567094382,867.7826652256266,0.0,0.0,74.60567600709979,14655.64192979308
t112,3560.9665980929326,-0.0,-0.0,3369.3500720886636,1820.0887742851296,3065.3697463975377,297.4279019986183,0.0,1550.7407536436053,1115.5720980013816,14779.515944507868
t113,3560.9665980929326,-0.0,-0.0,1153.5168417225852,2918.131666315594,1305.8374670617582,360.273368534616,289.81877933448266,4816.333085772649,1121.726631465384,15526.6044383
t114,3560.9665980929326,-0.0,-0.0,-0.0,4970.753032902228,-0.0,1328.1137586732777,2194.6099131499996,3223.7834226527425,1383.0909393858065,16661.31766485699
t115,3560.9665980929326,-0.0,-0.0,-0.0,8651.838556904411,-0.0,2133.5516285796843,486.11099285106053,0.0,1814.7270104764712,16647.19478690456
t116,3560.9665980929326,-0.0,-0.0,-0.0,3749.3724715655076,-0.0,3932.8073336196267,2194.6099131499996,2804.103336132573,0.0,16241.85965256064
t117,3560.9665980929326,-0.0,-0.0,-0.0,4711.344260432278,-0.0,4403.059339088678,0.0,2951.9808441345854,0.0,15627.351041748472
t118,3560.9665980929326,-0.0,-0.0,-0.0,3959.487113527111,-0.0,4622.846738168876,0.0,2452.469554628844,-0.0,14595.770004417764
t119,3110.1256055763456,-0.0,-0.0,-0.0,4840.090478103783,-0.0,6821.623458555391,0.0,0.0,-0.0,14771.83954223552
t120,1917.6462329355363,-0.0,-0.0,-0.0,4946.83520211352,-0.0,6999.034704476471,0.0,0.0,0.0,13863.516139525527
t121,255.62870391315784,-0.0,-0.0,-0.0,10596.024757006064,-0.0,6920.034704476471,0.0,0.0,0.0,17771.688165395695
t122,255.62870391315784,-0.0,-0.0,-0.0,12531.893486013092,-0.0,4792.38146091854,0.0,0.0,1041.326621778965,18621.230272623754
t123,255.62870391315784,-0.0,-0.0,-0.0,12498.551045173068,-0.0,6855.034704476471,0.0,0.0,0.0,19609.214453562698
t124,255.62870391315784,-0.0,-0.0,-0.0,10920.796109419829,-0.0,3520.5110006911914,0.0,0.0,1663.76185189264,16360.697665916818
t125,255.62870391315784,-0.0,-0.0,-0.0,9397.6716412997,-0.0,6874.034704476471,0.0,0.0,0.0,16527.33504968933
t126,255.62870391315784,-0.0,-0.0,-0.0,10826.661830511648,-0.0,3636.511000691191,0.0,0.0,1663.76185189264,16382.563387008637
t127,255.62870391315784,-0.0,-0.0,-0.0,11784.929577494306,-0.0,7134.03470447647,0.0,0.0,0.0,19174.592985883934
t128,408.60991314999984,-0.0,-0.0,-0.0,8978.712320597748,-0.0,3921.5110006911914,0.0,0.0,1663.76185189264,14972.595086331577
t129,255.62870391315784,-0.0,-0.0,-0.0,8512.122234523715,-0.0,7285.034704476471,413.9812092368412,421.1799846262875,0.0,16887.946836776475
t130,435.62241698266257,-0.0,-0.0,50.66691837727314,4900.506595579164,107.14563832301606,3980.5110006911914,354.32057779006277,3974.6499852478196,1663.76185189264,15467.184984883828
t131,255.62870391315784,-0.0,-0.0,1438.940481914557,5862.502309766518,1942.0146946046661,7323.03470447647,0.0,462.67613170422777,0.0,17284.797026379598
t132,358.27594143105244,-0.0,-0.0,2236.0999977169877,4308.771217687365,1672.4764481983289,4000.5110006911905,0.0,1422.4554241712517,1663.76185189264,15662.351881788814
t133,255.62870391315784,-0.0,-0.0,1758.1420676913779,3442.022279796158,2012.3290197541453,7318.034704476471,0.0,2441.2297546716723,0.0,17227.38653030298
t134,255.62870391315784,-0.0,-0.0,2155.0329283133506,2311.8648382061456,3214.3691496904817,3979.511000691191,0.0,1856.4770401655194,1663.76185189264,15436.645512872485
t135,255.62870391315784,-0.0,-0.0,1871.2981854006212,1736.41754539355,2350.5074407111647,7288.03470447647,0.0,3399.2881296792534,0.0,16901.174709574218
t136,255.62870391315784,-0.0,-0.0,1393.3402553750113,820.1899488313435,1166.882967361597,3953.5110006911914,108.44222783400237,5811.636916465639,1663.76185189264,15173.39387236458
t137,546.2151793016193,-0.0,-0.0,72.62258300742482,1332.9228074408875,-0.0,7325.03470447647,2194.6099131499996,5811.636916465639,0.0,17283.04210384204
t138,546.2151793016193,-0.0,-0.0,-0.0,10814.33991517019,-0.0,4521.739817764467,883.3947338483795,-0.0,1433.6474433560018,18199.337089440658
t139,255.62870391315784,-0.0,-0.0,-0.0,12523.949048790804,-0.0,3736.580683523529,1007.9812092368408,1195.4950434124173,1814.7270104764712,20534.361699353223
t140,255.62870391315784,-0.0,-0.0,-0.0,14268.860788443695,-0.0,5312.523476070232,634.9812092368413,269.5391735859722,1001.2556142031191,21742.788965453023
t141,255.62870391315784,-0.0,-0.0,-0.0,14692.93913561564,-0.0,3630.580683523529,231.98120923684084,0.0,1814.7270104764712,20625.856742765638
t142,-0.0,-0.0,-0.0,-0.0,6545.092848440095,-0.0,6273.1682799952505,0.0,3996.4231435877723,456.4332122406102,17271.117484263727
t143,-0.0,-0.0,-0.0,-0.0,14329.93913561564,-0.0,7086.03470447647,48.57496950984104,0.0,0.0,21464.54880960195
t144,-0.0,-0.0,-0.0,-0.0,14119.939135615637,-0.0,4811.892242806911,337.6099131499992,0.0,1087.0712308347802,20356.512522407324
t145,-0.0,-0.0,-0.0,-0.0,2327.6653026843614,-0.0,6905.03470447647,41.60991314999984,5811.636916465639,0.0,15085.94683677647
t146,-0.0,-0.0,-0.0,-0.0,13848.93913561564,-0.0,5053.641851968518,747.2569918973567,0.0,0.0,19649.837979481516
t147,-0.0,-0.0,-0.0,-0.0,2172.665302684362,-0.0,2737.7537744475303,0.0,5811.636916465639,1814.7270104764712,12536.783004074001
t148,-0.0,-0.0,-0.0,-0.0,13776.93913561564,-0.0,0.0,1718.4560661499995,0.0,1391.8635052382356,16887.258707003875
t149,-0.0,-0.0,-0.0,-0.0,2172.665302684362,-0.0,6363.12839979796,0.0,5811.636916465639,0.0,14347.430618947961
t150,-0.0,-0.0,-0.0,-0.0,11906.541906978791,-0.0,2833.7270104764707,1900.4560661499995,987.6986143184243,0.0,17628.423597923687
t151,-0.0,-0.0,-0.0,-0.0,4274.097109113584,-0.0,0.0,2159.9560661499995,4877.921013251028,1451.8635052382356,12763.837693752846
t152,-0.0,-0.0,-0.0,-0.0,7726.09375599811,-0.0,3050.243232584627,2194.6099131499996,3230.4226898087645,211.8983466544042,16413.267938195906
t153,-0.0,-0.0,-0.0,4220.554300826852,0.0,3795.2994074730846,1395.9651585838312,619.6789157365728,5279.819864071278,831.88092594632,16143.198572637939
t154,-0.0,-0.0,-0.0,7017.368195252329,0.0,6053.728565250407,1045.3717719662134,0.0,3606.056654873282,1032.677619255129,18755.20280659736
t155,-0.0,-0.0,-0.0,8991.68911468674,0.0,7411.464700874876,0.0,0.0,2035.8389831307898,1566.3635052382356,20005.35630393064
t156,-0.0,-0.0,-0.0,8365.108224087795,0.0,8323.87677721931,0.0,1131.4325716267815,690.784800303113,1560.3635052382356,20071.565878475234
t157,-0.0,-0.0,-0.0,9452.758071919925,0.0,11313.909746670977,2463.327575426304,0.0,0.0,0.0,23229.99539401721
t158,-0.0,-0.0,-0.0,11266.633749826306,0.0,11667.765124297031,0.0,0.0,0.0,0.0,22934.398874123337
t159,-0.0,-0.0,-0.0,10383.34047278251,0.0,10505.295007451965,119.51667332019436,0.0,0.0,831.88092594632,21840.033079500987
t160,-0.0,-0.0,-0.0,7372.036623893242,0.0,6417.019245189384,0.0,1006.0213553347919,1902.314095237252,1520.8635052382356,18218.2548248929
t161,-0.0,-0.0,-0.0,3293.349694522754,0.0,2931.4376984937676,3285.5908545759307,1006.0213553347919,5755.250718560937,142.89834665440432,16414.548668142586
t162,-0.0,-0.0,-0.0,-0.0,12633.643520529566,-0.0,5600.272852583831,1355.609913149999,1033.6478075430364,831.88092594632,21455.05501975275
t163,-0.0,-0.0,-0.0,-0.0,12316.216627284643,-0.0,3975.4550648770987,2194.6099131499996,1203.3612541654977,831.88092594632,20521.52378542356
t164,-0.0,-0.0,-0.0,-0.0,8704.181409662786,-0.0,5568.272852583831,1241.1099131499993,2965.8788629764263,831.88092594632,19311.323964319363
t165,-0.0,-0.0,-0.0,-0.0,2924.6653026843614,-0.0,5527.272852583831,1086.109913149999,5811.636916465639,831.88092594632,16181.56591083015
t166,-0.0,-0.0,-0.0,-0.0,2789.665302684362,-0.0,5462.272852583832,850.6099131499991,5811.636916465639,831.88092594632,15746.065910830152
t167,-0.0,-0.0,-0.0,-0.0,14240.93913561564,-0.0,2025.9898184182389,2194.6099131499996,0.0,831.88092594632,19293.419793130197
t168,-0.0,-0.0,-0.0,-0.0,14057.93913561564,-0.0,5293.272852583831,229.10991314999896,0.0,831.88092594632,20412.202827295787
t169,-0.0,-0.0,-0.0,-0.0,14041.93913561564,-0.0,6522.238011167662,201.6099131499991,0.0,213.3983466544045,20979.185406587705
t170,-0.0,-0.0,-0.0,-0.0,13973.93913561564,-0.0,318.17802468686506,1684.9518268346787,0.0,1663.76185189264,17640.830839029823
t171,-0.0,-0.0,-0.0,-0.0,12240.762153830814,-0.0,6905.03470447647,40.609913149999734,855.0884908924126,0.0,20041.495262349697
t172,-0.0,-0.0,-0.0,-0.0,2328.665302684362,-0.0,1202.9651585838312,2024.4560661499995,5811.636916465639,831.88092594632,12199.604369830151
t173,-0.0,-0.0,-0.0,-0.0,2358.665302684362,-0.0,5256.27285258383,96.10991314999961,5811.636916465639,831.88092594632,14354.56591083015
t174,-0.0,-0.0,-0.0,-0.0,11366.274368673421,-0.0,0.0,2194.6099131499996,1342.3323834711089,1458.7463023456767,16361.962967640206
t175,-0.0,-0.0,-0.0,-0.0,2538.665302684362,-0.0,2957.1827279417316,2194.6099131499996,5811.636916465639,205.01554954696343,13707.110409788695
t176,-0.0,-0.0,-0.0,678.93670625546,2378.7338514876474,282.93145119671425,1701.2899283586353,1927.4175115742114,5811.636916465639,1008.5288376917589,13789.475203030066
t177,-0.0,-0.0,-0.0,5421.360266368226,0.0,4813.182971541736,0.0,226.15164869374706,4795.169590590208,1553.8635052382356,16809.727982432152
t178,-0.0,-0.0,-0.0,8858.266229626586,0.0,6925.96102722371,0.0,1631.1718417617062,860.3379446209644,1583.8635052382358,19859.600548471204
t179,-0.0,-0.0,-0.0,10878.187375600543,0.0,7625.755977520908,0.0,0.0,2929.970152669805,0.0,21433.913505791257
