Resource,MA_battery,CT_battery,ME_battery,Total
t395,3813.5416155116436,8431.000356682709,2695.302065215799,14939.844037410152
t396,5832.582735609643,11367.662415716613,4364.8509148541525,21565.09606618041
t397,7851.623855707642,16714.368378865005,4301.188461641525,28867.18069621417
t398,9870.664975805643,22061.07434201339,4398.312074114782,36330.05139193381
t399,9273.406139575907,27407.780305161778,5988.828647104503,42670.015091842186
t400,11292.447259673907,27827.424220866633,5988.828647104503,45108.70012764505
t401,11292.447259673907,27827.424220866633,5988.828647104503,45108.70012764505
t402,10954.025858656583,27827.424220866633,5988.828647104503,44770.278726627716
t403,10817.375083493542,21969.92701725753,5988.828647104503,38776.13074785557
t404,10212.099960504413,17262.009018231227,4016.2992878909477,31490.408266626586
t405,7826.654402732674,13019.442155161869,5685.848137529301,26531.944695423845
t406,5903.116193868682,9199.283570052883,3713.3187783157464,18815.71854223731
t407,3517.6706360969433,9644.055520084245,4319.27979746615,17481.005953647338
t408,4332.526113898137,9044.222838032758,5988.828647104503,19365.577599035398
t409,6351.567233996137,8262.962375926625,4016.2992878909477,18630.82889781371
t410,6029.717599194911,13609.668339075013,5685.848137529301,25325.234075799224
t411,3644.272041423172,8811.89083360616,3713.3187783157464,16169.481653345078
t412,4506.793042957528,9513.07363752666,5382.8676279541005,19402.73430843829
t413,6525.834163055528,6252.368034262634,3522.5955694748914,16300.797766793054
t414,4140.388605283789,5599.0044190172575,5192.144419113244,14931.53744341429
t415,1754.9430475120512,2071.6200731411195,3652.815777950769,7479.37889860394
t416,533.6573246837993,3593.2867332417436,1680.2864187372124,5807.230476662755
t417,1567.353560485632,2305.3480721325755,247.35442481917684,4120.056057437384
t418,3216.282779281908,3395.4593548953753,1460.1880644714022,8071.930198648685
t419,5235.323899379908,7145.962037493517,3129.501949701767,15510.787886575192
t420,7254.3650194779075,12492.668000641905,4137.954987245425,23884.98800736524
t421,9273.406139575907,17839.373963790295,5184.524642414949,32297.30474578115
t422,11292.447259673907,23186.07992693868,5988.828647104503,40467.35583371708
t423,11292.447259673907,25069.843639000064,5988.828647104503,42351.11954577848
t424,11292.447259673907,27827.424220866633,5988.828647104503,45108.70012764505
t425,11292.447259673907,26487.53842828232,4458.55926188212,42238.544949838346
t426,11292.447259673907,26601.012784305905,5988.828647104503,43882.28869108431
t427,10999.253875815211,21770.613535357646,5988.828647104503,38758.69605827736
t428,10275.568318043473,18121.9269292405,5988.828647104503,34386.32389438848
t429,7890.122760271735,11804.930280908287,5988.828647104503,25683.881688284524
t430,8009.358941630431,12618.929463935134,5988.828647104503,26617.11705267007
t431,9142.108166467387,17965.635427083518,5988.828647104503,33096.57224065541
t432,7197.4983294573885,23312.341390231908,5988.828647104503,36498.668366793805
t433,5831.895448969129,16995.344741899695,5988.828647104503,28816.068837973326
t434,4825.537785872172,17687.9487390008,5988.828647104503,28502.315171977476
t435,4042.955774949129,16137.817047642437,5344.799617471142,25525.572440062708
t436,3331.6207205478254,9820.820399310222,4319.27979746615,17471.720917324197
t437,2482.809144407391,10551.47518885586,5988.828647104503,19023.112980367754
t438,4122.565847942924,4234.478540523645,5988.828647104503,14345.873035571072
t439,1737.1202901711852,2567.5120294808116,5975.441530926102,10280.0738505781
t440,548.7425064971083,4947.590164852741,4587.666058747197,10083.998730097046
t441,1554.5854625988468,1599.1663684282569,3159.7514561335092,6313.503287160613
t442,703.2399845543354,3993.171548910711,1704.742940476343,6401.154473941389
t443,2722.2811046523348,6345.372241473204,226.65442481917685,9294.307770944715
t444,4741.3222247503345,8078.411393680622,1896.2032744575306,14715.936892888487
t445,6760.363344848334,13425.117356829009,1984.4391929938777,22169.91989467122
t446,8779.404464946334,18771.823319977397,2919.6448525721835,30470.87263749591
t447,10798.445585044334,24118.529283125783,3202.6064463566245,38119.58131452674
t448,11292.447259673907,27827.424220866633,1753.6188002646757,40873.490280805214
t449,11292.447259673907,26317.98465223827,312.65898025968374,37923.090892171866
t450,11292.447259673907,27827.424220866633,1982.2078298980375,41102.079310438574
t451,11292.447259673907,27730.55118549281,1841.918781382199,40864.91722654892
t452,8907.001701902167,25536.77949340713,3511.4676310205527,37955.24882632985
t453,9206.863970217386,21343.559146390144,1538.9382718069974,32089.361388414527
t454,6821.418412445647,18328.160695910472,3208.487121445351,28358.066229801472
t455,4435.972854673908,16478.4835782861,1938.134729554664,22852.591162514676
t456,3055.185832878694,14693.06346087411,3607.6835791930175,21355.93287294582
t457,2016.7168654339118,8376.066812541892,2538.010715709764,12930.794393685568
t458,1344.5174632065211,13722.77277569028,1517.5082870091198,16584.79852590592
t459,881.0415392400001,19069.47873883867,525.1032496128233,20475.623527691492
t460,2555.4580067917386,12752.482090506455,1225.1014591660598,16533.041556464254
t461,2192.3299089121733,15505.554607259332,2894.6503088044137,20592.53482497592
t462,1625.4957240760866,9188.557958927116,4025.9543499828255,14840.008032986028
t463,643.22153924,9426.925711134958,4365.953089079786,14436.100339454744
t464,1474.6184092852636,6408.255669285236,3699.370973921228,11582.245052491728
t465,3493.6595293832634,5760.998594124002,3493.7348802378488,12748.393003745115
t466,5512.700649481263,11107.70455727239,4254.6517141258355,20875.05692087949
t467,4229.629921773164,15578.669838971411,4498.960256354242,24307.26001709882
t468,6248.671041871164,17134.012294569857,4997.487288032807,28380.170624473827
t469,7457.485666785703,22480.718257718243,4407.968510804258,34346.1724353082
t470,9476.526786883704,27827.424220866633,5988.828647104503,43292.779654854836
t471,11292.447259673907,27827.424220866633,5988.828647104503,45108.70012764505
t472,11292.447259673907,27827.424220866633,5988.828647104503,45108.70012764505
t473,11292.447259673907,27827.424220866633,5988.828647104503,45108.70012764505
t474,11253.652912685015,24290.736888620842,5988.828647104503,41533.21844841036
t475,8868.207354913277,24290.736888620842,5723.052433450007,38881.99667698413
t476,8287.578377976864,23897.785372789724,5411.467578399421,37596.83132916601
t477,5902.132820205125,20976.481205028704,5411.467578399421,32290.08160363325
t478,5902.132820205125,19038.668100942476,3738.1986327446325,28678.999553892234
t479,5902.132820205125,16492.855053014784,3738.1986327446325,26133.186505964542
t480,4317.472234068514,15543.150541067776,3738.1986327446325,23598.82140788092
t481,4317.472234068514,15414.675918299396,3738.1986327446325,23470.346785112542
t482,4317.472234068514,16378.891328085825,3738.1986327446325,24434.562194898972
t483,4317.472234068514,17264.877012033143,3738.1986327446325,25320.54787884629
t484,4317.472234068514,17289.633691381456,3738.1986327446325,25345.304558194603
t485,4317.472234068514,17032.60453372246,3738.1986327446325,25088.275400535607
t486,4317.472234068514,14312.597178256521,3738.1986327446325,22368.268045069668
t487,4317.472234068514,9533.313995508739,3738.1986327446325,17588.984862321886
t488,4317.472234068514,5292.807009745521,3738.1986327446325,13348.477876558667
t489,4317.472234068514,3861.377544258264,3738.1986327446325,11917.04841107141
t490,4317.472234068514,3861.377544258264,3738.1986327446325,11917.04841107141
t491,4317.472234068514,4323.443586935218,3738.1986327446325,12379.114453748363
t492,4317.472234068514,5793.640489341539,3738.1986327446325,13849.311356154685
t493,4317.472234068514,9018.249092563452,3738.1986327446325,17073.9199593766
t494,4317.472234068514,13046.749224459738,3738.1986327446325,21102.420091272885
t495,4317.472234068514,17388.791764941558,3738.1986327446325,25444.462631754704
t496,4317.472234068514,19766.42423382472,3738.1986327446325,27822.095100637867
t497,4317.472234068514,19766.42423382472,3738.1986327446325,27822.095100637867
t498,4317.472234068514,14396.04733814787,3738.1986327446325,22451.718204961016
t499,1932.0266762967774,10340.206295857368,1765.669273531077,14037.902245685222
t500,0.0,4023.2096475251496,1765.669273531077,5788.878921056226
t501,-0.0,-0.0,598.7201000426663,598.7201000426663
t502,-0.0,-0.0,-0.0,0.0
t503,-0.0,-0.0,-0.0,0.0
t504,-0.0,4837.109317325023,71.29133470118676,4908.400652026209
t505,8751.938820370124,19657.591880952907,3661.2020721806143,32070.732773503645
t506,8038.59680944708,21470.638772440252,5330.750921818968,34839.9865037063
t507,7431.623494176211,15153.642124108039,4319.27979746615,26904.5454157504
t508,6846.726700644473,20500.348087256425,5988.828647104503,33335.9034350054
t509,8865.767820742472,14183.351438924212,4189.622562733559,27238.741822400243
t510,7414.8692880803,19530.0574020726,5859.171412371912,32804.09810252481
t511,5029.423730308562,13213.060753740387,4319.27979746615,22561.764281515098
t512,2643.9781725368234,17754.62031732515,5988.828647104503,26387.427136966475
t513,296.00008647041295,11903.086543836256,4713.516493529805,16912.603123836474
t514,1768.506646909442,17249.792506984642,3227.4001517856827,22245.699305679766
t515,3787.5477670074415,16560.25943363451,1723.2212013459082,22071.02840198786
t516,5235.323899379908,21906.965396782896,211.01442481917675,27353.303720981978
t517,7254.3650194779075,22480.718257718243,1736.23845714041,31471.32173433656
t518,9273.406139575907,27827.424220866633,238.08037626585232,37338.91073670839
t519,11292.447259673907,26692.626183138924,1907.6292259042061,39892.702668717044
t520,10754.986971245857,27827.424220866633,443.5894058992136,39026.0005980117
t521,11292.447259673907,23975.149307200594,2113.138255537567,37380.73482241207
t522,11292.447259673907,25388.906826528357,3782.687105175921,40464.041191378186
t523,11292.447259673907,27348.661000790664,5452.235954814275,44093.34421527885
t524,11095.587788858691,25279.126752686694,3479.706595600719,39854.421137146106
t525,8710.142231086951,27827.424220866633,5149.255445239072,41686.821897192654
t526,9234.783629836953,27827.424220866633,3176.726086025517,40238.9339367291
t527,6849.338072065214,21510.42757253442,4846.274935663871,33206.04058026351
t528,5195.736930707389,21625.86178165617,3692.309898267574,30513.908610631133
t529,4093.0453545669534,15308.865133323956,5361.858747905928,24763.769235796837
t530,3252.2616045134755,20648.269184165827,4319.27979746615,28219.810586145453
t531,2553.9717675034767,14331.272535833612,5988.828647104503,22874.07295044159
t532,3990.129943179576,16444.556330709933,5973.350073861586,26408.03634775109
t533,3126.2661931260986,10127.559682377718,4926.757210378333,18180.58308588215
t534,1621.1798343769685,12296.637086282735,3792.861738199427,17710.67865885913
t535,646.8745082813331,5979.640437950521,5462.41058783778,12088.925534069635
t536,1471.5265362886792,1764.3249015690667,4073.6316373980053,7309.483075255751
t537,773.5410597832614,3853.38136646033,2649.7309478277957,7276.653374071387
t538,1364.315967097447,4737.571763473391,4319.27979746615,10421.167528036987
t539,3383.3570871954466,8415.458434261374,5988.828647104503,17787.644168561324
t540,5402.398207293446,13016.168461724632,5674.70385969725,24093.270528715326
t541,7421.439327391446,18362.87442487302,4319.27979746615,30103.59354973062
t542,9440.480447489446,23709.580388021408,5988.828647104503,39138.889482615356
t543,11292.447259673907,25568.206736257453,5988.828647104503,42849.482643035866
t544,11292.447259673907,27827.424220866633,5988.828647104503,45108.70012764505
t545,11292.447259673907,27827.424220866633,5988.828647104503,45108.70012764505
t546,11292.447259673907,24998.231291963326,4016.2992878909477,40306.97783952818
t547,8907.001701902167,27827.424220866633,4622.260307041352,41356.686229810155
t548,6521.556144130429,21510.42757253442,2649.7309478277957,30681.714664492647
t549,6328.71058635869,19198.09636907921,4319.27979746615,29846.086752904048
t550,6748.990245978255,19287.530627429627,5988.828647104503,32025.349520512387
t551,5279.110889083266,17457.203548274847,4319.27979746615,27055.59423482426
t552,7298.152009181265,16921.980968474913,5988.828647104503,30208.96162476068
t553,4912.706451409526,10604.984320142697,4574.396142110981,20092.086913663206
t554,2527.2608936377883,12979.504688393648,5988.828647104503,21495.59422913594
t555,1952.5480652460546,6662.508040061433,4016.2992878909477,12631.355393198437
t556,366.40443767373876,11000.620256239827,4319.27979746615,15686.304491379715
t557,2385.4455577717385,12948.594630091255,5988.828647104503,21322.868834967496
t558,-0.0,6631.5979817590405,4303.086666252287,10934.684648011327
t559,2019.0411200979997,3467.998547716657,2330.557307038731,7817.596974853388
t560,310.1247160470527,2411.3919923610083,1098.5255685611473,3820.042276969208
t561,1756.5515604357743,3305.7037808140303,739.7568084081983,5802.012149658003
t562,3775.592680533774,7224.173876431642,1113.4735281754797,12113.240085140897
t563,5794.633800631774,12570.87983958003,2157.7971826307157,20523.31082284252
t564,7813.6749207297735,17917.58580272842,980.1820981894425,26711.442821647634
t565,9832.716040827772,20143.23146775478,2649.730947827796,32625.67845641035
t566,9273.406139575907,23935.197629426013,4319.27979746615,37527.883566468074
t567,11292.447259673907,26317.7371591117,5988.828647104503,43599.0130658901
t568,11292.447259673907,27827.424220866633,5988.828647104503,45108.70012764505
t569,11292.447259673907,26226.51257166893,5439.81214733499,42958.771978677825
t570,11292.447259673907,27827.424220866633,5988.828647104503,45108.70012764505
t571,8907.001701902167,24258.955634357128,4016.2992878909477,37182.25662415024
t572,6692.811135380243,17941.958986024914,2449.1368162468757,27083.90693765203
t573,4307.365577608504,13438.089678046385,1590.2046769205926,19335.65993257548
t574,4307.365577608504,8231.218061449496,3129.1191601947066,15667.702799252707
t575,4307.365577608504,8817.181252692548,1732.1950271704432,14856.741857471496
t576,4307.365577608504,11874.963127284394,3401.743876808797,19584.072581701694
t577,4307.365577608504,12596.747886267936,1429.2145175952414,18333.327981471684
t578,4307.365577608504,12858.465381399506,3098.763367233595,20264.594326241604
t579,4307.365577608504,11754.612869206783,4768.312216871948,20830.290663687236
t580,4307.365577608504,9099.775199599175,5988.828647104503,19395.96942431218
t581,2385.4455577717385,6315.379951155384,5950.061222261042,14650.886731188164
t582,-0.0,4026.5225212956334,5483.302623758445,9509.82514505408
t583,-0.0,-0.0,3510.7732645448896,3510.7732645448896
t584,-0.0,76.49532518241661,1538.2439053313337,1614.7392305137503
t585,-0.0,3797.7435395776624,-0.0,3797.7435395776624
t586,2019.0411200979997,6006.581832228346,1669.5488496383537,9695.1718019647
t587,4038.0822401959995,11353.287795376733,3339.0976992767073,18730.46773484944
t588,6057.123360293999,16699.99375852512,3056.019191138463,25813.136309957586
t589,8076.164480391999,19508.99097074094,2853.354226523737,30438.509677656675
t590,9273.406139575907,21348.582378215255,3455.943447381661,34077.93196517282
t591,11292.447259673907,21242.80710662923,2649.7309478277957,35184.98531413093
t592,11292.447259673907,20954.396082316056,4319.27979746615,36566.12313945611
t593,11292.447259673907,22480.718257718243,5988.828647104503,39761.994164496646
t594,11292.447259673907,27827.424220866633,4016.2992878909477,43136.17076843149
t595,11292.447259673907,25392.059022850935,4319.27979746615,41003.786079991
t596,8907.001701902167,20733.307407855853,5988.828647104503,35629.13775686252
t597,7461.505884079435,16393.356628614754,4319.27979746615,28174.142310160343
t598,5076.060326307697,12671.216382341827,5988.828647104503,23736.105355754025
t599,2690.614768535959,8346.643155738735,4319.27979746615,15356.537721740844
t600,4506.695276772413,2730.575624808864,5988.828647104503,13226.099548685781
t601,4248.3995559164605,3035.5467543101645,4016.2992878909477,11300.245598117574
t602,3426.6818928195044,8382.252717458552,5685.848137529301,17494.78274780736
t603,2768.5311862442877,13728.95868060694,4668.356143611266,21165.846010462494
t604,2148.512653582114,19075.664643755328,3655.881540997578,24880.058838335022
t605,1370.9480339634185,17531.033704513262,5325.430390635932,24227.41212911261
t606,1652.0015783329147,11214.037056181049,3352.901031422376,16218.93966593634
t607,620.7869841970206,4897.040407848831,2091.563820113036,7609.391212158887
t608,1493.607016673641,1201.850961945137,1535.6334849605075,4231.091463579285
t609,754.8521411854297,4329.459308958024,369.7886679677802,5454.100118111234
t610,2094.1965319953597,6452.722751296263,2039.3375176061336,10586.256800897758
t611,4113.2376520933585,11799.428714444652,3708.8863672444872,19621.552733782497
t612,6132.278772191358,17146.13467759304,1926.7313080895615,25205.14475787396
t613,7254.3650194779075,22492.840640741426,2649.7309478277957,32396.93660804713
t614,9273.406139575907,27827.424220866633,4319.27979746615,41420.11015790869
t615,11292.447259673907,23686.70119237016,5988.828647104503,40967.97709914857
t616,11292.447259673907,27827.424220866633,5988.828647104503,45108.70012764505
t617,11292.447259673907,27827.424220866633,5184.284384774847,44304.155865315384
t618,11292.447259673907,22571.51510574818,3362.853480252321,37226.81584567441
t619,9057.123781907958,21381.34788265436,5032.402329890674,35470.873994452995
t620,9509.514745875349,15064.351234322146,3878.083595141046,28451.949575338538
t621,7124.069188103609,8747.354585989931,5547.6324447793995,21419.05621887294
t622,7689.853195549264,14094.06054913832,3575.1030855658437,25359.016830253426
t623,5304.4076377775245,19440.766512286707,1978.0407089775479,26723.21485904178
t624,3384.8847572892637,13123.769863954492,3647.5895586159013,20156.24417985966
t625,2034.3340507140465,17578.660616549954,2534.7671299152566,22147.761797179257
t626,1004.8963876170909,11261.66396821774,4204.315979553611,16470.876335388442
t627,2561.4167765819975,16608.369931366127,5873.864829191964,25043.65153714009
t628,1736.688678702433,10291.373283033912,4833.292835273928,16861.354797010274
t629,824.6579721272158,15638.0792461823,3779.6756239645883,20242.412842274105
t630,1321.0506124895242,9321.082597850087,2694.9505865682922,13337.083796907904
t631,900.903881686866,3706.4884184422062,1565.0690274328647,6172.461327561937
t632,1256.516074638236,2209.534165778904,344.87442481917685,3810.924665236317
t633,2282.089129208555,3476.5562452331233,1377.6471364714025,7136.29251091308
t634,4301.130249306555,7581.9256338644045,3047.1959861097557,14930.251869280717
t635,6320.171369404554,11048.079653498236,4716.744835748109,22084.9958586509
t636,8339.212489502554,16394.785616646623,4319.27979746615,29053.27790361533
t637,10358.253609600553,19996.397637161772,5988.828647104503,36343.479893866825
t638,9273.406139575907,17134.012294569857,4319.27979746615,30726.698231611917
t639,11292.447259673907,22480.718257718243,5988.828647104503,39761.994164496646
t640,11292.447259673907,27827.424220866633,5988.828647104503,45108.70012764505
t641,11292.447259673907,27827.424220866633,5810.166372553071,44930.037853093614
t642,11292.447259673907,22436.025087982583,5988.828647104503,39717.300994761
t643,9686.460554442172,20458.95024362987,4704.411435795163,34849.822233867206
t644,7301.014996670434,18774.06597381462,5988.828647104503,32063.909617589557
t645,4915.569438898695,17852.03085014569,4016.2992878909477,26783.89957693533
t646,2530.1238811269563,19564.03146660889,3788.643811311049,25882.799159046896
t647,4316.137453790001,22997.5784755219,5458.192660949402,32771.9085902613
t648,2775.929355910436,21944.204241958527,4319.27979746615,29039.413395335112
t649,3145.3200177147796,15627.207593626314,5988.828647104503,24761.356258445598
t650,2445.0232241830417,9310.210945294099,4965.31578362125,16720.54995309839
t651,1893.241213259999,14656.916908442487,3961.8724853553886,20512.030607057874
t652,1389.6261588586951,8339.920260110272,4582.63979179567,14312.186210764638
t653,842.86153924,13686.62622325866,3580.199971790678,18109.68773428934
t654,1804.1767992020953,7369.629574926445,2558.6940648291643,11732.500438957704
t655,491.985877253346,3362.0043059551085,1509.0907665632994,5363.080949771755
t656,1602.6242735907674,2501.105518587983,392.2544248191768,4495.984216997927
t657,3621.665393688767,4235.236907630453,1337.5447044714024,9194.447005790622
t658,5640.706513786767,9581.942870778841,2649.7309478277957,17872.380332393404
t659,7659.747633884766,14928.64883392723,4319.27979746615,26907.676265278147
t660,9017.385259240173,20275.354797075615,5988.828647104503,35281.568703420286
t661,7958.339336020913,18865.6202189843,4319.27979746615,31143.239352471363
t662,9273.406139575907,16058.426180740209,5988.828647104503,31320.66096742062
t663,11292.447259673907,21405.132143888597,5988.828647104503,38686.40805066701
t664,11292.447259673907,26751.838107036983,5988.828647104503,44033.114013815386
t665,11292.447259673907,27827.424220866633,5988.828647104503,45108.70012764505
t666,11292.447259673907,22798.834998134622,5626.77700877549,39718.05926658402
t667,9695.894159404386,27827.424220866633,4319.27979746615,41842.59817773717
t668,10619.919905980474,21510.42757253442,5988.828647104503,38119.1761256194
t669,11147.571739513085,25629.8296713455,4016.2992878909477,40793.70069874953
t670,8762.126181741345,26944.879214468947,2145.604103482963,37852.60949969325
t671,10624.40410223048,20627.882566136734,3815.152953121317,35067.43962148853
t672,9248.766439133518,25974.58852928512,2699.320089638064,37922.6750580567
t673,4136.110586358692,15093.532212135482,5685.8481375293,24915.490936023474
t674,6155.1517064566915,9892.260111891374,5841.131797423481,21888.543615771545
t675,5649.952699217759,7370.167283073678,5988.828647104503,19008.94862939594
t676,7668.993819315759,3065.5237747281885,4319.27979746615,15053.797391510097
t677,5283.54826154402,2752.0466402184484,5988.828647104503,14024.423548866971
t678,2898.1027037722815,4767.990582155283,5988.828647104503,13654.921933032067
t679,535.9777156853947,4629.309777969173,5988.828647104503,11154.116140759072
t680,1565.3895815418814,1428.4581670752787,5988.828647104503,8982.676395721663
t681,694.0953782809512,4137.658970535871,5988.828647104503,10820.582995921326
t682,2713.136498378951,4504.148869533203,4425.444479273423,11642.729847185576
t683,4732.177618476951,6701.28706767821,2819.914224485822,14253.378910640982
t684,6751.21873857495,11344.756684780928,4282.559129503775,22378.53455285965
t685,8770.259858672951,13603.790511777115,2637.893222542261,25011.943592992327
t686,10789.300978770949,15416.918554532886,4307.4420721806155,30513.66160548445
t687,11292.447259673907,18120.46951093049,2649.7309478277957,32062.647718432192
t688,11292.447259673907,18675.426143747958,4319.27979746615,34287.15320088802
t689,11292.447259673907,24022.132106896348,5988.828647104503,41303.40801367475
t690,11292.447259673907,27827.424220866633,4016.2992878909477,43136.17076843149
t691,11292.447259673907,25929.053987769734,4319.27979746615,41540.78104490979
t692,10697.89897049553,24778.220383207226,5988.828647104503,41464.94800080726
t693,9898.952543158573,21491.170718660345,4319.27979746615,35709.40305928507
t694,9491.362637560747,20168.95915935993,5988.828647104503,35649.150444025174
t695,10135.417949354227,14671.915103174362,4319.27979746615,29126.612849994737
t696,8263.694689124963,14295.34330650677,5988.828647104503,28547.866642736237
t697,7204.748380744127,12250.799934261293,4319.27979746615,23774.828112471572
t698,9223.789500842127,12467.395177815573,5988.828647104503,27680.013325762204
t699,6838.343943070388,17573.16838827773,4319.27979746615,28730.792128814268
t700,8857.385063168387,13215.809148967157,5988.828647104503,28062.02285924005
t701,6471.939505396648,11695.26994296752,5988.828647104503,24156.03809546867
t702,4086.493947624909,8135.812641959509,4016.2992878909477,16238.605877475367
t703,1701.0483898531688,4710.907798417009,5685.848137529301,12097.80432579948
t704,579.2737629262775,3791.374042346233,3713.3187783157464,8083.966583588257
t705,1528.7438071571983,2137.6869737065354,3432.843518206192,7099.274299069926
t706,2726.604869900846,4641.671909951055,3341.5173684989036,10709.794148350804
t707,4745.645989998845,8140.892513390979,4025.425965983607,16911.96446937343
t708,6764.687110096845,13487.598476539366,5578.652969991741,25830.938556627952
t709,8783.728230194845,18834.304439687756,3943.018367378053,31561.051037260655
t710,10802.769350292845,19446.779178260414,5612.567217016407,35862.11574556967
t711,11292.447259673907,24793.4851414088,5988.828647104503,42074.76104818721
t712,11292.447259673907,27827.424220866633,5988.828647104503,45108.70012764505
t713,11292.447259673907,27827.424220866633,5988.828647104503,45108.70012764505
t714,11292.447259673907,27063.491529455434,4016.2992878909477,42372.238077020294
t715,11034.274868968541,27827.424220866633,4319.27979746615,43180.978887301324
t716,10393.394528588107,26155.803467323956,5988.828647104503,42538.026643016565
t717,9682.94897081637,21825.557033022993,5988.828647104503,37497.33465094387
t718,9472.503413044631,19722.572053433818,4016.2992878909477,33211.3747543694
t719,9472.503413044631,19722.572053433818,5302.460827011678,34497.53629349013
t720,9472.503413044631,17542.506642721986,3409.1717700781096,30424.181825844724
t721,9472.503413044631,17542.506642721986,4959.601039651494,31974.61109541811
t722,9472.503413044631,17542.506642721986,5988.828647104503,33003.838702871115
t723,9472.503413044631,15783.031971423983,4970.519548187469,30226.054932656083
t724,9472.503413044631,13649.381104779675,5988.828647104503,29110.71316492881
t725,9472.503413044631,10592.413295759832,4679.048995162873,24743.965703967337
t726,9472.503413044631,5752.682816708203,4799.810232521544,20024.99646227438
t727,7087.057855272892,2462.5426777276425,3552.997810025369,13102.598343025904
t728,5356.149966955143,-0.0,3650.887136388094,9007.037103343237
t729,5356.149966955143,3409.1157832167364,4331.349423375253,13096.615173547132
t730,5888.601820467206,8755.821746365124,5042.535707692693,19686.959274525023
t731,6904.031932405166,14102.527709513512,5103.04752149404,26109.607163412715
t732,8923.073052503167,17336.018241939626,5988.828647104503,32247.919941547294
t733,8923.073052503167,21883.415330935073,5923.045343168877,36729.533726607115
t734,8923.073052503167,24945.991147079167,5373.540727800433,39242.60492738277
t735,9615.977833293808,26828.073743744724,5373.540727800433,41817.59230483897
t736,9615.977833293808,27827.424220866633,4183.7936317054655,41627.1956858659
t737,9615.977833293808,27827.424220866633,2440.993170624382,39884.39522478482
t738,9615.977833293808,25021.359620378746,1998.0732494279098,36635.41070310046
t739,7964.67320797849,20574.270380193666,2156.3740074229054,30695.31759559506
t740,5579.227650206752,16730.25849764489,868.6732586853627,23178.159406537
t741,3193.7820924350135,10413.261849312676,143.04824800344457,13750.092189751133
t742,808.3365346632853,4628.49672907367,-0.0,5436.833263736956
t743,808.3365346632853,-0.0,1260.153962702328,2068.4904973656135
t744,-0.0,-0.0,2327.757196652593,2327.757196652593
t745,-0.0,1912.543549438006,3522.5864865526432,5435.130035990649
t746,2019.0411200979997,3727.9291029040596,1550.0571273390874,7297.027350341146
t747,3910.4220874331854,6942.3873882898215,3202.017056392152,14054.82653211516
t748,2901.0539895536203,10356.203763739422,4871.565906030506,18128.82365932355
t749,1764.2441525436209,15702.90972688781,3787.844346895079,21254.998226326512
t750,1872.3580086379268,9720.092568701051,5457.393196533433,17049.84377387241
t751,905.7021577610979,9368.020393199184,4158.927289571919,14432.6498405322
t752,1252.4548137690063,6493.075271765728,5828.476139210272,13574.006224745006
t753,3271.495933867006,4488.214952139519,4319.27979746615,12078.990683472675
t754,1197.2416591839074,9232.1323862998,5988.828647104503,16418.20269258821
t755,3216.282779281907,11654.84129568196,5988.828647104503,20859.95272206837
t756,5235.323899379907,14932.10414491952,5988.828647104503,26156.25669140393
t757,7254.365019477907,18942.676165338744,5988.828647104503,32185.869831921154
t758,9273.406139575905,23099.894741476783,5988.828647104503,38362.129528157195
t759,11292.447259673907,26005.372533808997,5988.828647104503,43286.64844058741
t760,11292.447259673907,27827.424220866633,4568.60302919696,43688.4745097375
t761,11292.447259673907,27827.424220866633,5657.06849766019,44776.93997820073
t762,11292.447259673907,24819.946824178383,4948.516441336223,41060.91052518851
t763,8907.001701902167,21538.565991667205,2975.987082122667,33421.554775692035
t764,8907.001701902167,17774.457785847564,1003.4577229091111,27684.91721065884
t765,6789.203596173486,11457.461137515349,820.2222329680818,19066.886966656915
t766,4403.758038401747,5882.172393535528,1952.784316336065,12238.71474827334
t767,2018.31248063001,1954.0342122848374,3622.333165974419,7594.679858889266
t768,-0.0,1357.9708662883365,4319.27979746615,5677.250663754487
t769,-0.0,867.944310410905,5988.828647104503,6856.772957515408
t770,-0.0,3170.1771056186826,4016.2992878909477,7186.476393509631
t771,-0.0,5117.053148068795,3102.154396219095,8219.20754428789
t772,-0.0,3052.2148779097747,4771.703245857449,7823.918123767224
t773,-0.0,-0.0,5988.828647104503,5988.828647104503
t774,59.735800728689895,3560.8737971394535,5538.887267441557,9159.4968653097
t775,-0.0,1770.735138457246,3566.357908228001,5337.093046685247
t776,-0.0,1216.0371151919635,1593.8285490144458,2809.8656642064093
t777,963.7183784909116,4317.4521488499095,-0.0,5281.170527340821
t778,2434.3519668151043,4512.964023695766,1669.5488496383537,8616.864840149223
t779,4453.3930869131045,6879.421307141742,3339.0976992767073,14671.912093331553
t780,6472.434207011104,10712.378839489045,5008.646548915061,22193.45959541521
t781,8491.475327109103,16059.084802637433,5051.167901971198,29601.728031717736
t782,9273.406139575907,21405.79076578582,5988.828647104503,36668.025552466235
t783,11292.447259673907,25337.72904350803,4569.776852719313,41199.95315590125
t784,11292.447259673907,27827.424220866633,5988.828647104503,45108.70012764505
t785,11292.447259673907,27827.424220866633,5988.828647104503,45108.70012764505
t786,8907.001701902167,26619.910929473048,5988.828647104503,41515.74127847972
t787,6521.556144130429,23235.92040531652,4016.2992878909477,33773.7758373379
t788,6521.556144130429,23235.92040531652,3824.502925586755,33581.9794750337
t789,5729.39516417058,19439.711338920766,2600.346867208324,27769.45337029967
t790,5729.39516417058,15293.539117593706,1341.6325921085518,22364.56687387284
