Resource,Zone,Model,New_Build,Can_Retire,Existing_Cap_MW,Max_Cap_MW,Min_Cap_MW,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,Var_OM_Cost_per_MWh,Heat_Rate_MMBTU_per_MWh,Fuel,Cap_Size,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Up_Time,Down_Time,Ramp_Up_Percentage,Ramp_Dn_Percentage,Min_Power,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,region,cluster
NG 2-on-1 Combined Cycle (F-Frame),1,1,1,0,24713.901327215655,-1,0,112443.97830869799,51750.0,3.255,6.363,NG,143.3689655172414,33.58207681309256,0,3.0,2.0,0.306884871831378,0.3419506794722491,0.7743718883036288,0.25,0.5,0,0,ERCOT,0
NG Combustion Turbine (F-Frame),1,1,1,0,10732.27294424315,-1,0,101161.13523476143,39150.0,10.41,9.717,DFO,34.148170731707346,24.81885366632592,0,2.0,2.0,0.3434467533575733,0.382860437420166,0.5970694427084262,0.25,0.5,0,0,ERCOT,0
