Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1
,,,,,,,,2084,37217.5859375
,,,,,,,,2085,34438.26171875
,,,,,,,,2086,31815.666015625
,,,,,,,,2087,30131.822265625
,,,,,,,,2088,29158.9921875
,,,,,,,,2089,28436.3515625
,,,,,,,,2090,28277.107421875
,,,,,,,,2091,29049.603515625
,,,,,,,,2092,31436.482421875
,,,,,,,,2093,34802.67578125
,,,,,,,,2094,35341.28125
,,,,,,,,2095,35485.5234375
,,,,,,,,2096,36128.46875
,,,,,,,,2097,36735.15234375
,,,,,,,,2098,37230.7890625
,,,,,,,,2099,38034.76171875
,,,,,,,,2100,39079.02734375
,,,,,,,,2101,40047.578125
,,,,,,,,2102,40974.08984375
,,,,,,,,2103,41433.37890625
,,,,,,,,2104,41152.22265625
,,,,,,,,2105,40099.75390625
,,,,,,,,2106,39569.69921875
,,,,,,,,2107,39344.515625
,,,,,,,,2108,37559.46484375
,,,,,,,,2109,35136.203125
,,,,,,,,2110,32459.0234375
,,,,,,,,2111,30355.603515625
,,,,,,,,2112,29080.1171875
,,,,,,,,2113,28356.884765625
,,,,,,,,2114,28159.916015625
,,,,,,,,2115,28628.4921875
,,,,,,,,2116,30152.111328125
,,,,,,,,2117,31977.1953125
,,,,,,,,2118,32765.533203125004
,,,,,,,,2119,33777.88671875
,,,,,,,,2120,34700.3828125
,,,,,,,,2121,35284.58984375
,,,,,,,,2122,35678.8046875
,,,,,,,,2123,36078.5859375
,,,,,,,,2124,36671.22265625
,,,,,,,,2125,37329.08984375
,,,,,,,,2126,38017.7890625
,,,,,,,,2127,38574.49609375
,,,,,,,,2128,38608.55078125
,,,,,,,,2129,37652.76171875
,,,,,,,,2130,37206.76953125
,,,,,,,,2131,37127.12109375
,,,,,,,,2132,35801.66015625
,,,,,,,,2133,33863.0625
,,,,,,,,2134,31661.048828125
,,,,,,,,2135,29925.607421875
,,,,,,,,2136,28761.552734375
,,,,,,,,2137,28072.880859375
,,,,,,,,2138,27750.138671875
,,,,,,,,2139,27945.90625
,,,,,,,,2140,28660.1015625
,,,,,,,,2141,29735.236328125
,,,,,,,,2142,30682.685546875
,,,,,,,,2143,32451.021484375
,,,,,,,,2144,33898.40234375
,,,,,,,,2145,34826.125
,,,,,,,,2146,35531.609375
,,,,,,,,2147,36269.80859375
,,,,,,,,2148,37168.30859375
,,,,,,,,2149,38121.703125
,,,,,,,,2150,39103.47265625
,,,,,,,,2151,39721.328125
,,,,,,,,2152,39672.171875
,,,,,,,,2153,38701.17578125
,,,,,,,,2154,38384.046875
,,,,,,,,2155,38398.6484375
,,,,,,,,2156,36987.91015625
,,,,,,,,2157,35082.7578125
,,,,,,,,2158,32806.98828125
,,,,,,,,2159,30735.154296875
,,,,,,,,2160,29275.373046875
,,,,,,,,2161,28272.599609375
,,,,,,,,2162,27687.693359375
,,,,,,,,2163,27486.9453125
,,,,,,,,2164,27813.96875
,,,,,,,,2165,28615.439453125
,,,,,,,,2166,29454.380859375
,,,,,,,,2167,31335.158203125
,,,,,,,,2168,33127.14453125
,,,,,,,,2169,34433.44921875
,,,,,,,,2170,35541.76171875
,,,,,,,,2171,36354.4765625
,,,,,,,,2172,37187.453125
,,,,,,,,2173,37814.5234375
,,,,,,,,2174,38388.75390625
,,,,,,,,2175,38700.0625
,,,,,,,,2176,38637.52734375
,,,,,,,,2177,38271.90234375
,,,,,,,,2178,38900.92578125
,,,,,,,,2179,39171.8203125
,,,,,,,,2180,37760.1015625
,,,,,,,,2181,35122.4140625
,,,,,,,,2182,32461.806640625
,,,,,,,,2183,30798.5078125
,,,,,,,,2184,29851.3515625
,,,,,,,,2185,29381.443359375
,,,,,,,,2186,29536.380859375
,,,,,,,,2187,30703.046875
,,,,,,,,2188,33414.45703125
,,,,,,,,2189,36686.4140625
,,,,,,,,2190,37414.22265625
,,,,,,,,2191,38149.34765625
,,,,,,,,2192,39255.66015625
,,,,,,,,2193,40358.38671875
,,,,,,,,2194,41353.89453125
,,,,,,,,2195,42258.51953125
,,,,,,,,2196,43173.046875
,,,,,,,,2197,43813.93359375
,,,,,,,,2198,44181.87109375
,,,,,,,,2199,44366.828125
,,,,,,,,2200,43883.23046875
,,,,,,,,2201,43005.3828125
,,,,,,,,2202,43192.21484375
,,,,,,,,2203,43113.21484375
,,,,,,,,2204,40983.8203125
,,,,,,,,2205,37897.44921875
,,,,,,,,2206,34989.18359375
,,,,,,,,2207,33027.79296875
,,,,,,,,2208,31807.359375
,,,,,,,,2209,31039.2109375
,,,,,,,,2210,30894.537109375
,,,,,,,,2211,31722.841796875
,,,,,,,,2212,34244.34765625
,,,,,,,,2213,37392.80859375
,,,,,,,,2214,37557.31640625
,,,,,,,,2215,38259.26171875
,,,,,,,,2216,39556.703125
,,,,,,,,2217,40918.640625
,,,,,,,,2218,42030.03515625
,,,,,,,,2219,42928.92578125
,,,,,,,,2220,43598.83203125
,,,,,,,,2221,43760.13671875
,,,,,,,,2222,43967.75
,,,,,,,,2223,43962.71875
,,,,,,,,2224,43329.94921875
,,,,,,,,2225,42465.58984375
,,,,,,,,2226,42482.21484375
,,,,,,,,2227,42205.84765625
,,,,,,,,2228,39762.7890625
,,,,,,,,2229,36291.48828125
,,,,,,,,2230,32911.61328125
,,,,,,,,2231,30921.666015625
,,,,,,,,2232,29674.130859375
,,,,,,,,2233,28999.498046875
,,,,,,,,2234,28887.845703125
,,,,,,,,2235,29909.525390625
,,,,,,,,2236,32831.9921875
,,,,,,,,2237,36484.62109375
,,,,,,,,2238,36689.25390625
,,,,,,,,2239,36529.57421875
,,,,,,,,2240,36506.59375
,,,,,,,,2241,36279.234375
,,,,,,,,2242,35964.5703125
,,,,,,,,2243,35728.60546875
,,,,,,,,2244,35586.05859375
,,,,,,,,2245,35571.03125
,,,,,,,,2246,35789.58984375
,,,,,,,,2247,36121.37890625
,,,,,,,,2248,36243.63671875
,,,,,,,,2249,36160.48828125
,,,,,,,,2250,36858.96484375
,,,,,,,,2251,37615.35546875
,,,,,,,,2252,36094.20703125
,,,,,,,,2253,33522.81640625
,,,,,,,,2254,31107.533203125
,,,,,,,,2255,29770.296875
,,,,,,,,2256,29089.361328125
,,,,,,,,2257,28784.177734375
,,,,,,,,2258,29029.548828125
,,,,,,,,2259,30042.3125
,,,,,,,,2260,32806.08203125
,,,,,,,,2261,36163.51953125
,,,,,,,,2262,36264.43359375
,,,,,,,,2263,36310.01171875
,,,,,,,,2264,36729.04296875
,,,,,,,,2265,37019.1328125
,,,,,,,,2266,37038.0078125
,,,,,,,,2267,37311.3125
,,,,,,,,2268,37691.63671875
,,,,,,,,2269,37885.18359375
,,,,,,,,2270,38238.5390625
,,,,,,,,2271,38647.109375
,,,,,,,,2272,38665.97265625
,,,,,,,,2273,38517.11328125
,,,,,,,,2274,39289.546875
,,,,,,,,2275,39813.11328125
,,,,,,,,2276,38340.87109375
,,,,,,,,2277,35706.63671875
,,,,,,,,2278,33069.61328125
,,,,,,,,2279,31430.103515625
,,,,,,,,2280,30459.326171875
,,,,,,,,2281,29882.8125
,,,,,,,,2282,29847.259765625
,,,,,,,,2283,30667.861328125
,,,,,,,,2284,33102.89453125
,,,,,,,,2285,36505.08984375
,,,,,,,,2286,36987.9453125
,,,,,,,,2287,37737.8046875
,,,,,,,,2288,38925.15234375
,,,,,,,,2289,40241.421875
,,,,,,,,2290,41393.71484375
,,,,,,,,2291,42519.84765625
,,,,,,,,2292,43535.91015625
,,,,,,,,2293,44280.390625
,,,,,,,,2294,44879.59765625
,,,,,,,,2295,45067.15234375
,,,,,,,,2296,44392.99609375
,,,,,,,,2297,43072.51171875
,,,,,,,,2298,42508.36328125
,,,,,,,,2299,41976.8125
,,,,,,,,2300,40178.984375
,,,,,,,,2301,37613.2265625
,,,,,,,,2302,34913.32421875
,,,,,,,,2303,32907.33203125
,,,,,,,,2304,31488.388671875
,,,,,,,,2305,30664.390625
,,,,,,,,2306,30321.037109375
,,,,,,,,2307,30522.865234375
,,,,,,,,2308,31396.224609375
,,,,,,,,2309,33050.42578125
,,,,,,,,2310,34866.20703125
,,,,,,,,2311,36898.34375
,,,,,,,,2312,38639.6171875
,,,,,,,,2313,39567.38671875
,,,,,,,,2314,39708.36328125
,,,,,,,,2315,39538.08984375
,,,,,,,,2316,39089.28125
,,,,,,,,2317,38397.17578125
,,,,,,,,2318,37859.64453125
,,,,,,,,2319,37632.63671875
,,,,,,,,2320,37644.21484375
,,,,,,,,2321,37785.17578125
,,,,,,,,2322,38909.77734375
,,,,,,,,2323,39301.78515625
,,,,,,,,2324,38408.91015625
,,,,,,,,2325,36907.64453125
,,,,,,,,2326,35300.42578125
,,,,,,,,2327,34149.10546875
,,,,,,,,2328,33423.26171875
,,,,,,,,2329,33019.06640625
,,,,,,,,2330,32928.70703125
,,,,,,,,2331,33148.93359375
,,,,,,,,2332,33931.33203125
,,,,,,,,2333,34923.62109375
,,,,,,,,2334,35923.51171875
,,,,,,,,2335,37286.4140625
,,,,,,,,2336,37934.59375
,,,,,,,,2337,37477.66796875
,,,,,,,,2338,36754.99609375
,,,,,,,,2339,35879.44140625
,,,,,,,,2340,34992.65234375
,,,,,,,,2341,34337.7265625
,,,,,,,,2342,33944.89453125
,,,,,,,,2343,33975.09765625
,,,,,,,,2344,34400.46484375
,,,,,,,,2345,34847.5703125
,,,,,,,,2346,36254.71484375
,,,,,,,,2347,37234.59375
,,,,,,,,2348,35901.16015625
,,,,,,,,2349,33428.97265625
,,,,,,,,2350,31180.396484375
,,,,,,,,2351,29759.728515625
,,,,,,,,2352,29040.486328125
,,,,,,,,2353,28933.326171875
,,,,,,,,2354,29235.337890625
,,,,,,,,2355,30587.228515625
,,,,,,,,2356,33592.9375
,,,,,,,,2357,37092.890625
,,,,,,,,2358,37315.81640625
,,,,,,,,2359,37126.9375
,,,,,,,,2360,37118.59375
,,,,,,,,2361,37000.70703125
,,,,,,,,2362,36791.56640625
,,,,,,,,2363,36569.50390625
,,,,,,,,2364,36524.86328125
,,,,,,,,2365,36349.55078125
,,,,,,,,2366,36353.83984375
,,,,,,,,2367,36445.79296875
,,,,,,,,2368,36494.45703125
,,,,,,,,2369,36626.62890625
,,,,,,,,2370,37516.37890625
,,,,,,,,2371,37749.7734375
,,,,,,,,2372,35875.6015625
,,,,,,,,2373,33115.765625
,,,,,,,,2374,30799.744140625
,,,,,,,,2375,29432.888671875
,,,,,,,,2376,28713.599609375
,,,,,,,,2377,28398.693359375
,,,,,,,,2378,28597.078125
,,,,,,,,2379,29867.8203125
,,,,,,,,2380,32880.69140625
,,,,,,,,2381,36366.81640625
,,,,,,,,2382,36373.09375
,,,,,,,,2383,36063.03515625
,,,,,,,,2384,35963.49609375
,,,,,,,,2385,35942.2734375
,,,,,,,,2386,35820.265625
,,,,,,,,2387,35938.625
,,,,,,,,2388,36230.07421875
,,,,,,,,2389,36611.703125
,,,,,,,,2390,37243.30078125
,,,,,,,,2391,37985.94921875
,,,,,,,,2392,38251.61328125
,,,,,,,,2393,37945.35546875
,,,,,,,,2394,38113.67578125
,,,,,,,,2395,38551.98046875
,,,,,,,,2396,36505.50390625
,,,,,,,,2397,33561.8046875
,,,,,,,,2398,30930.978515625
,,,,,,,,2399,29316.958984375
,,,,,,,,2400,28510.416015625
,,,,,,,,2401,28220.6640625
,,,,,,,,2402,28461.931640625
,,,,,,,,2403,29571.060546875
,,,,,,,,2404,32601.392578125
,,,,,,,,2405,35989.7734375
,,,,,,,,2406,35907.609375
,,,,,,,,2407,35839.84375
,,,,,,,,2408,36100.1875
,,,,,,,,2409,36332.01953125
,,,,,,,,2410,36768.1484375
,,,,,,,,2411,37408.4375
,,,,,,,,2412,38320.578125
,,,,,,,,2413,39185.19921875
,,,,,,,,2414,40108.05859375
,,,,,,,,2415,40913.265625
,,,,,,,,2416,41121.23046875
,,,,,,,,2417,40548.59765625
,,,,,,,,2418,40319.66796875
,,,,,,,,2419,40623.69921875
,,,,,,,,2420,38593.4609375
,,,,,,,,2421,35269.15625
,,,,,,,,2422,32347.8203125
,,,,,,,,2423,30462.1875
,,,,,,,,2424,29366.556640625
,,,,,,,,2425,28774.388671875
,,,,,,,,2426,28697.490234375
,,,,,,,,2427,29692.412109375
,,,,,,,,2428,32260.296875
,,,,,,,,2429,35295.7578125
,,,,,,,,2430,35546.12109375
,,,,,,,,2431,36399.46875
,,,,,,,,2432,37627.7734375
,,,,,,,,2433,38670.91796875
,,,,,,,,2434,39693.58984375
,,,,,,,,2435,40989.3671875
,,,,,,,,2436,42517.90234375
,,,,,,,,2437,43819.42578125
,,,,,,,,2438,45202.03125
,,,,,,,,2439,46061.60546875
,,,,,,,,2440,45812.52734375
,,,,,,,,2441,44747.67578125
,,,,,,,,2442,44423.60546875
,,,,,,,,2443,44505.28515625
,,,,,,,,2444,42297.5078125
,,,,,,,,2445,39070.83984375
,,,,,,,,2446,36017.98828125
,,,,,,,,2447,33827.86328125
,,,,,,,,2448,32611.484375000004
,,,,,,,,2449,31950.046875
,,,,,,,,2450,31750.7421875
,,,,,,,,2451,32574.166015625004
,,,,,,,,2452,35084.13671875
,,,,,,,,2453,38188.8359375
,,,,,,,,2454,38589.125
,,,,,,,,2455,39483.7421875
,,,,,,,,2456,40496.10546875
,,,,,,,,2457,41583.84765625
,,,,,,,,2458,42445.1328125
,,,,,,,,2459,43322.95703125
,,,,,,,,2460,44766.01953125
,,,,,,,,2461,45911.04296875
,,,,,,,,2462,46753.41015625
,,,,,,,,2463,46794.46484375
,,,,,,,,2464,45952.8125
,,,,,,,,2465,44840.09375
,,,,,,,,2466,44240.796875
,,,,,,,,2467,43804.75390625
,,,,,,,,2468,41962.89453125
,,,,,,,,2469,38883.56640625
,,,,,,,,2470,35683.28515625
,,,,,,,,2471,32769.109375
,,,,,,,,2472,30735.275390625
,,,,,,,,2473,29259.025390625
,,,,,,,,2474,28389.5390625
,,,,,,,,2475,28293.453125
,,,,,,,,2476,28909.599609375
,,,,,,,,2477,30077.876953125
,,,,,,,,2478,31286.830078125
,,,,,,,,2479,32950.53515625
,,,,,,,,2480,34327.8828125
,,,,,,,,2481,34868.27734375
,,,,,,,,2482,34759.03515625
,,,,,,,,2483,34408.85546875
,,,,,,,,2484,33941.6640625
,,,,,,,,2485,33624.19140625
,,,,,,,,2486,33492.67578125
,,,,,,,,2487,33562.03515625
,,,,,,,,2488,33630.0625
,,,,,,,,2489,33550.44921875
,,,,,,,,2490,34215.82421875
,,,,,,,,2491,34885.984375
,,,,,,,,2492,34012.30078125
,,,,,,,,2493,32519.552734375
,,,,,,,,2494,30896.267578125
,,,,,,,,2495,29792.8828125
,,,,,,,,2496,29244.509765625
,,,,,,,,2497,28971.759765625
,,,,,,,,2498,29065.236328125
,,,,,,,,2499,29554.423828125
,,,,,,,,2500,30537.326171875
,,,,,,,,2501,31812.923828125
,,,,,,,,2502,33085.23828125
,,,,,,,,2503,34440.91796875
,,,,,,,,2504,34908.43359375
,,,,,,,,2505,34740.96484375
,,,,,,,,2506,34434.140625
,,,,,,,,2507,34115.58203125
,,,,,,,,2508,33879.83984375
,,,,,,,,2509,33702.09375
,,,,,,,,2510,33907.91015625
,,,,,,,,2511,34441.01171875
,,,,,,,,2512,34944.23828125
,,,,,,,,2513,35086.83984375
,,,,,,,,2514,35547.59765625
,,,,,,,,2515,36406.16015625
,,,,,,,,2516,35067.4375
,,,,,,,,2517,32790.16796875
,,,,,,,,2518,30439.166015625
,,,,,,,,2519,29196.771484375
,,,,,,,,2520,28659.392578125
,,,,,,,,2521,28525.474609375
,,,,,,,,2522,28869.0625
,,,,,,,,2523,30360.646484375
,,,,,,,,2524,33617.98828125
,,,,,,,,2525,37036.3984375
,,,,,,,,2526,37084.63671875
,,,,,,,,2527,36690.734375
,,,,,,,,2528,36605.4453125
,,,,,,,,2529,36685.5546875
,,,,,,,,2530,36802.4375
,,,,,,,,2531,37225.890625
,,,,,,,,2532,37852.953125
,,,,,,,,2533,38554.61328125
,,,,,,,,2534,39512.08984375
,,,,,,,,2535,40296.21484375
,,,,,,,,2536,40688.03125
,,,,,,,,2537,40239.3046875
,,,,,,,,2538,40078.1953125
,,,,,,,,2539,40315.9140625
,,,,,,,,2540,38178.6171875
,,,,,,,,2541,34974.42578125
,,,,,,,,2542,31970.6328125
,,,,,,,,2543,30061.900390625
,,,,,,,,2544,28892.6484375
,,,,,,,,2545,28301.296875
,,,,,,,,2546,28218.474609375
,,,,,,,,2547,29006.734375
,,,,,,,,2548,31558.130859375
,,,,,,,,2549,34404.23828125
,,,,,,,,2550,34674.26171875
,,,,,,,,2551,35365.6640625
,,,,,,,,2552,36339.91015625
,,,,,,,,2553,37516.25390625
,,,,,,,,2554,38596.703125
,,,,,,,,2555,39785.47265625
,,,,,,,,2556,41359.828125
,,,,,,,,2557,42848.63671875
,,,,,,,,2558,44300.56640625
,,,,,,,,2559,45313.88671875
,,,,,,,,2560,45296.4375
,,,,,,,,2561,44211.9375
,,,,,,,,2562,43441.52734375
,,,,,,,,2563,43427.66796875
,,,,,,,,2564,41268.90625
,,,,,,,,2565,37823.95703125
,,,,,,,,2566,34559.23828125
,,,,,,,,2567,32411.380859375
,,,,,,,,2568,30993.087890625
,,,,,,,,2569,30168.166015625
,,,,,,,,2570,29917.169921875
,,,,,,,,2571,30608.568359375
,,,,,,,,2572,32973.671875
,,,,,,,,2573,35879.4375
,,,,,,,,2574,36047.87890625
,,,,,,,,2575,36948.30859375
,,,,,,,,2576,38005.19140625
,,,,,,,,2577,39050.6328125
,,,,,,,,2578,40030.42578125
,,,,,,,,2579,41072.328125
,,,,,,,,2580,42049.76953125
,,,,,,,,2581,42627.890625
,,,,,,,,2582,42945.19921875
,,,,,,,,2583,43318.46484375
,,,,,,,,2584,43160.05859375
,,,,,,,,2585,42137.16796875
,,,,,,,,2586,41644.0
,,,,,,,,2587,41572.81640625
,,,,,,,,2588,39254.26171875
,,,,,,,,2589,35865.01171875
,,,,,,,,2590,32784.43359375
,,,,,,,,2591,30741.875
,,,,,,,,2592,29459.470703125
,,,,,,,,2593,28688.5703125
,,,,,,,,2594,28536.298828125
,,,,,,,,2595,29301.587890625
,,,,,,,,2596,31807.140625
,,,,,,,,2597,34792.546875
,,,,,,,,2598,34883.8828125
,,,,,,,,2599,35296.19140625
,,,,,,,,2600,35817.32421875
,,,,,,,,2601,36340.32421875
,,,,,,,,2602,36683.7734375
,,,,,,,,2603,37135.14453125
,,,,,,,,2604,37941.05859375
,,,,,,,,2605,38578.01171875
,,,,,,,,2606,39255.51953125
,,,,,,,,2607,39847.29296875
,,,,,,,,2608,39700.91796875
,,,,,,,,2609,38979.17578125
,,,,,,,,2610,38662.1796875
,,,,,,,,2611,38890.45703125
,,,,,,,,2612,36927.05859375
,,,,,,,,2613,33943.72265625
,,,,,,,,2614,31161.380859375
,,,,,,,,2615,29435.072265625
,,,,,,,,2616,28463.712890625
,,,,,,,,2617,28019.4453125
,,,,,,,,2618,28025.458984375
,,,,,,,,2619,29024.181640625
,,,,,,,,2620,31624.623046875
,,,,,,,,2621,34590.08203125
,,,,,,,,2622,34963.0625
,,,,,,,,2623,35421.32421875
,,,,,,,,2624,35901.04296875
,,,,,,,,2625,36218.35546875
,,,,,,,,2626,36154.12890625
,,,,,,,,2627,36149.27734375
,,,,,,,,2628,36282.2734375
,,,,,,,,2629,36368.19921875
,,,,,,,,2630,36406.609375
,,,,,,,,2631,36381.9609375
,,,,,,,,2632,36020.921875
,,,,,,,,2633,35496.359375
,,,,,,,,2634,35697.890625
,,,,,,,,2635,36127.94140625
,,,,,,,,2636,35013.09765625
,,,,,,,,2637,33215.8515625
,,,,,,,,2638,31084.470703125
,,,,,,,,2639,29470.84375
,,,,,,,,2640,28528.65625
,,,,,,,,2641,28025.740234375
,,,,,,,,2642,27939.708984375
,,,,,,,,2643,28106.197265625
,,,,,,,,2644,28907.84375
,,,,,,,,2645,29981.859375
,,,,,,,,2646,31393.9921875
,,,,,,,,2647,33023.59765625
,,,,,,,,2648,34595.3984375
,,,,,,,,2649,35643.84375
,,,,,,,,2650,36176.98046875
,,,,,,,,2651,36381.9765625
,,,,,,,,2652,36331.65234375
,,,,,,,,2653,36288.13671875
,,,,,,,,2654,36337.20703125
,,,,,,,,2655,36261.71484375
,,,,,,,,2656,36034.328125
,,,,,,,,2657,36085.828125
,,,,,,,,2658,36310.15625
,,,,,,,,2659,36565.41796875
,,,,,,,,2660,35509.05859375
,,,,,,,,2661,33734.43359375
,,,,,,,,2662,31858.259765625
,,,,,,,,2663,30256.572265625
,,,,,,,,2664,29056.8359375
,,,,,,,,2665,28401.837890625
,,,,,,,,2666,28129.830078125
,,,,,,,,2667,28167.140625
,,,,,,,,2668,28546.474609375
,,,,,,,,2669,29168.451171875
,,,,,,,,2670,30020.708984375
,,,,,,,,2671,31521.373046875
,,,,,,,,2672,32677.541015625004
,,,,,,,,2673,33119.1171875
,,,,,,,,2674,33504.984375
,,,,,,,,2675,33858.54296875
,,,,,,,,2676,34274.46484375
,,,,,,,,2677,34747.1953125
,,,,,,,,2678,35526.39453125
,,,,,,,,2679,36340.3125
,,,,,,,,2680,36835.671875
,,,,,,,,2681,36694.1484375
,,,,,,,,2682,36828.3125
,,,,,,,,2683,37495.49609375
,,,,,,,,2684,35903.41796875
,,,,,,,,2685,33175.15234375
,,,,,,,,2686,30509.53125
,,,,,,,,2687,28732.1953125
,,,,,,,,2688,27768.185546875
,,,,,,,,2689,27345.3828125
,,,,,,,,2690,27478.650390625
,,,,,,,,2691,28576.927734375
,,,,,,,,2692,31390.728515625
,,,,,,,,2693,34403.53515625
,,,,,,,,2694,34692.59765625
,,,,,,,,2695,35095.09765625
,,,,,,,,2696,35789.18359375
,,,,,,,,2697,36425.30078125
,,,,,,,,2698,37040.5390625
,,,,,,,,2699,37747.56640625
,,,,,,,,2700,38804.4375
,,,,,,,,2701,39829.59375
,,,,,,,,2702,40908.984375
,,,,,,,,2703,41803.72265625
,,,,,,,,2704,42229.78125
,,,,,,,,2705,41785.546875
,,,,,,,,2706,41230.37109375
,,,,,,,,2707,41137.44921875
,,,,,,,,2708,38728.1640625
,,,,,,,,2709,35200.92578125
,,,,,,,,2710,32129.220703125
,,,,,,,,2711,30122.681640625
,,,,,,,,2712,28987.0
,,,,,,,,2713,28273.958984375
,,,,,,,,2714,28193.021484375
,,,,,,,,2715,28985.181640625
,,,,,,,,2716,31523.712890625
,,,,,,,,2717,34271.65234375
,,,,,,,,2718,34562.6484375
,,,,,,,,2719,35507.921875
,,,,,,,,2720,36911.265625
,,,,,,,,2721,38388.3984375
,,,,,,,,2722,39937.30859375
,,,,,,,,2723,41555.04296875
,,,,,,,,2724,43344.16796875
,,,,,,,,2725,44952.484375
,,,,,,,,2726,46655.859375
,,,,,,,,2727,47912.12890625
,,,,,,,,2728,47810.88671875
,,,,,,,,2729,46565.16796875
,,,,,,,,2730,45414.875
,,,,,,,,2731,44867.85546875
,,,,,,,,2732,42055.80859375
,,,,,,,,2733,38188.01953125
,,,,,,,,2734,34735.00390625
,,,,,,,,2735,32378.28125
,,,,,,,,2736,30572.275390625
,,,,,,,,2737,29745.529296875
,,,,,,,,2738,29492.8984375
,,,,,,,,2739,30208.8125
,,,,,,,,2740,32579.935546875
,,,,,,,,2741,35419.171875
,,,,,,,,2742,35727.29296875
,,,,,,,,2743,36458.17578125
,,,,,,,,2744,37765.96484375
,,,,,,,,2745,39066.13671875
,,,,,,,,2746,40297.56640625
,,,,,,,,2747,41546.82421875
,,,,,,,,2748,42560.0625
,,,,,,,,2749,42948.0859375
,,,,,,,,2750,43017.16796875
,,,,,,,,2751,42507.50390625
,,,,,,,,2752,41613.87109375
,,,,,,,,2753,40439.29296875
,,,,,,,,2754,40163.11328125
,,,,,,,,2755,40007.80078125
,,,,,,,,2756,37915.17578125
,,,,,,,,2757,34758.09765625
,,,,,,,,2758,31979.9921875
,,,,,,,,2759,30287.748046875
,,,,,,,,2760,29268.146484375
,,,,,,,,2761,28857.84375
,,,,,,,,2762,28924.3671875
,,,,,,,,2763,29917.333984375
,,,,,,,,2764,32652.203125
,,,,,,,,2765,35586.66015625
,,,,,,,,2766,35591.859375
,,,,,,,,2767,35715.203125
,,,,,,,,2768,35966.25390625
,,,,,,,,2769,36289.578125
,,,,,,,,2770,36609.68359375
,,,,,,,,2771,37216.98828125
,,,,,,,,2772,37978.28125
,,,,,,,,2773,38775.68359375
,,,,,,,,2774,39777.09375
,,,,,,,,2775,40721.40234375
,,,,,,,,2776,40856.80078125
,,,,,,,,2777,40159.38671875
,,,,,,,,2778,39600.78125
,,,,,,,,2779,39719.42578125
,,,,,,,,2780,37688.5703125
,,,,,,,,2781,34607.734375
,,,,,,,,2782,31702.978515625
,,,,,,,,2783,29711.115234375
,,,,,,,,2784,28742.4296875
,,,,,,,,2785,28158.0078125
,,,,,,,,2786,28019.9140625
,,,,,,,,2787,28831.6875
,,,,,,,,2788,31178.373046875
,,,,,,,,2789,33771.9296875
,,,,,,,,2790,34327.5625
,,,,,,,,2791,35106.83203125
,,,,,,,,2792,36144.46484375
,,,,,,,,2793,37192.94140625
,,,,,,,,2794,37969.546875
,,,,,,,,2795,38904.40625
,,,,,,,,2796,40073.3046875
,,,,,,,,2797,41165.24609375
,,,,,,,,2798,42208.86328125
,,,,,,,,2799,42855.484375
,,,,,,,,2800,42430.37890625
,,,,,,,,2801,41005.98046875
,,,,,,,,2802,39911.48046875
,,,,,,,,2803,39626.48828125
,,,,,,,,2804,37711.6875
,,,,,,,,2805,35200.99609375
,,,,,,,,2806,32619.400390625004
,,,,,,,,2807,30583.607421875
,,,,,,,,2808,29214.158203125
,,,,,,,,2809,28425.599609375
,,,,,,,,2810,28043.849609375
,,,,,,,,2811,28035.841796875
,,,,,,,,2812,28914.794921875
,,,,,,,,2813,29781.140625
,,,,,,,,2814,31143.34375
,,,,,,,,2815,32777.390625
,,,,,,,,2816,34485.83203125
,,,,,,,,2817,35986.3359375
,,,,,,,,2818,37377.234375
,,,,,,,,2819,38701.12890625
,,,,,,,,2820,40178.91796875
,,,,,,,,2821,41718.59765625
,,,,,,,,2822,42971.921875
,,,,,,,,2823,43829.28125
,,,,,,,,2824,43887.734375
,,,,,,,,2825,42698.47265625
,,,,,,,,2826,41159.1171875
,,,,,,,,2827,40502.11328125
,,,,,,,,2828,38641.234375
,,,,,,,,2829,36186.49609375
,,,,,,,,2830,33583.47265625
,,,,,,,,2831,31410.056640625
,,,,,,,,2832,29873.013671875
,,,,,,,,2833,28796.169921875
,,,,,,,,2834,28194.375
,,,,,,,,2835,27961.505859375
,,,,,,,,2836,28153.271484375
,,,,,,,,2837,28442.376953125
,,,,,,,,2838,29586.703125
,,,,,,,,2839,31871.373046875
,,,,,,,,2840,34110.58984375
,,,,,,,,2841,36144.86328125
,,,,,,,,2842,37921.24609375
,,,,,,,,2843,39534.75
,,,,,,,,2844,40874.31640625
,,,,,,,,2845,42137.14453125
,,,,,,,,2846,43158.5625
,,,,,,,,2847,43789.23046875
,,,,,,,,2848,43599.6328125
,,,,,,,,2849,42583.87890625
,,,,,,,,2850,41808.4296875
,,,,,,,,2851,41936.515625
,,,,,,,,2852,39911.87890625
,,,,,,,,2853,36478.875
,,,,,,,,2854,33334.82421875
,,,,,,,,2855,31170.583984375
,,,,,,,,2856,29818.677734375
,,,,,,,,2857,29052.46875
,,,,,,,,2858,28889.451171875
,,,,,,,,2859,29770.958984375
,,,,,,,,2860,32328.3203125
,,,,,,,,2861,34948.67578125
,,,,,,,,2862,35575.30078125
,,,,,,,,2863,36784.52734375
,,,,,,,,2864,38305.546875
