Time_Index,CombinedCycle_NaturalGas_NY_Existing,CombinedCycle_NaturalGas_NY_New,CombustionTurbine_NaturalGas_NY_Existing,CombustionTurbine_NaturalGas_NY_New,CombustionTurbine_FuelOil2_NY_Existing,CombustionTurbine_FuelOil2_NY_New,SteamTurbine_NaturalGas_NY_Existing,SteamTurbine_NaturalGas_NY_New,SteamTurbine_FuelOil6_NY_Existing,SteamTurbine_FuelOil6_NY_New,Nuclear_NY_Existing,Nuclear_NY_New,Hydro_NY,PumpedHydro_NY,WindLand_NY_Existing,WindLand_NY_New,WindOffshore_NY_New,SolarUtility_NY_Existing,SolarUtility_NY_New,SolarBTM_NY_New,Battery_NY_Existing,Battery_NY_New
11,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.6402183400114271,0.6402183400114271,0.6402183400114271,0.20461312788145977,0.20461312788145977,0.20461312788145977,1.0,1.0
12,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.6163223263304273,0.6163223263304273,0.6163223263304273,0.2596703506012719,0.2596703506012719,0.2596703506012719,1.0,1.0
13,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.6139244807125155,0.6139244807125155,0.6139244807125155,0.2956333675168946,0.2956333675168946,0.2956333675168946,1.0,1.0
14,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.6098093803670185,0.6098093803670185,0.6098093803670185,0.2797322524914436,0.2797322524914436,0.2797322524914436,1.0,1.0
15,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.5996239023498569,0.5996239023498569,0.5996239023498569,0.22024230132497272,0.22024230132497272,0.22024230132497272,1.0,1.0
16,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.5941970773934929,0.5941970773934929,0.5941970773934929,0.11924599559979027,0.11924599559979027,0.11924599559979027,1.0,1.0
17,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.5917496992572322,0.5917496992572322,0.5917496992572322,0.011226308626068856,0.011226308626068856,0.011226308626068856,1.0,1.0
18,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.566361987508255,0.566361987508255,0.566361987508255,5.8063055878512534e-05,5.8063055878512534e-05,5.8063055878512534e-05,1.0,1.0
19,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.519743133693209,0.519743133693209,0.519743133693209,0.0,0.0,0.0,1.0,1.0
20,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.44306281852056323,0.44306281852056323,0.44306281852056323,0.0,0.0,0.0,1.0,1.0
21,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.38024535517488367,0.38024535517488367,0.38024535517488367,0.0,0.0,0.0,1.0,1.0
22,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.31827116484738815,0.31827116484738815,0.31827116484738815,0.0,0.0,0.0,1.0,1.0
23,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.26760386899696226,0.26760386899696226,0.26760386899696226,0.0,0.0,0.0,1.0,1.0
24,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.23437219603663298,0.23437219603663298,0.23437219603663298,0.0,0.0,0.0,1.0,1.0
25,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.19938107129985144,0.19938107129985144,0.19938107129985144,0.0,0.0,0.0,1.0,1.0
26,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.17399291285322951,0.17399291285322951,0.17399291285322951,0.0,0.0,0.0,1.0,1.0
27,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.1697126416753015,0.1697126416753015,0.1697126416753015,0.0,0.0,0.0,1.0,1.0
28,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.1699386100845726,0.1699386100845726,0.1699386100845726,0.0,0.0,0.0,1.0,1.0
29,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.1754076757697639,0.1754076757697639,0.1754076757697639,0.0,0.0,0.0,1.0,1.0
30,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.1632878245183225,0.1632878245183225,0.1632878245183225,0.0,0.0,0.0,1.0,1.0
31,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.13719233536351608,0.13719233536351608,0.13719233536351608,0.0,0.0,0.0,1.0,1.0
32,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.1182542446655761,0.1182542446655761,0.1182542446655761,0.00014286229091141998,0.00014286229091141998,0.00014286229091141998,1.0,1.0
33,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.11775578372660617,0.11775578372660617,0.11775578372660617,0.1159910215727712,0.1159910215727712,0.1159910215727712,1.0,1.0
34,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.08776555038226069,0.08776555038226069,0.08776555038226069,0.2729004109325918,0.2729004109325918,0.2729004109325918,1.0,1.0
35,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.03640293694302963,0.03640293694302963,0.03640293694302963,0.322738085220271,0.322738085220271,0.322738085220271,1.0,1.0
36,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.015600583931899954,0.015600583931899954,0.015600583931899954,0.3317092984062817,0.3317092984062817,0.3317092984062817,1.0,1.0
37,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.0048607117979978,0.0048607117979978,0.0048607117979978,0.3046509871252313,0.3046509871252313,0.3046509871252313,1.0,1.0
38,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.0036133624485258638,0.0036133624485258638,0.0036133624485258638,0.2556875794894827,0.2556875794894827,0.2556875794894827,1.0,1.0
39,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.006558879023700318,0.006558879023700318,0.006558879023700318,0.1810958514064928,0.1810958514064928,0.1810958514064928,1.0,1.0
40,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.008237477358275172,0.008237477358275172,0.008237477358275172,0.09828291797624526,0.09828291797624526,0.09828291797624526,1.0,1.0
41,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.03881636263249896,0.03881636263249896,0.03881636263249896,0.009225680670493754,0.009225680670493754,0.009225680670493754,1.0,1.0
42,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.09452904096171837,0.09452904096171837,0.09452904096171837,5.8063055878512534e-05,5.8063055878512534e-05,5.8063055878512534e-05,1.0,1.0
43,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.14446679866057408,0.14446679866057408,0.14446679866057408,0.0,0.0,0.0,1.0,1.0
44,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.19276637895849716,0.19276637895849716,0.19276637895849716,0.0,0.0,0.0,1.0,1.0
45,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.28541407678962943,0.28541407678962943,0.28541407678962943,0.0,0.0,0.0,1.0,1.0
46,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.34568169109313773,0.34568169109313773,0.34568169109313773,0.0,0.0,0.0,1.0,1.0
47,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.3770095283482343,0.3770095283482343,0.3770095283482343,0.0,0.0,0.0,1.0,1.0
48,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.397804869077021,0.397804869077021,0.397804869077021,0.0,0.0,0.0,1.0,1.0
49,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.40128863277137455,0.40128863277137455,0.40128863277137455,0.0,0.0,0.0,1.0,1.0
50,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.3917528398209965,0.3917528398209965,0.3917528398209965,0.0,0.0,0.0,1.0,1.0
51,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.41010820390950536,0.41010820390950536,0.41010820390950536,0.0,0.0,0.0,1.0,1.0
52,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.40775268719890523,0.40775268719890523,0.40775268719890523,0.0,0.0,0.0,1.0,1.0
53,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.4208188697635711,0.4208188697635711,0.4208188697635711,0.0,0.0,0.0,1.0,1.0
54,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.4223843266672013,0.4223843266672013,0.4223843266672013,0.0,0.0,0.0,1.0,1.0
55,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.4186451213001623,0.4186451213001623,0.4186451213001623,0.0,0.0,0.0,1.0,1.0
56,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.46350984460179717,0.46350984460179717,0.46350984460179717,0.0,0.0,0.0,1.0,1.0
57,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.4513800884154397,0.4513800884154397,0.4513800884154397,0.0625514461290345,0.0625514461290345,0.0625514461290345,1.0,1.0
58,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.394914221529212,0.394914221529212,0.394914221529212,0.18790052314725553,0.18790052314725553,0.18790052314725553,1.0,1.0
59,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.4158527911145702,0.4158527911145702,0.4158527911145702,0.2504110791974987,0.2504110791974987,0.2504110791974987,1.0,1.0
60,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.4576401940548609,0.4576401940548609,0.4576401940548609,0.27734704107873664,0.27734704107873664,0.27734704107873664,1.0,1.0
61,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.46733875755413423,0.46733875755413423,0.46733875755413423,0.2929092096747203,0.2929092096747203,0.2929092096747203,1.0,1.0
62,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.44294196787182843,0.44294196787182843,0.44294196787182843,0.2737251958112692,0.2737251958112692,0.2737251958112692,1.0,1.0
63,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.40244986596852866,0.40244986596852866,0.40244986596852866,0.21234709135198207,0.21234709135198207,0.21234709135198207,1.0,1.0
64,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.34585088585859564,0.34585088585859564,0.34585088585859564,0.10999089745814744,0.10999089745814744,0.10999089745814744,1.0,1.0
65,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.33795806421774194,0.33795806421774194,0.33795806421774194,0.009888759189340365,0.009888759189340365,0.009888759189340365,1.0,1.0
66,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.36376092240274355,0.36376092240274355,0.36376092240274355,5.8063055878512534e-05,5.8063055878512534e-05,5.8063055878512534e-05,1.0,1.0
67,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.34049578719027696,0.34049578719027696,0.34049578719027696,0.0,0.0,0.0,1.0,1.0
68,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.3233840899577263,0.3233840899577263,0.3233840899577263,0.0,0.0,0.0,1.0,1.0
69,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.3613676070817862,0.3613676070817862,0.3613676070817862,0.0,0.0,0.0,1.0,1.0
70,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.3753221994513279,0.3753221994513279,0.3753221994513279,0.0,0.0,0.0,1.0,1.0
71,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.3469000068327214,0.3469000068327214,0.3469000068327214,0.0,0.0,0.0,1.0,1.0
72,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.3346761417344134,0.3346761417344134,0.3346761417344134,0.0,0.0,0.0,1.0,1.0
73,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.3304517619172922,0.3304517619172922,0.3304517619172922,0.0,0.0,0.0,1.0,1.0
74,0.941149243792405,0.941149243792405,0.9485108219674612,0.9485108219674612,0.9731142857142856,0.9731142857142856,0.6843813282956935,0.6843813282956935,0.9014748281215348,0.9014748281215348,0.04205656886069255,0.04205656886069255,0.856107981701802,0.856107981701802,0.34440231571824714,0.34440231571824714,0.34440231571824714,0.0,0.0,0.0,1.0,1.0
