Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1
,,,,,,,2195,17532.6
,,,,,,,2196,17226.5
,,,,,,,2197,16956.7
,,,,,,,2198,16894.8
,,,,,,,2199,16827.7
,,,,,,,2200,17154.8
,,,,,,,2201,17642.1
,,,,,,,2202,18026.3
,,,,,,,2203,18275.7
,,,,,,,2204,18585.9
,,,,,,,2205,18421.7
,,,,,,,2206,17579.0
,,,,,,,2207,16456.4
,,,,,,,2208,15226.9
,,,,,,,2209,14333.0
,,,,,,,2210,13855.7
,,,,,,,2211,13593.8
,,,,,,,2212,13515.2
,,,,,,,2213,13793.1
,,,,,,,2214,14799.2
,,,,,,,2215,16631.4
,,,,,,,2216,17635.7
,,,,,,,2217,17616.4
,,,,,,,2218,17383.1
,,,,,,,2219,17142.7
,,,,,,,2220,16961.4
,,,,,,,2221,16741.7
,,,,,,,2222,16671.1
,,,,,,,2223,16519.0
,,,,,,,2224,16504.5
,,,,,,,2225,16745.5
,,,,,,,2226,17108.8
,,,,,,,2227,17369.0
,,,,,,,2228,17852.899999999998
,,,,,,,2229,18015.6
,,,,,,,2230,17266.8
,,,,,,,2231,16102.4
,,,,,,,2232,14950.599999999999
,,,,,,,2233,14126.3
,,,,,,,2234,13697.4
,,,,,,,2235,13464.9
,,,,,,,2236,13419.599999999999
,,,,,,,2237,13747.9
,,,,,,,2238,14789.2
,,,,,,,2239,16544.6
,,,,,,,2240,17454.3
,,,,,,,2241,17587.9
,,,,,,,2242,17397.4
,,,,,,,2243,17212.3
,,,,,,,2244,17014.2
,,,,,,,2245,16746.1
,,,,,,,2246,16586.1
,,,,,,,2247,16525.0
,,,,,,,2248,16583.0
,,,,,,,2249,16863.6
,,,,,,,2250,17205.9
,,,,,,,2251,17472.0
,,,,,,,2252,17928.1
,,,,,,,2253,18085.5
,,,,,,,2254,17456.0
,,,,,,,2255,16324.599999999999
,,,,,,,2256,15145.2
,,,,,,,2257,14332.4
,,,,,,,2258,13955.5
,,,,,,,2259,13749.8
,,,,,,,2260,13725.4
,,,,,,,2261,13969.1
,,,,,,,2262,14881.2
,,,,,,,2263,16506.3
,,,,,,,2264,17618.1
,,,,,,,2265,17962.5
,,,,,,,2266,18173.7
,,,,,,,2267,18385.3
,,,,,,,2268,18416.8
,,,,,,,2269,18382.9
,,,,,,,2270,18393.4
,,,,,,,2271,18400.4
,,,,,,,2272,18425.6
,,,,,,,2273,18555.7
,,,,,,,2274,18662.100000000002
,,,,,,,2275,18544.8
,,,,,,,2276,18574.5
,,,,,,,2277,18288.8
,,,,,,,2278,17584.0
,,,,,,,2279,16620.4
,,,,,,,2280,15536.3
,,,,,,,2281,14600.6
,,,,,,,2282,14020.400000000001
,,,,,,,2283,13668.1
,,,,,,,2284,13497.6
,,,,,,,2285,13509.5
,,,,,,,2286,13832.4
,,,,,,,2287,14437.2
,,,,,,,2288,15141.8
,,,,,,,2289,15872.8
,,,,,,,2290,16189.6
,,,,,,,2291,16049.9
,,,,,,,2292,15679.0
,,,,,,,2293,15363.0
,,,,,,,2294,15002.9
,,,,,,,2295,14730.4
,,,,,,,2296,14645.2
,,,,,,,2297,14804.5
,,,,,,,2298,15079.5
,,,,,,,2299,15357.0
,,,,,,,2300,15789.9
,,,,,,,2301,16140.8
,,,,,,,2302,15779.7
,,,,,,,2303,15131.300000000001
,,,,,,,2304,14355.7
,,,,,,,2305,13596.900000000001
,,,,,,,2306,13096.1
,,,,,,,2307,12778.2
,,,,,,,2308,12618.0
,,,,,,,2309,12636.7
,,,,,,,2310,12889.7
,,,,,,,2311,13301.699999999999
,,,,,,,2312,13764.6
,,,,,,,2313,14286.1
,,,,,,,2314,14535.1
,,,,,,,2315,14635.1
,,,,,,,2316,14535.0
,,,,,,,2317,14369.0
,,,,,,,2318,14273.0
,,,,,,,2319,14281.9
,,,,,,,2320,14451.2
,,,,,,,2321,14838.199999999999
,,,,,,,2322,15344.7
,,,,,,,2323,15707.4
,,,,,,,2324,16257.0
,,,,,,,2325,16361.4
,,,,,,,2326,15744.6
,,,,,,,2327,14805.0
,,,,,,,2328,13787.0
,,,,,,,2329,13088.1
,,,,,,,2330,12635.8
,,,,,,,2331,12431.2
,,,,,,,2332,12431.1
,,,,,,,2333,12714.7
,,,,,,,2334,13611.7
,,,,,,,2335,15289.099999999999
,,,,,,,2336,16535.7
,,,,,,,2337,17109.2
,,,,,,,2338,17407.5
,,,,,,,2339,17489.4
,,,,,,,2340,17375.6
,,,,,,,2341,17241.1
,,,,,,,2342,17102.8
,,,,,,,2343,16949.9
,,,,,,,2344,17071.6
,,,,,,,2345,17205.5
,,,,,,,2346,17406.1
,,,,,,,2347,17390.4
,,,,,,,2348,17612.6
,,,,,,,2349,17549.5
,,,,,,,2350,16732.1
,,,,,,,2351,15528.099999999999
,,,,,,,2352,14290.199999999999
,,,,,,,2353,13421.0
,,,,,,,2354,12898.199999999999
,,,,,,,2355,12662.0
,,,,,,,2356,12574.9
,,,,,,,2357,12838.2
,,,,,,,2358,13705.1
,,,,,,,2359,15309.6
,,,,,,,2360,16345.0
,,,,,,,2361,16830.3
,,,,,,,2362,17047.600000000002
,,,,,,,2363,17126.7
,,,,,,,2364,17243.1
,,,,,,,2365,17110.2
,,,,,,,2366,17088.0
,,,,,,,2367,17036.2
,,,,,,,2368,17125.8
,,,,,,,2369,17357.9
,,,,,,,2370,17709.8
,,,,,,,2371,17741.3
,,,,,,,2372,17872.9
,,,,,,,2373,17756.2
,,,,,,,2374,17007.6
,,,,,,,2375,15863.7
,,,,,,,2376,14701.6
,,,,,,,2377,13860.699999999999
,,,,,,,2378,13373.7
,,,,,,,2379,13119.199999999999
,,,,,,,2380,13079.7
,,,,,,,2381,13301.4
,,,,,,,2382,14158.599999999999
,,,,,,,2383,15727.1
,,,,,,,2384,16792.2
,,,,,,,2385,16991.600000000002
,,,,,,,2386,17199.9
,,,,,,,2387,17173.3
,,,,,,,2388,16997.5
,,,,,,,2389,16866.7
,,,,,,,2390,16818.7
,,,,,,,2391,16644.2
,,,,,,,2392,16566.6
,,,,,,,2393,16753.3
,,,,,,,2394,17038.8
,,,,,,,2395,17229.8
,,,,,,,2396,17654.7
,,,,,,,2397,17941.4
,,,,,,,2398,17276.100000000002
,,,,,,,2399,16128.1
,,,,,,,2400,14933.2
,,,,,,,2401,14105.2
,,,,,,,2402,13649.6
,,,,,,,2403,13428.5
,,,,,,,2404,13367.9
,,,,,,,2405,13622.9
,,,,,,,2406,14552.0
,,,,,,,2407,16195.5
,,,,,,,2408,17347.9
,,,,,,,2409,17756.7
,,,,,,,2410,17867.1
,,,,,,,2411,17834.7
,,,,,,,2412,17703.0
,,,,,,,2413,17431.4
,,,,,,,2414,17401.0
,,,,,,,2415,17388.7
,,,,,,,2416,17359.2
,,,,,,,2417,17509.3
,,,,,,,2418,17780.7
,,,,,,,2419,17857.2
,,,,,,,2420,18080.5
,,,,,,,2421,18097.0
,,,,,,,2422,17359.9
,,,,,,,2423,16191.7
,,,,,,,2424,14955.699999999999
,,,,,,,2425,14078.900000000001
,,,,,,,2426,13572.3
,,,,,,,2427,13272.9
,,,,,,,2428,13175.3
,,,,,,,2429,13378.0
,,,,,,,2430,14215.2
,,,,,,,2431,15785.7
,,,,,,,2432,16981.7
,,,,,,,2433,17496.7
,,,,,,,2434,17668.399999999998
,,,,,,,2435,17575.7
,,,,,,,2436,17371.0
,,,,,,,2437,16983.4
,,,,,,,2438,16731.8
,,,,,,,2439,16561.7
,,,,,,,2440,16626.2
,,,,,,,2441,16869.5
,,,,,,,2442,17129.3
,,,,,,,2443,17071.9
,,,,,,,2444,17135.9
,,,,,,,2445,17043.5
,,,,,,,2446,16431.2
,,,,,,,2447,15488.0
,,,,,,,2448,14431.400000000001
,,,,,,,2449,13533.0
,,,,,,,2450,13015.6
,,,,,,,2451,12596.2
,,,,,,,2452,12364.7
,,,,,,,2453,12360.699999999999
,,,,,,,2454,12633.3
,,,,,,,2455,13221.7
,,,,,,,2456,13989.0
,,,,,,,2457,14735.3
,,,,,,,2458,15154.400000000001
,,,,,,,2459,15360.6
,,,,,,,2460,15206.9
,,,,,,,2461,14899.8
,,,,,,,2462,14676.3
,,,,,,,2463,14653.2
,,,,,,,2464,14738.3
,,,,,,,2465,15018.4
,,,,,,,2466,15277.099999999999
,,,,,,,2467,15442.6
,,,,,,,2468,15748.9
,,,,,,,2469,15985.4
,,,,,,,2470,15598.0
,,,,,,,2471,14865.6
,,,,,,,2472,14022.1
,,,,,,,2473,13259.6
,,,,,,,2474,12760.9
,,,,,,,2475,12410.5
,,,,,,,2476,12245.9
,,,,,,,2477,12218.0
,,,,,,,2478,12423.5
,,,,,,,2479,12758.6
,,,,,,,2480,13284.1
,,,,,,,2481,13990.300000000001
,,,,,,,2482,14549.4
,,,,,,,2483,15009.1
,,,,,,,2484,15165.3
,,,,,,,2485,15339.7
,,,,,,,2486,15565.1
,,,,,,,2487,15633.9
,,,,,,,2488,15739.1
,,,,,,,2489,16018.3
,,,,,,,2490,16309.4
,,,,,,,2491,16351.8
,,,,,,,2492,16555.2
,,,,,,,2493,16586.1
,,,,,,,2494,15817.6
,,,,,,,2495,14928.5
,,,,,,,2496,13989.599999999999
,,,,,,,2497,13281.5
,,,,,,,2498,12841.3
,,,,,,,2499,12585.800000000001
,,,,,,,2500,12518.5
,,,,,,,2501,12780.6
,,,,,,,2502,13563.300000000001
,,,,,,,2503,15070.6
,,,,,,,2504,16349.3
,,,,,,,2505,16919.3
,,,,,,,2506,17336.9
,,,,,,,2507,17614.2
,,,,,,,2508,17730.0
,,,,,,,2509,17733.4
,,,,,,,2510,17613.0
,,,,,,,2511,17360.4
,,,,,,,2512,17336.4
,,,,,,,2513,17402.5
,,,,,,,2514,17567.1
,,,,,,,2515,17519.4
,,,,,,,2516,17710.4
,,,,,,,2517,17865.4
,,,,,,,2518,17157.7
,,,,,,,2519,16014.2
,,,,,,,2520,14862.199999999999
,,,,,,,2521,14048.0
,,,,,,,2522,13602.1
,,,,,,,2523,13336.2
,,,,,,,2524,13252.7
,,,,,,,2525,13503.8
,,,,,,,2526,14401.1
,,,,,,,2527,15809.6
,,,,,,,2528,16756.2
,,,,,,,2529,16901.2
,,,,,,,2530,16812.100000000002
,,,,,,,2531,16687.3
,,,,,,,2532,16525.6
,,,,,,,2533,16365.2
,,,,,,,2534,16303.0
,,,,,,,2535,16180.0
,,,,,,,2536,16245.6
,,,,,,,2537,16523.6
,,,,,,,2538,16910.1
,,,,,,,2539,17088.8
,,,,,,,2540,17349.2
,,,,,,,2541,17410.199999999997
,,,,,,,2542,16671.0
,,,,,,,2543,15512.1
,,,,,,,2544,14350.2
,,,,,,,2545,13473.5
,,,,,,,2546,13057.5
,,,,,,,2547,12781.9
,,,,,,,2548,12716.7
,,,,,,,2549,12970.8
,,,,,,,2550,13854.9
,,,,,,,2551,15265.0
,,,,,,,2552,16290.7
,,,,,,,2553,16570.1
,,,,,,,2554,16486.2
,,,,,,,2555,16337.3
,,,,,,,2556,16155.1
,,,,,,,2557,15971.9
,,,,,,,2558,15839.8
,,,,,,,2559,15732.099999999999
,,,,,,,2560,15723.900000000001
,,,,,,,2561,15916.9
,,,,,,,2562,16191.300000000001
,,,,,,,2563,16376.9
,,,,,,,2564,16713.5
,,,,,,,2565,17025.1
,,,,,,,2566,16370.0
,,,,,,,2567,15288.6
,,,,,,,2568,14135.2
,,,,,,,2569,13299.7
,,,,,,,2570,12840.6
,,,,,,,2571,12588.2
,,,,,,,2572,12503.9
,,,,,,,2573,12708.9
,,,,,,,2574,13485.6
,,,,,,,2575,14845.2
,,,,,,,2576,16109.2
,,,,,,,2577,16803.7
,,,,,,,2578,17171.0
,,,,,,,2579,17329.1
,,,,,,,2580,17390.4
,,,,,,,2581,17262.7
,,,,,,,2582,17276.0
,,,,,,,2583,17210.5
,,,,,,,2584,17069.3
,,,,,,,2585,17031.1
,,,,,,,2586,16997.7
,,,,,,,2587,16901.2
,,,,,,,2588,17012.4
,,,,,,,2589,17122.9
,,,,,,,2590,16487.4
,,,,,,,2591,15395.6
,,,,,,,2592,14243.7
,,,,,,,2593,13355.5
,,,,,,,2594,12801.7
,,,,,,,2595,12444.9
,,,,,,,2596,12308.0
,,,,,,,2597,12425.0
,,,,,,,2598,13004.199999999999
,,,,,,,2599,13999.2
,,,,,,,2600,14974.4
,,,,,,,2601,15730.0
,,,,,,,2602,16281.9
,,,,,,,2603,16601.399999999998
,,,,,,,2604,16586.8
,,,,,,,2605,16569.5
,,,,,,,2606,16534.2
,,,,,,,2607,16570.0
,,,,,,,2608,16607.1
,,,,,,,2609,16819.0
,,,,,,,2610,16927.199999999997
,,,,,,,2611,16831.8
,,,,,,,2612,16832.9
,,,,,,,2613,16683.0
,,,,,,,2614,16048.0
,,,,,,,2615,15193.0
,,,,,,,2616,14195.6
,,,,,,,2617,13401.4
,,,,,,,2618,12831.1
,,,,,,,2619,12449.1
,,,,,,,2620,12267.8
,,,,,,,2621,12257.1
,,,,,,,2622,12441.4
,,,,,,,2623,12878.2
,,,,,,,2624,13600.2
,,,,,,,2625,14539.0
,,,,,,,2626,15339.8
,,,,,,,2627,15790.900000000001
,,,,,,,2628,15938.1
,,,,,,,2629,15872.3
,,,,,,,2630,15669.9
,,,,,,,2631,15473.0
,,,,,,,2632,15328.6
,,,,,,,2633,15322.9
,,,,,,,2634,15365.199999999999
,,,,,,,2635,15453.199999999999
,,,,,,,2636,15605.2
,,,,,,,2637,15848.8
,,,,,,,2638,15432.2
,,,,,,,2639,14697.699999999999
,,,,,,,2640,13837.800000000001
,,,,,,,2641,13043.9
,,,,,,,2642,12517.3
,,,,,,,2643,12184.1
,,,,,,,2644,11989.2
,,,,,,,2645,11951.1
,,,,,,,2646,12132.2
,,,,,,,2647,12365.5
,,,,,,,2648,12933.2
,,,,,,,2649,13657.5
,,,,,,,2650,14182.0
,,,,,,,2651,14407.7
,,,,,,,2652,14532.5
,,,,,,,2653,14695.3
,,,,,,,2654,14501.0
,,,,,,,2655,14170.1
,,,,,,,2656,13952.900000000001
,,,,,,,2657,14035.8
,,,,,,,2658,14234.1
,,,,,,,2659,14487.4
,,,,,,,2660,14941.0
,,,,,,,2661,15480.0
,,,,,,,2662,15090.4
,,,,,,,2663,14339.6
,,,,,,,2664,13501.8
,,,,,,,2665,12810.8
,,,,,,,2666,12388.099999999999
,,,,,,,2667,12140.7
,,,,,,,2668,12080.3
,,,,,,,2669,12281.900000000001
,,,,,,,2670,13006.9
,,,,,,,2671,14236.6
,,,,,,,2672,15297.7
,,,,,,,2673,15944.2
,,,,,,,2674,16298.5
,,,,,,,2675,16604.7
,,,,,,,2676,16687.4
,,,,,,,2677,16625.600000000002
,,,,,,,2678,16650.0
,,,,,,,2679,16666.8
,,,,,,,2680,16553.8
,,,,,,,2681,16623.0
,,,,,,,2682,16819.1
,,,,,,,2683,16797.0
,,,,,,,2684,16857.2
,,,,,,,2685,16984.5
,,,,,,,2686,16274.6
,,,,,,,2687,15116.8
,,,,,,,2688,14051.1
,,,,,,,2689,13218.1
,,,,,,,2690,12728.0
,,,,,,,2691,12435.5
,,,,,,,2692,12302.0
,,,,,,,2693,12508.4
,,,,,,,2694,13278.3
,,,,,,,2695,14512.900000000001
,,,,,,,2696,15495.5
,,,,,,,2697,15920.4
,,,,,,,2698,16087.199999999999
,,,,,,,2699,16193.4
,,,,,,,2700,16313.599999999999
,,,,,,,2701,16318.599999999999
,,,,,,,2702,16472.9
,,,,,,,2703,16606.3
,,,,,,,2704,16702.9
,,,,,,,2705,16867.0
,,,,,,,2706,17065.1
,,,,,,,2707,17026.9
,,,,,,,2708,17123.3
,,,,,,,2709,17043.1
,,,,,,,2710,16234.4
,,,,,,,2711,15168.6
,,,,,,,2712,14066.3
,,,,,,,2713,13279.4
,,,,,,,2714,12852.6
,,,,,,,2715,12550.4
,,,,,,,2716,12408.3
,,,,,,,2717,12566.8
,,,,,,,2718,13261.3
,,,,,,,2719,14569.2
,,,,,,,2720,15680.6
,,,,,,,2721,16209.6
,,,,,,,2722,16430.2
,,,,,,,2723,16503.899999999998
,,,,,,,2724,16458.9
,,,,,,,2725,16335.5
,,,,,,,2726,16309.300000000001
,,,,,,,2727,16245.199999999999
,,,,,,,2728,16315.4
,,,,,,,2729,16503.6
,,,,,,,2730,16767.2
,,,,,,,2731,16748.2
,,,,,,,2732,16870.5
,,,,,,,2733,17131.0
,,,,,,,2734,16497.7
,,,,,,,2735,15299.5
,,,,,,,2736,14138.800000000001
,,,,,,,2737,13271.7
,,,,,,,2738,12734.8
,,,,,,,2739,12408.9
,,,,,,,2740,12292.5
,,,,,,,2741,12510.400000000001
,,,,,,,2742,13358.099999999999
,,,,,,,2743,14659.1
,,,,,,,2744,15530.9
,,,,,,,2745,15846.3
,,,,,,,2746,15912.300000000001
,,,,,,,2747,15932.8
,,,,,,,2748,15935.4
,,,,,,,2749,15850.099999999999
,,,,,,,2750,15854.5
,,,,,,,2751,15893.9
,,,,,,,2752,15968.7
,,,,,,,2753,16205.1
,,,,,,,2754,16383.7
,,,,,,,2755,16349.800000000001
,,,,,,,2756,16510.6
,,,,,,,2757,16664.0
,,,,,,,2758,16007.8
,,,,,,,2759,14908.2
,,,,,,,2760,13831.400000000001
,,,,,,,2761,13001.4
,,,,,,,2762,12538.300000000001
,,,,,,,2763,12241.0
,,,,,,,2764,12102.7
,,,,,,,2765,12309.8
,,,,,,,2766,13097.9
,,,,,,,2767,14403.300000000001
,,,,,,,2768,15567.9
,,,,,,,2769,16350.400000000001
,,,,,,,2770,16793.9
,,,,,,,2771,17107.7
,,,,,,,2772,17252.9
,,,,,,,2773,17270.600000000002
,,,,,,,2774,17327.100000000002
,,,,,,,2775,17131.4
,,,,,,,2776,16949.4
,,,,,,,2777,16993.0
,,,,,,,2778,17048.8
,,,,,,,2779,16981.5
,,,,,,,2780,16996.2
,,,,,,,2781,16832.7
,,,,,,,2782,16198.6
,,,,,,,2783,15252.3
,,,,,,,2784,14262.5
,,,,,,,2785,13471.1
,,,,,,,2786,12896.6
,,,,,,,2787,12535.1
,,,,,,,2788,12400.3
,,,,,,,2789,12424.6
,,,,,,,2790,12695.2
,,,,,,,2791,13204.6
,,,,,,,2792,13948.3
,,,,,,,2793,14643.4
,,,,,,,2794,15165.5
,,,,,,,2795,15428.9
,,,,,,,2796,15447.9
,,,,,,,2797,15512.0
,,,,,,,2798,15496.6
,,,,,,,2799,15433.0
,,,,,,,2800,15210.2
,,,,,,,2801,15245.9
,,,,,,,2802,15402.4
,,,,,,,2803,15578.2
,,,,,,,2804,15785.9
,,,,,,,2805,16155.1
,,,,,,,2806,15808.4
,,,,,,,2807,15086.800000000001
,,,,,,,2808,14235.1
,,,,,,,2809,13465.199999999999
,,,,,,,2810,12904.3
,,,,,,,2811,12544.5
,,,,,,,2812,12319.7
,,,,,,,2813,12313.1
,,,,,,,2814,12490.800000000001
,,,,,,,2815,12788.1
,,,,,,,2816,13373.9
,,,,,,,2817,14199.7
,,,,,,,2818,14887.9
,,,,,,,2819,15293.8
,,,,,,,2820,15584.8
,,,,,,,2821,15494.5
,,,,,,,2822,15398.1
,,,,,,,2823,15214.5
,,,,,,,2824,15097.7
,,,,,,,2825,15294.5
,,,,,,,2826,15593.699999999999
,,,,,,,2827,15760.0
,,,,,,,2828,15892.6
,,,,,,,2829,16379.7
,,,,,,,2830,15860.7
,,,,,,,2831,14918.4
,,,,,,,2832,14019.3
,,,,,,,2833,13293.2
,,,,,,,2834,12915.3
,,,,,,,2835,12699.6
,,,,,,,2836,12675.4
,,,,,,,2837,13020.199999999999
,,,,,,,2838,13940.4
,,,,,,,2839,15464.800000000001
,,,,,,,2840,16459.5
,,,,,,,2841,16631.9
,,,,,,,2842,16582.2
,,,,,,,2843,16480.2
,,,,,,,2844,16364.7
,,,,,,,2845,16213.3
,,,,,,,2846,16186.099999999999
,,,,,,,2847,16190.6
,,,,,,,2848,16379.6
,,,,,,,2849,16633.4
,,,,,,,2850,16871.9
,,,,,,,2851,17144.8
,,,,,,,2852,17309.9
,,,,,,,2853,17373.5
,,,,,,,2854,16589.8
,,,,,,,2855,15402.7
,,,,,,,2856,14225.1
,,,,,,,2857,13406.4
,,,,,,,2858,12866.800000000001
,,,,,,,2859,12565.9
,,,,,,,2860,12479.2
,,,,,,,2861,12744.9
,,,,,,,2862,13609.3
,,,,,,,2863,15141.0
,,,,,,,2864,16377.900000000001
,,,,,,,2865,16869.1
,,,,,,,2866,17180.8
,,,,,,,2867,17400.7
,,,,,,,2868,17307.4
,,,,,,,2869,17115.0
,,,,,,,2870,16933.5
,,,,,,,2871,16803.5
,,,,,,,2872,16685.6
,,,,,,,2873,16711.7
,,,,,,,2874,16774.3
,,,,,,,2875,16788.5
,,,,,,,2876,16945.6
,,,,,,,2877,17310.7
,,,,,,,2878,16647.399999999998
,,,,,,,2879,15464.4
,,,,,,,2880,14231.2
,,,,,,,2881,13327.2
,,,,,,,2882,12850.6
,,,,,,,2883,12573.8
,,,,,,,2884,12479.7
,,,,,,,2885,12712.5
,,,,,,,2886,13564.4
,,,,,,,2887,15120.1
,,,,,,,2888,16387.1
,,,,,,,2889,17018.5
,,,,,,,2890,17186.1
,,,,,,,2891,17255.8
,,,,,,,2892,17252.2
,,,,,,,2893,17068.2
,,,,,,,2894,16972.0
,,,,,,,2895,16874.9
,,,,,,,2896,16932.6
,,,,,,,2897,17115.7
,,,,,,,2898,17299.3
,,,,,,,2899,17271.1
,,,,,,,2900,17327.0
,,,,,,,2901,17355.2
,,,,,,,2902,16615.7
,,,,,,,2903,15452.599999999999
,,,,,,,2904,14227.8
,,,,,,,2905,13397.1
,,,,,,,2906,12893.699999999999
,,,,,,,2907,12560.5
,,,,,,,2908,12430.4
,,,,,,,2909,12628.8
,,,,,,,2910,13437.800000000001
,,,,,,,2911,14915.6
,,,,,,,2912,16128.900000000001
,,,,,,,2913,16679.6
,,,,,,,2914,16929.1
,,,,,,,2915,16907.2
,,,,,,,2916,16897.1
,,,,,,,2917,16885.0
,,,,,,,2918,16943.6
,,,,,,,2919,17005.2
,,,,,,,2920,17142.2
,,,,,,,2921,17220.2
,,,,,,,2922,17137.7
,,,,,,,2923,17016.1
,,,,,,,2924,17055.0
,,,,,,,2925,17147.8
,,,,,,,2926,16453.0
,,,,,,,2927,15227.5
,,,,,,,2928,14001.6
,,,,,,,2929,13153.4
,,,,,,,2930,12668.5
,,,,,,,2931,12398.2
,,,,,,,2932,12253.3
,,,,,,,2933,12450.8
,,,,,,,2934,13282.199999999999
,,,,,,,2935,14759.5
,,,,,,,2936,16029.4
,,,,,,,2937,16677.1
,,,,,,,2938,16996.8
,,,,,,,2939,17135.4
,,,,,,,2940,17191.8
,,,,,,,2941,16976.5
,,,,,,,2942,16863.7
,,,,,,,2943,16698.8
,,,,,,,2944,16694.7
,,,,,,,2945,16749.6
,,,,,,,2946,16800.7
,,,,,,,2947,16732.7
,,,,,,,2948,16664.2
,,,,,,,2949,16701.8
,,,,,,,2950,16097.7
,,,,,,,2951,15151.7
,,,,,,,2952,14094.199999999999
,,,,,,,2953,13302.4
,,,,,,,2954,12770.1
,,,,,,,2955,12413.8
,,,,,,,2956,12209.3
,,,,,,,2957,12197.2
,,,,,,,2958,12437.4
,,,,,,,2959,12876.0
,,,,,,,2960,13624.2
,,,,,,,2961,14444.0
,,,,,,,2962,14955.5
,,,,,,,2963,15225.4
,,,,,,,2964,15395.9
,,,,,,,2965,15344.9
,,,,,,,2966,15125.9
,,,,,,,2967,14931.0
,,,,,,,2968,14917.0
,,,,,,,2969,15045.8
,,,,,,,2970,15223.9
,,,,,,,2971,15308.9
,,,,,,,2972,15391.5
,,,,,,,2973,15682.7
,,,,,,,2974,15387.300000000001
,,,,,,,2975,14652.900000000001
,,,,,,,2976,13799.0
,,,,,,,2977,13054.7
,,,,,,,2978,12480.5
,,,,,,,2979,12121.7
,,,,,,,2980,11926.0
,,,,,,,2981,11893.7
,,,,,,,2982,12060.6
,,,,,,,2983,12357.6
,,,,,,,2984,12920.800000000001
,,,,,,,2985,13654.599999999999
,,,,,,,2986,14343.8
,,,,,,,2987,14802.400000000001
,,,,,,,2988,15119.1
,,,,,,,2989,15229.5
,,,,,,,2990,15226.9
,,,,,,,2991,15168.0
,,,,,,,2992,15211.8
,,,,,,,2993,15471.0
,,,,,,,2994,15768.3
,,,,,,,2995,15943.2
,,,,,,,2996,16043.6
,,,,,,,2997,16137.199999999999
,,,,,,,2998,15568.0
,,,,,,,2999,14579.5
,,,,,,,3000,13580.599999999999
,,,,,,,3001,12837.7
,,,,,,,3002,12395.7
,,,,,,,3003,12164.2
,,,,,,,3004,12091.5
,,,,,,,3005,12326.300000000001
,,,,,,,3006,13140.6
,,,,,,,3007,14509.5
,,,,,,,3008,15651.599999999999
,,,,,,,3009,16097.8
,,,,,,,3010,16174.6
,,,,,,,3011,16234.4
,,,,,,,3012,16254.800000000001
,,,,,,,3013,16239.3
,,,,,,,3014,16279.8
,,,,,,,3015,16322.599999999999
,,,,,,,3016,16346.1
,,,,,,,3017,16592.8
,,,,,,,3018,16850.8
,,,,,,,3019,16784.4
,,,,,,,3020,16771.6
,,,,,,,3021,16984.4
,,,,,,,3022,16339.3
,,,,,,,3023,15107.2
,,,,,,,3024,13861.9
,,,,,,,3025,12991.5
,,,,,,,3026,12473.0
,,,,,,,3027,12147.2
,,,,,,,3028,12041.6
,,,,,,,3029,12201.0
,,,,,,,3030,12998.3
,,,,,,,3031,14433.1
,,,,,,,3032,15639.2
,,,,,,,3033,16208.7
,,,,,,,3034,16430.2
,,,,,,,3035,16640.9
,,,,,,,3036,16586.3
,,,,,,,3037,16581.2
,,,,,,,3038,16664.1
,,,,,,,3039,16706.0
,,,,,,,3040,16769.899999999998
,,,,,,,3041,17006.1
,,,,,,,3042,17201.9
,,,,,,,3043,17111.3
,,,,,,,3044,17076.6
,,,,,,,3045,17243.7
,,,,,,,3046,16597.7
,,,,,,,3047,15397.6
,,,,,,,3048,14095.1
,,,,,,,3049,13269.0
,,,,,,,3050,12749.5
,,,,,,,3051,12470.6
,,,,,,,3052,12370.5
,,,,,,,3053,12538.1
,,,,,,,3054,13324.5
,,,,,,,3055,14675.8
,,,,,,,3056,15766.099999999999
,,,,,,,3057,16165.4
,,,,,,,3058,16308.5
,,,,,,,3059,16288.9
,,,,,,,3060,16216.5
,,,,,,,3061,16133.0
,,,,,,,3062,16162.0
,,,,,,,3063,16146.1
,,,,,,,3064,16229.199999999999
,,,,,,,3065,16478.7
,,,,,,,3066,16697.2
,,,,,,,3067,16719.899999999998
,,,,,,,3068,16718.0
,,,,,,,3069,17002.4
,,,,,,,3070,16513.5
,,,,,,,3071,15306.5
,,,,,,,3072,14079.2
,,,,,,,3073,13243.0
,,,,,,,3074,12696.5
,,,,,,,3075,12417.4
,,,,,,,3076,12308.7
,,,,,,,3077,12510.1
,,,,,,,3078,13249.1
,,,,,,,3079,14626.2
,,,,,,,3080,15758.8
,,,,,,,3081,16267.1
,,,,,,,3082,16454.899999999998
,,,,,,,3083,16513.0
,,,,,,,3084,16576.8
,,,,,,,3085,16535.5
,,,,,,,3086,16546.600000000002
,,,,,,,3087,16603.2
,,,,,,,3088,16681.8
,,,,,,,3089,16853.2
,,,,,,,3090,16962.0
,,,,,,,3091,16942.0
,,,,,,,3092,16975.2
,,,,,,,3093,17024.4
,,,,,,,3094,16390.2
,,,,,,,3095,15218.9
,,,,,,,3096,14065.5
,,,,,,,3097,13198.4
,,,,,,,3098,12711.8
,,,,,,,3099,12389.1
,,,,,,,3100,12318.2
